# Created by M.D. Woods -- 2025-05-21 14:44:48.650823 -- NUM TARGETS: 116
# WARNING: For files with SNPY & SALT, the 'stretch' and 'color' are NOT identical.
objname, origin, subtype, algo, ra, dec, z, z_cmb, MJDs, MJDe, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, amplitude, amplitude_err, peak_mag, peak_mag_err
2008bd, CSP, 91BG, SNPY, 154.597167, -13.103111, 0.0301, 0.031300703090299295, 54541.7, 54607.65, 35.91771334018329, 0.03462900988340393, 11.066906876654066, 0.0008724495479113708, 54526.07278292209, 0.7790033368101698, 0.6184691920898545, 0.039331151991573714, 0.019907712525009738, 0.04216089003753453, nan, nan, nan, nan
2020dq, ATLAS, 91BG, SNPY, 195.07902000000004, -33.62970000000001, 0.046, 0.04892743519506293, 58825.632225, 58949.49718, 37.0935655287451, 0.1530809365638973, 10.528831978885831, 0.0359032951134015, 58861.868648599186, 0.5719286992956201, 0.711124659893178, 0.07141397822499974, 0.5168938545304889, 0.1693888713615209, nan, nan, 17.895, 1.01
2024nev, ATLAS, 91BG, SNPY, 333.4611399999999, 3.9840299999999997, 0.0585, 0.05704582682033276, 60420.612256, 60588.366748, 38.88230946589121, 0.19959112438575172, 10.803223753532512, 0.001988173919297033, 60491.37178172014, 3.760195342395378, 1.2871711912002033, 0.15784550783382637, -0.06627938529691896, 0.1351826188310693, nan, nan, 19.514105263157898, 0.31247368421052635
2024lhg, ATLAS, 91BG, SNPY, 329.58607, -9.807260000000001, 0.06, 0.058571339205518054, 60420.630157, 60567.174649, 37.97608590301805, 0.11501119604464047, 10.239109078470907, 0.0037337208445413364, 60479.98209914833, 0.40893408645209944, 0.5744178296609398, 0.04623077610834693, -0.3893704482289601, 0.11722635773189605, nan, nan, 19.064166666666672, 0.4671111111111111
2022vse, ATLAS, 91BG, SNPY, 60.34132999999998, -54.75441999999999, 0.05, 0.05114466755174965, 59746.1638, 59944.135789, 36.72741462957054, 0.07087741382277639, 8.755336157805015, 0.11992026100705418, 59847.89622091486, 0.2057386840255602, 0.5590519301805439, 0.027795723890724294, -0.09770935798020321, 0.02814616176351891, nan, nan, 18.06215, 0.06995
2023jah, ATLAS, 91BG, SNPY, 307.78864999999996, -44.26243999999999, 0.03, 0.029357446966681976, 60012.380656, 60182.886135, 36.67248088752235, 0.05152982219668492, 10.263562418656065, 0.08115201845918558, 60090.36902184233, 0.2576243475639004, 0.9279743240146948, 0.018947321020199786, 0.17138428663270594, 0.03176186638609779, nan, nan, 17.94433333333333, 0.15983333333333333
2020yo, ZTF, 91BG, SNPY, 46.527079166666695, 13.913452777777804, 0.09, 0.08899677798929909, 58833.17733799992, 58913.15476850001, 39.49574738991419, 0.39249699787263465, 10.32668108601848, 0.008382045035894648, 58848.32101955352, 30.532195256381883, 1.930122393727456, 1.0015485294215363, -0.6835633686538148, 1.9303867566231023, nan, nan, 21.70454085813898, 0.5385829236334927
2022omn, COMBINED, 91BG, SNPY, 341.8629977203064, -25.66481817624521, 0.05, 0.049494772083266456, 59741.361109, 59882.24707179982, 37.02648322000461, 0.08543877628942041, 8.002245848661948, 0.06677605996871594, 59767.16661643177, 1.1284491810396344, 1.001005284980632, 0.04171184162285883, 0.5106179780225765, 0.05209613700084033, nan, nan, 18.33535676841968, 0.07105056127509636
2024rkh, COMBINED, 91BG, SNPY, 39.674869393939396, -7.284329595959594, 0.07, 0.06934961635652066, 60491.421074, 60620.3379861, 37.94444667909261, 0.06224096964440276, 11.003166006037661, 0.001848075054697027, 60518.884380908356, 0.5360051754977926, 0.8154966672401767, 0.029873235120069803, 0.08732016316650656, 0.0548460829776426, nan, nan, 19.163625, 0.3270416666666667
2022dsu, COMBINED, 91BG, SNPY, 211.37819727296457, 15.720978545581074, 0.07, 0.07061669530398855, 59609.644806, 59755.20834490005, 37.976086175183205, 0.06331559699328038, 10.258346269556945, 0.0036019101922798984, 59646.08672076066, 0.24349774193725346, 0.8618197320403373, 0.02269192915286264, 0.15438378689365764, 0.03417762281466996, nan, nan, 19.095936320920583, 0.3133270263965302
2023abdv, COMBINED, 91BG, SNPY, 17.78526311111111, -13.94411403703704, 0.052, 0.05062562896289273, 60273.185818, 60344.234008, 37.22393793678258, 0.11598184732650298, 9.106052225138164, 0.04069200151682838, 60310.894651573384, 0.34248261776265587, 0.8781738337007147, 0.04788629146797587, 0.2150928073886062, 0.09410992329856369, nan, nan, 18.35090538999794, 0.10416944762962434
2024xdl, COMBINED, 91BG, SNPY, 307.58792983568077, -1.006360219092332, 0.0213, 0.01934370412681532, 60553.32364579989, 60658.226895, 35.539811299370484, 0.07588500745757794, 10.769619531039991, 0.0006482045532428403, 60589.82066225533, 0.19977605000346735, 0.3799304101496021, 0.01724193933233528, 0.06464927564960414, 0.038366804482541685, nan, nan, 18.427495033214395, 0.09815066041322595
2023mkp, COMBINED, 91BG, SNPY, 204.8455296865456, 51.04965756173415, 0.015293, 0.015286351639302222, 60104.372351, 60182.246254, 35.399521936188876, 0.07829048169547956, 10.235440101474703, 0.0009147764240383092, 60130.48036706846, 0.252160177824919, 0.4081927446255187, 0.01766929888714921, -0.22901591905956134, 0.057185745961611426, nan, nan, 17.270300000000002, 0.17770000000000002
2023fwb, COMBINED, 91BG, SNPY, 320.9141468343343, 39.58093253253254, 0.027, 0.025053746637469888, 60036.50037040003, 60162.405300899874, 35.598671929834055, 0.04901234861883314, 8.083420755485886, 0.029802813525155545, 60058.43917797888, 0.10894230872391472, 0.4231016206626186, 0.011763016578405035, -0.19913779903313117, 0.025436664948219133, nan, nan, 17.953899999999997, 0.06465
2019luv, COMBINED, 91BG, SNPY, 328.81252061547866, -12.148993128173847, 0.06, 0.05880631487748555, 58660.432418, 58798.19031250011, 37.42142312995908, 0.07143667955759189, 9.828101197306356, 0.006206509407890266, 58691.06458525486, 0.35436309062607413, 0.3823169995391702, 0.02559656202961521, -0.2211202369126448, 0.053004174033543607, nan, nan, 19.21800548594575, 0.2999384978311927
2025nn, COMBINED, 91BG, SNPY, 109.41391671794871, 43.817533282051286, 0.05, 0.04988185139434966, 60658.262777800206, 60756.268622700125, 36.66660992808425, 0.08069053788711947, 7.33130468655257, 0.08861933015292961, 60699.44843731655, 0.28531526096996046, 0.8853007839733411, 0.03193187430206416, 0.4687940113308631, 0.03699588277123812, nan, nan, 18.724143335814794, 0.05325464674256854
2021zqs, COMBINED, 91BG, SNPY, 45.880018871527774, 27.68220943576389, 0.036465, 0.03508888350140808, 59457.635267, 59573.311817, 36.13973318486408, 0.10576027882967311, 11.368436726427328, 0.0012292703565977665, 59487.140000583204, 0.3790539926704282, 0.4821731246978436, 0.04465298662290133, 0.32864384816684716, 0.06277131816811979, nan, nan, 18.769622279714163, 0.1507035985033573
2022oux, COMBINED, 91BG, SNPY, 334.19412265729585, 86.93248940948983, 0.019, 0.01762458668573547, 59745.527392, 59888.31049769977, 35.08572401681988, 0.08806044651733565, 10.768114423095657, 0.0017432402130689096, 59776.528267144975, 0.2517179813152685, 0.3499247622006261, 0.019062453140728623, 0.3382813419048818, 0.06331049508064647, nan, nan, 18.880022009949442, 0.4244440474651311
2021zsz, COMBINED, 91BG, SNPY, 92.63880211136023, -14.5388802815147, 0.035746, 0.03585681737459383, 59454.604983, 59584.364674, 36.63085295299773, 0.07203633330024505, 10.964851218836822, 0.005379263240545481, 59488.81367189649, 0.2724521396875599, 0.5898119654405494, 0.03379338087168414, -0.09855441739964398, 0.0786841907087624, nan, nan, 18.486215700181788, 0.1646175668156808
