# Created by M.D. Woods -- 2025-04-09 10:11:32.380291 -- NUM TARGETS: 116
# WARNING: For files with SNPY & SALT, the 'stretch' and 'color' are NOT identical.
objname, origin, subtype, algo, ra, dec, z, z_cmb, MJDs, MJDe, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, amplitude, amplitude_err, peak_mag, peak_mag_err
2006gt, CSP, 91BG, SALT, 14.072082999999996, -1.6294440000000001, 0.0448, 0.042419119009330715, 54001.67, 54076.62, 36.758407457395286, 0.012665196390406306, 10.111136946318842, 0.0037506224022017622, 54002.98352461894, 0.06217687519529136, -2.269970801290972, 0.03289116292728078, 0.2165294602276597, 0.0036184703718589546, 0.0007899719801907305, 3.155488409693971e-06, 18.37426923076923, 0.046269230769230764
2005bl, CSP, 91BG, SALT, 181.05108300000003, 20.406889000000003, 0.0241, 0.02475539637032309, 53476.61, 53512.57, 35.669306482214154, 0.01890091467511694, 8.920765377315602, 0.01764662955965954, 53483.11222365715, 0.0176518696025596, -4.899815930005387, 0.06432932701254845, 0.5696528027948085, 0.0049809304376775025, 0.0005641343326630737, 3.2883004521728873e-06, 18.498909090909088, 0.03206060606060605
2008bt, CSP, 91BG, SALT, 162.570333, -12.108889000000001, 0.0154, 0.016446211765812194, 54571.61, 54651.47, 34.546452706223874, 0.008227838844953704, 10.724456328263154, 0.0005206097319448586, 54568.77543763968, 0.0010825368044606876, -2.22891911100925, 0.014269430700507346, 0.4385971329948794, 0.0024442578222385962, 0.003312846286230737, 9.588794435754784e-06, 16.852666666666668, 0.011416666666666665
2005ke, CSP, 91BG, SALT, 53.76812499999999, -24.94411099999999, 0.0049, 0.003927211531528298, 53689.69, 53819.51, 32.67935709938896, 0.004542966526227703, 9.964494815008727, 0.0001733967672340931, 53699.89593395496, 0.006809155180235393, -2.1854051619656745, 0.007134535782806095, 0.4699111686316593, 0.0013178566103271216, 0.01707561095101107, 3.1548619610308926e-05, 14.483879310344829, 0.012689655172413793
2008bd, CSP, 91BG, SALT, 154.597167, -13.103111, 0.0301, 0.031300703090299295, 54541.7, 54607.65, 36.04096736406114, 0.04011704346229289, 11.066906876654066, 0.0008724495479113708, 54522.0732025374, 0.1570283042747178, -2.395453621546084, 0.058797452244801596, 0.08103204448829576, 0.013317885226446533, 0.001790247104186559, 3.3945008037353526e-05, nan, nan
2008bi, CSP, 91BG, SALT, 128.972458, 0.7064170000000001, 0.0134, 0.014116608699185886, 54551.52, 54628.47, 34.700525422416234, 0.022286807240980692, 10.75710146506393, 0.0018382741615164645, 54536.251197979014, 0.0668439364162623, -2.7917306105330155, 0.018631324883082723, 0.19199344415520198, 0.006191412115140773, 0.005224921046544412, 5.857583154503467e-05, nan, nan
2006bd, CSP, 91BG, SALT, 174.61858299999994, 20.526222, 0.0257, 0.025660398620783453, 53822.75, 53872.57, 35.843809567236434, 0.03211174589953519, 12.327227584343689, 0.0010375416044816365, 53810.392280268905, 0.1417983373394236, -1.716150603001807, 0.04464864846680883, 0.3951992931126959, 0.008941717129528527, 0.0012144236013851002, 1.8530835642414478e-05, nan, nan
2009F, CSP, 91BG, SALT, 74.848167, -11.130583000000001, 0.013, 0.013048498077434103, 54837.75, 54884.63, 34.719181690009606, 0.00659260532048111, 10.507359299115938, 0.000511704806211565, 54843.26865314566, 0.013152503070159582, -3.478112491020813, 0.016144053459811625, 0.5075135211323124, 0.0018570507861653761, 0.0019611495939693604, 4.68802083564282e-06, 16.812318181818178, 0.01586363636363636
2007al, CSP, 91BG, SALT, 149.82699999999997, -19.473833000000006, 0.0122, 0.013181781463286774, 54170.77, 54246.58, 34.42287610596678, 0.01822693484122173, 9.351354001759011, 0.0018110245506318002, 54160.12616537994, 0.06796969760034699, -2.784987780671373, 0.014838371259122685, 0.3604629026498609, 0.005098007191982908, 0.00425340292582395, 3.843738577161619e-05, nan, nan
2007ba, CSP, 91BG, SALT, 229.17762499999995, 7.396611000000004, 0.0385, 0.038133865739342986, 54190.83, 54255.61, 36.8865794340116, 0.019607304297952592, 11.141102329068884, 0.0008626674562506656, 54174.73505593769, 0.08562351142973057, 4.999999999980648, 0.0014571082247352152, 0.23007460099087648, 0.006007026767426056, 0.0018841666046932166, 1.3877957898817268e-05, nan, nan
2007N, CSP, 91BG, SALT, 192.255208, -9.452833000000002, 0.0129, 0.015195347623445987, 54123.82, 54213.67, 34.41346399200956, 0.016936799634550224, 9.587336481996891, 0.0008157243912581323, 54113.0241032369, 0.051206244781496935, -2.9930357885059595, 0.016325234088099938, 0.5465739724968736, 0.004874157915976528, 0.0024999103680209155, 1.921465906675755e-05, nan, nan
2020dq, ATLAS, 91BG, SALT, 195.07902000000004, -33.62970000000001, 0.046, 0.04892743519506293, 58825.632225, 58949.49718, 37.09483123294562, 3.3654958143488507, 10.528831978885831, 0.0359032951134015, 58915.819210037014, 3.560671172410366, 4.262677463804506, 7.49790993698166, 0.7763727301400402, 1.927798386236017, 3.636566248111194e-05, 0.00010020090586763234, 19.6988, 0.9318
2024nev, ATLAS, 91BG, SALT, 333.4611399999999, 3.9840299999999997, 0.0585, 0.05704582682033276, 60420.612256, 60588.366748, 38.808440860328616, 0.26286367435321595, 10.803223753532512, 0.001988173919297033, 60494.43036431837, 0.929929899302806, 0.5967527866347788, 0.8127744526545894, 0.19534420258492302, 0.09228438689779997, 0.00022760777903031747, 2.5906353672346193e-05, 19.580875, 0.2391875
2024lhg, ATLAS, 91BG, SALT, 329.58607, -9.807260000000001, 0.06, 0.058571339205518054, 60420.630157, 60567.174649, 37.97406296558941, 0.31361244255374826, 10.239109078470907, 0.0037337208445413364, 60480.91106118466, 0.5807080722261162, -0.8818849315952976, 0.6518684395187385, 0.15231275184117302, 0.14922929212259797, 0.0003880576672899251, 8.355747724123473e-05, 19.064166666666672, 0.4671111111111111
2024zaj, ATLAS, 91BG, SALT, 41.46968, -17.04216, 0.02439, 0.02379452133287658, 60506.347952, 60690.127373, 35.86459475437304, 0.08155018152634753, 10.19247487434887, 0.0010132688116221815, 60614.88727441189, 0.07584078285799478, -3.062601177465619, 0.10756940227041967, 0.3249821467138781, 0.02388267453506893, 0.0011949567513665116, 3.990082467197761e-05, 17.568550000000002, 0.08685000000000001
2022vse, ATLAS, 91BG, SALT, 60.34132999999998, -54.75441999999999, 0.05, 0.05114466755174965, 59746.1638, 59944.135789, 36.7903867329502, 0.08042086592872857, 8.755336157805015, 0.11992026100705418, 59848.45788279109, 0.2373686280225229, -2.2514047830445003, 0.19473623949486418, 0.07293467221783337, 0.02638511071945967, 0.0010388174633338687, 3.061048363520983e-05, 18.06215, 0.06995
2023jah, ATLAS, 91BG, SALT, 307.78864999999996, -44.26243999999999, 0.03, 0.029357446966681976, 60012.380656, 60182.886135, 36.583464239049626, 0.08678226289117323, 10.263562418656065, 0.08115201845918558, 60089.88430871183, 0.2605457666722941, -1.1336279176464303, 0.21309318295883728, 0.5031391705179566, 0.03581845650492735, 0.0007855893193825182, 3.571371726941063e-05, 17.999470588235294, 0.1307058823529412
2024ulb, ATLAS, 91BG, SALT, 20.954020000000003, -15.71025, 0.044, 0.043553779775936274, 60553.549052, 60555.028303, 39.37653530504846, 1.0381760382431022, 10.391931352206855, 0.0015856580709945748, 60526.47310802347, 2.162240744812152, 4.999991913274657, 1.5357165285373957, -0.4655546130591599, 0.3168685697958913, 0.001283294939947734, 0.0004277291686647617, nan, nan
2021afur, ZTF, 91BG, SALT, 155.55415833333333, 17.861225, 0.028, 0.02895868326802631, 59521.52168980008, 59640.39144679997, 36.08352540661872, 0.34331448347292104, 10.30385583831088, 0.0010795880607671832, 59547.48449830971, 1.1468620900595852, -1.8235487854362142, 1.1668128259769333, 1.3119131483343773, 0.087461590337819, 7.747974431534343e-05, 9.591077757930535e-06, 19.64401546654632, 0.07922107810378816
2022omn, COMBINED, 91BG, SALT, 341.8629977203064, -25.66481817624521, 0.05, 0.049494772083266456, 59741.361109, 59882.24707179982, 37.0018500373771, 0.13335847958651673, 8.002245848661948, 0.06677605996871594, 59764.88471641029, 0.5564876863136305, -0.6203590639851397, 0.20550472796744684, 0.45376476829352375, 0.052403165997483965, 0.0004600058390429922, 3.6659483567274896e-05, 18.26090909090909, 0.07063636363636362
2024rkh, COMBINED, 91BG, SALT, 39.674869393939396, -7.284329595959594, 0.07, 0.06934961635652066, 60491.421074, 60620.3379861, 37.946517450162425, 0.14039701762878432, 11.003166006037661, 0.001848075054697027, 60518.8414513377, 0.5278050512206391, -2.0468985782588254, 0.2818218665928689, 0.06135214723792635, 0.06362538548633868, 0.00040811078406021665, 3.750687363726696e-05, 19.163625, 0.3270416666666667
2022dsu, COMBINED, 91BG, SALT, 211.37819727296457, 15.720978545581074, 0.07, 0.07061669530398855, 59609.644806, 59755.20834490005, 37.951405104134835, 0.08059035671659193, 10.258346269556945, 0.0036019101922798984, 59645.84147598322, 0.0006255799053178634, -1.595836796709308, 0.16891074997861832, 0.2125680352060233, 0.029050481258786974, 0.00030901379828085534, 1.070710468218657e-05, 19.095936320920583, 0.3133270263965302
2023abdv, COMBINED, 91BG, SALT, 17.78526311111111, -13.94411403703704, 0.052, 0.05062562896289273, 60273.185818, 60344.234008, 37.19579764702493, 0.2493910358025904, 9.106052225138164, 0.04069200151682838, 60310.07947373297, 0.40617199035477825, -0.3951754384493067, 0.49173099379433344, 0.4248307968309408, 0.1117152529578937, 0.0005148912527512044, 8.2201986912065e-05, 18.352642046077456, 0.11469445054347746
2024xdl, COMBINED, 91BG, SALT, 307.58792983568077, -1.006360219092332, 0.0213, 0.01934370412681532, 60553.32364579989, 60658.226895, 35.78830680449144, 0.07802844851869595, 10.769619531039991, 0.0006482045532428403, 60592.425211184905, 0.10454272090646555, -3.8646413063637497, 0.14985433087206168, 0.5526354817580404, 0.023096642388760948, 0.00047475981441166923, 1.4922115344179722e-05, 18.284793582792304, 0.1193198306802505
2023mkp, COMBINED, 91BG, SALT, 204.8455296865456, 51.04965756173415, 0.015293, 0.015286351639302222, 60104.372351, 60182.246254, 35.47516361476226, 0.08114663371867595, 10.235440101474703, 0.0009147764240383092, 60132.91486111077, 0.10093202724601724, -4.924634672380513, 0.17736741198710115, 0.11125610015766303, 0.02387763900626641, 0.0021832157891628744, 7.129055495651933e-05, 17.1777, 0.14255
2021fnr, COMBINED, 91BG, SALT, 219.50787937328693, 10.184029029956164, 0.026949, 0.02849321924710484, 59257.604781, 59405.22836809978, 36.088130047518526, 0.03246836194409056, 10.287436116011223, 0.0011406832616291658, 59293.29018113988, 0.10558625905832741, -2.977556785350395, 0.06170471194226357, 0.5177816193170447, 0.00941996839235759, 0.0005798635573185872, 7.106517118112211e-06, 18.158608500240323, 0.04082728230622343
2022kbc, COMBINED, 91BG, SALT, 181.19546079545455, 9.438258585858586, 0.0687, 0.07039180297862656, 59687.206325, 59796.711369, 38.25911272203396, 0.09412875959030113, 10.001102966465442, 0.006605906576879489, 59716.33060887753, 0.23615735945713823, -2.2120440756738424, 0.33634500418753044, -0.03472254218878433, 0.023604590934128613, 0.00039844380980412285, 1.3047473068342533e-05, 19.3174269835168, 0.4166419304078386
2025nn, COMBINED, 91BG, SALT, 109.41391671794871, 43.817533282051286, 0.05, 0.04988185139434966, 60658.262777800206, 60756.268622700125, 36.773397363007625, 0.08501338049054655, 7.33130468655257, 0.08861933015292961, 60699.13777719906, 0.19375764499636716, -1.1090051850832672, 0.2037852448102881, 0.4608605978251925, 0.02580042823780333, 0.00041597310765277004, 1.2692245945093926e-05, 18.724143335814794, 0.05325464674256854
2021zqs, COMBINED, 91BG, SALT, 45.880018871527774, 27.68220943576389, 0.036465, 0.03508888350140808, 59457.635267, 59573.311817, 36.206365876397115, 0.12184750553767562, 11.368436726427328, 0.0012292703565977665, 59488.989958387465, 0.21141432647709735, -2.783465314224096, 0.15420111282918358, 0.8265603611090097, 0.04069659878165587, 0.00020630462761403348, 1.1653792385800482e-05, 18.753202714959897, 0.14839102274282012
2019cdc, COMBINED, 91BG, SALT, 212.20472932474505, 35.61427630238157, 0.02777, 0.028415074423414368, 58538.54960650019, 58685.19319440005, 35.98218209053644, 0.017474348294239796, 10.584872344449861, 0.0011367594478676015, 58575.25691552529, 0.0351145157328574, -2.214636911760546, 0.03688579526448188, 0.08195191371442338, 0.005085117670987839, 0.0023545325768753395, 1.4363683194620556e-05, 17.237346093099166, 0.0309274240879589
2022oux, COMBINED, 91BG, SALT, 334.19412265729585, 86.93248940948983, 0.019, 0.01762458668573547, 59745.527392, 59888.31049769977, 35.15286317915256, 0.11769031747996322, 10.768114423095657, 0.0017432402130689096, 59780.507263891, 0.12650380869672517, -3.1364453813862623, 0.1620210622914393, 1.3633348611601444, 0.04303484448485549, 0.0001108273774456154, 6.954838252407237e-06, 18.602490408607277, 0.18575723410679956
2021zsz, COMBINED, 91BG, SALT, 92.63880211136023, -14.5388802815147, 0.035746, 0.03585681737459383, 59454.604983, 59584.364674, 36.60424728344476, 0.12316674546288572, 10.964851218836822, 0.005379263240545481, 59489.02331273047, 0.19312743633781793, -2.7625357350011717, 0.15493783825025997, 0.599716536281573, 0.0511694924810788, 0.0003425115070593422, 2.5562082126428376e-05, 18.486215700181788, 0.1646175668156808
2021abzd, COMBINED, 91BG, SALT, 10.89953797101449, 30.592321803542667, 0.018086, 0.015988894002570312, 59479.218923599925, 59628.15921299998, 34.70825500087462, 0.010246720908154937, 10.78600418510209, 0.0005559682094218451, 59519.47395624626, 0.023436620998836588, -3.106558429612442, 0.029032232641978073, 0.2554397656270389, 0.0027979735603948655, 0.004169581077690612, 1.5237403469079257e-05, 16.406149232555546, 0.015450844184583975
2019noh, COMBINED, 91BG, SALT, 346.419824551167, 27.665980505685262, 0.0249, 0.022717122989652498, 58680.461041700095, 58828.13047449989, 35.35745994869676, 0.07789618031608062, 10.77252153435704, 0.0007017531518671983, 58715.87723718329, 0.116499937397748, -3.579781662965656, 0.10430339176025827, 1.3007480753219, 0.02380098397707641, 0.00013502740129409926, 4.698354170741567e-06, 18.60552597041517, 0.09399430258089889
2018ame, COMBINED, 91BG, SALT, 227.3563217869416, 25.471540595647188, 0.022, 0.023013536486537353, 58177.645339, 58277.459809, 35.93183356126636, 0.18163417012596755, 8.986036224321298, 0.005711110761032731, 58180.44047153992, 0.00012110608804505318, -0.8152643466073473, 0.1924897169976808, 0.69273208675359, 0.061866036735882944, 0.0008159513943158757, 7.820084582956713e-05, 17.45681818181818, 0.10636363636363638
2020ecn, COMBINED, 91BG, SALT, 179.86387940700124, -20.444791185997936, 0.021, 0.0220909474601978, 58885.48415509984, 59011.311185, 36.0614777241404, 0.4794841325622957, 10.294633396564496, 0.0008196759922236717, 58914.340451772136, 0.0009566097760398407, -4.999998612846661, 0.1830852459864487, 0.411716081518054, 0.1406869883918063, 0.0005979204757574512, 0.0001272022983001948, 18.0550796788094, 0.0496611755658071
