# Created by M.D. Woods -- 2025-02-19 13:40:24.879560 -- NUM TARGETS: 17
# WARNING: For files with SNPY & SALT, the 'stretch' and 'color' are NOT identical.
objname, origin, subtype, algo, ra, dec, z, z_cmb, MJDs, MJDe, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, peak_mag, peak_mag_err
2006gt, CSP, 91bg, SNPY, 14.07208, -1.62944, 0.0448, 0.04241911888050344, 54001.67, 54076.62, 36.47057182806368, 0.016237745095789433, 10.111136946318842, 0.0037506224022017622, 54004.00019438287, 0.07989100873879991, 0.5649523970244876, 0.010493755532440877, 0.04694181735266292, 0.014899589812420455, 18.4269375, 0.04184375
2008bt, CSP, 91bg, SNPY, 162.57033, -12.10889, 0.0154, 0.016446211728747183, 54571.61, 54651.47, 34.181191305005164, 0.018527276676615096, 10.724456328263154, 0.0005206097319448586, 54572.73089831135, 0.0799333962138638, 0.48802215414059985, 0.00898825492792772, 0.2438103415804973, 0.014823478414212036, 16.888055555555557, 0.014222222222222223
2007ba, CSP, 91bg, SNPY, 229.17763, 7.39661, 0.0385, 0.038133865678989576, 54190.83, 54255.61, 35.60964130917915, 0.021535562678524658, 11.141102329068884, 0.0008626674562506656, 54198.11497306592, 0.06434776159083536, 0.5411664288667114, 0.009211182966408828, 0.16396425294471126, 0.016241592649477225, 17.800868421052634, 0.040105263157894734
2008bd, CSP, 91bg, SNPY, 154.59717, -13.10311, 0.0301, 0.03130070310154192, 54541.7, 54607.65, 35.91770592417871, 0.03462485540526016, 11.066906876654066, 0.0008724495479113708, 54526.07321339048, 0.77899734646595, 0.61844440993877, 0.03932865251474274, 0.019884530862661856, 0.04216137144649629, nan, nan
2019luv, ZTF, 91bg, SNPY, 328.812534371, -12.1489903565, 0.06, 0.05880631459874226, 58294.46099539986, 60462.44379629986, 36.994901184375976, 0.029997544319632682, 9.828101197306356, 0.006206509407890266, 58691.00543871104, 0.2329013639423252, 0.6620488612864106, 0.0205440428085935, 0.4263130967190577, 0.030989306025083874, 19.253037757975356, 0.07154997308460613
2021zqs, ZTF, 91bg, SNPY, 45.880016653, 27.6822076007, 0.036465, 0.035088883488425024, 58304.466874999925, 60490.47025460005, 35.8436500871784, 0.039484643019391794, 11.368436726427328, 0.0012292703565977665, 59486.94846385025, 0.17052025166374085, 0.4832469172055219, 0.013733319517498371, 0.45744151185675674, 0.02731925423533291, 18.925093297319005, 0.08399176971736885
2022xhh, ZTF, 91bg, SNPY, 64.1734065552, -12.1835768414, 0.0315, 0.031030434295004485, 58334.48121530004, 60378.13685189979, 35.61569939248208, 0.029624251704986098, 10.79645631191364, 0.0017011828138871884, 59867.747228990156, 0.10440060039576717, 0.43207151672041244, 0.010054481632876661, 0.2356154936258794, 0.01855138789165723, 18.2957166609346, 0.05411434689992795
2023cvq, ZTF, 91bg, SNPY, 129.544100573, 25.1015512155, 0.0286, 0.028568202698515566, 58224.14814809989, 60357.39914349979, 35.77087550274334, 0.037357578364360246, 10.547609098927339, 0.0009310322625326865, 60005.89432416004, 0.2417900956619201, 0.2711391696110074, 0.008542993646833369, -0.01284033397766035, 0.025438921247455542, nan, nan
2020abpe, ZTF, 91bg, SNPY, 24.1023334999, 22.0498020816, 0.05, 0.04819889543862812, 58316.4637616002, 60468.47016200004, 36.58822088177578, 0.027985214564830392, 10.649515955931236, 0.0029270517243323553, 59193.5148506322, 0.10409982818155374, 0.5898966942860029, 0.013038272092980847, 0.3399654762063176, 0.017503060549118873, 18.923472692137956, 0.0744271206359122
2022rjs, ZTF, 91bg, SNPY, 244.125417, 21.251469, 0.037, 0.036946778593664825, 58219.4442592999, 60505.332615700085, 35.85312972501173, 0.01634555739410575, 10.48999877821179, 0.0018017453246977574, 59816.0453835838, 0.06865404441306074, 0.5631856680388293, 0.007954474702210642, 0.3328931938239938, 0.01254928023576184, 18.2798846255179, 0.02982545555474062
2023bhm, ZTF, 91bg, SNPY, 70.7291603461, 0.618423377238, 0.015419, 0.014934992145787017, 58344.47853010008, 60287.28997689998, 34.26027583227993, 0.007444853164620723, 10.944880130229151, 0.0007042302707270253, 59990.777973132615, 0.026615965539533704, 0.9406852476041165, 0.0051215086752049305, 0.07007746290885605, 0.003375502918021381, 15.395251260573977, 0.00567082531374825
2020acbx, ZTF, 91bg, SNPY, 131.588290634, -12.655995166, 0.051, 0.05259510687997961, 58210.23607640015, 60392.211053200066, 37.30469010646702, 0.0866473801804508, 10.202182551202336, 0.003249982662315169, 59194.48537472817, 0.4269421829578152, 0.6371519688855265, 0.04065796665293065, 0.3625465021553547, 0.05841965504792745, 19.375086967878847, 0.15174535532157993
2019moq, ZTF, 91bg, SNPY, 6.61546037531, 38.1232517734, 0.0596, 0.05797160952116785, 58283.44841440022, 60502.45076389983, 37.27896837980445, 0.016697370107696615, 10.979192644467481, 0.0047669442378859665, 58695.35943900552, 0.07244993199432692, 0.7388694585911088, 0.009473110619035458, 0.1546155137686689, 0.010805647727371435, 18.845891894607025, 0.03328966313634356
2023sps, ZTF, 91bg, SNPY, 356.063375707, -23.5291395059, 0.049, 0.04830600452913082, 58334.460219900124, 60259.16824069992, 36.58189782552997, 0.10139870441433121, 10.404162102271735, 0.0019997084090541987, 60207.8994024006, 0.17620009424589717, 0.3198900584314403, 0.028493953006386626, 0.09410309402447158, 0.03274850420256842, 19.268244706338283, 0.09497679342797863
2021qqr, ZTF, 91bg, SNPY, 257.3738161, -22.447686, 0.0309549998, 0.029552323712659468, 58277.376817100216, 60477.272419000044, 35.7930721693996, 0.03210591390121351, 10.790195811074476, 0.0016918990432472334, 59391.882512960394, 0.19505227510845854, 0.5878579119437515, 0.02101280292126307, -0.1991495681121232, 0.041093079182826585, 18.41973019223912, 0.07645269859633017
