# Created by M.D. Woods -- 2025-03-10 12:41:33.475383 -- NUM TARGETS: 90
# WARNING: For files with SNPY & SALT, the 'stretch' and 'color' are NOT identical.
objname, origin, subtype, algo, ra, dec, z, z_cmb, MJDs, MJDe, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, amplitude, amplitude_err, peak_mag, peak_mag_err
2024rkh, ATLAS, 91BG, SNPY, 39.6748667, -7.2843282, 0.07, 0.06934961629311935, 60697.139937, 60725.030089, 38.81372105981096, 1.1090793291307004, 11.003166006037661, 0.001848075054697027, 60711.25212963135, 4.0288021752237295, 0.9210051513146128, 0.7192850969125265, 0.5415841641800495, 0.8474558706024461, nan, nan, 20.6492, 2.3334
2024xdl, ATLAS, 91BG, SNPY, 307.587929, -1.006361, 0.0213, 0.019343704161227934, 60580.319979, 60612.760712, 35.62532120274244, 0.20207083428089984, 10.769619531039991, 0.0006482045532428403, 60590.25932916428, 0.4339576404253365, 0.40918533547346636, 0.0330145324098906, 0.1979979878056819, 0.09196626851608136, nan, nan, 18.400041666666667, 0.09937499999999999
2020dq, ATLAS, 91BG, SNPY, 195.0790225, -33.6296975, 0.046, 0.04892743536724189, 60698.319269, 60726.311626, 39.61169271200787, 0.418024094110159, 10.528831978885831, 0.0359032951134015, 60716.719490784104, 1.9525006430457108, 0.9568545679411866, 0.33950668258378097, 0.08882982665500903, 0.37846298824842345, nan, nan, 20.906285714285712, 2.9486428571428576
2016brv, ATLAS, 91BG, SNPY, 181.310333, 10.615389, 0.034, 0.034305722735418175, 57490.404441, 57510.471564, 36.05078090819645, 0.20849226159328263, 11.625337197764631, 0.0009195249239162663, 57491.47613980009, 4.302799622404704, 1.106229298786231, 0.29359449769305157, 0.7054504018130838, 0.136994902227066, nan, nan, 17.96968421052631, 0.13994736842105263
2017hle, ATLAS, 91BG, SNPY, 16.8877642767, 32.4082378399, 0.015, 0.015037239944635745, 58045.415927, 58073.381513, 34.64093397400924, 0.11616395509029397, 10.811153814339129, 0.0002551265260945248, 58048.9501345833, 0.2014034521050151, 0.3336004341793702, 0.012970817140197356, -0.02482520897180368, 0.09727297430462355, nan, nan, 17.044999999999998, 0.034
2022jou, ATLAS, 91BG, SNPY, 267.3935951, 16.6780197, 0.035898, 0.03547900707386912, 60704.636788, 60725.630482, 39.39515692590283, 2.121910832586714, 11.220453222979625, 0.0010640926793606025, 60715.417919028216, 3.4740152063032212, 0.8415181025259143, 1.3215631986854546, 0.013039936285438165, 0.5501386465309424, nan, nan, 20.647166666666667, 1.6825555555555554
2024nev, ATLAS, 91BG, SNPY, 333.461141566, 3.98402991356, 0.0585, 0.05704582681144512, 60484.538895, 60517.083505, 38.817095524399576, 0.2918984883653434, 10.803223753532512, 0.001988173919297033, 60493.94560208258, 3.951534245043477, 1.098190057860893, 0.35341594220982425, -0.01901317487930485, 0.16904866800867463, nan, nan, 19.556290322580644, 0.2806451612903226
2024lhg, ATLAS, 91BG, SNPY, 329.586065144, -9.80725646977, 0.06, 0.05857133918890107, 60468.525951, 60502.510695, 37.83713342243736, 0.20208171019309326, 10.239109078470907, 0.0037337208445413364, 60483.07338618445, 0.48962650084382, 0.9186513599493703, 0.13421498598202836, 0.24992192157025372, 0.10853833787897357, nan, nan, 18.866363636363637, 0.3577272727272728
2025ahu, ATLAS, 91BG, SNPY, 41.0308892, -9.455808, 0.029314, 0.028619637728714085, 60698.27454, 60726.064691, 36.502272139381375, 0.193414070273742, 10.823427702157723, 0.0008042189185482121, 60713.26967409938, 1.301813080250437, 1.091244233166478, 0.1109595326414288, 0.3201335163594695, 0.1878584564436096, nan, nan, 17.590052631578953, 0.09663157894736844
2017avj, ATLAS, 91BG, SNPY, 196.262458, 53.659161, 0.029, 0.029784758881079416, 57794.500715, 57827.595614, 36.10448709555617, 0.1411425970728722, 10.496941598985988, 0.0007721346099859084, 57806.055300950036, 0.39721500006262417, 0.9426968983914308, 0.08759823552566068, 0.2101243412979044, 0.05638297844230386, nan, nan, 17.18313333333333, 0.07600000000000001
2024zwb, ATLAS, 91BG, SNPY, 320.5069249, 7.1448642, 0.029, 0.027042863816642875, 60611.016637, 60644.226071, 34.55094949565435, 0.2796093957680528, 10.687561735246979, 0.0016214864405361715, 60616.17637652507, 0.436899451754653, 0.2603270508887286, 0.019024097259152946, 0.9720786120418744, 0.17828723622750053, nan, nan, 18.682416666666665, 0.133
2016eqa, ATLAS, 91BG, SNPY, 50.130917, 41.511361, 0.0149, 0.01635695163134603, 57605.598859, 57625.635943, 36.48800152853791, 0.6430713376322142, 9.719968671944901, 0.0013823434656909355, 57606.29183792269, 1.7686549400927212, 0.561653133789348, 0.39640698473186187, 0.2400967010047826, 0.4190847689112775, nan, nan, 18.899, 0.18433333333333332
2023jah, ATLAS, 91BG, SNPY, 307.788654, -44.2624366667, 0.03, 0.02935744687334373, 60083.294188, 60107.247468, 36.68377260647793, 0.06539031915176824, 10.263562418656065, 0.08115201845918558, 60090.777914423226, 0.45971010469134904, 1.1241889921966812, 0.0617210121013575, 0.26166939301124387, 0.03936541519815916, nan, nan, 17.94433333333333, 0.15983333333333333
2024ulb, ATLAS, 91BG, SNPY, 20.9540199, -15.7102499, 0.044, 0.04355377977537333, 60684.253061, 60712.222953, 37.989596554693826, 0.9713340857636154, 10.391931352206855, 0.0015856580709945748, 60680.176534588754, 12.330714140175848, 0.8993942504929179, 0.393406941130928, 0.5913636496214737, 0.7811062846481289, nan, nan, 19.2842, 0.4136
2024sag, ATLAS, 91BG, SNPY, 83.8700930252, -17.8009970936, 0.01, 0.009700568108653693, 60685.155502, 60711.971193, 39.24014714078604, 0.4878099442040627, 10.410547312386903, 0.0003641828772894116, 60688.48851886947, 5.034012743048501, 1.040040537316475, 0.4466967184800061, 0.34930257421612115, 0.3224867555503252, nan, nan, 21.045958333333335, 3.420666666666667
2025nn, ATLAS, 91BG, SNPY, 109.413916845, 43.817532949, 0.05, 0.04988185140049671, 60697.518673, 60725.365797, 38.60850642850544, 1.0482693777696173, 7.33130468655257, 0.08861933015292961, 60710.7017487612, 4.754654140076003, 1.0287908586548558, 0.4370150453172975, -0.5614406164116709, 1.1180886930622433, nan, nan, 18.863999999999997, 0.15225
2022omn, COMBINED, 91BG, SNPY, 341.86299681, -25.6648164322, 0.05, 0.04949477202779284, 59767.042872, 59826.314710599836, 36.926979562688146, 0.1278417261445547, 8.002245848661948, 0.06677605996871594, 59767.88214073585, 1.478574987141329, 1.0325882175087977, 0.07396419779704934, 0.6025069050445494, 0.07114656630944284, nan, nan, 18.33535676841968, 0.07105056127509636
2022dsu, COMBINED, 91BG, SNPY, 211.378194725, 15.7209783134, 0.07, 0.0706166953447928, 59622.433009299915, 59697.348518500105, 36.84819638760067, 0.18252779884019518, 10.258346269556945, 0.0036019101922798984, 59646.03358323736, 0.3055922380473099, 0.5802372114086707, 0.056720288113181125, 0.2933033005693573, 0.0393367352604441, nan, nan, 19.184767690586682, 0.043260803560096955
2023abdv, COMBINED, 91BG, SNPY, 17.7852928, -13.944088, 0.052, 0.05062562822882999, 60288.14575230004, 60315.15813660016, 36.59582809119311, 328246.8565327981, 9.106052225138164, 0.04069200151682838, 60307.78899324545, 1229229.5022006852, 0.7026541781860094, 240881.70519506017, 0.2845497502523755, 82430.76757884698, nan, nan, 18.388167622045657, 0.18837508233694555
2023fwb, COMBINED, 91BG, SNPY, 320.914146, 39.5809336, 0.027, 0.02505374665374708, 60036.50037040003, 60110.45320599992, 35.58980093530866, 0.052486184544129094, 8.083420755485886, 0.029802813525155545, 60058.47031352179, 0.11537083700993357, 0.42425365825244304, 0.01325393514165752, -0.1943609314935988, 0.02901479098197681, nan, nan, 17.953899999999997, 0.06465
2006gt, COMBINED, 91BG, SNPY, 14.07208, -1.62944, 0.0448, 0.04241911888050344, 54001.67, 54052.64, 36.51477475336207, 0.0145556875455848, 10.111136946318842, 0.0037506224022017622, 54003.94773390874, 0.08814983801256222, 0.5785383310317624, 0.007902293173634433, 0.04442676867755389, 0.013537709114138615, nan, nan, 18.4269375, 0.04184375
2021fnr, COMBINED, 91BG, SNPY, 219.507878335, 10.1840233052, 0.026949, 0.028493219464482137, 59275.39827550016, 59346.39503470017, 35.58046481065593, 0.04859459748051252, 10.287436116011223, 0.0011406832616291658, 59292.707376366496, 0.1765288820975603, 0.4614996176118751, 0.01601377366848521, 0.3769781038117535, 0.02581742998714903, nan, nan, 18.20647066709391, 0.02941516854439721
2019luv, COMBINED, 91BG, SNPY, 328.812534371, -12.1489903565, 0.06, 0.05880631459874226, 58675.48620369984, 58750.256238400005, 37.414524384536506, 0.10674506008525109, 9.828101197306356, 0.006206509407890266, 58690.81866898513, 0.5398657035861215, 0.3588644520026924, 0.03713360731297064, -0.2712796775028634, 0.08062293189504126, nan, nan, 19.21800548594575, 0.2999384978311927
2005bl, COMBINED, 91BG, SNPY, 181.05108, 20.40689, 0.0241, 0.024755396356169555, 53476.61, 53512.57, 35.33678815207818, 0.04480337113977383, 8.920765377315602, 0.01764662955965954, 53483.09001419371, 0.10475020986533336, 0.39789777374322643, 0.01330540245925315, 0.3234416170044148, 0.029261027047245272, nan, nan, 18.498909090909088, 0.03206060606060605
2022kbc, COMBINED, 91BG, SNPY, 181.1954612, 9.4382556, 0.0687, 0.07039180302272184, 59708.17046299996, 59755.195462999865, 38.46572024323166, 0.38107090519645415, 10.001102966465442, 0.006605906576879489, 59716.78538495985, 0.001246275201258467, 1.2032243657200696, 0.2744432205167293, 0.0385005724302116, 0.17176853361986846, nan, nan, 19.339191069369214, 0.13654151512645535
2009F, COMBINED, 91BG, SNPY, 74.84817, -11.13058, 0.013, 0.013048498159335611, 54837.75, 54884.63, 34.25730621436102, 0.0968462820849342, 10.507359299115938, 0.000511704806211565, 54846.09926497038, 0.14902013701078803, 0.11173023612561166, 0.005695870115644945, -0.5460779626983577, 0.05229488075271193, nan, nan, 16.6911875, 0.016479166666666666
2021zqs, COMBINED, 91BG, SNPY, 45.880016653, 27.6822076007, 0.036465, 0.035088883488425024, 59471.38284720015, 59540.332071799785, 35.780224059839796, 0.11122287989681807, 11.368436726427328, 0.0012292703565977665, 59487.33080294436, 0.43433221588979265, 0.4456272372460872, 0.03647381025495686, 0.4193731540710161, 0.07138090088578779, nan, nan, 18.925093297319005, 0.08399176971736885
2019cdc, COMBINED, 91BG, SNPY, 212.204735036, 35.614274091, 0.02777, 0.028415074388520888, 58556.38043980021, 58627.426145799924, 35.58401294448111, 0.038492601375156185, 10.584872344449861, 0.0011367594478676015, 58575.211981759196, 0.1287830627741097, 0.63142465662833, 0.017457439105485424, 0.059450001455452914, 0.026620291537472703, nan, nan, 17.09482265169417, 0.01889196861571226
2022oux, COMBINED, 91BG, SNPY, 334.194125, 86.932489, 0.019, 0.01762458667230221, 59759.42822920019, 59829.44616900012, 34.83136893605383, 0.12765485072014363, 10.768114423095657, 0.0017432402130689096, 59777.51020987158, 0.39970058160693567, 0.3897599917851573, 0.031022150115311006, 0.5715782982532343, 0.10139466100147727, nan, nan, 18.78331428780341, 0.08893497229362785
