# Created by M.D. Woods -- 2025-02-19 12:27:17.342958 -- NUM TARGETS: 16
# WARNING: For files with SNPY & SALT, the 'stretch' and 'color' are NOT identical.
objname, origin, subtype, algo, ra, dec, z, z_cmb, MJDs, MJDe, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, peak_mag, peak_mag_err
2006gt, CSP, 91bg, SALT, 14.07208, -1.62944, 0.0448, 0.04241911888050344, 54001.67, 54076.62, 36.758407457395286, 0.012665196390406306, 10.111136946318842, 0.0037506224022017622, 54002.98352461894, 0.06217687519529136, -2.269970801290972, 0.03289116292728078, 0.2165294602276597, 0.0036184703718589546, 18.37426923076923, 0.046269230769230764
2009F, CSP, 91bg, SALT, 74.84817, -11.13058, 0.013, 0.013048498159335611, 54837.75, 54884.63, 34.719181690009606, 0.00659260532048111, 10.507359299115938, 0.000511704806211565, 54843.26865314566, 0.013152503070159582, -3.478112491020813, 0.016144053459811625, 0.5075135211323124, 0.0018570507861653761, 16.812318181818178, 0.01586363636363636
2006bd, CSP, 91bg, SALT, 174.61858, 20.52622, 0.0257, 0.02566039857167036, 53822.75, 53872.57, 35.843809567236434, 0.03211174589953519, 12.327227584343689, 0.0010375416044816365, 53810.392280268905, 0.1417983373394236, -1.716150603001807, 0.04464864846680883, 0.3951992931126959, 0.008941717129528527, nan, nan
2008bt, CSP, 91bg, SALT, 162.57033, -12.10889, 0.0154, 0.016446211728747183, 54571.61, 54651.47, 34.546452706223874, 0.008227838844953704, 10.724456328263154, 0.0005206097319448586, 54568.77543763968, 0.0010825368044606876, -2.22891911100925, 0.014269430700507346, 0.4385971329948794, 0.0024442578222385962, 16.852666666666668, 0.011416666666666665
2007N, CSP, 91bg, SALT, 192.25521, -9.45283, 0.0129, 0.015195347509775197, 54123.82, 54213.67, 34.41346399200956, 0.016936799634550224, 9.587336481996891, 0.0008157243912581323, 54113.0241032369, 0.051206244781496935, -2.9930357885059595, 0.016325234088099938, 0.5465739724968736, 0.004874157915976528, nan, nan
2007ba, CSP, 91bg, SALT, 229.17763, 7.39661, 0.0385, 0.038133865678989576, 54190.83, 54255.61, 36.8865794340116, 0.019607304297952592, 11.141102329068884, 0.0008626674562506656, 54174.73505593769, 0.08562351142973057, 4.999999999980648, 0.0014571082247352152, 0.23007460099087648, 0.006007026767426056, nan, nan
2005ke, CSP, 91bg, SALT, 53.76813, -24.94411, 0.0049, 0.003927211641393178, 53689.69, 53819.51, 32.67935709938896, 0.004542966526227703, 9.964494815008727, 0.0001733967672340931, 53699.89593395496, 0.006809155180235393, -2.1854051619656745, 0.007134535782806095, 0.4699111686316593, 0.0013178566103271216, 14.483879310344829, 0.012689655172413793
2008bd, CSP, 91bg, SALT, 154.59717, -13.10311, 0.0301, 0.03130070310154192, 54541.7, 54607.65, 36.254737653562906, 0.04560507704118185, 11.066906876654066, 0.0008724495479113708, 54522.0732025374, 0.1570283042747178, -2.395453621546084, 0.058797452244801596, 0.08103204448829576, 0.013317885226446533, nan, nan
2007al, CSP, 91bg, SALT, 149.827, -19.47383, 0.0122, 0.013181781385998447, 54170.77, 54246.58, 34.42287610596678, 0.01822693484122173, 9.351354001759011, 0.0018110245506318002, 54160.12616537994, 0.06796969760034699, -2.784987780671373, 0.014838371259122685, 0.3604629026498609, 0.005098007191982908, nan, nan
2020ecn, ZTF, 91bg, SALT, 179.8638778, -20.4447903, 0.021, 0.022090947443536294, 58210.28333330015, 60452.254756900016, 34.44490437465534, 2.321323539283388, 10.294633396564496, 0.0008196759922236717, 58911.20082599363, 1.9977713587759354, -3.807573257492084, 0.8485340613584906, 1.5455355530393093, 0.6896753550473829, 17.86039839404699, 0.0403058778290355
2022oux, ZTF, 91bg, SALT, 334.194125, 86.932489, 0.019, 0.01762458667230221, 58634.45310189994, 60490.36488430016, 35.29350236235478, 0.15826442252894907, 10.768114423095657, 0.0017432402130689096, 59780.406756514174, 0.13273315561309573, -3.5142511387039344, 0.18244605908695344, 1.3476581668080196, 0.04640582848679764, 19.02325326644082, 0.08615737605071
2023cvq, ZTF, 91bg, SALT, 129.544100573, 25.1015512155, 0.0286, 0.028568202698515566, 58224.14814809989, 60357.39914349979, 36.08123310282738, 0.2904793735990809, 10.547609098927339, 0.0009310322625326865, 59999.748512182705, 0.0012890553334727883, -3.3166317939200467, 0.1965034902061411, 0.3864239364266745, 0.08582673636811566, nan, nan
2022rjs, ZTF, 91bg, SALT, 244.125417, 21.251469, 0.037, 0.036946778593664825, 58219.4442592999, 60505.332615700085, 36.30857388252652, 0.04799798461433657, 10.48999877821179, 0.0018017453246977574, 59816.40172910966, 0.08565654515041388, -1.8170817491021651, 0.11771075923266694, 0.5142578660134925, 0.013532774995619291, 18.2798846255179, 0.02982545555474062
2020acbx, ZTF, 91bg, SALT, 131.588290634, -12.655995166, 0.051, 0.05259510687997961, 58210.23607640015, 60392.211053200066, 37.52040225006991, 0.1609899412353064, 10.202182551202336, 0.003249982662315169, 59194.675995686564, 0.3725641529454151, -3.1241771466064785, 0.363315598071712, 0.3929836384810716, 0.0469115358793519, 19.375086967878847, 0.15174535532157993
2023sps, ZTF, 91bg, SALT, 356.063375707, -23.5291395059, 0.049, 0.04830600452913082, 58334.460219900124, 60259.16824069992, 37.24998738116356, 0.20344562736713614, 10.404162102271735, 0.0019997084090541987, 60207.752151436696, 0.40672989294398576, -3.2156761466114396, 0.5611800425778177, 0.40585015419715353, 0.05900644209065585, 19.268244706338283, 0.09497679342797863
2018baz, ZTF, 91bg, SALT, 246.055792, 25.272056, 0.1, 0.10016588785228442, 58205.48932870012, 59744.39317130018, 36.43179312020824, 0.19282498814903007, 8.666571789473174, 0.1010321439244665, 58214.70498961753, 0.2935785258960095, -3.582932400947061, 0.29764165923588015, 1.1089163107608353, 0.057603810384368154, 19.66825734498049, 0.16210123201705756
