index,objName,objAltName1,objAltName2,objAltName3,objID,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,uniquePspsSTid,primaryDetection,bestDetection,gippDetectID,gstackDetectID,gstackImageID,gra,gdec,graErr,gdecErr,gEpoch,gPSFMag,gPSFMagErr,gApMag,gApMagErr,gKronMag,gKronMagErr,ginfoFlag,ginfoFlag2,ginfoFlag3,gnFrames,gxPos,gyPos,gxPosErr,gyPosErr,gpsfMajorFWHM,gpsfMinorFWHM,gpsfTheta,gpsfCore,gpsfLikelihood,gpsfQf,gpsfQfPerfect,gpsfChiSq,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gPSFFluxErr,gApFlux,gApFluxErr,gApFillFac,gApRadius,gKronFlux,gKronFluxErr,gKronRad,gexpTime,gExtNSigma,gsky,gskyErr,gzp,gPlateScale,rippDetectID,rstackDetectID,rstackImageID,rra,rdec,rraErr,rdecErr,rEpoch,rPSFMag,rPSFMagErr,rApMag,rApMagErr,rKronMag,rKronMagErr,rinfoFlag,rinfoFlag2,rinfoFlag3,rnFrames,rxPos,ryPos,rxPosErr,ryPosErr,rpsfMajorFWHM,rpsfMinorFWHM,rpsfTheta,rpsfCore,rpsfLikelihood,rpsfQf,rpsfQfPerfect,rpsfChiSq,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rPSFFluxErr,rApFlux,rApFluxErr,rApFillFac,rApRadius,rKronFlux,rKronFluxErr,rKronRad,rexpTime,rExtNSigma,rsky,rskyErr,rzp,rPlateScale,iippDetectID,istackDetectID,istackImageID,ira,idec,iraErr,idecErr,iEpoch,iPSFMag,iPSFMagErr,iApMag,iApMagErr,iKronMag,iKronMagErr,iinfoFlag,iinfoFlag2,iinfoFlag3,inFrames,ixPos,iyPos,ixPosErr,iyPosErr,ipsfMajorFWHM,ipsfMinorFWHM,ipsfTheta,ipsfCore,ipsfLikelihood,ipsfQf,ipsfQfPerfect,ipsfChiSq,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iPSFFluxErr,iApFlux,iApFluxErr,iApFillFac,iApRadius,iKronFlux,iKronFluxErr,iKronRad,iexpTime,iExtNSigma,isky,iskyErr,izp,iPlateScale,zippDetectID,zstackDetectID,zstackImageID,zra,zdec,zraErr,zdecErr,zEpoch,zPSFMag,zPSFMagErr,zApMag,zApMagErr,zKronMag,zKronMagErr,zinfoFlag,zinfoFlag2,zinfoFlag3,znFrames,zxPos,zyPos,zxPosErr,zyPosErr,zpsfMajorFWHM,zpsfMinorFWHM,zpsfTheta,zpsfCore,zpsfLikelihood,zpsfQf,zpsfQfPerfect,zpsfChiSq,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zPSFFluxErr,zApFlux,zApFluxErr,zApFillFac,zApRadius,zKronFlux,zKronFluxErr,zKronRad,zexpTime,zExtNSigma,zsky,zskyErr,zzp,zPlateScale,yippDetectID,ystackDetectID,ystackImageID,yra,ydec,yraErr,ydecErr,yEpoch,yPSFMag,yPSFMagErr,yApMag,yApMagErr,yKronMag,yKronMagErr,yinfoFlag,yinfoFlag2,yinfoFlag3,ynFrames,yxPos,yyPos,yxPosErr,yyPosErr,ypsfMajorFWHM,ypsfMinorFWHM,ypsfTheta,ypsfCore,ypsfLikelihood,ypsfQf,ypsfQfPerfect,ypsfChiSq,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yPSFFluxErr,yApFlux,yApFluxErr,yApFillFac,yApRadius,yKronFlux,yKronFluxErr,yKronRad,yexpTime,yExtNSigma,ysky,yskyErr,yzp,yPlateScale,distance,SkyMapper_StarClass,g_elong,g_a,g_b,g_pa,r_elong,r_a,r_b,r_pa,i_elong,i_a,i_b,i_pa,z_elong,z_a,z_b,z_pa,NED_name,NED_type,NED_vel,NED_redshift,NED_mag,NED_redshift_flag,g-r,r-i,i-z,z-y,g-rErr,r-iErr,i-zErr,z-yErr,gApMag_gKronMag,rApMag_rKronMag,iApMag_iKronMag,zApMag_zKronMag,yApMag_yKronMag,7DCD,hasSimbad,sourceClass
0,232912772,,,,232912772,,,,,,,,,,,,,,0,,,,,300.642139,-38.006787,,,,,,,,,,2.6405022,-29.665962,,,8,1,2,3,2,1,,1,1,,,,300.6422505,-38.0068131,126,69,,18.8806,0.024,,,18.4782,0.0474,,,,,,,,,,,,,,,,9.765,,,,,,9980.984,200.477,,,,,13197.5,502.5786,5.35,,,,,,0.5,,,,300.6420958,-38.0067602,126,69,,18.5434,0.01,,,18.4628,0.073,,,,,,,,,,,,,,,,0.6004,,,,,,11372.96,,,,,,12235.86,50.801,4.92,,,,,,0.5,,,,300.6421745,-38.0067567,126,69,,18.3281,0.0108,,,18.3547,0.0472,,,,,,,,,,,,,,,,2.349,,,,,,,,,,,,6908.613,102.473,4.33,,,,,,0.5,,,,300.64209,-38.0067326,126,69,,18.2979,0.015,,,18.0145,0.2761,,,,,,,,,,,,,,,,2.211,,,,,,,99.06268,,,,,4044.567,340.791,4.33,,,,,,0.5,,,,300.642139,-38.006787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,145.39,0.98,1.213,2.758,2.273,-76.78,1.145,2.346,2.049,-68.06,1.17,2.002,1.711,-35.33,1.119,1.543,1.379,-44.47,,,,,,,,,,,,,,,,,,,,,0,1.0
2,232912779,,,,232912779,,,,,,,,,,,,,,0,,,,,300.687723,-38.005952,,,,,,,,,,2.6505628,-29.700811,,,5,0,2,3,0,1,,1,1,,,,,,29,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,300.6877239,-38.0059417,29,35,,18.0973,0.0282,,,18.0382,0.0239,,,,,,,,,,,,,,,,0.2792,,,,,,17111.72,,,,,,16175.86,38.6948,3.5,,,,,,0.5,,,,300.6877113,-38.0059464,29,35,,17.8538,0.0188,,,17.8928,0.0439,,,,,,,,,,,,,,,,0.1786,,,,,,,,,,,,10617.53,29.95794,3.5,,,,,,0.5,,,,,,29,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,0.5,,,,300.687723,-38.005952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,145.53,0.982,,,,,1.098,2.339,2.13,-72.37,1.123,2.216,1.972,-16.69,,,,,WISEA J200245.07-380022.0,IrS,,,,,,,,,,,,,,,,,,,0,1.0
3,232912780,,,,232912780,,,,,,,,,,,,,,0,,,,,300.66778,-38.010124,,,,,,,,,,2.641889,-29.686403,,,6,0,2,4,0,1,,1,1,,,,,,29,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,300.6677755,-38.0101222,29,34,,17.8174,0.012,,,17.8703,0.0498,,,,,,,,,,,,,,,,0.7573,,,,,,20383.17,,,,,,19389.04,65.64524,3.54,,,,,,0.5,,,,300.6677959,-38.0101356,29,34,,17.2292,0.0094,,,17.2456,0.0336,,,,,,,,,,,,,,,,0.4258,,,,,,,,,,,,18843.19,51.23418,3.67,,,,,,0.5,,,,,,29,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,,,,,,0.5,,,,300.66778,-38.010124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,144.2,0.98,,,,,1.142,2.855,2.5,-61.91,1.049,2.39,2.279,-33.9,,,,,WISEA J200240.27-380036.5,IrS,,,,,,,,,,,,,,,,,,,0,1.0
4,232912781,,,,232912781,,,,,,,,,,,,,,0,,,,,300.677774,-38.004527,,,,,,,,,,2.6501727,-29.69285,,,6,0,2,3,0,1,,1,1,,,,,,28,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,300.6777767,-38.0045425,28,68,,17.4551,0.0265,,,17.5178,0.0155,,,,,,,,,,,,,,,,0.512,,,,,,28859.62,,,,,,27259.72,58.94119,3.5,,,,,,0.5,,,,300.6778395,-38.0045385,28,68,,17.2095,0.0081,,,17.2457,0.0793,,,,,,,,,,,,,,,,2.051,,,,,,,,,,,,19647.98,113.835,3.5,,,,,,0.5,,,,,,28,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,0.5,,,,300.677774,-38.004527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,129.81,0.982,,,,,1.089,2.852,2.619,-53.79,1.089,2.376,2.182,-18.09,,,,,WISEA J200242.66-380016.3,IrS,,,,,,,,,,,,,,,,,,,0,1.0
5,232912782,,,,232912782,,,,,,,,,,,,,,0,,,,,300.659271,-38.002763,,,,,,,,,,2.64845,-29.67824,,,10,1,3,3,3,1,,1,1,,,,300.6593927,-38.0028034,137,69,,19.0301,0.0126,,,19.1606,0.0636,,,,,,,,,,,,,,,,0.9321,,,,,,8696.856,60.62841,,,,,8029.998,302.9258,3.5,,,,,,0.5,,,,300.6591881,-38.0027267,137,69,,18.6276,0.0112,,,18.6731,0.0374,,,,,,,,,,,,,,,,0.3347,,,,,,10638.15,,,,,,9889.614,37.48413,3.5,,,,,,0.5,,,,300.6592589,-38.0027125,137,69,,18.3387,0.0143,,,18.4469,0.0881,,,,,,,,,,,,,,,,0.5077,,,,,,,,,,,,6669.803,47.33228,4.05,,,,,,0.5,,,,300.6592325,-38.002726,137,69,,18.3584,0.0124,,,18.5164,0.1195,,,,,,,,,,,,,,,,4.541,,,,,,,140.13,,,,,3179.002,297.3809,4.05,,,,,,0.5,,,,300.659271,-38.002763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,117.97,0.974,1.085,2.352,2.167,-73.61,1.179,2.266,1.922,-72.28,1.043,1.922,1.844,7.99,1.014,1.24,1.223,-6.3,WISEA J200238.18-380009.8,IrS,,,,,,,,,,,,,,,,,,,0,1.0
7,232912784,,,,232912784,,,,,,,,,,,,,,0,,,,,300.683875,-37.998333,,,,,,,,,,2.6583483,-29.696173,,,5,0,2,3,0,1,,1,1,,,,,,91,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,300.6838552,-37.9983278,91,37,,19.4097,0.0135,,,19.4305,0.175,,,,,,,,,,,,,,,,0.8006,,,,,,4654.446,,,,,,4542.108,52.89447,3.5,,,,,,0.5,,,,300.6837714,-37.9983145,91,37,,19.1508,0.0214,,,19.2714,0.1496,,,,,,,,,,,,,,,,0.3415,,,,,,,,,,,,3217.836,36.30804,5.8,,,,,,0.5,,,,,,91,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,0.5,,,,300.683875,-37.998333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,116.22,0.621,,,,,1.057,1.885,1.784,-26.95,1.108,1.425,1.287,-32.16,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0
8,232912785,,,,232912785,,,,,,,,,,,,,,0,,,,,300.689163,-37.991455,,,,,,,,,,2.6671295,-29.69872,,,3,0,3,0,0,1,,1,1,,,,,,84,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,300.6891975,-37.9914621,84,36,,17.8407,0.0071,,,17.8386,0.0385,,,,,,,,,,,,,,,,0.338,,,,,,21453.53,,,,,,20246.75,44.96158,3.5,,,,,,0.5,,,,,,84,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,84,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,300.689163,-37.991455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,105.05,0.981,,,,,1.107,2.436,2.202,-71.23,,,,,,,,,WISEA J200245.42-375929.4,IrS,,,,,,,,,,,,,,,,,,,0,1.0
9,232912786,,,,232912786,,,,,,,,,,,,,,0,,,,,300.690243,-37.993956,,,,,,,,,,2.6645374,-29.700102,,,4,1,3,0,0,1,,1,1,,,,300.6891881,-37.9914566,29,31,,19.3101,0.0131,,,19.3785,0.0855,,,,,,,,,,,,,,,,0.1927,,,,,,19543.01,32.72187,,,,,19263.74,381.0848,3.59,,,,,,0.5,,,,300.6902495,-37.9939517,29,31,,18.532,0.0161,,,18.5461,0.0263,,,,,,,,,,,,,,,,0.1377,,,,,,11459.12,,,,,,10762.62,24.94687,3.5,,,,,,0.5,,,,,,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,300.690243,-37.993956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,113.78,0.979,1.103,2.753,2.496,-70.79,1.168,2.264,1.938,-72.81,,,,,,,,,WISEA J200245.68-375937.8,IrS,,,,,,,,,,,,,,,,,,,0,1.0
10,232912787,,,,232912787,,,,,,,,,,,,,,0,,,,,300.694832,-37.99358,,,,,,,,,,2.6658778,-29.703547,,,12,4,6,0,0,1,,1,1,,,,300.6948721,-37.9935698,24,24,,16.2469,0.0116,,,16.2284,0.0367,,,,,,,,,,,,,,,,0.1986,,,,,,114567.7,58.59991,,,,,112569.2,527.1346,3.5,,,,,,0.5,,,,300.6948742,-37.9935773,24,24,,15.7729,0.0059,,,15.7892,0.0062,,,,,,,,,,,,,,,,0.6081,,,,,,144763.3,,,,,,141702.9,114.3359,3.5,,,,,,0.5,,,,,,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,300.694832,-37.99358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,121.82,0.983,1.085,3.207,2.956,-72.56,1.082,2.876,2.658,-72.28,,,,,,,,,WISEA J200246.76-375936.8,IrS,,,,,,,,,,,,,,,,,,,0,1.0
12,232912844,,,,232912844,,,,,,,,,,,,,,0,,,,,300.615868,-37.968617,,,,,,,,,,2.6780667,-29.63733,,,17,2,4,4,5,1,,1,1,,,,300.6160243,-37.9686751,55,23,,17.3305,0.0708,,,17.3647,0.0254,,,,,,,,,,,,,,,,2.076,,,,,,40548.34,129.7302,,,,,40005.52,421.38,3.5,,,,,,0.5,,,,300.6157912,-37.9686222,55,23,,17.1116,0.0055,,,17.1256,0.0127,,,,,,,,,,,,,,,,0.592,,,,,,42579.14,,,,,,41351.1,70.79008,3.5,,,,,,0.5,,,,300.6158605,-37.9686075,55,23,,16.9671,0.0095,,,16.951,0.042,,,,,,,,,,,,,,,,0.2901,,,,,,,,,,,,23688.37,44.53488,3.5,,,,,,0.5,,,,300.6158487,-37.9686295,55,23,,16.9352,0.0084,,,16.9706,0.0252,,,,,,,,,,,,,,,,1.264,,,,,,,84.00886,,,,,13602.1,386.904,3.5,,,,,,0.5,,,,300.615868,-37.968617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,136.18,0.983,1.114,3.066,2.752,-78.94,1.116,2.697,2.417,-73.76,1.105,2.487,2.251,-34.19,1.041,2.476,2.377,-72.22,WISEA J200227.84-375806.8,UvS,,,,,,,,,,,,,,,,,,,0,1.0
