# Combination of '2021pom' data from 'ATLAS', 'ZTF'
filter, zp, z, ra, dec, mjd, mag, dmag, flux, dflux, source
o, nan, nan, 184.50781, -20.85761, 59277.597708, -20.825, 1.144, -17.0, 19.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59277.60091, 20.463, 0.866, 24.0, 20.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59277.606402, 20.374, 0.91, 26.0, 23.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59277.616539, -20.614, 2.521, -21.0, 52.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59277.660951, 20.958, 25.455, 15.0, 383.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59279.460068, 20.461, 0.543, 24.0, 13.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59279.4633, -22.198, 2.261, -5.0, 11.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59279.466982, 21.987, 1.965, 6.0, 11.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59279.495344, 21.292, 0.797, 11.0, 9.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59287.530217, 18.747, 1.239, 115.0, 143.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59287.533456, -20.281, 2.273, -28.0, 64.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59291.516978, -20.834, 0.457, -17.0, 8.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59291.522095, -22.35, 2.196, -4.0, 9.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59291.533289, 21.424, 1.109, 10.0, 11.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59291.537901, 22.551, 3.163, 4.0, 11.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59293.56981, -20.607, 0.593, -21.0, 12.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59293.575312, -21.136, 0.935, -13.0, 12.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59293.586318, 20.406, 0.525, 25.0, 13.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59293.58952, -20.715, 0.634, -19.0, 12.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59295.403023, -21.268, 1.241, -11.0, 14.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59295.406246, -21.045, 1.085, -14.0, 15.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59295.409015, 21.662, 1.62, 8.0, 13.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59295.441238, -20.472, 0.651, -24.0, 15.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59299.396338, -19.801, 0.49, -44.0, 21.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59299.398641, 20.484, 1.029, 23.0, 24.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59299.401405, 20.457, 0.898, 24.0, 21.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59299.406473, -21.568, 2.716, -9.0, 23.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59304.396776, 21.201, 2.228, 12.0, 27.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59304.399074, 21.702, 4.676, 8.0, 35.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59304.402809, 20.294, 0.985, 28.0, 27.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59304.424973, 20.324, 0.781, 27.0, 21.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59305.38399, -22.927, 8.222, -2.0, 20.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59305.480933, 20.139, 0.733, 32.0, 23.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59305.485057, -20.218, 0.769, -30.0, 23.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59305.490519, 20.506, 2.913, 23.0, 66.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59307.463491, -22.666, 4.75, -3.0, 15.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59307.466717, -22.632, 3.838, -3.0, 12.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59307.472272, -20.881, 1.132, -16.0, 18.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59307.486137, -22.575, 4.556, -3.0, 15.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59311.376928, 20.727, 0.469, 19.0, 9.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59311.380178, 20.242, 0.319, 29.0, 9.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59311.389266, 20.291, 0.333, 28.0, 9.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59311.39577, 24.59, 19.75, 0.0, 10.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59315.442777, 20.938, 0.669, 15.0, 10.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59315.470054, 21.592, 1.316, 8.0, 11.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59315.478875, 22.735, 3.548, 3.0, 10.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59315.484032, 21.108, 0.674, 13.0, 9.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59319.412162, 21.516, 1.06, 9.0, 10.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59319.415844, -22.505, 2.718, -4.0, 10.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59319.423216, 21.618, 1.287, 8.0, 10.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59319.43349, 20.961, 0.606, 15.0, 9.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59321.376575, 21.33, 1.437, 11.0, 15.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59321.380234, 20.396, 0.512, 25.0, 13.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59321.408919, -23.355, 8.2, -2.0, 14.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59321.415317, -22.359, 3.079, -4.0, 13.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59323.364016, 25.222, 89.5, 0.0, 26.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59323.36771, 22.106, 5.382, 5.0, 28.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59323.373706, -21.948, 2.027, -6.0, 12.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59323.40838, 23.267, 6.6, 2.0, 12.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59327.414581, 21.62, 3.477, 8.0, 28.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59327.441828, -19.777, 0.689, -45.0, 31.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59327.445589, 20.286, 0.886, 28.0, 25.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59327.451623, -20.777, 1.367, -18.0, 24.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59331.426064, -19.317, 0.559, -68.0, 38.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59331.432073, -22.763, 14.478, -3.0, 41.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59331.43486, 19.03, 0.488, 89.0, 43.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59331.445026, 20.896, 3.305, 16.0, 53.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59333.483872, 20.298, 1.198, 28.0, 33.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59333.487561, -20.63, 1.922, -20.0, 39.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59333.492613, -19.499, 0.662, -58.0, 38.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59333.50324, 19.383, 0.644, 64.0, 41.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59335.353016, -21.244, 1.118, -12.0, 13.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59335.357175, -21.991, 2.167, -6.0, 13.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59335.36271, 21.418, 1.487, 10.0, 15.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59335.374236, 20.203, 0.452, 30.0, 14.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59337.434269, -20.759, 0.624, -18.0, 11.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59337.44165, 20.473, 0.438, 24.0, 10.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59337.453134, -22.445, 3.889, -4.0, 15.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59337.459557, 22.621, 6.273, 3.0, 20.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59343.337263, -21.728, 1.735, -7.0, 13.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59343.340487, 20.684, 1.258, 19.0, 24.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59343.379951, -21.469, 1.373, -9.0, 13.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59343.408504, -23.074, 6.905, -2.0, 15.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59349.328131, 21.188, 0.778, 12.0, 10.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59349.331333, 20.617, 0.585, 21.0, 12.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59349.337313, 23.126, 6.0, 2.0, 12.0, ATLAS
c, nan, nan, 184.50781, -20.85761, 59349.347871, 21.721, 1.844, 7.0, 14.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59351.32564, 21.281, 1.032, 11.0, 12.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59351.328864, -21.814, 2.025, -7.0, 14.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59351.334859, 20.962, 0.804, 15.0, 12.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59351.345455, 20.299, 0.524, 28.0, 14.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59353.30579, 21.655, 2.167, 8.0, 17.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59353.309001, -20.571, 0.795, -22.0, 17.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59353.314951, -21.057, 1.185, -14.0, 16.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59353.325943, 20.79, 0.874, 18.0, 15.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59355.325681, 23.082, 7.828, 2.0, 17.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59355.330337, -21.018, 1.367, -14.0, 19.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59355.337244, -21.909, 2.247, -6.0, 14.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59355.347885, -20.506, 0.746, -23.0, 17.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59359.338135, -20.418, 1.247, -25.0, 31.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59359.34136, -20.841, 1.45, -17.0, 24.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59359.348765, -21.89, 4.817, -6.0, 31.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59359.360783, -19.612, 0.623, -52.0, 32.0, ATLAS
o, nan, nan, 184.50781, -20.85761, 59360.361011, 19.256, 0.664, 72.0, 48.0, ATLAS
