# Combination of '2022kbc' data from 'ATLAS', 'ZTF'
filter, zp, z, ra, dec, mjd, mag, dmag, flux, dflux, source
o, nan, nan, 181.19546, 9.43826, 59618.521679, 22.149, 2.269, 5.0, 11.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59618.5249, -21.745, 1.568, -7.0, 11.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59618.530497, -20.855, 0.628, -16.0, 10.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59618.540179, 21.805, 1.667, 7.0, 12.0, ATLAS
c, nan, nan, 181.19546, 9.43826, 59620.520225, -22.016, 1.682, -6.0, 10.0, ATLAS
c, nan, nan, 181.19546, 9.43826, 59620.522509, 22.13, 1.925, 5.0, 10.0, ATLAS
c, nan, nan, 181.19546, 9.43826, 59620.527108, 20.301, 0.382, 28.0, 10.0, ATLAS
c, nan, nan, 181.19546, 9.43826, 59620.533118, -21.053, 0.602, -14.0, 8.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59622.511951, -23.126, 7.9, -2.0, 16.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59622.515179, -21.035, 1.275, -14.0, 18.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59622.529949, -20.934, 0.987, -15.0, 15.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59622.535475, 20.694, 0.835, 19.0, 16.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59624.44278, -20.499, 1.119, -23.0, 26.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59624.444623, 21.217, 2.033, 12.0, 24.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59624.448309, 20.518, 1.008, 22.0, 23.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59624.462499, -23.412, 14.75, -2.0, 23.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59624.586031, -21.579, 2.263, -8.0, 19.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59624.589937, 23.215, 7.353, 2.0, 14.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59624.622935, -21.873, 2.732, -6.0, 18.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59624.628977, 21.413, 1.364, 10.0, 14.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59631.312825, 19.654, 0.535, 50.0, 27.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59631.316075, -20.234, 0.776, -29.0, 23.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59631.322057, -21.328, 2.063, -11.0, 22.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59631.356836, -21.954, 4.646, -6.0, 28.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59632.565037, 21.467, 1.377, 9.0, 13.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59632.569152, 24.634, 26.25, 0.0, 13.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59632.577863, 21.368, 1.506, 10.0, 16.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59632.58885, 20.423, 0.571, 25.0, 14.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59634.534237, 23.737, 11.5, 1.0, 13.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59634.557154, -20.517, 0.69, -23.0, 16.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59634.56001, -21.189, 1.145, -12.0, 14.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59634.575125, -20.88, 0.855, -16.0, 14.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59635.2696, -21.034, 0.644, -14.0, 9.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59635.273301, -21.088, 0.698, -13.0, 9.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59635.279846, 20.619, 0.549, 20.0, 11.0, ATLAS
o, nan, nan, 181.19546, 9.43826, 59635.315072, 21.179, 0.764, 12.0, 9.0, ATLAS
c, nan, nan, 181.19546, 9.43826, 59636.471388, -22.342, 2.156, -4.0, 9.0, ATLAS
c, nan, nan, 181.19546, 9.43826, 59636.474585, -20.634, 0.308, -20.0, 6.0, ATLAS
c, nan, nan, 181.19546, 9.43826, 59636.477335, 20.636, 0.458, 20.0, 9.0, ATLAS
