# Combined data from 'ATLAS-ZTF' for 'SN 2022oux'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
334.19412, 86.93249, c, 59675.455162, 20.396, 1.96, 25, 49, 20.405149978319905, ATLAS-ZTF
334.19412, 86.93249, c, 59675.458471, -20.359, 0.612, -26, 16, nan, ATLAS-ZTF
334.19412, 86.93249, c, 59675.46404, 25.097, 90.0, 0, 30, inf, ATLAS-ZTF
334.19412, 86.93249, c, 59675.474202, 15.906, 0.526, 1576, 829, 15.906109467116156, ATLAS-ZTF
334.19412, 86.93249, o, 59677.542914, 24.62, 48.5, 0, 25, inf, ATLAS-ZTF
334.19412, 86.93249, o, 59677.54663, 19.938, 0.735, 38, 28, 19.950541008457975, ATLAS-ZTF
334.19412, 86.93249, o, 59677.555092, 23.322, 15.333, 2, 26, 23.147425010840045, ATLAS-ZTF
334.19412, 86.93249, o, 59677.566733, 19.57, 0.542, 54, 29, 19.569015600442576, ATLAS-ZTF
334.19412, 86.93249, c, 59679.607639, 20.965, 1.229, 15, 18, 20.959771852360795, ATLAS-ZTF
334.19412, 86.93249, c, 59679.609496, 22.231, 4.273, 5, 20, 22.15257498915995, ATLAS-ZTF
334.19412, 86.93249, c, 59679.626688, 19.852, 0.447, 42, 19, 19.841876774005247, ATLAS-ZTF
334.19412, 86.93249, c, 59679.632081, -22.933, 9.75, -2, 24, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59681.51784, 20.376, 2.089, 26, 54, 20.362566630072955, ATLAS-ZTF
334.19412, 86.93249, o, 59681.521037, -21.277, 4.333, -11, 48, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59681.52655, -20.029, 1.539, -35, 54, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59681.546573, 20.392, 1.636, 25, 41, 20.405149978319905, ATLAS-ZTF
334.19412, 86.93249, o, 59683.612033, -17.475, 0.49, -372, 182, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59687.47942, 19.648, 2.02, 50, 101, 19.65257498915995, ATLAS-ZTF
334.19412, 86.93249, o, 59687.482254, -19.154, 1.201, -79, 95, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59687.487518, 18.878, 1.379, 102, 141, 18.878499570595203, ATLAS-ZTF
334.19412, 86.93249, o, 59687.497737, -18.091, 0.589, -211, 124, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59697.605053, 19.134, 0.434, 81, 35, 19.128787452803373, ATLAS-ZTF
334.19412, 86.93249, o, 59697.608356, 21.976, 5.579, 6, 33, 21.95462187404089, ATLAS-ZTF
334.19412, 86.93249, o, 59697.613966, -20.367, 1.141, -26, 30, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59697.628749, -18.44, 0.552, -153, 84, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59709.558638, 20.552, 1.123, 22, 24, 20.543943297944484, ATLAS-ZTF
334.19412, 86.93249, o, 59709.561919, 21.977, 3.409, 6, 20, 21.95462187404089, ATLAS-ZTF
334.19412, 86.93249, o, 59709.567019, -20.707, 1.241, -19, 24, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59709.567498, 20.441, 0.861, 24, 21, 20.449471895720983, ATLAS-ZTF
334.19412, 86.93249, o, 59709.570277, 20.63, 1.151, 20, 23, 20.647425010840045, ATLAS-ZTF
334.19412, 86.93249, o, 59709.577184, 19.607, 0.397, 52, 21, 19.609991640913, ATLAS-ZTF
334.19412, 86.93249, o, 59709.579964, -20.165, 0.726, -31, 23, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59709.599865, -22.277, 4.55, -4, 20, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59711.457604, -20.602, 1.916, -21, 40, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59711.460405, -21.655, 5.0, -8, 40, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59711.465941, -21.609, 5.464, -8, 45, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59711.47588, 20.483, 1.357, 23, 32, 20.495680409956016, ATLAS-ZTF
334.19412, 86.93249, c, 59711.575459, -21.896, 2.68, -6, 17, nan, ATLAS-ZTF
334.19412, 86.93249, c, 59711.575916, 21.147, 1.58, 13, 20, 21.115141619232908, ATLAS-ZTF
334.19412, 86.93249, c, 59711.578236, 20.149, 0.504, 32, 16, 20.137125054200233, ATLAS-ZTF
334.19412, 86.93249, c, 59711.578693, 20.474, 0.905, 24, 21, 20.449471895720983, ATLAS-ZTF
334.19412, 86.93249, c, 59711.588836, -20.355, 0.687, -26, 18, nan, ATLAS-ZTF
334.19412, 86.93249, c, 59711.589293, -23.064, 7.625, -2, 16, nan, ATLAS-ZTF
334.19412, 86.93249, c, 59711.604512, 20.099, 0.423, 33, 14, 20.10371515030528, ATLAS-ZTF
334.19412, 86.93249, c, 59711.604969, -20.181, 0.696, -31, 21, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59713.559465, 21.463, 3.619, 9, 34, 21.514393726401686, ATLAS-ZTF
334.19412, 86.93249, o, 59713.562705, -20.567, 1.778, -22, 38, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59713.571822, 20.243, 1.393, 29, 40, 20.24400500525261, ATLAS-ZTF
334.19412, 86.93249, o, 59713.581067, -19.432, 0.644, -61, 40, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59717.519285, -19.611, 0.864, -52, 45, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59717.523423, 19.989, 1.088, 37, 40, 19.97949568983251, ATLAS-ZTF
334.19412, 86.93249, o, 59717.531572, -20.84, 2.861, -17, 48, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59717.543135, 19.998, 0.986, 36, 36, 20.00924374808178, ATLAS-ZTF
334.19412, 86.93249, o, 59721.499025, -21.158, 2.018, -12, 25, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59721.502244, -21.634, 3.385, -8, 27, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59721.517369, -21.901, 4.143, -6, 26, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59721.523361, 20.681, 1.253, 19, 24, 20.703115997617928, ATLAS-ZTF
334.19412, 86.93249, o, 59723.556469, 20.245, 0.613, 29, 18, 20.24400500525261, ATLAS-ZTF
334.19412, 86.93249, o, 59723.559669, -20.101, 0.557, -33, 18, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59723.566769, 20.059, 0.496, 34, 17, 20.07130270739436, ATLAS-ZTF
334.19412, 86.93249, o, 59723.578022, 20.306, 0.704, 27, 19, 20.32159058960253, ATLAS-ZTF
334.19412, 86.93249, o, 59725.459881, 20.486, 1.271, 23, 30, 20.495680409956016, ATLAS-ZTF
334.19412, 86.93249, o, 59725.463657, -21.215, 2.632, -12, 31, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59725.467388, -20.965, 1.789, -15, 27, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59725.469282, -19.787, 0.601, -44, 27, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59725.470252, 19.349, 0.389, 66, 26, 19.351140161145327, ATLAS-ZTF
334.19412, 86.93249, o, 59725.475779, -20.107, 0.832, -33, 27, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59725.479509, -21.486, 3.0, -9, 28, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59725.490145, 19.76, 0.613, 45, 28, 19.76696871556164, ATLAS-ZTF
334.19412, 86.93249, o, 59725.518886, -20.266, 1.162, -28, 33, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59725.523147, -20.406, 1.31, -25, 33, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59725.528368, 19.164, 0.398, 78, 31, 19.1697634932738, ATLAS-ZTF
334.19412, 86.93249, o, 59725.539095, -20.305, 0.971, -27, 27, nan, ATLAS-ZTF
334.19412, 86.93249, o, 59725.594903, 21.565, 3.259, 9, 28, 21.514393726401686, ATLAS-ZTF
334.19412, 86.93249, o, 59725.60097, 19.413, 0.468, 62, 29, 19.419020776254364, ATLAS-ZTF
334.19412, 86.93249, o, 59725.612094, -19.717, 0.923, -47, 44, nan, ATLAS-ZTF
334.19412, 86.93249, c, 59727.530637, -19.795, 0.255, -44, 11, nan, ATLAS-ZTF
334.19412, 86.93249, c, 59727.533854, -22.091, 3.435, -5, 18, nan, ATLAS-ZTF
334.19412, 86.93249, c, 59727.53934, 20.359, 0.565, 26, 15, 20.362566630072955, ATLAS-ZTF
334.19412, 86.93249, c, 59727.553516, -22.671, 7.231, -3, 22, nan, ATLAS-ZTF
334.19412, 86.93249, c, 59727.603815, 20.202, 0.877, 30, 26, 20.207196863200842, ATLAS-ZTF
334.19412, 86.93249, o, 59729.460058, 21.335, 2.135, 11, 23, 21.296518287104437, ATLAS-ZTF
334.19412, 86.93249, o, 59729.463759, 19.703, 0.667, 48, 32, 19.69689690656103, ATLAS-ZTF
334.19412, 86.93249, o, 59729.470217, 18.601, 1.464, 132, 193, 18.598565171985374, ATLAS-ZTF
