# Data from 'ATLAS' for 'SN ATLAS2022vse'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
60.34133, -54.75442, o, 59746.162434, -19.568, 0.699, -54, 38, nan, ATLAS
60.34133, -54.75442, o, 59746.1638, 19.123, 0.487, 81, 40, 19.128787452803373, ATLAS
60.34133, -54.75442, o, 59746.169156, 19.597, 0.751, 53, 40, 19.589310325998028, ATLAS
60.34133, -54.75442, o, 59746.178262, -20.858, 2.333, -16, 38, nan, ATLAS
60.34133, -54.75442, o, 59746.182423, -20.153, 1.551, -32, 49, nan, ATLAS
60.34133, -54.75442, o, 59746.185504, 20.13, 1.538, 32, 50, 20.137125054200233, ATLAS
60.34133, -54.75442, o, 59746.192971, 18.679, 1.139, 122, 140, 18.684100423313126, ATLAS
60.34133, -54.75442, o, 59746.193427, -18.326, 1.097, -170, 186, nan, ATLAS
60.34133, -54.75442, c, 59761.409945, 21.466, 1.283, 9, 12, 21.514393726401686, ATLAS
60.34133, -54.75442, c, 59761.41515, -21.042, 0.75, -14, 10, nan, ATLAS
60.34133, -54.75442, c, 59761.435695, 21.046, 0.83, 14, 12, 21.034679910804403, ATLAS
60.34133, -54.75442, c, 59761.444178, -20.768, 1.099, -18, 20, nan, ATLAS
60.34133, -54.75442, c, 59763.415848, 19.999, 0.55, 36, 20, 20.00924374808178, ATLAS
60.34133, -54.75442, c, 59763.420907, 20.595, 0.91, 21, 19, 20.5944517631652, ATLAS
60.34133, -54.75442, c, 59763.42361, -20.506, 0.895, -23, 20, nan, ATLAS
60.34133, -54.75442, c, 59763.433022, 20.376, 1.056, 26, 27, 20.362566630072955, ATLAS
60.34133, -54.75442, o, 59778.106229, -20.206, 0.913, -30, 27, nan, ATLAS
60.34133, -54.75442, o, 59778.109027, -19.824, 0.699, -43, 30, nan, ATLAS
60.34133, -54.75442, o, 59778.122977, 20.703, 1.598, 19, 30, 20.703115997617928, ATLAS
60.34133, -54.75442, o, 59778.128092, -22.929, 11.0, -2, 27, nan, ATLAS
60.34133, -54.75442, o, 59784.41814, 21.942, 1.917, 6, 12, 21.95462187404089, ATLAS
60.34133, -54.75442, o, 59784.425719, 21.236, 0.826, 12, 10, 21.202046884880936, ATLAS
60.34133, -54.75442, o, 59784.430784, 21.535, 1.439, 9, 13, 21.514393726401686, ATLAS
60.34133, -54.75442, o, 59784.439374, -19.991, 0.703, -37, 26, nan, ATLAS
60.34133, -54.75442, c, 59786.136208, -23.389, 6.111, -2, 10, nan, ATLAS
60.34133, -54.75442, c, 59786.139079, 22.372, 2.444, 4, 10, 22.394850021680092, ATLAS
60.34133, -54.75442, c, 59786.144608, 20.833, 0.579, 17, 10, 20.823877696554312, ATLAS
60.34133, -54.75442, c, 59786.163698, 21.26, 0.724, 11, 8, 21.296518287104437, ATLAS
60.34133, -54.75442, c, 59796.424542, 22.103, 2.032, 5, 11, 22.15257498915995, ATLAS
60.34133, -54.75442, c, 59796.428301, 21.201, 0.974, 12, 12, 21.202046884880936, ATLAS
60.34133, -54.75442, c, 59798.142301, 23.827, 8.429, 1, 9, 23.9, ATLAS
60.34133, -54.75442, c, 59798.146632, 23.85, 10.0, 1, 10, 23.9, ATLAS
60.34133, -54.75442, c, 59798.15658, 25.046, 28.0, 0, 10, inf, ATLAS
60.34133, -54.75442, c, 59798.169254, 21.211, 0.897, 12, 11, 21.202046884880936, ATLAS
