# Combined data from 'ATLAS-ZTF' for 'SN 2024nev'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
333.46114, 3.98403, o, 60420.59003, -21.413, 2.492, -10, 25, nan, ATLAS-ZTF
333.46114, 3.98403, o, 60420.608103, -20.291, 0.537, -28, 15, nan, ATLAS-ZTF
333.46114, 3.98403, o, 60420.612256, 21.276, 1.64, 11, 18, 21.296518287104437, ATLAS-ZTF
333.46114, 3.98403, o, 60420.626385, 20.24, 0.914, 29, 27, 20.24400500525261, ATLAS-ZTF
333.46114, 3.98403, o, 60421.13687, -22.75, 10.231, -3, 30, nan, ATLAS-ZTF
333.46114, 3.98403, o, 60421.144856, -22.154, 12.25, -5, 61, nan, ATLAS-ZTF
333.46114, 3.98403, o, 60421.16444, 19.98, 2.211, 37, 82, 19.97949568983251, ATLAS-ZTF
333.46114, 3.98403, o, 60421.168567, -19.754, 3.667, -46, 167, nan, ATLAS-ZTF
333.46114, 3.98403, o, 60421.605471, -22.5, 5.097, -4, 18, nan, ATLAS-ZTF
333.46114, 3.98403, o, 60421.611373, -21.959, 2.88, -6, 17, nan, ATLAS-ZTF
333.46114, 3.98403, o, 60421.614564, 21.247, 1.46, 12, 17, 21.202046884880936, ATLAS-ZTF
333.46114, 3.98403, o, 60421.629115, 21.416, 3.976, 10, 39, 21.4, ATLAS-ZTF
333.46114, 3.98403, o, 60424.602041, 19.724, 0.986, 47, 46, 19.719755355160704, ATLAS-ZTF
333.46114, 3.98403, o, 60424.609824, 20.047, 1.163, 35, 40, 20.03982988912431, ATLAS-ZTF
333.46114, 3.98403, o, 60424.622449, -22.54, 11.2, -4, 39, nan, ATLAS-ZTF
333.46114, 3.98403, o, 60424.628976, 20.334, 2.441, 27, 65, 20.32159058960253, ATLAS-ZTF
333.46114, 3.98403, o, 60425.1313, -20.205, 0.995, -30, 30, nan, ATLAS-ZTF
333.46114, 3.98403, o, 60425.134513, 19.835, 0.802, 42, 34, 19.841876774005247, ATLAS-ZTF
333.46114, 3.98403, o, 60425.140024, -20.25, 1.055, -29, 30, nan, ATLAS-ZTF
333.46114, 3.98403, o, 60425.158462, -20.806, 1.894, -17, 33, nan, ATLAS-ZTF
333.46114, 3.98403, o, 60427.398909, -20.578, 1.098, -21, 23, nan, ATLAS-ZTF
333.46114, 3.98403, o, 60427.404409, -22.688, 15.0, -3, 46, nan, ATLAS-ZTF
333.46114, 3.98403, o, 60427.41662, -19.497, 0.823, -58, 48, nan, ATLAS-ZTF
333.46114, 3.98403, o, 60427.426285, 19.073, 0.867, 85, 74, 19.076452685714266, ATLAS-ZTF
