# Data from 'ATLAS' for 'SN ATLAS2022ywc'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
50.55051, -42.88467, o, 59784.404353, 21.776, 1.466, 7, 10, 21.787254899964356, ATLAS
50.55051, -42.88467, o, 59784.424275, 21.015, 0.882, 14, 13, 21.034679910804403, ATLAS
50.55051, -42.88467, o, 59784.434791, 22.049, 3.947, 6, 22, 21.95462187404089, ATLAS
50.55051, -42.88467, o, 59784.440276, 19.722, 0.675, 47, 32, 19.719755355160704, ATLAS
50.55051, -42.88467, c, 59786.109551, 22.795, 3.688, 3, 10, 22.707196863200842, ATLAS
50.55051, -42.88467, c, 59786.113156, -22.198, 2.071, -5, 10, nan, ATLAS
50.55051, -42.88467, c, 59786.118464, 23.19, 6.385, 2, 12, 23.147425010840045, ATLAS
50.55051, -42.88467, c, 59786.129505, 23.917, 9.167, 1, 9, 23.9, ATLAS
50.55051, -42.88467, c, 59796.34635, 20.96, 0.585, 15, 9, 20.959771852360795, ATLAS
50.55051, -42.88467, c, 59796.349102, 23.858, 8.0, 1, 8, 23.9, ATLAS
50.55051, -42.88467, c, 59796.373712, -22.147, 1.638, -5, 8, nan, ATLAS
50.55051, -42.88467, c, 59796.38481, 21.666, 1.191, 8, 9, 21.64227503252014, ATLAS
50.55051, -42.88467, c, 59798.117279, 21.701, 0.963, 8, 7, 21.64227503252014, ATLAS
50.55051, -42.88467, c, 59798.120363, -21.153, 0.706, -13, 9, nan, ATLAS
50.55051, -42.88467, c, 59798.126517, -20.908, 0.509, -16, 8, nan, ATLAS
50.55051, -42.88467, c, 59798.137009, 21.856, 1.304, 7, 9, 21.787254899964356, ATLAS
50.55051, -42.88467, o, 59800.348498, 23.1, 7.727, 2, 16, 23.147425010840045, ATLAS
50.55051, -42.88467, o, 59800.3512, 20.117, 0.412, 33, 14, 20.10371515030528, ATLAS
50.55051, -42.88467, o, 59800.356451, -22.243, 2.848, -5, 13, nan, ATLAS
50.55051, -42.88467, o, 59800.373872, 22.343, 2.927, 4, 12, 22.394850021680092, ATLAS
50.55051, -42.88467, o, 59801.339476, -20.096, 1.418, -33, 47, nan, ATLAS
50.55051, -42.88467, o, 59801.358884, -17.38, 0.64, -406, 259, nan, ATLAS
50.55051, -42.88467, o, 59801.360981, -18.382, 1.36, -161, 219, nan, ATLAS
50.55051, -42.88467, o, 59801.366982, 20.811, 3.589, 17, 62, 20.823877696554312, ATLAS
50.55051, -42.88467, o, 59802.080532, 15.898, 0.629, 1588, 998, 15.897873754772306, ATLAS
50.55051, -42.88467, o, 59802.08345, 14.337, 0.425, 6684, 2840, 14.337408896946615, ATLAS
50.55051, -42.88467, o, 59802.304436, -19.526, 1.774, -56, 100, nan, ATLAS
50.55051, -42.88467, o, 59802.307244, 18.771, 0.815, 113, 92, 18.767303891291448, ATLAS
50.55051, -42.88467, o, 59802.312731, 17.507, 0.502, 361, 181, 17.506231995235854, ATLAS
50.55051, -42.88467, o, 59802.333707, 19.77, 1.42, 45, 64, 19.76696871556164, ATLAS
50.55051, -42.88467, o, 59804.312418, 19.882, 0.745, 40, 30, 19.894850021680092, ATLAS
50.55051, -42.88467, o, 59804.315256, -23.212, 13.467, -2, 25, nan, ATLAS
50.55051, -42.88467, o, 59804.320682, -20.672, 0.988, -20, 19, nan, ATLAS
50.55051, -42.88467, o, 59804.330368, 21.554, 2.273, 9, 20, 21.514393726401686, ATLAS
50.55051, -42.88467, o, 59805.311333, -19.756, 0.478, -45, 22, nan, ATLAS
50.55051, -42.88467, o, 59805.314676, 19.889, 0.596, 40, 24, 19.894850021680092, ATLAS
50.55051, -42.88467, o, 59805.336844, 19.862, 0.556, 41, 23, 19.86804035820066, ATLAS
50.55051, -42.88467, o, 59805.34471, -22.593, 5.818, -3, 19, nan, ATLAS
50.55051, -42.88467, c, 59812.196496, 21.581, 1.32, 8, 11, 21.64227503252014, ATLAS
50.55051, -42.88467, c, 59812.220057, -21.652, 1.871, -8, 15, nan, ATLAS
50.55051, -42.88467, c, 59812.223217, 19.293, 1.123, 70, 78, 19.287254899964356, ATLAS
50.55051, -42.88467, c, 59812.226373, 21.141, 5.308, 13, 67, 21.115141619232908, ATLAS
50.55051, -42.88467, c, 59813.271036, -21.589, 0.95, -8, 8, nan, ATLAS
50.55051, -42.88467, c, 59813.274205, 22.461, 2.37, 4, 9, 22.394850021680092, ATLAS
50.55051, -42.88467, c, 59813.279697, 22.083, 1.3, 5, 7, 22.15257498915995, ATLAS
50.55051, -42.88467, c, 59813.297275, 22.26, 1.622, 4, 7, 22.394850021680092, ATLAS
50.55051, -42.88467, o, 59814.090345, -24.327, 19.0, -1, 13, nan, ATLAS
