# Data from 'ATLAS' for 'SN ATLAS2024zaj'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
41.46968, -17.04216, o, 60505.354627, -18.952, 0.113, -95, 11, nan, ATLAS
41.46968, -17.04216, o, 60505.357787, -19.629, 0.177, -51, 9, nan, ATLAS
41.46968, -17.04216, o, 60505.363669, -19.092, 0.144, -84, 12, nan, ATLAS
41.46968, -17.04216, o, 60505.374052, -19.062, 0.12, -86, 10, nan, ATLAS
41.46968, -17.04216, o, 60506.344799, -19.373, 0.217, -65, 14, nan, ATLAS
41.46968, -17.04216, o, 60506.347952, 20.681, 0.737, 19, 14, 20.703115997617928, ATLAS
41.46968, -17.04216, o, 60506.354266, -19.535, 0.22, -56, 12, nan, ATLAS
41.46968, -17.04216, o, 60506.364179, 20.736, 0.68, 18, 12, 20.761818737241732, ATLAS
41.46968, -17.04216, o, 60509.347603, -23.977, 19.25, -1, 18, nan, ATLAS
41.46968, -17.04216, o, 60509.350797, -19.373, 0.293, -65, 19, nan, ATLAS
41.46968, -17.04216, o, 60509.356262, -20.542, 0.975, -22, 22, nan, ATLAS
41.46968, -17.04216, o, 60509.380647, 21.443, 1.607, 10, 15, 21.4, ATLAS
41.46968, -17.04216, o, 60510.330136, -19.246, 0.368, -73, 27, nan, ATLAS
41.46968, -17.04216, o, 60510.332958, -18.967, 0.318, -94, 30, nan, ATLAS
41.46968, -17.04216, o, 60510.338487, -19.194, 0.313, -76, 24, nan, ATLAS
41.46968, -17.04216, o, 60510.348668, -20.045, 0.638, -35, 22, nan, ATLAS
41.46968, -17.04216, o, 60513.123242, 18.924, 0.344, 98, 34, 18.92193481076876, ATLAS
41.46968, -17.04216, o, 60513.126415, 20.799, 1.891, 17, 33, 20.823877696554312, ATLAS
41.46968, -17.04216, o, 60513.131863, -19.515, 0.512, -57, 29, nan, ATLAS
41.46968, -17.04216, o, 60513.142828, 18.848, 0.377, 105, 40, 18.847026752325153, ATLAS
41.46968, -17.04216, o, 60514.393493, -19.776, 0.639, -45, 28, nan, ATLAS
41.46968, -17.04216, o, 60514.397342, -21.881, 3.564, -6, 23, nan, ATLAS
41.46968, -17.04216, o, 60514.402809, -19.173, 0.317, -78, 25, nan, ATLAS
41.46968, -17.04216, o, 60514.408442, -19.849, 0.512, -42, 21, nan, ATLAS
41.46968, -17.04216, o, 60517.131399, -20.426, 0.906, -24, 22, nan, ATLAS
41.46968, -17.04216, o, 60517.134572, -21.203, 1.469, -12, 18, nan, ATLAS
41.46968, -17.04216, o, 60517.139595, -19.579, 0.368, -54, 20, nan, ATLAS
41.46968, -17.04216, o, 60517.150175, 19.12, 0.249, 82, 20, 19.115465369040706, ATLAS
41.46968, -17.04216, o, 60518.350981, -20.007, 0.462, -36, 17, nan, ATLAS
41.46968, -17.04216, o, 60518.354189, 19.844, 0.438, 42, 18, 19.841876774005247, ATLAS
41.46968, -17.04216, o, 60518.359181, -22.861, 7.579, -3, 20, nan, ATLAS
41.46968, -17.04216, o, 60518.369651, -19.361, 0.281, -65, 18, nan, ATLAS
41.46968, -17.04216, o, 60523.089737, -20.46, 0.506, -24, 12, nan, ATLAS
41.46968, -17.04216, o, 60523.092903, -22.07, 2.262, -5, 12, nan, ATLAS
41.46968, -17.04216, o, 60523.098368, -21.028, 0.874, -14, 12, nan, ATLAS
41.46968, -17.04216, o, 60523.108933, 21.654, 1.349, 8, 11, 21.64227503252014, ATLAS
41.46968, -17.04216, o, 60525.125224, 20.707, 0.664, 19, 13, 20.703115997617928, ATLAS
41.46968, -17.04216, o, 60525.128435, -21.71, 1.532, -8, 12, nan, ATLAS
41.46968, -17.04216, o, 60525.131192, -19.33, 0.172, -67, 12, nan, ATLAS
41.46968, -17.04216, o, 60525.143971, -20.426, 0.484, -24, 12, nan, ATLAS
41.46968, -17.04216, o, 60528.085804, -20.948, 0.977, -15, 15, nan, ATLAS
41.46968, -17.04216, o, 60528.090881, -19.576, 0.291, -54, 16, nan, ATLAS
41.46968, -17.04216, o, 60528.09406, -20.737, 0.885, -18, 16, nan, ATLAS
41.46968, -17.04216, o, 60528.10765, -20.045, 0.399, -35, 14, nan, ATLAS
41.46968, -17.04216, c, 60533.325787, -19.709, 0.192, -48, 9, nan, ATLAS
41.46968, -17.04216, c, 60533.328528, -19.823, 0.22, -43, 9, nan, ATLAS
41.46968, -17.04216, c, 60533.332663, -19.162, 0.091, -78, 7, nan, ATLAS
41.46968, -17.04216, c, 60533.35744, -19.137, 0.112, -80, 9, nan, ATLAS
41.46968, -17.04216, c, 60534.313018, -19.17, 0.125, -78, 10, nan, ATLAS
41.46968, -17.04216, c, 60534.314834, -19.693, 0.233, -48, 11, nan, ATLAS
41.46968, -17.04216, o, 60534.589115, -19.623, 0.204, -51, 10, nan, ATLAS
41.46968, -17.04216, o, 60534.596793, -18.868, 0.104, -103, 11, nan, ATLAS
41.46968, -17.04216, o, 60534.61876, -19.024, 0.114, -89, 10, nan, ATLAS
41.46968, -17.04216, o, 60534.623699, -19.926, 0.335, -39, 13, nan, ATLAS
41.46968, -17.04216, o, 60535.014606, -18.644, 0.419, -127, 53, nan, ATLAS
41.46968, -17.04216, o, 60535.017811, -16.729, 0.139, -739, 102, nan, ATLAS
41.46968, -17.04216, o, 60535.023249, -18.083, 0.315, -212, 67, nan, ATLAS
41.46968, -17.04216, o, 60535.047585, -19.813, 0.868, -43, 38, nan, ATLAS
41.46968, -17.04216, o, 60537.220992, -16.06, 0.348, -1367, 476, nan, ATLAS
41.46968, -17.04216, o, 60537.223794, 16.807, 1.938, 687, 1332, 16.807608157351122, ATLAS
41.46968, -17.04216, o, 60537.229303, -16.824, 0.372, -677, 252, nan, ATLAS
41.46968, -17.04216, o, 60537.249324, 19.895, 0.631, 40, 25, 19.894850021680092, ATLAS
41.46968, -17.04216, o, 60539.036761, -20.234, 0.694, -29, 20, nan, ATLAS
41.46968, -17.04216, o, 60539.039467, -19.482, 0.418, -58, 24, nan, ATLAS
41.46968, -17.04216, o, 60539.042625, -19.439, 0.405, -61, 25, nan, ATLAS
41.46968, -17.04216, o, 60539.048037, -19.424, 0.332, -62, 20, nan, ATLAS
41.46968, -17.04216, o, 60540.042252, -19.069, 0.252, -86, 22, nan, ATLAS
41.46968, -17.04216, o, 60540.045408, -19.28, 0.296, -70, 21, nan, ATLAS
41.46968, -17.04216, o, 60540.048564, -18.675, 0.171, -123, 21, nan, ATLAS
41.46968, -17.04216, o, 60540.053975, -18.997, 0.261, -91, 24, nan, ATLAS
41.46968, -17.04216, o, 60544.188254, 20.36, 2.495, 26, 65, 20.362566630072955, ATLAS
41.46968, -17.04216, o, 60544.191291, -18.414, 0.402, -156, 63, nan, ATLAS
41.46968, -17.04216, o, 60544.197152, -18.692, 0.479, -121, 58, nan, ATLAS
41.46968, -17.04216, o, 60544.20479, -19.457, 0.694, -60, 42, nan, ATLAS
41.46968, -17.04216, o, 60545.368724, -19.53, 0.58, -56, 32, nan, ATLAS
41.46968, -17.04216, o, 60545.370526, 19.657, 0.63, 50, 31, 19.65257498915995, ATLAS
41.46968, -17.04216, o, 60545.37368, -18.891, 0.343, -101, 35, nan, ATLAS
41.46968, -17.04216, o, 60545.379086, -18.839, 0.269, -106, 28, nan, ATLAS
41.46968, -17.04216, o, 60546.388258, -19.132, 0.213, -81, 17, nan, ATLAS
