# Combined data from 'ATLAS-ZTF' for 'SN 2024vcj'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
41.39687, -17.68972, c, 60469.396006, 17.864, 1.812, 260, 470, 17.862566630072955, ATLAS-ZTF
41.39687, -17.68972, c, 60469.398852, 15.849, 0.301, 1660, 499, 15.84972977989986, ATLAS-ZTF
41.39687, -17.68972, c, 60469.420443, -19.686, 0.364, -48, 18, nan, ATLAS-ZTF
41.39687, -17.68972, o, 60481.355611, -19.282, 0.614, -70, 43, nan, ATLAS-ZTF
41.39687, -17.68972, o, 60481.358862, -19.925, 2.0, -39, 78, nan, ATLAS-ZTF
41.39687, -17.68972, o, 60481.361724, -19.642, 1.463, -50, 74, nan, ATLAS-ZTF
41.39687, -17.68972, o, 60481.379873, -19.845, 0.883, -42, 37, nan, ATLAS-ZTF
41.39687, -17.68972, o, 60484.133176, -20.948, 3.039, -15, 46, nan, ATLAS-ZTF
41.39687, -17.68972, o, 60484.136852, 22.625, 16.273, 3, 53, 22.707196863200842, ATLAS-ZTF
41.39687, -17.68972, o, 60484.144365, 19.587, 1.06, 53, 56, 19.589310325998028, ATLAS-ZTF
41.39687, -17.68972, o, 60484.16505, -20.608, 2.3, -21, 48, nan, ATLAS-ZTF
41.39687, -17.68972, o, 60487.143593, 20.994, 1.528, 14, 22, 21.034679910804403, ATLAS-ZTF
41.39687, -17.68972, o, 60487.152706, 21.082, 1.343, 13, 18, 21.115141619232908, ATLAS-ZTF
41.39687, -17.68972, o, 60487.154534, 20.457, 0.978, 24, 23, 20.449471895720983, ATLAS-ZTF
41.39687, -17.68972, o, 60487.176273, -20.8, 1.425, -17, 25, nan, ATLAS-ZTF
41.39687, -17.68972, o, 60488.130122, 20.093, 0.687, 33, 23, 20.10371515030528, ATLAS-ZTF
41.39687, -17.68972, o, 60488.136882, 21.198, 1.701, 12, 20, 21.202046884880936, ATLAS-ZTF
41.39687, -17.68972, o, 60488.154063, 20.281, 0.79, 28, 22, 20.28210492164445, ATLAS-ZTF
41.39687, -17.68972, o, 60490.390125, 20.125, 0.591, 32, 19, 20.137125054200233, ATLAS-ZTF
41.39687, -17.68972, o, 60490.393298, -20.519, 0.747, -22, 17, nan, ATLAS-ZTF
41.39687, -17.68972, o, 60490.398842, 19.69, 0.372, 48, 18, 19.69689690656103, ATLAS-ZTF
