# Data from 'ATLAS' for 'SN ATLAS2024pkh'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
341.1337, -42.52182, o, 60407.368504, 20.847, 0.626, 17, 10, 20.823877696554312, ATLAS
341.1337, -42.52182, o, 60407.38107, 24.021, 12.444, 1, 11, 23.9, ATLAS
341.1337, -42.52182, o, 60407.388052, 21.749, 1.643, 7, 12, 21.787254899964356, ATLAS
341.1337, -42.52182, o, 60420.384247, 21.43, 1.414, 10, 14, 21.4, ATLAS
341.1337, -42.52182, o, 60420.387487, 20.052, 0.356, 35, 12, 20.03982988912431, ATLAS
341.1337, -42.52182, o, 60420.410828, 20.47, 0.559, 24, 13, 20.449471895720983, ATLAS
341.1337, -42.52182, o, 60420.425772, 19.04, 0.418, 88, 37, 19.038793319624578, ATLAS
341.1337, -42.52182, o, 60424.142948, -18.753, 0.764, -114, 88, nan, ATLAS
341.1337, -42.52182, o, 60424.162445, -20.678, 5.877, -20, 114, nan, ATLAS
341.1337, -42.52182, o, 60424.166536, 19.707, 3.039, 48, 144, 19.69689690656103, ATLAS
341.1337, -42.52182, o, 60424.174365, 17.785, 0.562, 279, 157, 17.785989491816004, ATLAS
341.1337, -42.52182, o, 60425.389418, 19.958, 0.715, 38, 27, 19.950541008457975, ATLAS
341.1337, -42.52182, o, 60425.39318, -20.526, 1.085, -22, 24, nan, ATLAS
341.1337, -42.52182, o, 60425.411676, 20.002, 0.663, 36, 24, 20.00924374808178, ATLAS
341.1337, -42.52182, o, 60425.424581, -19.793, 0.774, -44, 34, nan, ATLAS
341.1337, -42.52182, o, 60432.330703, 20.834, 1.454, 17, 24, 20.823877696554312, ATLAS
341.1337, -42.52182, o, 60432.347075, 21.252, 1.967, 12, 23, 21.202046884880936, ATLAS
341.1337, -42.52182, o, 60432.35027, 19.631, 0.378, 51, 19, 19.631074559755156, ATLAS
341.1337, -42.52182, o, 60432.369816, 19.729, 0.409, 47, 19, 19.719755355160704, ATLAS
341.1337, -42.52182, o, 60434.073181, 21.177, 1.939, 12, 24, 21.202046884880936, ATLAS
341.1337, -42.52182, o, 60434.076452, -21.101, 2.523, -13, 33, nan, ATLAS
341.1337, -42.52182, o, 60434.102269, -19.968, 0.551, -37, 21, nan, ATLAS
341.1337, -42.52182, o, 60434.107829, 21.159, 5.185, 12, 65, 21.202046884880936, ATLAS
341.1337, -42.52182, o, 60434.405383, 21.709, 2.231, 8, 17, 21.64227503252014, ATLAS
341.1337, -42.52182, o, 60434.409107, -21.262, 1.433, -11, 16, nan, ATLAS
341.1337, -42.52182, o, 60434.419419, 20.746, 0.853, 18, 16, 20.761818737241732, ATLAS
341.1337, -42.52182, o, 60434.428332, -20.056, 0.742, -34, 26, nan, ATLAS
341.1337, -42.52182, o, 60436.309465, 20.051, 0.671, 35, 23, 20.03982988912431, ATLAS
341.1337, -42.52182, o, 60436.313181, 21.114, 1.733, 13, 23, 21.115141619232908, ATLAS
341.1337, -42.52182, o, 60436.319582, 20.106, 0.66, 33, 22, 20.10371515030528, ATLAS
341.1337, -42.52182, o, 60436.339665, 19.501, 0.339, 58, 20, 19.491430016092657, ATLAS
341.1337, -42.52182, o, 60440.368023, -23.341, 13.167, -2, 22, nan, ATLAS
341.1337, -42.52182, c, 60441.996132, 20.897, 1.123, 16, 18, 20.889700043360186, ATLAS
341.1337, -42.52182, c, 60441.999949, 20.902, 1.062, 16, 17, 20.889700043360186, ATLAS
341.1337, -42.52182, c, 60442.005146, 20.316, 0.708, 27, 19, 20.32159058960253, ATLAS
341.1337, -42.52182, c, 60442.029401, 21.528, 1.617, 9, 14, 21.514393726401686, ATLAS
341.1337, -42.52182, c, 60446.118103, -22.3, 2.687, -4, 12, nan, ATLAS
341.1337, -42.52182, c, 60446.121398, -23.944, 13.0, -1, 12, nan, ATLAS
341.1337, -42.52182, c, 60446.141207, 21.219, 0.808, 12, 10, 21.202046884880936, ATLAS
341.1337, -42.52182, c, 60446.151612, -20.72, 0.509, -19, 10, nan, ATLAS
341.1337, -42.52182, o, 60448.307647, 22.532, 4.455, 4, 16, 22.394850021680092, ATLAS
341.1337, -42.52182, o, 60448.310877, -21.235, 1.346, -12, 16, nan, ATLAS
341.1337, -42.52182, o, 60448.326641, -21.171, 1.2, -12, 15, nan, ATLAS
341.1337, -42.52182, o, 60448.339162, 19.926, 0.358, 39, 14, 19.92233848243375, ATLAS
341.1337, -42.52182, o, 60450.12352, 20.665, 1.128, 20, 22, 20.647425010840045, ATLAS
341.1337, -42.52182, o, 60450.126326, 22.691, 4.292, 3, 13, 22.707196863200842, ATLAS
341.1337, -42.52182, o, 60450.131445, -21.669, 1.844, -8, 14, nan, ATLAS
341.1337, -42.52182, o, 60450.142165, -23.489, 9.333, -2, 14, nan, ATLAS
341.1337, -42.52182, o, 60452.046839, 21.602, 4.17, 8, 35, 21.64227503252014, ATLAS
341.1337, -42.52182, o, 60452.050058, -22.319, 7.269, -4, 31, nan, ATLAS
341.1337, -42.52182, o, 60452.07236, 21.923, 4.487, 6, 28, 21.95462187404089, ATLAS
341.1337, -42.52182, o, 60452.078768, 20.602, 1.586, 21, 33, 20.5944517631652, ATLAS
341.1337, -42.52182, o, 60456.031124, -19.817, 0.56, -43, 24, nan, ATLAS
341.1337, -42.52182, o, 60456.034059, 20.846, 1.701, 17, 28, 20.823877696554312, ATLAS
341.1337, -42.52182, o, 60456.039358, 24.257, 35.8, 1, 26, 23.9, ATLAS
341.1337, -42.52182, o, 60456.066697, 19.532, 0.393, 56, 22, 19.529529932484497, ATLAS
341.1337, -42.52182, o, 60458.134631, 20.388, 0.863, 25, 22, 20.405149978319905, ATLAS
341.1337, -42.52182, o, 60458.137027, 19.69, 0.396, 48, 19, 19.69689690656103, ATLAS
341.1337, -42.52182, o, 60458.14303, -21.063, 1.615, -14, 22, nan, ATLAS
341.1337, -42.52182, o, 60458.157294, 19.542, 0.392, 55, 22, 19.54909327626439, ATLAS
341.1337, -42.52182, o, 60462.119061, 19.322, 0.806, 68, 55, 19.318727718234406, ATLAS
341.1337, -42.52182, o, 60462.122156, -20.559, 2.056, -22, 45, nan, ATLAS
341.1337, -42.52182, o, 60462.1281, 20.141, 0.561, 32, 18, 20.137125054200233, ATLAS
341.1337, -42.52182, o, 60462.145428, 20.978, 1.405, 15, 21, 20.959771852360795, ATLAS
341.1337, -42.52182, c, 60468.293298, 0.0, 21.317, 0, 11, inf, ATLAS
341.1337, -42.52182, c, 60468.311394, -22.954, 3.737, -2, 9, nan, ATLAS
