# Data from 'ATLAS' for 'SN ATLAS2019exc'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
296.98993, 3.94511, o, 58536.652815, 20.033, 1.26, 35, 44, 20.03982988912431, ATLAS
296.98993, 3.94511, o, 58536.660988, 20.0, 1.155, 36, 42, 20.00924374808178, ATLAS
296.98993, 3.94511, o, 58592.623487, 18.588, 0.271, 133, 36, 18.590370897582282, ATLAS
296.98993, 3.94511, o, 58592.634751, 18.4, 0.289, 158, 46, 18.403357282613943, ATLAS
296.98993, 3.94511, o, 58593.635755, 18.581, 0.395, 134, 53, 18.58223800408798, ATLAS
296.98993, 3.94511, o, 58596.635311, 18.469, 0.411, 149, 61, 18.467034328969312, ATLAS
296.98993, 3.94511, o, 58600.631081, 18.353, 0.159, 165, 26, 18.356290139465234, ATLAS
296.98993, 3.94511, o, 58604.625009, 18.232, 0.094, 185, 17, 18.232070678992464, ATLAS
296.98993, 3.94511, c, 58610.621072, 18.51, 0.086, 143, 12, 18.511659906337343, ATLAS
296.98993, 3.94511, o, 58612.578925, 18.593, 0.126, 133, 17, 18.590370897582282, ATLAS
296.98993, 3.94511, o, 58612.581055, 18.613, 0.123, 130, 16, 18.615141619232908, ATLAS
296.98993, 3.94511, o, 58612.586385, 18.54, 0.105, 139, 15, 18.542462999364762, ATLAS
296.98993, 3.94511, o, 58612.604166, 18.791, 0.146, 111, 16, 18.786692553033355, ATLAS
296.98993, 3.94511, o, 58614.571697, 18.933, 0.147, 97, 14, 18.933070664334387, ATLAS
296.98993, 3.94511, o, 58614.576697, 18.981, 0.133, 93, 12, 18.97879262861516, ATLAS
296.98993, 3.94511, o, 58614.586483, 18.975, 0.156, 93, 14, 18.97879262861516, ATLAS
296.98993, 3.94511, o, 58614.597438, 18.646, 0.107, 126, 14, 18.64907363720609, ATLAS
296.98993, 3.94511, o, 58618.533988, 19.393, 0.18, 64, 11, 19.38455006504028, ATLAS
296.98993, 3.94511, o, 58618.537299, 19.086, 0.146, 84, 12, 19.089301784845293, ATLAS
296.98993, 3.94511, o, 58618.543371, 19.013, 0.136, 90, 12, 19.014393726401686, ATLAS
296.98993, 3.94511, o, 58618.555929, 19.223, 0.188, 74, 14, 19.226920700672558, ATLAS
296.98993, 3.94511, o, 58620.458995, 20.056, 0.961, 34, 33, 20.07130270739436, ATLAS
296.98993, 3.94511, o, 58620.462288, 19.039, 0.365, 88, 32, 19.038793319624578, ATLAS
296.98993, 3.94511, o, 58620.467352, 20.712, 1.889, 19, 36, 20.703115997617928, ATLAS
296.98993, 3.94511, o, 58620.477134, 19.518, 0.536, 57, 30, 19.51031286081877, ATLAS
296.98993, 3.94511, o, 58624.530684, 19.498, 0.44, 58, 25, 19.491430016092657, ATLAS
296.98993, 3.94511, o, 58624.533445, 19.099, 0.316, 83, 26, 19.102304769059813, ATLAS
296.98993, 3.94511, o, 58624.538331, 19.773, 0.644, 45, 29, 19.76696871556164, ATLAS
296.98993, 3.94511, o, 58624.548105, 19.814, 0.661, 43, 28, 19.816328861051034, ATLAS
296.98993, 3.94511, o, 58628.409143, 18.982, 0.202, 93, 19, 18.97879262861516, ATLAS
296.98993, 3.94511, o, 58628.414967, 19.104, 0.24, 83, 20, 19.102304769059813, ATLAS
296.98993, 3.94511, o, 58628.43498, 19.145, 0.259, 80, 21, 19.14227503252014, ATLAS
296.98993, 3.94511, o, 58628.443213, 18.862, 0.218, 104, 23, 18.85741665175305, ATLAS
296.98993, 3.94511, o, 58630.408168, 18.89, 0.106, 101, 11, 18.889196565543394, ATLAS
296.98993, 3.94511, o, 58630.419047, 19.224, 0.163, 74, 12, 19.226920700672558, ATLAS
296.98993, 3.94511, o, 58630.422622, 19.159, 0.176, 79, 14, 19.155932271773896, ATLAS
296.98993, 3.94511, o, 58632.564221, 19.56, 0.269, 54, 15, 19.569015600442576, ATLAS
296.98993, 3.94511, o, 58632.569374, 19.13, 0.186, 81, 15, 19.128787452803373, ATLAS
296.98993, 3.94511, o, 58632.575459, 19.42, 0.229, 62, 14, 19.419020776254364, ATLAS
296.98993, 3.94511, o, 58632.595891, 18.993, 0.16, 92, 15, 18.99053043163611, ATLAS
296.98993, 3.94511, c, 58634.559366, 19.961, 0.243, 38, 9, 19.950541008457975, ATLAS
296.98993, 3.94511, c, 58634.566753, 20.498, 0.368, 23, 8, 20.495680409956016, ATLAS
296.98993, 3.94511, c, 58634.570127, 20.083, 0.266, 34, 9, 20.07130270739436, ATLAS
296.98993, 3.94511, c, 58634.580078, 19.939, 0.227, 38, 9, 19.950541008457975, ATLAS
296.98993, 3.94511, o, 58636.571959, 19.531, 0.249, 56, 14, 19.529529932484497, ATLAS
296.98993, 3.94511, o, 58636.579235, 20.086, 0.348, 34, 12, 20.07130270739436, ATLAS
296.98993, 3.94511, o, 58636.582053, 20.272, 0.46, 28, 13, 20.28210492164445, ATLAS
296.98993, 3.94511, o, 58636.602102, 19.623, 0.253, 51, 13, 19.631074559755156, ATLAS
296.98993, 3.94511, c, 58642.508625, 20.44, 0.462, 24, 11, 20.449471895720983, ATLAS
296.98993, 3.94511, c, 58642.513635, -22.921, 3.95, -2, 10, nan, ATLAS
296.98993, 3.94511, c, 58642.516998, 20.487, 0.443, 23, 10, 20.495680409956016, ATLAS
296.98993, 3.94511, c, 58642.529821, 20.333, 0.348, 27, 9, 20.32159058960253, ATLAS
296.98993, 3.94511, o, 58644.497171, 19.763, 0.306, 45, 14, 19.76696871556164, ATLAS
296.98993, 3.94511, o, 58644.500481, 20.446, 0.579, 24, 14, 20.449471895720983, ATLAS
296.98993, 3.94511, o, 58644.506234, 19.838, 0.285, 42, 12, 19.841876774005247, ATLAS
296.98993, 3.94511, o, 58644.518595, 20.376, 0.472, 26, 12, 20.362566630072955, ATLAS
296.98993, 3.94511, o, 58646.46301, 20.421, 0.533, 25, 13, 20.405149978319905, ATLAS
296.98993, 3.94511, o, 58646.466398, 19.547, 0.257, 55, 14, 19.54909327626439, ATLAS
296.98993, 3.94511, o, 58646.472079, 20.292, 0.447, 28, 12, 20.28210492164445, ATLAS
296.98993, 3.94511, o, 58646.484804, 20.565, 0.709, 22, 15, 20.543943297944484, ATLAS
296.98993, 3.94511, o, 58648.485438, 21.609, 2.522, 8, 21, 21.64227503252014, ATLAS
296.98993, 3.94511, o, 58648.488219, 21.803, 2.769, 7, 19, 21.787254899964356, ATLAS
296.98993, 3.94511, o, 58648.493947, 19.356, 0.267, 66, 18, 19.351140161145327, ATLAS
296.98993, 3.94511, o, 58648.504853, 19.392, 0.335, 64, 21, 19.38455006504028, ATLAS
296.98993, 3.94511, o, 58650.501319, 20.151, 0.896, 32, 28, 20.137125054200233, ATLAS
296.98993, 3.94511, o, 58650.511866, 24.069, 27.333, 1, 23, 23.9, ATLAS
296.98993, 3.94511, o, 58650.521312, 19.63, 0.559, 51, 28, 19.631074559755156, ATLAS
296.98993, 3.94511, o, 58650.523801, 21.406, 1.685, 10, 17, 21.4, ATLAS
296.98993, 3.94511, o, 58656.542958, -21.445, 2.291, -10, 22, nan, ATLAS
296.98993, 3.94511, o, 58656.545785, 19.783, 0.438, 44, 19, 19.79136830878453, ATLAS
296.98993, 3.94511, o, 58656.55245, 19.979, 0.449, 37, 17, 19.97949568983251, ATLAS
296.98993, 3.94511, o, 58656.562381, 21.045, 1.221, 14, 17, 21.034679910804403, ATLAS
296.98993, 3.94511, o, 58660.439913, 19.814, 0.371, 43, 16, 19.816328861051034, ATLAS
296.98993, 3.94511, o, 58660.443229, 20.721, 0.77, 19, 14, 20.703115997617928, ATLAS
296.98993, 3.94511, o, 58660.45043, 20.588, 0.648, 21, 14, 20.5944517631652, ATLAS
296.98993, 3.94511, o, 58660.460854, 20.203, 0.514, 30, 16, 20.207196863200842, ATLAS
296.98993, 3.94511, o, 58664.522099, 20.167, 0.363, 31, 11, 20.171595765414317, ATLAS
296.98993, 3.94511, o, 58664.525854, 20.461, 0.54, 24, 13, 20.449471895720983, ATLAS
296.98993, 3.94511, o, 58664.531423, 21.026, 0.802, 14, 11, 21.034679910804403, ATLAS
296.98993, 3.94511, o, 58664.544468, 20.663, 0.582, 20, 12, 20.647425010840045, ATLAS
296.98993, 3.94511, c, 58666.466328, 21.08, 0.557, 13, 8, 21.115141619232908, ATLAS
296.98993, 3.94511, c, 58666.473384, 23.084, 4.706, 2, 10, 23.147425010840045, ATLAS
296.98993, 3.94511, c, 58666.476151, 21.525, 1.082, 9, 10, 21.514393726401686, ATLAS
296.98993, 3.94511, c, 58666.487051, -22.942, 3.556, -2, 9, nan, ATLAS
296.98993, 3.94511, o, 58668.485537, 20.386, 0.582, 25, 15, 20.405149978319905, ATLAS
296.98993, 3.94511, o, 58668.488569, 19.698, 0.295, 48, 14, 19.69689690656103, ATLAS
296.98993, 3.94511, o, 58668.494429, 20.779, 0.652, 18, 12, 20.761818737241732, ATLAS
296.98993, 3.94511, o, 58668.506721, 20.014, 0.359, 36, 13, 20.00924374808178, ATLAS
296.98993, 3.94511, o, 58670.47144, 20.278, 0.466, 28, 13, 20.28210492164445, ATLAS
296.98993, 3.94511, o, 58670.475229, 22.125, 2.7, 5, 14, 22.15257498915995, ATLAS
296.98993, 3.94511, o, 58670.480682, 21.025, 1.0, 14, 14, 21.034679910804403, ATLAS
296.98993, 3.94511, o, 58670.491155, 20.733, 0.635, 18, 12, 20.761818737241732, ATLAS
296.98993, 3.94511, o, 58673.530434, 21.691, 1.951, 8, 15, 21.64227503252014, ATLAS
296.98993, 3.94511, o, 58673.533225, -20.306, 0.567, -27, 16, nan, ATLAS
296.98993, 3.94511, o, 58673.540222, 20.628, 0.682, 20, 14, 20.647425010840045, ATLAS
296.98993, 3.94511, o, 58673.550612, 21.618, 1.595, 8, 13, 21.64227503252014, ATLAS
296.98993, 3.94511, o, 58676.35672, 20.64, 0.85, 20, 17, 20.647425010840045, ATLAS
296.98993, 3.94511, o, 58676.36005, 20.148, 0.562, 32, 18, 20.137125054200233, ATLAS
296.98993, 3.94511, o, 58676.365746, 21.206, 1.571, 12, 19, 21.202046884880936, ATLAS
296.98993, 3.94511, o, 58676.376527, 21.082, 1.188, 13, 16, 21.115141619232908, ATLAS
296.98993, 3.94511, o, 58678.301353, 23.141, 11.857, 2, 24, 23.147425010840045, ATLAS
296.98993, 3.94511, o, 58678.311368, 20.05, 0.625, 35, 22, 20.03982988912431, ATLAS
296.98993, 3.94511, o, 58678.320964, 20.467, 1.088, 24, 26, 20.449471895720983, ATLAS
296.98993, 3.94511, o, 58678.330208, 19.879, 0.531, 41, 22, 19.86804035820066, ATLAS
296.98993, 3.94511, o, 58684.461124, 19.804, 0.442, 44, 19, 19.79136830878453, ATLAS
296.98993, 3.94511, o, 58684.464364, 23.556, 15.0, 1, 21, 23.9, ATLAS
296.98993, 3.94511, o, 58684.470855, -21.575, 2.0, -8, 17, nan, ATLAS
296.98993, 3.94511, o, 58684.48192, 20.778, 1.206, 18, 21, 20.761818737241732, ATLAS
296.98993, 3.94511, o, 58686.442969, 19.552, 0.347, 55, 19, 19.54909327626439, ATLAS
296.98993, 3.94511, o, 58686.446189, -20.052, 0.706, -35, 24, nan, ATLAS
296.98993, 3.94511, o, 58686.452197, 19.85, 0.492, 42, 20, 19.841876774005247, ATLAS
296.98993, 3.94511, o, 58686.462288, 20.7, 0.721, 19, 14, 20.703115997617928, ATLAS
296.98993, 3.94511, o, 58688.457708, 25.15, 38.0, 0, 12, inf, ATLAS
296.98993, 3.94511, o, 58688.460957, 22.805, 4.588, 3, 13, 22.707196863200842, ATLAS
296.98993, 3.94511, o, 58688.466105, 22.281, 3.0, 4, 13, 22.394850021680092, ATLAS
296.98993, 3.94511, o, 58688.476448, 20.122, 0.378, 32, 12, 20.137125054200233, ATLAS
296.98993, 3.94511, o, 58690.434565, -25.442, 35.5, 0, 9, inf, ATLAS
296.98993, 3.94511, o, 58690.43859, -20.496, 0.466, -23, 11, nan, ATLAS
296.98993, 3.94511, o, 58690.445293, 20.78, 0.546, 18, 10, 20.761818737241732, ATLAS
296.98993, 3.94511, o, 58690.455779, 21.19, 0.885, 12, 11, 21.202046884880936, ATLAS
