# Combined data from 'ATLAS-ZTF' for 'SN 2021cad'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
163.93943, 24.02766, o, 59157.618562, -20.227, 0.492, -30, 14, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59157.63471, -20.142, 0.494, -32, 16, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59157.640707, -19.828, 0.408, -42, 17, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59157.648081, 19.552, 0.46, 55, 25, 19.54909327626439, ATLAS-ZTF
163.93943, 24.02766, o, 59179.611124, -18.704, 0.093, -120, 11, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59179.622397, -21.665, 1.341, -8, 10, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59179.627078, -20.527, 0.428, -22, 10, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59179.644824, -19.605, 0.245, -52, 13, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59181.552432, -19.093, 0.29, -84, 24, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59181.557502, 20.029, 0.573, 35, 20, 20.03982988912431, ATLAS-ZTF
163.93943, 24.02766, o, 59181.560264, -21.137, 1.582, -13, 20, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59181.569941, 22.765, 7.947, 3, 23, 22.707196863200842, ATLAS-ZTF
163.93943, 24.02766, o, 59183.561729, -18.698, 0.233, -120, 28, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59183.564941, -18.854, 0.204, -104, 21, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59183.570461, -20.537, 1.086, -22, 24, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59183.5806, -20.632, 1.164, -20, 24, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59183.656414, -19.124, 0.26, -81, 21, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59185.60021, 20.442, 0.606, 24, 15, 20.449471895720983, ATLAS-ZTF
163.93943, 24.02766, o, 59185.609347, -20.288, 0.601, -28, 17, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59185.615262, -22.002, 2.281, -6, 13, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59185.626195, -21.962, 2.904, -6, 17, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59187.597419, -19.776, 0.389, -45, 17, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59187.600632, -19.807, 0.385, -43, 17, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59187.617438, -21.135, 1.208, -13, 15, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59187.622941, -20.123, 0.414, -32, 13, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59191.589184, 20.795, 0.798, 18, 14, 20.761818737241732, ATLAS-ZTF
163.93943, 24.02766, o, 59191.591016, -20.163, 0.406, -31, 13, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59191.600973, -20.79, 0.712, -18, 12, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59191.604645, 20.113, 0.388, 33, 13, 20.10371515030528, ATLAS-ZTF
163.93943, 24.02766, o, 59193.600694, -19.31, 0.14, -69, 10, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59193.605613, -20.264, 0.449, -28, 13, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59193.607915, -20.099, 0.368, -33, 12, nan, ATLAS-ZTF
163.93943, 24.02766, o, 59193.618343, -21.155, 0.779, -12, 10, nan, ATLAS-ZTF
163.93943, 24.02766, c, 59195.593114, -19.915, 0.201, -39, 8, nan, ATLAS-ZTF
163.93943, 24.02766, c, 59195.595565, 25.043, 24.5, 0, 9, inf, ATLAS-ZTF
