# Data from 'ATLAS' for 'SN ATLAS2024stt'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
335.92813, -63.15773, o, 60448.35121, -21.069, 1.147, -14, 16, nan, ATLAS
335.92813, -63.15773, o, 60448.364616, -20.442, 0.683, -24, 16, nan, ATLAS
335.92813, -63.15773, o, 60448.377981, -21.264, 1.5, -11, 17, nan, ATLAS
335.92813, -63.15773, o, 60448.394399, 21.093, 1.146, 13, 15, 21.115141619232908, ATLAS
335.92813, -63.15773, o, 60450.090231, 19.935, 0.561, 39, 22, 19.92233848243375, ATLAS
335.92813, -63.15773, o, 60450.093137, 21.397, 2.431, 10, 24, 21.4, ATLAS
335.92813, -63.15773, o, 60450.099457, -19.752, 0.511, -46, 23, nan, ATLAS
335.92813, -63.15773, o, 60450.109568, 20.717, 4.286, 19, 80, 20.703115997617928, ATLAS
335.92813, -63.15773, o, 60456.191793, -17.802, 0.648, -275, 178, nan, ATLAS
335.92813, -63.15773, o, 60456.218173, 21.076, 2.938, 14, 40, 21.034679910804403, ATLAS
335.92813, -63.15773, o, 60456.220959, -19.847, 1.283, -42, 54, nan, ATLAS
335.92813, -63.15773, o, 60456.249295, -21.76, 6.485, -7, 46, nan, ATLAS
335.92813, -63.15773, o, 60458.082121, 23.292, 13.727, 2, 24, 23.147425010840045, ATLAS
335.92813, -63.15773, o, 60458.084908, -23.218, 13.667, -2, 26, nan, ATLAS
335.92813, -63.15773, o, 60458.087685, 20.74, 1.308, 18, 24, 20.761818737241732, ATLAS
335.92813, -63.15773, o, 60458.102803, 22.309, 5.071, 4, 22, 22.394850021680092, ATLAS
335.92813, -63.15773, o, 60462.149214, -20.534, 0.538, -22, 12, nan, ATLAS
335.92813, -63.15773, o, 60462.153886, 22.205, 2.912, 5, 14, 22.15257498915995, ATLAS
335.92813, -63.15773, o, 60462.161995, 23.724, 9.875, 1, 12, 23.9, ATLAS
335.92813, -63.15773, o, 60462.174632, 23.956, 14.333, 1, 14, 23.9, ATLAS
335.92813, -63.15773, c, 60464.403257, 20.66, 0.78, 20, 15, 20.647425010840045, ATLAS
335.92813, -63.15773, c, 60464.407496, 20.479, 1.073, 23, 25, 20.495680409956016, ATLAS
335.92813, -63.15773, c, 60464.427941, -20.836, 1.5, -17, 25, nan, ATLAS
335.92813, -63.15773, c, 60464.440849, 18.958, 0.45, 95, 43, 18.955690986777878, ATLAS
335.92813, -63.15773, c, 60468.287836, -21.227, 1.0, -12, 12, nan, ATLAS
335.92813, -63.15773, c, 60468.289649, 21.269, 1.045, 11, 12, 21.296518287104437, ATLAS
335.92813, -63.15773, c, 60468.302095, 21.959, 2.303, 6, 14, 21.95462187404089, ATLAS
335.92813, -63.15773, c, 60468.312777, -20.76, 0.682, -18, 12, nan, ATLAS
335.92813, -63.15773, o, 60474.165209, 22.117, 2.469, 5, 13, 22.15257498915995, ATLAS
335.92813, -63.15773, o, 60474.168441, -22.152, 3.031, -5, 15, nan, ATLAS
335.92813, -63.15773, o, 60474.177058, 20.608, 0.657, 21, 14, 20.5944517631652, ATLAS
335.92813, -63.15773, o, 60474.180251, 22.175, 2.781, 5, 14, 22.15257498915995, ATLAS
335.92813, -63.15773, o, 60474.189556, 21.78, 3.042, 7, 21, 21.787254899964356, ATLAS
335.92813, -63.15773, o, 60478.039109, 20.291, 0.53, 28, 15, 20.28210492164445, ATLAS
335.92813, -63.15773, o, 60478.040957, -21.149, 1.012, -13, 13, nan, ATLAS
335.92813, -63.15773, o, 60478.056467, 21.107, 0.935, 13, 12, 21.115141619232908, ATLAS
335.92813, -63.15773, o, 60478.059711, 24.705, 28.0, 0, 13, inf, ATLAS
335.92813, -63.15773, o, 60481.995324, 21.373, 3.128, 10, 32, 21.4, ATLAS
335.92813, -63.15773, o, 60482.009072, -19.705, 0.717, -48, 34, nan, ATLAS
335.92813, -63.15773, o, 60482.011853, 20.71, 1.906, 19, 36, 20.703115997617928, ATLAS
335.92813, -63.15773, o, 60482.015507, 20.458, 1.483, 24, 35, 20.449471895720983, ATLAS
335.92813, -63.15773, o, 60484.324418, 10.694, 0.253, 191661, 48566, 10.693665625576534, ATLAS
335.92813, -63.15773, o, 60484.327196, -21.44, 27.042, -10, 261, nan, ATLAS
335.92813, -63.15773, o, 60484.329938, -18.965, 3.962, -94, 373, nan, ATLAS
335.92813, -63.15773, o, 60484.353028, -21.025, 2.133, -14, 30, nan, ATLAS
335.92813, -63.15773, o, 60484.355287, 19.658, 0.71, 50, 35, 19.65257498915995, ATLAS
335.92813, -63.15773, o, 60484.357119, -22.459, 8.947, -4, 34, nan, ATLAS
335.92813, -63.15773, o, 60484.359887, 19.565, 0.583, 54, 32, 19.569015600442576, ATLAS
335.92813, -63.15773, o, 60484.364962, 19.344, 0.514, 66, 34, 19.351140161145327, ATLAS
335.92813, -63.15773, o, 60486.055463, 23.376, 17.8, 2, 29, 23.147425010840045, ATLAS
335.92813, -63.15773, o, 60486.075915, 20.196, 0.834, 30, 25, 20.207196863200842, ATLAS
335.92813, -63.15773, o, 60486.077754, 20.548, 1.02, 22, 22, 20.543943297944484, ATLAS
335.92813, -63.15773, o, 60486.08147, 22.534, 7.545, 4, 26, 22.394850021680092, ATLAS
335.92813, -63.15773, o, 60492.372841, 21.395, 1.143, 10, 12, 21.4, ATLAS
335.92813, -63.15773, o, 60492.391641, 22.5, 4.462, 4, 16, 22.394850021680092, ATLAS
335.92813, -63.15773, o, 60492.403709, -21.2, 1.055, -12, 13, nan, ATLAS
335.92813, -63.15773, o, 60492.428771, -22.459, 4.308, -4, 16, nan, ATLAS
335.92813, -63.15773, o, 60496.28823, -21.984, 4.0, -6, 23, nan, ATLAS
335.92813, -63.15773, o, 60496.290031, 21.055, 1.39, 14, 19, 21.034679910804403, ATLAS
335.92813, -63.15773, o, 60496.315856, -23.46, 10.545, -2, 16, nan, ATLAS
335.92813, -63.15773, o, 60496.332771, -21.81, 1.958, -7, 13, nan, ATLAS
335.92813, -63.15773, c, 60498.003874, -22.152, 2.417, -5, 12, nan, ATLAS
335.92813, -63.15773, c, 60498.00703, -21.437, 1.239, -10, 12, nan, ATLAS
335.92813, -63.15773, c, 60498.027602, 22.222, 2.818, 5, 13, 22.15257498915995, ATLAS
335.92813, -63.15773, c, 60498.033019, 21.568, 1.537, 9, 13, 21.514393726401686, ATLAS
335.92813, -63.15773, o, 60500.273865, 20.927, 0.815, 16, 13, 20.889700043360186, ATLAS
335.92813, -63.15773, o, 60500.284466, -21.664, 1.533, -8, 12, nan, ATLAS
335.92813, -63.15773, o, 60500.286273, 22.425, 3.857, 4, 15, 22.394850021680092, ATLAS
335.92813, -63.15773, o, 60500.289046, -21.808, 1.706, -7, 12, nan, ATLAS
335.92813, -63.15773, o, 60504.318922, 21.506, 1.429, 9, 13, 21.514393726401686, ATLAS
335.92813, -63.15773, o, 60504.353512, 20.512, 0.594, 23, 13, 20.495680409956016, ATLAS
335.92813, -63.15773, o, 60504.381384, 20.728, 0.739, 19, 14, 20.703115997617928, ATLAS
335.92813, -63.15773, o, 60504.400843, 20.763, 0.746, 18, 13, 20.761818737241732, ATLAS
335.92813, -63.15773, o, 60508.262742, -21.379, 1.544, -10, 16, nan, ATLAS
335.92813, -63.15773, o, 60508.264996, 21.379, 1.595, 10, 16, 21.4, ATLAS
335.92813, -63.15773, o, 60508.28756, 19.965, 0.462, 38, 17, 19.950541008457975, ATLAS
335.92813, -63.15773, o, 60508.290721, 21.657, 1.952, 8, 15, 21.64227503252014, ATLAS
335.92813, -63.15773, o, 60513.975927, 21.962, 4.297, 6, 26, 21.95462187404089, ATLAS
335.92813, -63.15773, o, 60513.997335, 19.78, 0.779, 44, 35, 19.79136830878453, ATLAS
335.92813, -63.15773, o, 60514.00054, 20.327, 3.443, 27, 92, 20.32159058960253, ATLAS
335.92813, -63.15773, o, 60514.003804, 21.356, 13.3, 10, 138, 21.4, ATLAS
335.92813, -63.15773, o, 60516.228114, -21.442, 1.985, -10, 19, nan, ATLAS
335.92813, -63.15773, o, 60516.230405, 21.064, 1.396, 14, 19, 21.034679910804403, ATLAS
335.92813, -63.15773, o, 60516.233145, 20.185, 0.656, 31, 20, 20.171595765414317, ATLAS
335.92813, -63.15773, o, 60516.240572, 23.295, 10.25, 2, 18, 23.147425010840045, ATLAS
335.92813, -63.15773, c, 60520.208535, -22.786, 2.826, -3, 8, nan, ATLAS
335.92813, -63.15773, c, 60520.233215, 21.96, 1.74, 6, 10, 21.95462187404089, ATLAS
335.92813, -63.15773, c, 60520.236904, 21.438, 1.013, 10, 10, 21.4, ATLAS
335.92813, -63.15773, c, 60520.247082, -21.567, 1.09, -9, 9, nan, ATLAS
335.92813, -63.15773, o, 60520.32878, 20.375, 0.582, 26, 15, 20.362566630072955, ATLAS
335.92813, -63.15773, o, 60520.35863, 20.669, 0.649, 20, 13, 20.647425010840045, ATLAS
335.92813, -63.15773, o, 60520.362392, -21.625, 1.949, -8, 16, nan, ATLAS
335.92813, -63.15773, o, 60520.390212, -21.615, 2.792, -8, 23, nan, ATLAS
335.92813, -63.15773, o, 60521.978079, 22.599, 2.783, 3, 9, 22.707196863200842, ATLAS
335.92813, -63.15773, o, 60521.989332, 20.555, 0.589, 22, 13, 20.543943297944484, ATLAS
335.92813, -63.15773, o, 60521.991145, 20.587, 0.596, 21, 13, 20.5944517631652, ATLAS
335.92813, -63.15773, o, 60521.993888, 21.176, 0.84, 12, 10, 21.202046884880936, ATLAS
335.92813, -63.15773, o, 60526.0341, -22.099, 2.759, -5, 14, nan, ATLAS
335.92813, -63.15773, o, 60526.036902, 20.837, 0.818, 17, 14, 20.823877696554312, ATLAS
335.92813, -63.15773, c, 60528.206139, 21.126, 0.89, 13, 12, 21.115141619232908, ATLAS
335.92813, -63.15773, c, 60528.207952, 21.434, 1.078, 10, 10, 21.4, ATLAS
335.92813, -63.15773, c, 60528.211142, -22.702, 3.85, -3, 12, nan, ATLAS
335.92813, -63.15773, c, 60528.246662, -20.827, 0.793, -17, 13, nan, ATLAS
335.92813, -63.15773, o, 60529.949284, -21.173, 1.147, -12, 14, nan, ATLAS
335.92813, -63.15773, o, 60529.951111, 21.194, 1.405, 12, 17, 21.202046884880936, ATLAS
335.92813, -63.15773, o, 60529.973519, 23.909, 14.833, 1, 15, 23.9, ATLAS
335.92813, -63.15773, o, 60529.978141, 19.99, 0.392, 37, 14, 19.97949568983251, ATLAS
335.92813, -63.15773, o, 60529.979067, 20.488, 0.677, 23, 16, 20.495680409956016, ATLAS
335.92813, -63.15773, o, 60529.980925, 20.83, 0.814, 17, 14, 20.823877696554312, ATLAS
335.92813, -63.15773, o, 60529.983803, 20.637, 0.595, 20, 12, 20.647425010840045, ATLAS
335.92813, -63.15773, o, 60529.988885, 20.835, 0.931, 17, 16, 20.823877696554312, ATLAS
335.92813, -63.15773, c, 60532.274063, 24.542, 20.333, 1, 11, 23.9, ATLAS
335.92813, -63.15773, c, 60532.27732, -22.097, 2.321, -5, 12, nan, ATLAS
335.92813, -63.15773, c, 60532.284144, -22.109, 2.148, -5, 11, nan, ATLAS
335.92813, -63.15773, c, 60532.294304, -22.928, 4.538, -2, 11, nan, ATLAS
335.92813, -63.15773, o, 60536.233006, 20.882, 2.452, 16, 40, 20.889700043360186, ATLAS
335.92813, -63.15773, o, 60536.23619, 21.746, 2.974, 7, 22, 21.787254899964356, ATLAS
335.92813, -63.15773, o, 60536.241678, -22.969, 7.588, -2, 18, nan, ATLAS
335.92813, -63.15773, o, 60536.259413, 20.927, 1.175, 16, 18, 20.889700043360186, ATLAS
335.92813, -63.15773, o, 60537.944036, -20.816, 2.844, -17, 49, nan, ATLAS
335.92813, -63.15773, o, 60537.946738, 20.733, 2.233, 18, 41, 20.761818737241732, ATLAS
335.92813, -63.15773, o, 60537.949892, -20.957, 2.024, -15, 30, nan, ATLAS
335.92813, -63.15773, o, 60537.974791, 18.432, 0.45, 154, 69, 18.43119819790884, ATLAS
335.92813, -63.15773, o, 60541.968111, 19.169, 0.487, 78, 38, 19.1697634932738, ATLAS
335.92813, -63.15773, o, 60542.001982, 19.394, 0.715, 64, 45, 19.38455006504028, ATLAS
335.92813, -63.15773, o, 60542.005148, 19.611, 0.719, 52, 37, 19.609991640913, ATLAS
