# Data from 'ATLAS' for 'SN ATLAS2020dq'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
195.07902, -33.6297, o, 58825.632225, 21.844, 2.12, 7, 14, 21.787254899964356, ATLAS
195.07902, -33.6297, o, 58825.635525, 20.524, 0.571, 22, 13, 20.543943297944484, ATLAS
195.07902, -33.6297, o, 58825.642102, -20.857, 0.841, -16, 14, nan, ATLAS
195.07902, -33.6297, o, 58825.651919, 21.453, 1.828, 10, 17, 21.4, ATLAS
195.07902, -33.6297, o, 58827.641361, -24.647, 38.333, 0, 19, inf, ATLAS
195.07902, -33.6297, o, 58827.646886, 21.406, 1.774, 10, 18, 21.4, ATLAS
195.07902, -33.6297, o, 58827.651044, 21.68, 1.958, 8, 15, 21.64227503252014, ATLAS
195.07902, -33.6297, o, 58827.657055, 19.524, 0.742, 56, 42, 19.529529932484497, ATLAS
195.07902, -33.6297, o, 58831.631475, -19.48, 1.389, -59, 81, nan, ATLAS
195.07902, -33.6297, o, 58831.634699, -17.877, 0.29, -257, 74, nan, ATLAS
195.07902, -33.6297, o, 58831.640228, 21.031, 7.926, 14, 111, 21.034679910804403, ATLAS
195.07902, -33.6297, o, 58831.653344, 20.865, 7.861, 16, 129, 20.889700043360186, ATLAS
195.07902, -33.6297, o, 58837.642527, -19.788, 0.627, -44, 28, nan, ATLAS
195.07902, -33.6297, o, 58837.645781, -19.508, 1.525, -57, 87, nan, ATLAS
195.07902, -33.6297, o, 58837.652285, 20.851, 0.75, 17, 12, 20.823877696554312, ATLAS
195.07902, -33.6297, o, 58837.659058, 20.282, 0.818, 28, 23, 20.28210492164445, ATLAS
195.07902, -33.6297, o, 58839.601918, 19.223, 1.206, 74, 90, 19.226920700672558, ATLAS
195.07902, -33.6297, o, 58839.604697, -19.426, 1.039, -62, 64, nan, ATLAS
195.07902, -33.6297, o, 58839.612094, 18.737, 2.021, 116, 235, 18.738855026932704, ATLAS
195.07902, -33.6297, o, 58839.622302, 17.97, 1.306, 235, 308, 17.972330344320657, ATLAS
195.07902, -33.6297, o, 58849.622799, 19.61, 0.235, 52, 12, 19.609991640913, ATLAS
195.07902, -33.6297, o, 58851.590525, 19.171, 0.163, 78, 13, 19.1697634932738, ATLAS
195.07902, -33.6297, o, 58851.594216, 19.11, 0.109, 82, 9, 19.115465369040706, ATLAS
195.07902, -33.6297, o, 58851.60421, 19.244, 0.164, 73, 12, 19.241692849698858, ATLAS
