# Data from 'ZTF' for 'SN ZTF2018baz'
ra, dec, filtercode, mjd, mag, magerr, flux, dflux, magzp, source
246.05583129999999, 25.272090500000001, zg, 58203.398356500002, 19.5185699, 0.0703105107, 493.32290472909557, 31.94678893409209, 26.2513981, ZTF
246.05582319999999, 25.272113900000001, zg, 58203.419085599999, 19.3339653, 0.0613295138, 570.1158563638157, 32.203889054480435, 26.2238731, ZTF
246.05581520000001, 25.272066500000001, zg, 58203.4200231, 19.4814377, 0.0683928281, 412.24826828810325, 25.96839344952296, 26.0193348, ZTF
246.05581100000001, 25.272052599999999, zg, 58204.406319399997, 19.2011528, 0.0556704849, 683.4057680648422, 35.04122854602803, 26.2878494, ZTF
246.0558484, 25.272064700000001, zg, 58204.424930599998, 19.1851311, 0.055029653, 697.9850489432994, 35.376802278684615, 26.2947464, ZTF
246.05584949999999, 25.272061000000001, zg, 58204.445162000004, 19.2036552, 0.0557713546, 690.4288971334859, 35.465479256719284, 26.3014526, ZTF
246.0557767, 25.2720512, zg, 58204.471238400001, 19.2561417, 0.057937108, 661.3432419627931, 35.2906301427097, 26.307209, ZTF
246.0557867, 25.272112799999999, zg, 58204.487800900002, 19.2720108, 0.0586110018, 654.1033298430499, 35.31028188505283, 26.3111267, ZTF
246.05576099999999, 25.272067499999999, zg, 58204.504178199997, 19.2772636, 0.0588360354, 646.944939353153, 35.05794058153606, 26.3044319, ZTF
246.05578639999999, 25.272034000000001, zg, 58205.442210599998, 19.1634331, 0.0541755259, 671.8967803393773, 33.525971839090964, 26.2316895, ZTF
246.0557791, 25.2720798, zg, 58205.470671299998, 19.2277756, 0.0567546971, 658.1131974552533, 34.40155630382254, 26.2735271, ZTF
246.05577400000001, 25.2720235, zg, 58205.489328700001, 19.1476746, 0.0535650291, 719.2770442506586, 35.4856876259657, 26.2899151, ZTF
246.05582269999999, 25.272081799999999, zg, 58205.5074074, 19.1187611, 0.0524659269, 725.806344191039, 35.07307063262797, 26.270813, ZTF
246.05579399999999, 25.272084700000001, zg, 58205.525347199997, 19.1541061, 0.0538132042, 701.0092683470534, 34.74467807035715, 26.2684155, ZTF
246.05579069999999, 25.272043799999999, zg, 58206.381713000002, 19.1044044, 0.0519301929, 753.5879753384074, 36.04371739188881, 26.2972393, ZTF
246.05579660000001, 25.2720783, zg, 58206.409965300001, 18.9786358, 0.0475083627, 854.2619053069135, 37.379783653023686, 26.3076134, ZTF
246.0558034, 25.272066299999999, zg, 58206.419340300003, 19.1034031, 0.0518930703, 759.8932031692057, 36.31931148628901, 26.3052845, ZTF
246.0558, 25.272093399999999, zg, 58206.420277800004, 19.0924511, 0.0514891259, 773.2613084508438, 36.6705546798025, 26.3132668, ZTF
246.0558274, 25.272077700000001, zg, 58206.450914399997, 19.0466232, 0.0498393141, 810.2227622338611, 37.19222639990966, 26.3181343, ZTF
246.05582960000001, 25.2720792, zg, 58206.451851899998, 18.9657784, 0.0470826887, 862.1331013031247, 37.38619403933684, 26.3047142, ZTF
246.0558111, 25.272049299999999, zg, 58206.462453699998, 18.9430676, 0.0463422984, 882.8950460763598, 37.68446285740944, 26.3078403, ZTF
246.055789, 25.272096999999999, zg, 58206.5077083, 19.0513687, 0.0500071682, 709.6728651729626, 32.68632857608918, 26.1790142, ZTF
246.0557814, 25.272086699999999, zg, 58207.405763900002, 19.1047478, 0.0519429296, 741.2380758171169, 35.46172359388634, 26.2796421, ZTF
246.05579320000001, 25.2721242, zg, 58207.4481829, 19.0924683, 0.0514897332, 764.0481350501985, 36.234063535217786, 26.3002701, ZTF
246.05577120000001, 25.272084899999999, zg, 58207.471562500003, 18.9710274, 0.0472558849, 853.4638293370024, 37.146397355743744, 26.2989902, ZTF
246.0556679, 25.272153299999999, zg, 58208.410289400003, 18.8421936, 0.0432244577, 615.4016268561147, 24.499875266183203, 25.8150902, ZTF
246.0557613, 25.2721059, zg, 58208.425682900001, 18.7946014, 0.0418459512, 820.1137248388333, 31.608450337806687, 26.0792866, ZTF
246.05579900000001, 25.272176300000002, zg, 58208.447048599999, 18.6759911, 0.0386505947, 836.2934204877128, 29.77080243239005, 25.9818878, ZTF
246.0557824, 25.272098499999998, zg, 58208.487650499999, 18.9713039, 0.0472650342, 737.3367494077121, 32.09826339486944, 26.1404686, ZTF
246.05588549999999, 25.2721102, zg, 58209.464664400002, 18.8065395, 0.0421863571, 1005.5384456054564, 39.07026749056477, 26.3125362, ZTF
246.05577249999999, 25.2721263, zg, 58209.465578700001, 18.6819439, 0.038803149, 1121.1574316148262, 40.06906896974937, 26.3061104, ZTF
246.0557115, 25.272203300000001, zg, 58209.482708299998, 18.6750145, 0.0386256464, 1137.7865615769354, 40.477365693016395, 26.3151665, ZTF
246.0557197, 25.272054300000001, zg, 58210.405648100001, 18.7682285, 0.0411063917, 1001.409898740711, 37.913765212483845, 26.2697582, ZTF
246.0558508, 25.272089000000001, zg, 58210.428819399996, 18.8653297, 0.0439155735, 936.9530731511829, 37.897632380406776, 26.2946243, ZTF
246.05578610000001, 25.2721141, zg, 58210.448055599998, 18.8883762, 0.0446180068, 911.6325009946012, 37.46326681400423, 26.2879257, ZTF
246.0558398, 25.2720707, zg, 58210.461169000002, 18.8641968, 0.0438813791, 937.9181065189915, 37.90712681086532, 26.2946091, ZTF
246.0557982, 25.272094299999999, zg, 58210.486099499998, 18.6294441, 0.0374850556, 1175.8196669673598, 40.595188222229126, 26.3052959, ZTF
246.0560174, 25.272084400000001, zg, 58211.400115700002, 18.6572342, 0.0381751545, 1124.8643680620473, 39.550924850921525, 26.2849846, ZTF
246.05598620000001, 25.272215800000001, zg, 58211.421886600001, 18.967598, 0.0471426658, 851.8730518675377, 36.988327746852455, 26.2935352, ZTF
246.05594690000001, 25.272213099999998, zg, 58211.446979200002, 18.8824959, 0.0444374308, 926.7285016347156, 37.929502103095466, 26.2998772, ZTF
246.0559724, 25.272255900000001, zg, 58211.482615699999, 18.8284721, 0.0428210944, 968.4209142530832, 38.19421624371791, 26.2936325, ZTF
246.0560557, 25.271948699999999, zg, 58211.518923600001, 18.2073326, 0.0288561899, 1698.459673962497, 45.14086817273643, 26.2824707, ZTF
246.05581960000001, 25.2721178, zg, 58227.3359375, 19.3067665, 0.0601186641, 585.0066460856415, 32.39259950820658, 26.2246685, ZTF
246.05577980000001, 25.272098700000001, zg, 58227.356713000001, 19.4009705, 0.0644321963, 555.6285076520551, 32.97335477809598, 26.2629318, ZTF
246.0558475, 25.2721132, zg, 58228.462291700002, 19.4808025, 0.0683605149, 529.1507792212221, 33.31658239706326, 26.2897511, ZTF
246.0557623, 25.272068699999998, zg, 58228.499155099998, 19.457819, 0.0672029853, 530.9749100270076, 32.86534879912472, 26.270504, ZTF
246.0558557, 25.272107500000001, zg, 58229.465497700003, 19.5905056, 0.0741945803, 482.5689782206597, 32.97670525121503, 26.2994041, ZTF
246.0558369, 25.272091499999998, zg, 58229.466412000002, 19.6813126, 0.0794299915, 444.1834776447375, 32.49545303835717, 26.3002186, ZTF
246.05585619999999, 25.2720691, zg, 58229.482048600003, 19.5975761, 0.0745887384, 475.0118456313593, 32.63272803783082, 26.2893372, ZTF
246.05580280000001, 25.272064400000001, zg, 58230.356122700003, 19.6232986, 0.0760414898, 458.9015451567519, 32.13999589616256, 26.2775974, ZTF
246.0557646, 25.272107699999999, zg, 58230.377384300002, 19.667347, 0.0785999298, 172.8776299517277, 12.51516668473188, 25.261694, ZTF
246.0558139, 25.272074799999999, zg, 58230.399444399998, 19.5959282, 0.0744966418, 441.53059241365975, 30.295154792327956, 26.2083302, ZTF
246.05579309999999, 25.272050499999999, zg, 58231.377893500001, 19.7153091, 0.0814894661, 423.31755591510546, 31.7719179586201, 26.2819748, ZTF
246.05581810000001, 25.272130499999999, zg, 58231.3968866, 19.6710873, 0.0788212866, 442.42347236819586, 32.118655674625224, 26.2856827, ZTF
246.0558288, 25.272079000000002, zg, 58231.419224500001, 19.7115688, 0.0812602043, 426.8369421805596, 31.945933986889884, 26.2872238, ZTF
246.05580130000001, 25.272071, zg, 58231.477222200003, 19.6918106, 0.0800600275, 427.99250133436044, 31.559315491607794, 26.270401, ZTF
246.05569439999999, 25.272041699999999, zg, 58232.462858799998, 19.8021393, 0.0870064646, 387.7264242836248, 31.07081191644788, 26.2734528, ZTF
246.0558058, 25.2721175, zg, 58232.463831000001, 19.8113155, 0.0876115635, 383.47378491179035, 30.94373910545706, 26.2706547, ZTF
246.05575769999999, 25.272102199999999, zg, 58232.484398100001, 19.8808498, 0.0923389792, 357.8764164990704, 30.43643827520689, 26.2651825, ZTF
246.05577020000001, 25.272098799999998, zg, 58234.356944400002, 19.9942551, 0.100605115, 268.2435944605759, 24.855648683771623, 26.0655785, ZTF
246.05578550000001, 25.272001800000002, zg, 58234.499409700002, 19.8182888, 0.0880743489, 347.49007116045135, 28.188211494236132, 26.1706448, ZTF
246.05576880000001, 25.272132200000001, zg, 58235.378622700002, 19.9006615, 0.0937325805, 360.08991640772206, 31.08688549668847, 26.2916889, ZTF
246.0558235, 25.2721695, zg, 58235.397731500001, 19.9221287, 0.0952664614, 353.5298101320578, 31.019997180804925, 26.2931938, ZTF
246.0557786, 25.272179699999999, zg, 58235.476851899999, 19.9703979, 0.09880732, 334.250665019595, 30.418449964244545, 26.2805786, ZTF
246.05580889999999, 25.272105100000001, zg, 58244.274294000003, 20.7789421, 0.168492794, 97.41763005796727, 15.118008040435464, 25.750536, ZTF
246.0556966, 25.2720071, zg, 58244.422106500002, 20.7504292, 0.166272163, 151.38016002600352, 23.18270914472909, 26.2006016, ZTF
246.0559221, 25.272078199999999, zg, 58246.314409699997, 20.7316017, 0.16480577, 163.6451128769984, 24.839973758118063, 26.2663593, ZTF
246.0557464, 25.2720412, zg, 58246.3584606, 20.7156296, 0.163561821, 167.47360154940137, 25.22922890367344, 26.2754955, ZTF
246.05577400000001, 25.272114800000001, zg, 58246.359375, 20.7769051, 0.168334246, 158.32401690300523, 24.54680417974621, 26.2757721, ZTF
246.0557092, 25.272116700000002, zg, 58247.316574099998, 20.9500446, 0.181819081, 134.53736577570325, 22.529837448819826, 26.2721519, ZTF
246.0557422, 25.272106900000001, zg, 58247.359444399997, 21.0761185, 0.191638231, 120.02287899522128, 21.184678294204264, 26.2742786, ZTF
246.05579950000001, 25.272126199999999, zg, 58248.3548495, 20.7110863, 0.163207889, 169.84775075226628, 25.531517444286447, 26.2862358, ZTF
246.05574709999999, 25.272139200000002, zg, 58248.377048599999, 20.9495659, 0.181781769, 136.29463470870417, 22.819428599672047, 26.2857628, ZTF
246.0562328, 25.271993999999999, zg, 58249.379097199999, 21.0024605, 0.185901403, 127.43252251177421, 21.81919016695711, 26.2656612, ZTF
246.05584350000001, 25.272076999999999, zg, 58252.423472199996, 20.8170567, 0.171461344, 152.00185219322196, 24.004396052487852, 26.2716789, ZTF
246.05585930000001, 25.271974700000001, zg, 58252.424884300002, 21.0375957, 0.188637853, 124.46471242063312, 21.624733542454774, 26.2752113, ZTF
246.0556934, 25.271964000000001, zg, 58252.454965299999, 21.4578629, 0.221370101, 83.21051309938856, 16.96574140969812, 26.2583084, ZTF
246.05573680000001, 25.272023600000001, zg, 58254.400694399999, 21.2303219, 0.20364821, 103.51043173449257, 19.415134216467024, 26.2677822, ZTF
246.05584020000001, 25.272055399999999, zg, 58254.421817100003, 21.2642288, 0.206289053, 99.76189268640482, 18.9546837229681, 26.2616405, ZTF
