# Data from 'ATLAS' for 'SN ATLAS2021aare'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
90.9168, -26.66324, o, 59447.610684, 20.322, 1.223, 27, 33, 20.32159058960253, ATLAS
90.9168, -26.66324, o, 59447.614849, 20.066, 0.825, 34, 28, 20.07130270739436, ATLAS
90.9168, -26.66324, o, 59447.622687, -19.745, 0.544, -46, 25, nan, ATLAS
90.9168, -26.66324, o, 59447.630988, -19.762, 0.759, -45, 34, nan, ATLAS
90.9168, -26.66324, o, 59455.600831, -23.548, 13.571, -1, 19, nan, ATLAS
90.9168, -26.66324, o, 59455.618326, -22.784, 5.81, -3, 16, nan, ATLAS
90.9168, -26.66324, o, 59455.622468, 21.684, 1.924, 8, 15, 21.64227503252014, ATLAS
90.9168, -26.66324, o, 59455.634446, -19.016, 0.335, -90, 30, nan, ATLAS
90.9168, -26.66324, c, 59461.610527, 22.27, 2.37, 4, 11, 22.394850021680092, ATLAS
90.9168, -26.66324, c, 59461.61517, 21.558, 1.0, 9, 9, 21.514393726401686, ATLAS
90.9168, -26.66324, c, 59461.615628, 20.712, 0.597, 19, 11, 20.703115997617928, ATLAS
90.9168, -26.66324, c, 59461.619316, -21.429, 1.028, -10, 10, nan, ATLAS
90.9168, -26.66324, c, 59461.624378, -21.892, 1.609, -6, 10, nan, ATLAS
90.9168, -26.66324, c, 59461.63339, 19.812, 0.407, 43, 18, 19.816328861051034, ATLAS
90.9168, -26.66324, c, 59461.637976, -19.256, 0.483, -72, 35, nan, ATLAS
90.9168, -26.66324, o, 59463.60843, -20.462, 0.638, -24, 15, nan, ATLAS
90.9168, -26.66324, o, 59463.612577, 20.085, 0.444, 34, 15, 20.07130270739436, ATLAS
90.9168, -26.66324, o, 59463.626303, -23.549, 11.533, -1, 16, nan, ATLAS
90.9168, -26.66324, o, 59463.627685, -22.375, 3.576, -4, 15, nan, ATLAS
90.9168, -26.66324, o, 59463.631831, 21.724, 3.435, 7, 26, 21.787254899964356, ATLAS
90.9168, -26.66324, o, 59463.636893, 22.755, 10.174, 3, 29, 22.707196863200842, ATLAS
90.9168, -26.66324, c, 59465.605457, 21.511, 1.179, 9, 11, 21.514393726401686, ATLAS
90.9168, -26.66324, c, 59465.61186, -21.998, 1.659, -6, 10, nan, ATLAS
90.9168, -26.66324, c, 59465.616965, 21.679, 1.158, 8, 9, 21.64227503252014, ATLAS
90.9168, -26.66324, c, 59465.622459, 20.823, 0.655, 17, 11, 20.823877696554312, ATLAS
90.9168, -26.66324, c, 59465.63108, -20.731, 0.697, -18, 13, nan, ATLAS
90.9168, -26.66324, c, 59465.6352, 19.916, 0.387, 39, 15, 19.92233848243375, ATLAS
90.9168, -26.66324, c, 59465.638862, 20.59, 1.73, 21, 36, 20.5944517631652, ATLAS
90.9168, -26.66324, o, 59467.608838, 17.161, 2.722, 496, 1350, 17.161295808774504, ATLAS
90.9168, -26.66324, o, 59467.619552, -21.522, 5.222, -9, 47, nan, ATLAS
90.9168, -26.66324, o, 59467.629092, 20.968, 4.471, 15, 67, 20.959771852360795, ATLAS
90.9168, -26.66324, o, 59467.637404, -19.508, 1.593, -57, 91, nan, ATLAS
90.9168, -26.66324, o, 59471.582642, 20.241, 0.632, 29, 18, 20.24400500525261, ATLAS
90.9168, -26.66324, o, 59471.586792, -19.878, 0.386, -41, 16, nan, ATLAS
90.9168, -26.66324, o, 59471.593706, 22.488, 4.833, 4, 18, 22.394850021680092, ATLAS
90.9168, -26.66324, o, 59471.612617, 20.16, 0.477, 31, 15, 20.171595765414317, ATLAS
90.9168, -26.66324, o, 59477.62231, -19.294, 0.845, -70, 59, nan, ATLAS
90.9168, -26.66324, o, 59477.633762, -19.146, 2.414, -80, 192, nan, ATLAS
90.9168, -26.66324, o, 59479.577907, -19.988, 0.736, -37, 27, nan, ATLAS
90.9168, -26.66324, o, 59479.581135, -22.138, 6.042, -5, 31, nan, ATLAS
90.9168, -26.66324, o, 59479.587598, -22.281, 6.13, -4, 27, nan, ATLAS
90.9168, -26.66324, o, 59479.600324, -22.024, 4.607, -6, 26, nan, ATLAS
90.9168, -26.66324, o, 59481.608257, 24.901, 62.333, 0, 25, inf, ATLAS
90.9168, -26.66324, o, 59481.611468, 19.686, 0.413, 48, 20, 19.69689690656103, ATLAS
90.9168, -26.66324, o, 59481.63188, 22.385, 4.406, 4, 18, 22.394850021680092, ATLAS
90.9168, -26.66324, o, 59481.640648, -23.384, 23.2, -2, 37, nan, ATLAS
90.9168, -26.66324, o, 59483.569175, -19.948, 1.267, -38, 48, nan, ATLAS
90.9168, -26.66324, o, 59483.623612, 21.211, 2.054, 12, 24, 21.202046884880936, ATLAS
90.9168, -26.66324, o, 59483.627715, -19.635, 0.433, -51, 22, nan, ATLAS
90.9168, -26.66324, o, 59483.629678, -21.996, 4.2, -6, 24, nan, ATLAS
90.9168, -26.66324, o, 59485.602763, 21.327, 4.554, 11, 49, 21.296518287104437, ATLAS
90.9168, -26.66324, o, 59485.605962, 22.509, 4.45, 4, 16, 22.394850021680092, ATLAS
90.9168, -26.66324, o, 59485.622459, -20.901, 0.846, -16, 13, nan, ATLAS
90.9168, -26.66324, o, 59485.634837, -21.175, 1.506, -12, 18, nan, ATLAS
90.9168, -26.66324, o, 59487.577925, 21.04, 1.342, 14, 19, 21.034679910804403, ATLAS
90.9168, -26.66324, o, 59487.581147, 20.139, 0.584, 32, 19, 20.137125054200233, ATLAS
90.9168, -26.66324, o, 59487.588058, 19.989, 0.472, 37, 17, 19.97949568983251, ATLAS
90.9168, -26.66324, o, 59487.588981, -19.911, 0.408, -39, 16, nan, ATLAS
90.9168, -26.66324, o, 59487.592203, 22.625, 5.643, 3, 18, 22.707196863200842, ATLAS
90.9168, -26.66324, o, 59487.597729, 19.48, 0.313, 59, 18, 19.47286997089464, ATLAS
90.9168, -26.66324, o, 59487.598652, 19.78, 0.498, 44, 22, 19.79136830878453, ATLAS
90.9168, -26.66324, o, 59489.589814, 22.321, 3.0, 4, 13, 22.394850021680092, ATLAS
90.9168, -26.66324, o, 59489.595314, 19.835, 0.337, 42, 14, 19.841876774005247, ATLAS
90.9168, -26.66324, o, 59489.59899, 21.253, 1.303, 11, 15, 21.296518287104437, ATLAS
90.9168, -26.66324, o, 59489.621048, 19.77, 0.351, 45, 16, 19.76696871556164, ATLAS
90.9168, -26.66324, o, 59491.59566, 19.282, 0.203, 70, 14, 19.287254899964356, ATLAS
90.9168, -26.66324, o, 59491.59889, -18.028, 0.008, -223, 2, nan, ATLAS
90.9168, -26.66324, o, 59491.606261, 19.708, 0.343, 48, 16, 19.69689690656103, ATLAS
90.9168, -26.66324, o, 59491.62518, 19.577, 0.29, 54, 16, 19.569015600442576, ATLAS
90.9168, -26.66324, o, 59493.587402, 19.264, 0.19, 72, 14, 19.256668758921826, ATLAS
90.9168, -26.66324, o, 59493.589232, 19.017, 0.126, 90, 11, 19.014393726401686, ATLAS
90.9168, -26.66324, o, 59493.597808, 19.179, 0.194, 77, 15, 19.183773187068795, ATLAS
90.9168, -26.66324, o, 59493.613372, 18.932, 0.146, 97, 14, 18.933070664334387, ATLAS
90.9168, -26.66324, o, 59495.566228, 18.473, 0.176, 148, 26, 18.474345711512605, ATLAS
90.9168, -26.66324, o, 59495.569454, 19.347, 0.404, 66, 27, 19.351140161145327, ATLAS
90.9168, -26.66324, o, 59495.575448, 19.283, 0.281, 70, 20, 19.287254899964356, ATLAS
90.9168, -26.66324, o, 59495.585488, 19.302, 0.311, 69, 22, 19.30287727315686, ATLAS
90.9168, -26.66324, o, 59501.580892, 18.914, 0.135, 99, 13, 18.910912013506124, ATLAS
90.9168, -26.66324, o, 59501.583182, 18.68, 0.146, 122, 18, 18.684100423313126, ATLAS
90.9168, -26.66324, o, 59501.585925, 18.65, 0.128, 126, 16, 18.64907363720609, ATLAS
90.9168, -26.66324, o, 59501.593697, 18.867, 0.143, 103, 15, 18.86790693823707, ATLAS
