# Data from 'ATLAS' for 'SN ATLAS2021jbp'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
201.24156, -24.18077, o, 59215.607714, -17.595, 1.509, -333, 502, nan, ATLAS
201.24156, -24.18077, o, 59215.610935, 18.552, 4.074, 138, 561, 18.550302283996906, ATLAS
201.24156, -24.18077, o, 59215.616466, 17.42, 2.446, 391, 956, 17.41955810651033, ATLAS
201.24156, -24.18077, o, 59215.628449, -15.841, 0.737, -1673, 1233, nan, ATLAS
201.24156, -24.18077, o, 59217.630496, -21.206, 1.623, -12, 19, nan, ATLAS
201.24156, -24.18077, o, 59217.633718, 20.93, 1.101, 15, 17, 20.959771852360795, ATLAS
201.24156, -24.18077, o, 59217.641543, -22.14, 3.767, -5, 19, nan, ATLAS
201.24156, -24.18077, o, 59217.661319, 23.884, 15.333, 1, 16, 23.9, ATLAS
201.24156, -24.18077, o, 59219.60569, -20.586, 0.725, -21, 15, nan, ATLAS
201.24156, -24.18077, o, 59219.608931, 21.319, 1.608, 11, 17, 21.296518287104437, ATLAS
201.24156, -24.18077, o, 59219.614455, 21.582, 1.971, 8, 17, 21.64227503252014, ATLAS
201.24156, -24.18077, o, 59219.626336, -20.8, 0.797, -17, 14, nan, ATLAS
201.24156, -24.18077, o, 59223.619688, -20.788, 3.771, -18, 66, nan, ATLAS
201.24156, -24.18077, o, 59223.622914, -19.324, 8.37, -68, 566, nan, ATLAS
201.24156, -24.18077, o, 59223.648452, 19.194, 2.288, 76, 175, 19.197966019298022, ATLAS
201.24156, -24.18077, c, 59227.613941, -23.485, 6.083, -2, 9, nan, ATLAS
201.24156, -24.18077, c, 59227.617167, -21.378, 0.933, -10, 10, nan, ATLAS
201.24156, -24.18077, c, 59227.622696, 21.15, 0.835, 13, 10, 21.115141619232908, ATLAS
201.24156, -24.18077, c, 59227.634218, 24.571, 17.25, 0, 9, inf, ATLAS
201.24156, -24.18077, c, 59229.596689, 21.425, 0.844, 10, 8, 21.4, ATLAS
201.24156, -24.18077, c, 59229.599901, 20.862, 0.5, 16, 8, 20.889700043360186, ATLAS
201.24156, -24.18077, c, 59229.605398, -21.112, 0.724, -13, 9, nan, ATLAS
201.24156, -24.18077, c, 59229.615457, 21.383, 0.771, 10, 8, 21.4, ATLAS
201.24156, -24.18077, c, 59231.604256, -22.592, 2.577, -3, 9, nan, ATLAS
201.24156, -24.18077, c, 59231.609792, 23.35, 7.0, 2, 12, 23.147425010840045, ATLAS
201.24156, -24.18077, c, 59231.620733, 20.684, 0.5, 19, 10, 20.703115997617928, ATLAS
201.24156, -24.18077, c, 59231.623959, 22.199, 1.882, 5, 9, 22.15257498915995, ATLAS
201.24156, -24.18077, c, 59237.619775, -23.511, 6.429, -1, 9, nan, ATLAS
201.24156, -24.18077, o, 59243.547245, -20.793, 1.589, -18, 28, nan, ATLAS
201.24156, -24.18077, o, 59243.551391, -20.95, 1.946, -15, 30, nan, ATLAS
201.24156, -24.18077, o, 59243.556935, 19.221, 0.352, 74, 26, 19.226920700672558, ATLAS
201.24156, -24.18077, o, 59243.57158, -19.849, 0.674, -42, 28, nan, ATLAS
201.24156, -24.18077, o, 59245.589653, 20.183, 0.744, 31, 23, 20.171595765414317, ATLAS
201.24156, -24.18077, o, 59245.59241, 20.583, 0.977, 21, 21, 20.5944517631652, ATLAS
201.24156, -24.18077, o, 59245.595155, -20.023, 0.663, -36, 24, nan, ATLAS
201.24156, -24.18077, o, 59245.600648, -19.957, 0.616, -38, 23, nan, ATLAS
201.24156, -24.18077, o, 59251.636905, -20.823, 0.69, -17, 12, nan, ATLAS
201.24156, -24.18077, o, 59251.642429, -20.283, 0.418, -28, 12, nan, ATLAS
201.24156, -24.18077, o, 59251.659485, -20.989, 1.167, -15, 17, nan, ATLAS
201.24156, -24.18077, o, 59251.666392, 20.13, 0.65, 32, 21, 20.137125054200233, ATLAS
201.24156, -24.18077, c, 59253.579203, 20.947, 0.797, 15, 12, 20.959771852360795, ATLAS
201.24156, -24.18077, c, 59253.581976, 20.323, 0.624, 27, 17, 20.32159058960253, ATLAS
201.24156, -24.18077, c, 59253.607353, 20.351, 0.434, 26, 11, 20.362566630072955, ATLAS
201.24156, -24.18077, c, 59253.655423, 21.926, 1.556, 6, 10, 21.95462187404089, ATLAS
201.24156, -24.18077, c, 59255.558291, 25.992, 54.0, 0, 8, inf, ATLAS
201.24156, -24.18077, c, 59255.562462, 22.296, 1.964, 4, 9, 22.394850021680092, ATLAS
201.24156, -24.18077, c, 59255.565225, 22.215, 1.97, 5, 9, 22.15257498915995, ATLAS
201.24156, -24.18077, c, 59255.577703, -20.983, 0.627, -15, 9, nan, ATLAS
201.24156, -24.18077, c, 59257.567333, -21.505, 0.869, -9, 8, nan, ATLAS
201.24156, -24.18077, c, 59257.569163, 21.426, 0.831, 10, 8, 21.4, ATLAS
201.24156, -24.18077, c, 59257.574691, -21.458, 0.809, -10, 8, nan, ATLAS
201.24156, -24.18077, c, 59257.58435, 22.028, 1.314, 6, 7, 21.95462187404089, ATLAS
201.24156, -24.18077, c, 59259.556521, 23.913, 9.75, 1, 10, 23.9, ATLAS
201.24156, -24.18077, c, 59259.559749, -22.136, 1.886, -5, 10, nan, ATLAS
201.24156, -24.18077, c, 59259.563436, 21.43, 0.884, 10, 9, 21.4, ATLAS
201.24156, -24.18077, c, 59259.568502, -21.423, 0.852, -10, 8, nan, ATLAS
201.24156, -24.18077, c, 59261.552296, 22.301, 2.419, 4, 10, 22.394850021680092, ATLAS
201.24156, -24.18077, c, 59261.554583, -22.036, 1.744, -6, 10, nan, ATLAS
201.24156, -24.18077, c, 59261.557326, 22.872, 3.667, 3, 10, 22.707196863200842, ATLAS
201.24156, -24.18077, c, 59261.562815, -22.004, 1.775, -6, 10, nan, ATLAS
201.24156, -24.18077, c, 59263.572246, 19.294, 1.366, 70, 95, 19.287254899964356, ATLAS
201.24156, -24.18077, c, 59265.607363, 18.185, 0.489, 193, 94, 18.186106727480563, ATLAS
201.24156, -24.18077, o, 59267.51511, -21.587, 1.253, -8, 10, nan, ATLAS
201.24156, -24.18077, o, 59267.52064, 22.255, 3.217, 5, 15, 22.15257498915995, ATLAS
201.24156, -24.18077, o, 59267.537255, -20.543, 0.466, -22, 10, nan, ATLAS
201.24156, -24.18077, o, 59267.540937, 24.801, 22.8, 0, 10, inf, ATLAS
201.24156, -24.18077, o, 59271.52264, -21.07, 1.466, -14, 20, nan, ATLAS
201.24156, -24.18077, o, 59271.524482, -19.985, 0.509, -37, 19, nan, ATLAS
201.24156, -24.18077, o, 59271.527251, 21.986, 4.778, 6, 28, 21.95462187404089, ATLAS
201.24156, -24.18077, o, 59271.533242, 20.029, 0.618, 35, 22, 20.03982988912431, ATLAS
201.24156, -24.18077, o, 59277.614207, -21.461, 4.583, -10, 43, nan, ATLAS
201.24156, -24.18077, o, 59277.617517, -19.649, 0.981, -50, 49, nan, ATLAS
201.24156, -24.18077, o, 59277.6231, -23.2, 11.063, -2, 21, nan, ATLAS
201.24156, -24.18077, o, 59277.633291, 19.993, 1.535, 36, 56, 20.00924374808178, ATLAS
201.24156, -24.18077, o, 59279.500729, 22.38, 2.911, 4, 12, 22.394850021680092, ATLAS
201.24156, -24.18077, o, 59279.502574, 22.75, 3.939, 3, 11, 22.707196863200842, ATLAS
201.24156, -24.18077, o, 59279.505795, -21.924, 2.027, -6, 12, nan, ATLAS
201.24156, -24.18077, o, 59279.510863, 22.399, 3.044, 4, 12, 22.394850021680092, ATLAS
