# Data from 'ATLAS' for 'SN ATLAS2023abdv'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
17.78529, -13.94409, c, 60205.922128, -21.324, 0.871, -11, 9, nan, ATLAS
17.78529, -13.94409, c, 60205.92395, 21.614, 0.957, 8, 8, 21.64227503252014, ATLAS
17.78529, -13.94409, c, 60205.92671, 22.378, 1.971, 4, 8, 22.394850021680092, ATLAS
17.78529, -13.94409, c, 60205.952113, -21.643, 0.944, -8, 8, nan, ATLAS
17.78529, -13.94409, o, 60208.209487, 21.218, 0.83, 12, 10, 21.202046884880936, ATLAS
17.78529, -13.94409, o, 60208.211777, -20.99, 0.938, -15, 14, nan, ATLAS
17.78529, -13.94409, o, 60208.214949, 20.642, 0.576, 20, 12, 20.647425010840045, ATLAS
17.78529, -13.94409, o, 60208.240542, 23.265, 5.267, 2, 9, 23.147425010840045, ATLAS
17.78529, -13.94409, o, 60211.208566, 21.844, 2.182, 7, 14, 21.787254899964356, ATLAS
17.78529, -13.94409, o, 60211.211769, 20.557, 0.597, 22, 13, 20.543943297944484, ATLAS
17.78529, -13.94409, o, 60211.24759, 20.407, 0.593, 25, 15, 20.405149978319905, ATLAS
17.78529, -13.94409, o, 60211.276047, 20.621, 0.787, 20, 16, 20.647425010840045, ATLAS
17.78529, -13.94409, o, 60214.190513, -20.984, 1.682, -15, 25, nan, ATLAS
17.78529, -13.94409, o, 60214.192335, 20.048, 0.772, 35, 27, 20.03982988912431, ATLAS
17.78529, -13.94409, o, 60214.19507, 21.28, 2.222, 11, 25, 21.296518287104437, ATLAS
17.78529, -13.94409, o, 60214.220627, 20.899, 1.857, 16, 30, 20.889700043360186, ATLAS
17.78529, -13.94409, o, 60214.897161, 21.114, 3.098, 13, 40, 21.115141619232908, ATLAS
17.78529, -13.94409, o, 60214.898981, 19.548, 0.705, 55, 39, 19.54909327626439, ATLAS
17.78529, -13.94409, o, 60214.90218, 20.11, 1.295, 33, 42, 20.10371515030528, ATLAS
17.78529, -13.94409, o, 60214.907592, -21.805, 4.51, -7, 31, nan, ATLAS
17.78529, -13.94409, o, 60219.244736, -21.564, 3.957, -9, 34, nan, ATLAS
17.78529, -13.94409, o, 60219.247901, -21.523, 2.571, -9, 23, nan, ATLAS
17.78529, -13.94409, o, 60219.253925, -20.484, 1.525, -23, 35, nan, ATLAS
17.78529, -13.94409, o, 60219.289572, -18.759, 0.766, -114, 87, nan, ATLAS
17.78529, -13.94409, o, 60220.975403, 20.21, 0.741, 30, 22, 20.207196863200842, ATLAS
17.78529, -13.94409, o, 60221.000167, 22.012, 3.485, 6, 20, 21.95462187404089, ATLAS
17.78529, -13.94409, o, 60221.003386, -24.711, 50.667, 0, 24, inf, ATLAS
17.78529, -13.94409, o, 60221.008861, 21.159, 1.58, 12, 20, 21.202046884880936, ATLAS
17.78529, -13.94409, o, 60221.990166, 21.816, 2.902, 7, 20, 21.787254899964356, ATLAS
17.78529, -13.94409, o, 60222.017848, -21.001, 1.337, -14, 19, nan, ATLAS
17.78529, -13.94409, o, 60222.020675, 20.8, 1.318, 17, 23, 20.823877696554312, ATLAS
17.78529, -13.94409, o, 60222.048476, -20.601, 1.032, -21, 22, nan, ATLAS
17.78529, -13.94409, o, 60225.145, 20.22, 0.526, 30, 16, 20.207196863200842, ATLAS
17.78529, -13.94409, o, 60225.146803, -22.204, 2.824, -5, 14, nan, ATLAS
17.78529, -13.94409, o, 60225.149577, 20.422, 0.445, 25, 11, 20.405149978319905, ATLAS
17.78529, -13.94409, o, 60225.165699, 20.903, 0.781, 16, 12, 20.889700043360186, ATLAS
17.78529, -13.94409, o, 60228.168337, 21.87, 1.87, 6, 12, 21.95462187404089, ATLAS
17.78529, -13.94409, o, 60228.171514, -22.75, 3.8, -3, 11, nan, ATLAS
17.78529, -13.94409, o, 60228.174235, -21.263, 1.074, -11, 12, nan, ATLAS
17.78529, -13.94409, o, 60228.193042, -23.782, 11.7, -1, 13, nan, ATLAS
17.78529, -13.94409, o, 60229.20548, 20.496, 0.45, 23, 10, 20.495680409956016, ATLAS
17.78529, -13.94409, o, 60229.219181, 24.348, 14.667, 1, 10, 23.9, ATLAS
17.78529, -13.94409, o, 60229.222813, 21.635, 1.544, 8, 12, 21.64227503252014, ATLAS
17.78529, -13.94409, o, 60229.242479, 23.117, 5.824, 2, 12, 23.147425010840045, ATLAS
17.78529, -13.94409, o, 60231.225223, -21.245, 1.112, -12, 13, nan, ATLAS
17.78529, -13.94409, o, 60231.229303, 22.206, 2.649, 5, 13, 22.15257498915995, ATLAS
17.78529, -13.94409, o, 60231.234883, 20.86, 0.626, 16, 10, 20.889700043360186, ATLAS
17.78529, -13.94409, o, 60231.267488, -21.914, 2.229, -6, 14, nan, ATLAS
17.78529, -13.94409, o, 60232.930558, -22.046, 2.485, -6, 14, nan, ATLAS
17.78529, -13.94409, o, 60232.952902, 21.869, 1.761, 6, 11, 21.95462187404089, ATLAS
17.78529, -13.94409, o, 60232.955694, 20.921, 0.765, 16, 12, 20.889700043360186, ATLAS
17.78529, -13.94409, o, 60232.961211, -21.533, 1.185, -9, 10, nan, ATLAS
17.78529, -13.94409, o, 60234.272617, -19.591, 1.435, -53, 76, nan, ATLAS
17.78529, -13.94409, o, 60234.276828, 19.532, 2.795, 56, 156, 19.529529932484497, ATLAS
