objName,objAltName1,objAltName2,objAltName3,objID,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,uniquePspsSTid,primaryDetection,bestDetection,gippDetectID,gstackDetectID,gstackImageID,gra,gdec,graErr,gdecErr,gEpoch,gPSFMag,gPSFMagErr,gApMag,gApMagErr,gKronMag,gKronMagErr,ginfoFlag,ginfoFlag2,ginfoFlag3,gnFrames,gxPos,gyPos,gxPosErr,gyPosErr,gpsfMajorFWHM,gpsfMinorFWHM,gpsfTheta,gpsfCore,gpsfLikelihood,gpsfQf,gpsfQfPerfect,gpsfChiSq,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gPSFFluxErr,gApFlux,gApFluxErr,gApFillFac,gApRadius,gKronFlux,gKronFluxErr,gKronRad,gexpTime,gExtNSigma,gsky,gskyErr,gzp,gPlateScale,rippDetectID,rstackDetectID,rstackImageID,rra,rdec,rraErr,rdecErr,rEpoch,rPSFMag,rPSFMagErr,rApMag,rApMagErr,rKronMag,rKronMagErr,rinfoFlag,rinfoFlag2,rinfoFlag3,rnFrames,rxPos,ryPos,rxPosErr,ryPosErr,rpsfMajorFWHM,rpsfMinorFWHM,rpsfTheta,rpsfCore,rpsfLikelihood,rpsfQf,rpsfQfPerfect,rpsfChiSq,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rPSFFluxErr,rApFlux,rApFluxErr,rApFillFac,rApRadius,rKronFlux,rKronFluxErr,rKronRad,rexpTime,rExtNSigma,rsky,rskyErr,rzp,rPlateScale,iippDetectID,istackDetectID,istackImageID,ira,idec,iraErr,idecErr,iEpoch,iPSFMag,iPSFMagErr,iApMag,iApMagErr,iKronMag,iKronMagErr,iinfoFlag,iinfoFlag2,iinfoFlag3,inFrames,ixPos,iyPos,ixPosErr,iyPosErr,ipsfMajorFWHM,ipsfMinorFWHM,ipsfTheta,ipsfCore,ipsfLikelihood,ipsfQf,ipsfQfPerfect,ipsfChiSq,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iPSFFluxErr,iApFlux,iApFluxErr,iApFillFac,iApRadius,iKronFlux,iKronFluxErr,iKronRad,iexpTime,iExtNSigma,isky,iskyErr,izp,iPlateScale,zippDetectID,zstackDetectID,zstackImageID,zra,zdec,zraErr,zdecErr,zEpoch,zPSFMag,zPSFMagErr,zApMag,zApMagErr,zKronMag,zKronMagErr,zinfoFlag,zinfoFlag2,zinfoFlag3,znFrames,zxPos,zyPos,zxPosErr,zyPosErr,zpsfMajorFWHM,zpsfMinorFWHM,zpsfTheta,zpsfCore,zpsfLikelihood,zpsfQf,zpsfQfPerfect,zpsfChiSq,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zPSFFluxErr,zApFlux,zApFluxErr,zApFillFac,zApRadius,zKronFlux,zKronFluxErr,zKronRad,zexpTime,zExtNSigma,zsky,zskyErr,zzp,zPlateScale,yippDetectID,ystackDetectID,ystackImageID,yra,ydec,yraErr,ydecErr,yEpoch,yPSFMag,yPSFMagErr,yApMag,yApMagErr,yKronMag,yKronMagErr,yinfoFlag,yinfoFlag2,yinfoFlag3,ynFrames,yxPos,yyPos,yxPosErr,yyPosErr,ypsfMajorFWHM,ypsfMinorFWHM,ypsfTheta,ypsfCore,ypsfLikelihood,ypsfQf,ypsfQfPerfect,ypsfChiSq,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yPSFFluxErr,yApFlux,yApFluxErr,yApFillFac,yApRadius,yKronFlux,yKronFluxErr,yKronRad,yexpTime,yExtNSigma,ysky,yskyErr,yzp,yPlateScale,distance,SkyMapper_StarClass,g_elong,g_a,g_b,g_pa,r_elong,r_a,r_b,r_pa,i_elong,i_a,i_b,i_pa,z_elong,z_a,z_b,z_pa
472671710,,,,472671710,,,,,,,,,,,,,,0,,,,,104.405108,-45.826571,,,,,,,,,,255.81429,-18.078459,,,4,0,1,1,2,1,,1,1,,,,,,179,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,104.4051654,-45.8265977,179,150,,18.5932,0.0787,,,18.2787,0.1781,,,,,,,,,,,,,,,,0.2377,,,,,,454.6752,,,,,,431.3855,13.018,7.5,,,,,,0.5,,,,104.4052048,-45.8265127,179,150,,18.1812,0.1224,,,17.7518,0.1666,,,,,,,,,,,,,,,,7.761,,,,,,,,,,,,756.015,84.94771,6.6,,,,,,0.5,,,,104.4051656,-45.8265206,179,150,,17.9216,0.0657,,,17.6683,0.1652,,,,,,,,,,,,,,,,3.367,,,,,,,70.0814,,,,,977.8318,179.6535,6.6,,,,,,0.5,,,,104.405108,-45.826571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,58.93,0.476,,,,,1.011,0.628,0.621,0.52,1.193,1.066,0.894,-45.11,1.139,1.115,0.98,-41.21
472671711,,,,472671711,,,,,,,,,,,,,,0,,,,,104.406877,-45.821137,,,,,,,,,,255.8094,-18.075392,,,1,0,0,1,0,1,,1,1,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,104.4068774,-45.8211373,36,36,,18.2487,0.0386,,,18.4993,0.2111,,,,,,,,,,,,,,,,0.6379,,,,,,,,,,,,710.4769,24.37805,4.12,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,,,,,,0.5,,,,104.406877,-45.821137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,46.07,,,,,,,,,,1.487,1.091,0.734,-40.66,,,,
472671717,,,,472671717,,,,,,,,,,,,,,0,,,,,104.394423,-45.825177,,,,,,,,,,255.81017,-18.084936,,,4,0,1,2,1,1,,1,1,,,,,,39,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,104.3944224,-45.8251846,39,44,,18.3322,0.019,,,18.6153,0.1159,,,,,,,,,,,,,,,,0.2268,,,,,,696.6141,,,,,,600.4147,10.33908,5.83,,,,,,0.5,,,,104.3944436,-45.8251586,39,44,,18.1358,0.0387,,,18.2337,0.2108,,,,,,,,,,,,,,,,0.4888,,,,,,,,,,,,753.631,21.31051,4.0,,,,,,0.5,,,,104.3943963,-45.8251942,39,44,,18.1277,0.0533,,,18.424,0.2668,,,,,,,,,,,,,,,,2.3,,,,,,,124.4933,,,,,2579.991,298.5754,4.0,,,,,,0.5,,,,104.394423,-45.825177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,46.37,0.511,,,,,1.151,1.04,0.903,-46.54,1.215,0.922,0.759,86.61,1.596,1.065,0.667,-63.15
472671718,,,,472671718,,,,,,,,,,,,,,0,,,,,104.397786,-45.815586,,,,,,,,,,255.80159,-18.079365,,,11,4,3,2,1,1,,1,1,,,,104.3977574,-45.8155688,46,26,,16.9545,0.0208,,,16.6944,0.1854,,,,,,,,,,,,,,,,6.236,,,,,,3010.448,72.43816,,,,,4208.01,208.65,6.16,,,,,,0.5,,,,104.397808,-45.8155791,46,26,,16.6915,0.0228,,,16.268,0.2052,,,,,,,,,,,,,,,,5.276,,,,,,3009.308,,,,,,3574.264,79.48474,5.63,,,,,,0.5,,,,104.3978073,-45.8155695,46,26,,16.4918,0.0374,,,15.8159,0.2351,,,,,,,,,,,,,,,,17.64,,,,,,,,,,,,3658.872,161.5448,5.99,,,,,,0.5,,,,104.3978258,-45.8155903,46,26,,16.3987,0.0519,,,15.8226,0.1013,,,,,,,,,,,,,,,,15.66,,,,,,,181.1879,,,,,3866.156,381.2245,5.99,,,,,,0.5,,,,104.397786,-45.815586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,15.83,0.847,1.045,2.422,2.318,-60.45,1.024,2.021,1.973,-68.71,1.172,2.416,2.062,-46.35,1.334,2.54,1.904,-72.85
472671719,,,,472671719,,,,,,,,,,,,,,0,,,,,104.386716,-45.824304,,,,,,,,,,255.80731,-18.089657,,,3,0,1,1,1,1,,1,1,,,,,,75,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,104.3866008,-45.8242833,75,48,,18.2702,0.0793,,,17.7895,0.124,,,,,,,,,,,,,,,,0.8738,,,,,,586.9032,,,,,,531.0106,25.40429,4.98,,,,,,0.5,,,,104.3866579,-45.8243029,75,48,,18.0874,0.0463,,,18.4647,0.2402,,,,,,,,,,,,,,,,1.238,,,,,,,,,,,,824.2281,34.29131,3.5,,,,,,0.5,,,,104.3867144,-45.8242839,75,48,,17.7412,0.0347,,,17.9534,0.1191,,,,,,,,,,,,,,,,1.685,,,,,,,49.88623,,,,,925.9716,105.8501,3.5,,,,,,0.5,,,,104.386716,-45.824304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,46.49,0.189,,,,,1.157,0.97,0.838,-71.69,1.21,1.154,0.954,-86.96,1.016,0.927,0.912,-82.51
472671720,,,,472671720,,,,,,,,,,,,,,0,,,,,104.376474,-45.818882,,,,,,,,,,255.79933,-18.094427,,,7,0,1,3,3,1,,1,1,,,,,,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,104.3764865,-45.8188844,23,21,,17.8808,0.0448,,,18.1812,0.1171,,,,,,,,,,,,,,,,3.312,,,,,,1055.623,,,,,,794.1976,42.44468,3.66,,,,,,0.5,,,,104.3764547,-45.8188854,23,21,,16.4903,0.0134,,,16.5867,0.0336,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,3604.242,29.69337,3.5,,,,,,0.5,,,,104.3764775,-45.8188845,23,21,,16.0387,0.0114,,,16.1466,0.0248,,,,,,,,,,,,,,,,0.2564,,,,,,,48.69034,,,,,17759.25,437.4767,3.5,,,,,,0.5,,,,104.376474,-45.818882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,49.01,0.76,,,,,1.13,1.388,1.228,75.4,1.182,1.753,1.483,-71.83,1.074,2.128,1.982,-35.2
472671822,,,,472671822,,,,,,,,,,,,,,0,,,,,104.403516,-45.811154,,,,,,,,,,255.7987,-18.074066,,,8,1,2,3,2,1,,1,1,,,,104.4035379,-45.811157,59,28,,18.4881,0.0646,,,18.8999,0.2046,,,,,,,,,,,,,,,,2.761,,,,,,702.0614,41.23578,,,,,502.7278,98.41328,5.86,,,,,,0.5,,,,104.4035041,-45.8111315,59,28,,17.7636,0.0178,,,17.3408,0.3827,,,,,,,,,,,,,,,,0.4962,,,,,,1151.075,,,,,,1008.244,20.59187,5.16,,,,,,0.5,,,,104.4035261,-45.811142,59,28,,17.221,0.0193,,,16.8313,0.1719,,,,,,,,,,,,,,,,1.745,,,,,,,,,,,,1814.324,44.92792,6.54,,,,,,0.5,,,,104.4034519,-45.8111362,59,28,,17.1246,0.0152,,,16.6213,0.3984,,,,,,,,,,,,,,,,0.2816,,,,,,,22.01962,,,,,1975.249,252.5341,6.54,,,,,,0.5,,,,104.403516,-45.811154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,25.28,0.924,1.193,1.142,0.957,-44.94,1.201,1.448,1.206,-77.47,1.119,1.673,1.496,-57.13,1.02,1.531,1.5,-84.15
472671823,,,,472671823,,,,,,,,,,,,,,0,,,,,104.397004,-45.801605,,,,,,,,,,255.78763,-18.07495,,,8,2,2,2,2,1,,1,1,,,,104.396965,-45.8016088,24,20,,18.0153,0.0154,,,17.8536,0.2065,,,,,,,,,,,,,,,,0.3758,,,,,,1130.884,14.18982,,,,,1045.668,77.41449,3.5,,,,,,0.5,,,,104.3970199,-45.8016115,24,20,,17.7454,0.0892,,,17.8447,0.1539,,,,,,,,,,,,,,,,0.1522,,,,,,1209.264,,,,,,1055.306,11.32845,4.0,,,,,,0.5,,,,104.3970221,-45.801613,24,20,,17.5787,0.0615,,,17.7911,0.1143,,,,,,,,,,,,,,,,0.2472,,,,,,,,,,,,1348.155,16.1065,3.98,,,,,,0.5,,,,104.396987,-45.8016023,24,20,,17.6279,0.0155,,,17.6937,0.0863,,,,,,,,,,,,,,,,0.4723,,,,,,,57.74724,,,,,4055.296,422.0628,3.98,,,,,,0.5,,,,104.397004,-45.801605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,39.48,0.892,1.112,1.594,1.433,-64.74,1.206,1.371,1.137,-71.65,1.11,1.392,1.253,-32.38,1.065,1.486,1.395,-7.9
472671826,,,,472671826,,,,,,,,,,,,,,0,,,,,104.394473,-45.795812,,,,,,,,,,255.78127,-18.074558,,,8,2,2,2,2,1,,1,1,,,,104.3944607,-45.7957885,24,33,,18.0632,0.0253,,,18.314,0.0863,,,,,,,,,,,,,,,,1.264,,,,,,1104.207,26.03726,,,,,904.412,74.47833,3.5,,,,,,0.5,,,,104.3944739,-45.7958063,24,33,,17.6836,0.0836,,,17.7105,0.0979,,,,,,,,,,,,,,,,1.438,,,,,,1191.878,,,,,,1019.059,28.39899,3.62,,,,,,0.5,,,,104.3944654,-45.7958361,24,33,,17.4571,0.0198,,,17.5605,0.0753,,,,,,,,,,,,,,,,0.5746,,,,,,,,,,,,1515.268,24.98134,3.5,,,,,,0.5,,,,104.3944797,-45.7958173,24,33,,17.3977,0.0155,,,17.4907,0.1037,,,,,,,,,,,,,,,,0.2348,,,,,,,41.12966,,,,,5084.403,389.0315,3.5,,,,,,0.5,,,,104.394473,-45.795812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,59.44,0.859,1.137,1.564,1.376,-74.8,1.056,1.583,1.499,23.6,1.165,1.44,1.237,89.66,1.123,1.536,1.368,40.26
472671829,,,,472671829,,,,,,,,,,,,,,0,,,,,104.39642,-45.812052,,,,,,,,,,255.79776,-18.07901,,,13,4,3,3,3,1,,1,1,,,,104.3963599,-45.8120588,60,54,,16.0823,0.09,,,14.3233,0.1348,,,,,,,,,,,,,,,,1340.0,,,,,,5762.527,1285.384,,,,,41018.34,588.5667,5.87,,,,,,0.5,,,,104.3963923,-45.8120218,60,54,,15.4942,0.1162,,,13.6383,0.0968,,,,,,,,,,,,,,,,2271.0,,,,,,8750.312,,,,,,61850.3,1899.524,5.36,,,,,,0.5,,,,104.3965264,-45.8122211,60,54,,14.9111,0.116,,,12.8805,0.1037,,,,,,,,,,,,,,,,3134.0,,,,,,,,,,,,20848.09,2815.389,4.59,,,,,,0.5,,,,104.3964968,-45.8121513,60,54,,14.6855,0.1297,,,12.4358,0.0405,,,,,,,,,,,,,,,,10980.0,,,,,,,12915.64,,,,,56693.68,3212.706,4.59,,,,,,0.5,,,,104.39642,-45.812052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,7.19,0.007,1.542,8.719,5.655,-48.88,1.523,10.454,6.865,-46.61,1.535,13.316,8.673,-38.86,1.645,14.508,8.821,-40.6
