oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
660113400018387,176346501,2459517.9680133834,59517.465011599998,19.8544312,0.105513431,0,zg,97.981644700000004,35.555360299999997,2.08899999,0.444999993,20211030464965,660,0xd,0x4,21.4599991,26.3277283,0.0204710625,-0.0412287079,6.65768403e-06,30,1.00300002,1
660113400018387,176734357,2459521.8468959597,59521.343576400002,19.7975941,0.101379111,0,zg,97.981830700000003,35.555303500000001,3.47099996,0.572000027,20211103343576,660,0xd,0x4,21.5200005,26.2674675,0.0230040271,-0.0375895202,8.3341738e-06,30,1.25199997,1
660113400018387,176936664,2459523.870123324,59523.366643499998,20.2534561,0.137362242,0,zg,97.980971100000005,35.555219100000002,2.49799991,0.493999988,20211105366644,660,0xd,0x4,21.7999992,26.2885513,0.0232923515,-0.0464771725,8.72991313e-06,30,1.13900006,1
660113400018387,188620177,2459640.7043399899,59640.201770799998,19.8660011,0.10636957,0,zg,97.981622799999997,35.555272100000003,2.31800008,0.522000015,20220302201759,660,0xd,0x4,21.2800007,26.3098469,0.0201205406,-0.051162146,6.61238073e-06,30,1.04999995,1
660113400018395,188620177,2459640.7043399001,59640.201770799998,20.2551746,0.137506843,0,zg,97.980343099999999,35.555035699999998,1.39300001,0.284999996,20220302201759,660,0xd,0x4,21.2800007,26.3098469,0.0201205406,-0.051162146,6.61238073e-06,30,1.04999995,1
660113400021464,176936664,2459523.8701235084,59523.366643499998,21.8718281,0.263157248,0,zg,97.9778235,35.558172200000001,0.537999988,-0.167999998,20211105366644,660,0xd,0x4,21.7999992,26.2885513,0.0232923515,-0.0464771725,8.72991313e-06,30,1.13900006,1
660113400029138,171845094,2459472.9497395717,59472.450949099999,20.4063644,0.150256902,0,zg,97.977370699999994,35.5543944,1.30499995,-0.319000006,20210915450926,660,0xd,0x4,20.8400002,26.1710243,0.0328355432,-0.0233631693,1.73471672e-05,30,1.40600002,1
660113400030707,173539042,2459489.8908452196,59489.3904282,20.3812466,0.14814426,0,zg,97.982576399999999,35.556677100000002,1.19700003,0.273999989,20211002390428,660,0xd,0x4,21.2600002,26.1472225,0.021547867,-0.0292571969,7.25711379e-06,30,1.51699996,2
660213400026336,171849489,2459472.9936900828,59472.494895800002,20.1302624,0.137153015,0,zr,97.982304200000002,35.557938399999998,1.35599995,0.391000003,20210915494896,660,0xd,0x4,20.9200001,26.180645,0.0177381281,0.0798528492,5.20665435e-06,30,1.17700005,1
660213400026336,173546630,2459489.9667323437,59489.466307900002,19.9728794,0.123412237,0,zr,97.982447300000004,35.557699800000002,0.229000002,0.0460000001,20211002466308,660,0xd,0x4,20.7999992,26.1962414,0.0171163976,0.0753933266,4.78155198e-06,30,1.11800003,2
