objName,objAltName1,objAltName2,objAltName3,objID,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,uniquePspsSTid,primaryDetection,bestDetection,gippDetectID,gstackDetectID,gstackImageID,gra,gdec,graErr,gdecErr,gEpoch,gPSFMag,gPSFMagErr,gApMag,gApMagErr,gKronMag,gKronMagErr,ginfoFlag,ginfoFlag2,ginfoFlag3,gnFrames,gxPos,gyPos,gxPosErr,gyPosErr,gpsfMajorFWHM,gpsfMinorFWHM,gpsfTheta,gpsfCore,gpsfLikelihood,gpsfQf,gpsfQfPerfect,gpsfChiSq,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gPSFFluxErr,gApFlux,gApFluxErr,gApFillFac,gApRadius,gKronFlux,gKronFluxErr,gKronRad,gexpTime,gExtNSigma,gsky,gskyErr,gzp,gPlateScale,rippDetectID,rstackDetectID,rstackImageID,rra,rdec,rraErr,rdecErr,rEpoch,rPSFMag,rPSFMagErr,rApMag,rApMagErr,rKronMag,rKronMagErr,rinfoFlag,rinfoFlag2,rinfoFlag3,rnFrames,rxPos,ryPos,rxPosErr,ryPosErr,rpsfMajorFWHM,rpsfMinorFWHM,rpsfTheta,rpsfCore,rpsfLikelihood,rpsfQf,rpsfQfPerfect,rpsfChiSq,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rPSFFluxErr,rApFlux,rApFluxErr,rApFillFac,rApRadius,rKronFlux,rKronFluxErr,rKronRad,rexpTime,rExtNSigma,rsky,rskyErr,rzp,rPlateScale,iippDetectID,istackDetectID,istackImageID,ira,idec,iraErr,idecErr,iEpoch,iPSFMag,iPSFMagErr,iApMag,iApMagErr,iKronMag,iKronMagErr,iinfoFlag,iinfoFlag2,iinfoFlag3,inFrames,ixPos,iyPos,ixPosErr,iyPosErr,ipsfMajorFWHM,ipsfMinorFWHM,ipsfTheta,ipsfCore,ipsfLikelihood,ipsfQf,ipsfQfPerfect,ipsfChiSq,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iPSFFluxErr,iApFlux,iApFluxErr,iApFillFac,iApRadius,iKronFlux,iKronFluxErr,iKronRad,iexpTime,iExtNSigma,isky,iskyErr,izp,iPlateScale,zippDetectID,zstackDetectID,zstackImageID,zra,zdec,zraErr,zdecErr,zEpoch,zPSFMag,zPSFMagErr,zApMag,zApMagErr,zKronMag,zKronMagErr,zinfoFlag,zinfoFlag2,zinfoFlag3,znFrames,zxPos,zyPos,zxPosErr,zyPosErr,zpsfMajorFWHM,zpsfMinorFWHM,zpsfTheta,zpsfCore,zpsfLikelihood,zpsfQf,zpsfQfPerfect,zpsfChiSq,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zPSFFluxErr,zApFlux,zApFluxErr,zApFillFac,zApRadius,zKronFlux,zKronFluxErr,zKronRad,zexpTime,zExtNSigma,zsky,zskyErr,zzp,zPlateScale,yippDetectID,ystackDetectID,ystackImageID,yra,ydec,yraErr,ydecErr,yEpoch,yPSFMag,yPSFMagErr,yApMag,yApMagErr,yKronMag,yKronMagErr,yinfoFlag,yinfoFlag2,yinfoFlag3,ynFrames,yxPos,yyPos,yxPosErr,yyPosErr,ypsfMajorFWHM,ypsfMinorFWHM,ypsfTheta,ypsfCore,ypsfLikelihood,ypsfQf,ypsfQfPerfect,ypsfChiSq,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yPSFFluxErr,yApFlux,yApFluxErr,yApFillFac,yApRadius,yKronFlux,yKronFluxErr,yKronRad,yexpTime,yExtNSigma,ysky,yskyErr,yzp,yPlateScale,distance,SkyMapper_StarClass,g_elong,g_a,g_b,g_pa,r_elong,r_a,r_b,r_pa,i_elong,i_a,i_b,i_pa,z_elong,z_a,z_b,z_pa,NED_name,NED_type,NED_vel,NED_redshift,NED_mag,NED_redshift_flag,g-r,r-i,i-z,z-y,g-rErr,r-iErr,i-zErr,z-yErr,gApMag_gKronMag,rApMag_rKronMag,iApMag_iKronMag,zApMag_zKronMag,yApMag_yKronMag,7DCD,hasSimbad
492336558,,,,492336558,,,,,,,,,,,,,,0,,,,,89.247949,-70.11302,,,,,,,,,,280.4888,-30.002539,,,2,0,0,1,1,1,,1,1,,,,,,363,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,363,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,89.2476526,-70.1129305,363,321,,18.4428,0.1207,,,17.5018,0.0754,,,,,,,,,,,,,,,,106.5,,,,,,,,,,,,6529.685,723.6317,5.68,,,,,,0.5,,,,89.2482462,-70.1131089,363,321,,18.3582,0.1433,,,17.4765,0.0837,,,,,,,,,,,,,,,,51.5,,,,,,,480.2121,,,,,3645.135,502.8183,5.68,,,,,,0.5,,,,89.247949,-70.11302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,53.99,,,,,,,,,,1.739,3.783,2.176,-71.39,2.342,1.956,0.835,-73.9,WISEA J055659.80-700647.1,IrS,,,,,,,,,,,,,,,,,,,0
492336559,,,,492336559,,,,,,,,,,,,,,0,,,,,89.242173,-70.111082,,,,,,,,,,280.48666,-30.004595,,,2,0,0,1,1,1,,1,1,,,,,,106,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,106,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,89.2420867,-70.111117,106,128,,18.2606,0.0149,,,18.1706,0.1136,,,,,,,,,,,,,,,,1.248,,,,,,,,,,,,7722.462,79.15789,5.43,,,,,,0.5,,,,89.2422599,-70.111046,106,128,,18.1071,0.0115,,,18.1868,0.1575,,,,,,,,,,,,,,,,0.1209,,,,,,,23.66539,,,,,4593.867,413.4609,5.43,,,,,,0.5,,,,89.242173,-70.111082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,44.07,,,,,,,,,,1.159,2.329,2.01,15.55,1.186,1.371,1.156,35.83,SSTSL2 J055658.13-700639.7,IrS,,,,,,,,,,,,,,,,,,,0
492336570,,,,492336570,,,,,,,,,,,,,,0,,,,,89.252481,-70.10585,,,,,,,,,,280.48044,-30.001345,,,5,2,2,1,0,1,,1,1,,,,89.2524821,-70.1060781,35,583,,18.0032,0.0303,,,17.8395,0.1207,,,,,,,,,,,,,,,,0.2979,,,,,,1091.904,12.1161,,,,,1120.673,103.1469,5.47,,,,,,0.5,,,,89.2521832,-70.1060462,35,583,,18.1518,0.0205,,,18.1408,0.1384,,,,,,,,,,,,,,,,1.108,,,,,,777.5202,,,,,,809.094,23.3026,6.9,,,,,,0.5,,,,89.2525,-70.1056145,35,583,,18.4031,0.1468,,,17.5107,0.0775,,,,,,,,,,,,,,,,169.2,,,,,,,,,,,,6772.724,914.0632,3.7,,,,,,0.5,,,,,,35,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,0.5,,,,89.252481,-70.10585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,44.42,0.488,1.155,1.459,1.264,-80.02,1.189,1.071,0.9,-45.33,1.759,4.231,2.406,27.55,,,,,SSTSL2 J055700.27-700620.4,IrS,,,,,,,,,,,,,,,,,,,0
492336571,,,,492336571,,,,,,,,,,,,,,0,,,,,89.247512,-70.107143,,,,,,,,,,280.48203,-30.002972,,,1,0,0,1,0,1,,1,1,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,89.247512,-70.1071433,36,36,,18.3832,0.0124,,,18.6007,0.1128,,,,,,,,,,,,,,,,0.4326,,,,,,,,,,,,6897.837,46.27224,5.28,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,,,,,,0.5,,,,89.247512,-70.107143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,40.58,,,,,,,,,,1.09,1.969,1.806,-59.51,,,,,SSTSL2 J055659.35-700625.6,IrS,,,,,,,,,,,,,,,,,,,0
492336572,,,,492336572,,,,,,,,,,,,,,0,,,,,89.227495,-70.105282,,,,,,,,,,280.48026,-30.009865,,,3,0,0,2,1,1,,1,1,,,,,,49,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,49,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,89.2274146,-70.1053244,49,34,,18.2064,0.0562,,,18.4002,0.0924,,,,,,,,,,,,,,,,1.524,,,,,,,,,,,,7909.364,87.34562,4.78,,,,,,0.5,,,,89.2275049,-70.1052791,49,34,,18.1033,0.019,,,18.4318,0.1655,,,,,,,,,,,,,,,,1.024,,,,,,,68.6268,,,,,4609.859,335.4368,4.78,,,,,,0.5,,,,89.227495,-70.105282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,16.54,,,,,,,,,,1.099,2.106,1.917,41.57,1.138,1.134,0.996,43.65,SSTSL2 J055654.60-700618.9,IrS,,,,,,,,,,,,,,,,,,,0
492336573,,,,492336573,,,,,,,,,,,,,,0,,,,,89.234676,-70.101155,,,,,,,,,,280.47537,-30.007624,,,1,0,0,1,0,1,,1,1,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,89.234676,-70.1011549,36,36,,18.6914,0.0193,,,19.0342,0.167,,,,,,,,,,,,,,,,1.296,,,,,,,,,,,,5193.117,78.80758,7.58,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58,,,,,,0.5,,,,89.234676,-70.101155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,20.64,,,,,,,,,,1.127,1.243,1.103,-64.55,,,,,,,,,,,,,,,,,,,,,,,,,0
492336574,,,,492336574,,,,,,,,,,,,,,0,,,,,89.230353,-70.097608,,,,,,,,,,280.47134,-30.009266,,,1,0,0,1,0,1,,1,1,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,89.2303534,-70.0976083,36,36,,18.7733,0.032,,,18.6485,0.1237,,,,,,,,,,,,,,,,3.847,,,,,,,,,,,,4815.845,134.9544,7.73,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73,,,,,,0.5,,,,89.230353,-70.097608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,21.9,,,,,,,,,,1.297,1.404,1.082,-47.5,,,,,WISEA J055655.25-700550.9,IrS,,,,,,,,,,,,,,,,,,,0
492336575,,,,492336575,,,,,,,,,,,,,,0,,,,,89.24861,-70.089396,,,,,,,,,,280.46155,-30.003452,,,3,0,0,2,1,1,,1,1,,,,,,81,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,81,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,89.2486775,-70.0894447,81,50,,18.244,0.0374,,,18.4255,0.1162,,,,,,,,,,,,,,,,2.636,,,,,,,,,,,,8062.204,114.8393,3.78,,,,,,0.5,,,,89.2485439,-70.0893905,81,50,,17.9774,0.0162,,,18.2668,0.1659,,,,,,,,,,,,,,,,0.7945,,,,,,,61.22171,,,,,5176.757,373.5707,3.78,,,,,,0.5,,,,89.24861,-70.089396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,58.89,,,,,,,,,,1.233,2.406,1.951,-4.13,1.128,1.394,1.236,21.34,SSTSL2 J055659.70-700521.9,IrS,,,,,,,,,,,,,,,,,,,0
492336577,,,,492336577,,,,,,,,,,,,,,0,,,,,89.240508,-70.093382,,,,,,,,,,280.46628,-30.006016,,,1,0,0,1,0,1,,1,1,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,89.2405077,-70.0933822,36,36,,18.6372,0.0152,,,18.8552,0.1436,,,,,,,,,,,,,,,,0.686,,,,,,,,,,,,5459.215,57.16959,6.85,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85,,,,,,0.5,,,,89.240508,-70.093382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,41.52,,,,,,,,,,1.117,1.339,1.198,13.34,,,,,SSTSL2 J055657.72-700535.4,IrS,,,,,,,,,,,,,,,,,,,0
492336656,,,,492336656,,,,,,,,,,,,,,0,,,,,89.222471,-70.114212,,,,,,,,,,280.49066,-30.011137,,,11,0,2,4,5,1,,1,1,,,,,,72,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,89.2223818,-70.1142836,72,59,,18.0535,0.0625,,,17.9578,0.1652,,,,,,,,,,,,,,,,5.705,,,,,,874.61,,,,,,1133.104,53.78072,5.91,,,,,,0.5,,,,89.2224357,-70.1142136,72,59,,17.5181,0.0431,,,16.9414,0.0413,,,,,,,,,,,,,,,,141.6,,,,,,,,,,,,16089.79,911.1045,3.73,,,,,,0.5,,,,89.2225339,-70.1141741,72,59,,17.4005,0.0589,,,16.8597,0.112,,,,,,,,,,,,,,,,56.82,,,,,,,544.774,,,,,9814.345,662.2665,3.73,,,,,,0.5,,,,89.222471,-70.114212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,44.26,0.503,,,,,1.492,1.772,1.188,67.97,1.45,4.223,2.912,64.62,1.517,3.611,2.38,60.65,WISEA J055653.35-700650.9,IrS,,,,,,,,,,,,,,,,,,,0
