# Combination of '2020abmg' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 123.85227, -6.95771, 59182.494498, 19.523, 0.314, 56.0, 18.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59184.531588, 19.001, 0.235, 91.0, 21.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59184.539453, 19.048, 0.285, 87.0, 25.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59198.496866, 19.966, 0.833, 38.0, 31.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59208.493933, 19.406, 0.246, 63.0, 15.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59210.478206, 19.52, 0.365, 56.0, 21.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59210.489655, 19.455, 0.265, 60.0, 16.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59212.381494, 19.677, 0.625, 49.0, 30.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59212.393479, 19.414, 0.508, 62.0, 32.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59212.485298, 18.956, 0.212, 95.0, 20.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59216.576103, 19.478, 0.393, 59.0, 23.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59216.57939, 19.704, 0.476, 48.0, 23.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59217.515315, 19.353, 0.286, 66.0, 19.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59217.518525, 19.43, 0.295, 61.0, 18.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59217.55103, 19.829, 0.521, 42.0, 22.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59217.579339, 19.554, 0.442, 55.0, 24.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59218.546222, 19.367, 0.205, 65.0, 13.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59218.556829, 19.664, 0.305, 50.0, 15.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59221.489214, 19.846, 0.25, 42.0, 10.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59222.499289, 20.365, 0.359, 26.0, 9.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59222.52397, 20.674, 0.475, 20.0, 9.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59223.450393, 20.014, 0.235, 36.0, 8.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59223.452238, 20.692, 0.427, 19.0, 8.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59223.461, 19.929, 0.192, 39.0, 7.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59224.545888, 20.926, 0.524, 16.0, 8.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59226.547051, 20.104, 0.261, 33.0, 9.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59228.490134, 20.646, 0.472, 20.0, 10.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59228.493833, 20.796, 0.522, 17.0, 9.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59230.440194, 20.131, 0.275, 32.0, 9.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59232.418421, 20.366, 0.38, 26.0, 10.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59232.426757, 19.799, 0.229, 44.0, 10.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59234.452343, 16.662, 0.634, 786.0, 498.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59234.457856, 18.108, 0.753, 207.0, 156.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59238.513255, 20.082, 0.453, 34.0, 15.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59244.460409, 20.436, 0.843, 24.0, 20.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59244.521073, 19.958, 0.5, 38.0, 19.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59246.451683, 21.012, 0.91, 14.0, 13.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59246.454884, 20.24, 0.555, 29.0, 16.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59246.460473, 20.007, 0.447, 36.0, 16.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59246.472395, 19.757, 0.448, 45.0, 20.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59252.422365, 20.605, 0.463, 21.0, 10.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59252.441293, 20.947, 0.686, 15.0, 10.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59258.402293, 20.383, 0.356, 26.0, 9.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59260.404309, 20.194, 0.351, 30.0, 11.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59261.401975, 20.818, 0.477, 17.0, 8.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59261.421912, 20.606, 0.486, 21.0, 10.0, ATLAS
c, 23.9, 123.85227, -6.95771, 59262.396595, 20.84, 0.56, 17.0, 9.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59268.429285, 20.06, 0.543, 34.0, 19.0, ATLAS
o, 23.9, 123.85227, -6.95771, 59276.382587, 20.195, 0.54, 30.0, 16.0, ATLAS
