# Combination of '2021fnr' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 219.50788, 10.18402, 59221.664845, 19.49, 0.307, 58.0, 18.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59244.548857, 19.884, 0.392, 40.0, 16.0, ATLAS
c, 23.9, 219.50788, 10.18402, 59253.62528, 21.115, 0.675, 13.0, 9.0, ATLAS
c, 23.9, 219.50788, 10.18402, 59253.641214, 20.636, 0.449, 20.0, 9.0, ATLAS
c, 23.9, 219.50788, 10.18402, 59253.659641, 21.005, 0.755, 14.0, 11.0, ATLAS
c, 23.9, 219.50788, 10.18402, 59253.663242, 20.724, 0.543, 19.0, 10.0, ATLAS
c, 23.9, 219.50788, 10.18402, 59257.609386, 21.428, 0.831, 10.0, 8.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59269.473947, 20.302, 0.891, 28.0, 24.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59272.557768, 19.988, 0.6, 37.0, 22.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59277.646489, 20.446, 0.761, 24.0, 18.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59278.572099, 19.783, 0.597, 44.0, 26.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59280.45574, 21.093, 0.743, 13.0, 10.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59299.470297, 17.904, 0.34, 250.0, 85.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59300.397086, 18.128, 0.382, 204.0, 78.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59300.408533, 17.866, 0.48, 259.0, 124.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59300.4224, 17.595, 0.4, 333.0, 133.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59300.424701, 18.032, 0.247, 222.0, 55.0, ATLAS
c, 23.9, 219.50788, 10.18402, 59313.496974, 20.11, 0.198, 33.0, 6.0, ATLAS
c, 23.9, 219.50788, 10.18402, 59313.499782, 20.036, 0.233, 35.0, 8.0, ATLAS
c, 23.9, 219.50788, 10.18402, 59316.566125, 20.133, 0.256, 32.0, 8.0, ATLAS
c, 23.9, 219.50788, 10.18402, 59316.569813, 20.174, 0.246, 31.0, 8.0, ATLAS
c, 23.9, 219.50788, 10.18402, 59316.576273, 20.076, 0.26, 34.0, 9.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59319.397387, 19.703, 0.267, 48.0, 13.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59319.432087, 19.96, 0.33, 38.0, 12.0, ATLAS
c, 23.9, 219.50788, 10.18402, 59321.435182, 20.42, 0.309, 25.0, 8.0, ATLAS
c, 23.9, 219.50788, 10.18402, 59321.437033, 20.667, 0.42, 20.0, 8.0, ATLAS
c, 23.9, 219.50788, 10.18402, 59321.46979, 19.949, 0.194, 38.0, 7.0, ATLAS
c, 23.9, 219.50788, 10.18402, 59321.476139, 20.718, 0.422, 19.0, 8.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59323.431573, 20.122, 0.432, 32.0, 14.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59323.456614, 19.924, 0.329, 39.0, 13.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59323.468917, 20.423, 0.564, 25.0, 14.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59327.388922, 19.623, 0.383, 51.0, 20.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59327.394408, 19.614, 0.383, 52.0, 20.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59328.382344, 19.74, 0.385, 46.0, 18.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59328.396564, 19.619, 0.458, 52.0, 24.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59328.399836, 20.4, 0.858, 25.0, 22.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59334.440451, 19.853, 0.417, 42.0, 17.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59334.453959, 20.593, 0.73, 21.0, 15.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59334.465194, 20.426, 0.647, 24.0, 16.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59335.387385, 19.792, 0.261, 44.0, 12.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59335.392899, 20.277, 0.521, 28.0, 15.0, ATLAS
o, 23.9, 219.50788, 10.18402, 59336.393469, 20.815, 0.731, 17.0, 12.0, ATLAS
