# Combination of '2019cp' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 163.70851, -7.381, 58568.423596, 20.809, 0.848, 17.0, 15.0, ATLAS
o, 23.9, 163.70851, -7.381, 58568.441135, 20.466, 0.521, 24.0, 12.0, ATLAS
o, 23.9, 163.70851, -7.381, 58570.417838, 20.853, 0.635, 17.0, 10.0, ATLAS
o, 23.9, 163.70851, -7.381, 58570.445407, 21.202, 0.708, 12.0, 8.0, ATLAS
o, 23.9, 163.70851, -7.381, 58576.415894, 20.717, 0.642, 19.0, 12.0, ATLAS
c, 23.9, 163.70851, -7.381, 58578.403248, 21.452, 0.973, 10.0, 9.0, ATLAS
c, 23.9, 163.70851, -7.381, 58578.412381, 21.003, 0.586, 14.0, 8.0, ATLAS
o, 23.9, 163.70851, -7.381, 58580.409054, 20.143, 0.442, 32.0, 14.0, ATLAS
o, 23.9, 163.70851, -7.381, 58580.410011, 20.567, 0.6, 22.0, 13.0, ATLAS
c, 23.9, 163.70851, -7.381, 58582.39333, 20.794, 0.625, 18.0, 11.0, ATLAS
c, 23.9, 163.70851, -7.381, 58582.426382, 21.192, 0.889, 12.0, 11.0, ATLAS
