# Combination of '2022xnq' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 1.16236, -8.09993, 59770.561701, 20.008, 0.464, 36.0, 17.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59774.513872, 19.86, 0.988, 41.0, 41.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59774.52926, 19.797, 0.835, 44.0, 37.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59775.991575, 19.195, 0.65, 76.0, 50.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59784.564056, 21.162, 0.953, 12.0, 12.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59786.557549, 20.927, 0.9, 16.0, 14.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59792.620848, 20.336, 0.464, 27.0, 12.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59799.256952, 20.26, 0.806, 29.0, 23.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59799.258302, 20.31, 0.844, 27.0, 23.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59799.275565, 20.455, 0.951, 24.0, 23.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59802.154817, 19.004, 0.769, 91.0, 70.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59802.156642, 18.738, 0.51, 116.0, 59.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59802.487012, 17.896, 0.52, 252.0, 131.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59810.485778, 20.372, 0.694, 26.0, 18.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59811.213448, 21.114, 0.79, 13.0, 10.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59811.224951, 20.688, 0.484, 19.0, 9.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59814.438965, 20.52, 0.741, 22.0, 17.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59815.231119, 20.855, 0.567, 16.0, 9.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59823.287689, 21.0, 0.9, 14.0, 13.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59823.323747, 20.739, 0.671, 18.0, 12.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59827.196026, 19.814, 0.498, 43.0, 22.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59837.002535, 20.478, 0.882, 23.0, 21.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59839.233888, 17.419, 0.906, 391.0, 354.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59840.455179, 20.625, 0.822, 20.0, 17.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59840.466971, 20.709, 0.695, 19.0, 13.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59840.477385, 19.981, 0.391, 37.0, 14.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59843.166443, 20.282, 0.53, 28.0, 15.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59858.40249, 20.095, 0.518, 33.0, 17.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59863.21484, 19.928, 0.838, 39.0, 32.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59863.217998, 18.9, 0.352, 100.0, 35.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59864.39964, 19.683, 0.431, 49.0, 21.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59864.402811, 19.637, 0.459, 51.0, 23.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59864.40825, 18.908, 0.225, 99.0, 22.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59864.418665, 19.02, 0.229, 90.0, 20.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59866.411513, 19.162, 0.345, 79.0, 27.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59875.129244, 20.394, 0.495, 25.0, 12.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59876.374203, 19.679, 0.262, 49.0, 13.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59876.379988, 19.792, 0.263, 44.0, 12.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59878.340009, 19.139, 0.206, 80.0, 17.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59879.117551, 20.061, 0.319, 34.0, 11.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59879.120995, 19.802, 0.253, 44.0, 11.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59879.162022, 20.629, 0.574, 20.0, 12.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59880.389247, 20.361, 0.709, 26.0, 18.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59880.396043, 19.829, 0.326, 42.0, 14.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59880.399209, 19.773, 0.349, 45.0, 16.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59880.420536, 19.481, 0.236, 59.0, 14.0, ATLAS
c, 23.9, 1.16236, -8.09993, 59880.42238, 19.576, 0.22, 54.0, 12.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59880.791989, 19.415, 0.244, 62.0, 15.0, ATLAS
o, 23.9, 1.16236, -8.09993, 59880.793794, 20.337, 0.627, 27.0, 17.0, ATLAS
