# Combination of '2024luo' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 10.074, 2.75663, 60479.400978, 19.087, 0.256, 84.0, 22.0, ATLAS
o, 23.9, 10.074, 2.75663, 60479.404164, 19.001, 0.254, 91.0, 23.0, ATLAS
o, 23.9, 10.074, 2.75663, 60511.353017, 18.543, 0.201, 139.0, 28.0, ATLAS
o, 23.9, 10.074, 2.75663, 60511.357533, 17.747, 0.242, 289.0, 70.0, ATLAS
o, 23.9, 10.074, 2.75663, 60512.591038, 19.012, 0.266, 90.0, 24.0, ATLAS
o, 23.9, 10.074, 2.75663, 60513.067394, 19.302, 0.718, 69.0, 50.0, ATLAS
o, 23.9, 10.074, 2.75663, 60514.567562, 19.113, 0.363, 82.0, 30.0, ATLAS
o, 23.9, 10.074, 2.75663, 60514.569477, 18.596, 0.216, 132.0, 29.0, ATLAS
o, 23.9, 10.074, 2.75663, 60514.588389, 19.427, 0.402, 62.0, 25.0, ATLAS
c, 23.9, 10.074, 2.75663, 60519.207551, 19.973, 0.36, 37.0, 13.0, ATLAS
c, 23.9, 10.074, 2.75663, 60519.21076, 19.438, 0.229, 61.0, 14.0, ATLAS
c, 23.9, 10.074, 2.75663, 60519.213019, 19.902, 0.336, 40.0, 13.0, ATLAS
c, 23.9, 10.074, 2.75663, 60519.215297, 19.736, 0.293, 46.0, 14.0, ATLAS
o, 23.9, 10.074, 2.75663, 60520.551051, 19.504, 0.231, 57.0, 13.0, ATLAS
o, 23.9, 10.074, 2.75663, 60524.601245, 19.692, 0.246, 48.0, 12.0, ATLAS
o, 23.9, 10.074, 2.75663, 60524.626386, 19.429, 0.34, 61.0, 21.0, ATLAS
o, 23.9, 10.074, 2.75663, 60525.055168, 20.122, 0.4, 32.0, 13.0, ATLAS
o, 23.9, 10.074, 2.75663, 60526.449979, 20.127, 0.447, 32.0, 14.0, ATLAS
