# Combination of '2024luo' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 10.074, 2.75663, 60526.487647, 19.487, 0.239, 58.0, 14.0, ATLAS
o, 23.9, 10.074, 2.75663, 60526.491181, 19.338, 0.198, 67.0, 13.0, ATLAS
o, 23.9, 10.074, 2.75663, 60528.436422, 20.908, 0.971, 16.0, 15.0, ATLAS
o, 23.9, 10.074, 2.75663, 60528.469164, 20.135, 0.486, 32.0, 16.0, ATLAS
o, 23.9, 10.074, 2.75663, 60528.474755, 20.667, 0.643, 20.0, 13.0, ATLAS
o, 23.9, 10.074, 2.75663, 60529.013476, 19.959, 0.421, 38.0, 16.0, ATLAS
o, 23.9, 10.074, 2.75663, 60529.015285, 19.437, 0.256, 61.0, 16.0, ATLAS
o, 23.9, 10.074, 2.75663, 60529.045669, 20.117, 0.492, 33.0, 16.0, ATLAS
o, 23.9, 10.074, 2.75663, 60530.450791, 20.105, 0.392, 33.0, 13.0, ATLAS
o, 23.9, 10.074, 2.75663, 60530.45709, 20.511, 0.538, 23.0, 12.0, ATLAS
o, 23.9, 10.074, 2.75663, 60530.490875, 20.092, 0.37, 33.0, 12.0, ATLAS
o, 23.9, 10.074, 2.75663, 60530.504555, 20.188, 0.431, 30.0, 13.0, ATLAS
c, 23.9, 10.074, 2.75663, 60532.590883, 19.794, 0.25, 44.0, 11.0, ATLAS
c, 23.9, 10.074, 2.75663, 60532.601713, 21.144, 0.833, 13.0, 10.0, ATLAS
c, 23.9, 10.074, 2.75663, 60532.627121, 19.337, 0.222, 67.0, 15.0, ATLAS
o, 23.9, 10.074, 2.75663, 60534.525408, 20.056, 0.343, 34.0, 12.0, ATLAS
o, 23.9, 10.074, 2.75663, 60534.536811, 19.901, 0.306, 40.0, 12.0, ATLAS
c, 23.9, 10.074, 2.75663, 60536.530053, 20.35, 0.409, 26.0, 11.0, ATLAS
c, 23.9, 10.074, 2.75663, 60536.535479, 19.599, 0.219, 52.0, 12.0, ATLAS
c, 23.9, 10.074, 2.75663, 60536.55773, 19.674, 0.226, 49.0, 11.0, ATLAS
o, 23.9, 10.074, 2.75663, 60537.04663, 19.544, 0.286, 55.0, 16.0, ATLAS
o, 23.9, 10.074, 2.75663, 60537.048434, 19.535, 0.268, 56.0, 15.0, ATLAS
o, 23.9, 10.074, 2.75663, 60538.512856, 19.978, 0.339, 37.0, 13.0, ATLAS
o, 23.9, 10.074, 2.75663, 60538.51584, 20.733, 0.735, 18.0, 14.0, ATLAS
o, 23.9, 10.074, 2.75663, 60538.52677, 20.428, 0.455, 24.0, 11.0, ATLAS
o, 23.9, 10.074, 2.75663, 60540.491561, 19.399, 0.374, 63.0, 24.0, ATLAS
o, 23.9, 10.074, 2.75663, 60540.954954, 19.361, 0.544, 65.0, 36.0, ATLAS
o, 23.9, 10.074, 2.75663, 60540.965006, 19.533, 0.612, 56.0, 34.0, ATLAS
o, 23.9, 10.074, 2.75663, 60546.439896, 20.107, 0.563, 33.0, 18.0, ATLAS
o, 23.9, 10.074, 2.75663, 60546.619243, 20.055, 0.661, 34.0, 23.0, ATLAS
o, 23.9, 10.074, 2.75663, 60552.112445, 20.862, 0.966, 16.0, 16.0, ATLAS
o, 23.9, 10.074, 2.75663, 60555.235788, 20.368, 0.496, 26.0, 13.0, ATLAS
c, 23.9, 10.074, 2.75663, 60557.07511, 19.748, 0.308, 46.0, 14.0, ATLAS
c, 23.9, 10.074, 2.75663, 60557.093439, 19.588, 0.333, 53.0, 18.0, ATLAS
c, 23.9, 10.074, 2.75663, 60560.951563, 20.681, 0.556, 19.0, 11.0, ATLAS
o, 23.9, 10.074, 2.75663, 60564.960728, 19.987, 0.535, 37.0, 20.0, ATLAS
o, 23.9, 10.074, 2.75663, 60567.247693, 19.983, 0.49, 37.0, 18.0, ATLAS
o, 23.9, 10.074, 2.75663, 60568.911909, 18.695, 0.543, 121.0, 66.0, ATLAS
o, 23.9, 10.074, 2.75663, 60575.227569, 19.969, 0.629, 37.0, 24.0, ATLAS
o, 23.9, 10.074, 2.75663, 60575.23272, 19.909, 0.567, 40.0, 22.0, ATLAS
c, 23.9, 10.074, 2.75663, 60580.413291, 20.632, 0.619, 20.0, 13.0, ATLAS
c, 23.9, 10.074, 2.75663, 60580.415098, 19.787, 0.245, 44.0, 11.0, ATLAS
c, 23.9, 10.074, 2.75663, 60580.418263, 20.132, 0.382, 32.0, 12.0, ATLAS
ZTF_g, 26.1756, 10.073999999999998, 2.7566305555555557, 60494.44081019983, 18.3073168432365, 0.0307900387601072, 1403.82593880195, 39.8106417365998, ZTF
ZTF_r, 26.2413, 10.073999999999998, 2.7566305555555557, 60494.484548599925, 17.089865385357303, 0.01484031900065712, 4576.92552650307, 62.5594270116196, ZTF
ZTF_r, 26.1218, 10.073999999999998, 2.7566305555555557, 60507.39405089989, 18.270285242106738, 0.02877231602727908, 1382.31144287716, 36.6316435872905, ZTF
ZTF_g, 26.1581, 10.073999999999998, 2.7566305555555557, 60507.41958330013, 19.441156603543607, 0.06176552515756154, 486.157912549641, 27.6566247367334, ZTF
ZTF_g, 26.1301, 10.073999999999998, 2.7566305555555557, 60509.4469792, 19.741539025936902, 0.08113780982300374, 359.27284215203, 26.8487054344339, ZTF
ZTF_r, 26.2041, 10.073999999999998, 2.7566305555555557, 60513.47310189996, 18.608801665216067, 0.06122549966839758, 1091.74027980078, 61.564074077915, ZTF
ZTF_r, 26.2307, 10.073999999999998, 2.7566305555555557, 60519.3895370001, 19.024529522677533, 0.06607599007090156, 762.901011885609, 46.4288097471864, ZTF
ZTF_g, 26.3377, 10.073999999999998, 2.7566305555555557, 60519.4749305998, 20.079839367908086, 0.12610013693481867, 318.525534271417, 36.9943576651205, ZTF
ZTF_r, 26.1888, 10.073999999999998, 2.7566305555555557, 60522.41343750013, 19.233082311214382, 0.05969514165206491, 605.741146914849, 33.304409865893, ZTF
ZTF_g, 26.2024, 10.073999999999998, 2.7566305555555557, 60522.43649310013, 20.167372437337356, 0.13248876758311182, 259.424521918233, 31.6567090966468, ZTF
ZTF_r, 26.2503, 10.073999999999998, 2.7566305555555557, 60526.39976850012, 19.389451716584567, 0.062468585538243825, 555.059210185253, 31.9357166116719, ZTF
ZTF_g, 26.2817, 10.073999999999998, 2.7566305555555557, 60526.435705999844, 20.04715686803862, 0.09992061169528292, 311.757745946754, 28.6911540198921, ZTF
ZTF_g, 26.1845, 10.073999999999998, 2.7566305555555557, 60528.41809030017, 20.0545250184415, 0.10034119524466287, 283.132675324915, 26.1664582339326, ZTF
ZTF_r, 26.2003, 10.073999999999998, 2.7566305555555557, 60528.43787040003, 19.3693045081054, 0.063175305293205, 540.005516895031, 31.4210885114581, ZTF
ZTF_g, 26.1676, 10.073999999999998, 2.7566305555555557, 60530.415034700185, 20.298898357054377, 0.1327228945066051, 222.577191005869, 27.2083485030127, ZTF
ZTF_r, 26.937, 10.073999999999998, 2.7566305555555557, 60532.39583329996, 19.65869780186643, 0.05870114061621369, 815.306452164931, 44.0801536174426, ZTF
ZTF_g, 26.9467, 10.073999999999998, 2.7566305555555557, 60532.4265509001, 20.185113713905597, 0.07839163455683917, 506.564223840988, 36.5746277418183, ZTF
ZTF_r, 26.9052, 10.073999999999998, 2.7566305555555557, 60533.37877310021, 19.685046459773215, 0.054417511027378795, 772.789862045991, 38.7325214498397, ZTF
ZTF_g, 26.947, 10.073999999999998, 2.7566305555555557, 60533.42518519983, 20.3231279733717, 0.08227512956936915, 446.21977270566, 33.8137288365436, ZTF
ZTF_g, 26.846, 10.073999999999998, 2.7566305555555557, 60534.40182870021, 20.17647043393156, 0.10174471694788778, 465.384405441074, 43.6113343148853, ZTF
ZTF_r, 26.2735, 10.073999999999998, 2.7566305555555557, 60535.401759299915, 19.97162437923311, 0.09690730385714005, 331.70364837482, 29.6061843591981, ZTF
ZTF_g, 26.3198, 10.073999999999998, 2.7566305555555557, 60535.432175899856, 20.1173780916534, 0.10901247486303106, 302.669572496793, 30.3892962387714, ZTF
ZTF_r, 26.293, 10.073999999999998, 2.7566305555555557, 60538.40850690007, 20.183253460613756, 0.11099974476859692, 277.906443096326, 28.4116382211456, ZTF
ZTF_r, 26.2768, 10.073999999999998, 2.7566305555555557, 60547.40053239977, 20.20079272876039, 0.14414613758382155, 269.403298310156, 35.7669245379315, ZTF
ZTF_r, 26.2557, 10.073999999999998, 2.7566305555555557, 60549.36590280011, 20.407254890575782, 0.1561143464242089, 218.463075730097, 31.4120687289464, ZTF
ZTF_g, 26.2922, 10.073999999999998, 2.7566305555555557, 60549.46418979997, 20.362594433993472, 0.1327140618970516, 235.41938801806, 28.7762930776552, ZTF
