# Combination of '2022abom' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 55.28808, -2.84857, 59812.598069, 20.885, 0.792, 16.0, 13.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59813.165704, 20.444, 0.625, 24.0, 15.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59814.58808, 20.519, 0.632, 22.0, 14.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59814.601332, 20.505, 0.819, 23.0, 19.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59820.61815, 20.804, 0.63, 17.0, 11.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59824.59045, 20.805, 0.532, 17.0, 9.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59833.011049, 19.094, 0.585, 84.0, 49.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59838.607223, 20.83, 0.771, 17.0, 13.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59840.546289, 20.294, 0.483, 28.0, 13.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59840.575319, 20.795, 0.889, 18.0, 16.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59840.577579, 20.212, 0.55, 30.0, 16.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59842.634566, 20.584, 0.892, 21.0, 19.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59848.538189, 20.957, 0.802, 15.0, 12.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59848.888352, 20.96, 0.833, 15.0, 12.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59850.557637, 20.792, 0.441, 18.0, 8.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59854.506956, 21.217, 0.74, 12.0, 9.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59854.510246, 21.385, 0.864, 10.0, 9.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59855.291431, 21.297, 0.862, 11.0, 10.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59855.293233, 20.995, 0.662, 14.0, 10.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59856.61271, 21.025, 0.977, 14.0, 14.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59856.975799, 20.474, 0.706, 24.0, 17.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59860.469463, 19.805, 0.743, 43.0, 32.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59867.32054, 20.414, 0.656, 25.0, 16.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59868.471829, 20.96, 0.772, 15.0, 12.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59872.430803, 21.553, 0.986, 9.0, 9.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59872.913272, 19.778, 0.517, 44.0, 23.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59874.503742, 21.13, 0.763, 13.0, 10.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59874.530238, 20.764, 0.552, 18.0, 10.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59875.224323, 20.838, 0.441, 17.0, 7.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59875.259548, 20.888, 0.47, 16.0, 8.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59877.006227, 20.814, 0.619, 17.0, 11.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59878.422377, 20.88, 0.873, 16.0, 14.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59878.433108, 20.902, 0.793, 16.0, 12.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59879.196308, 21.505, 0.744, 9.0, 7.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59880.562656, 20.952, 0.67, 15.0, 10.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59887.177661, 20.448, 0.848, 24.0, 20.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59888.876696, 19.133, 0.864, 81.0, 70.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59894.484131, 20.358, 0.699, 26.0, 18.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59896.554553, 19.861, 0.582, 41.0, 24.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59896.950644, 20.041, 0.374, 35.0, 13.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59900.595781, 20.356, 0.737, 26.0, 19.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59902.398421, 21.055, 0.695, 14.0, 10.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59903.157425, 21.162, 0.909, 12.0, 11.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59903.162836, 21.068, 0.856, 14.0, 12.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59906.435365, 20.514, 0.388, 23.0, 9.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59907.156664, 19.652, 0.248, 50.0, 12.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59907.162068, 20.876, 0.879, 16.0, 14.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59907.167474, 20.238, 0.414, 29.0, 12.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59908.441144, 20.543, 0.506, 22.0, 11.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59908.444308, 20.773, 0.578, 18.0, 10.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59908.867749, 20.922, 0.511, 16.0, 8.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59911.192671, 19.871, 0.283, 41.0, 12.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59911.196732, 20.577, 0.449, 21.0, 10.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59911.202587, 20.471, 0.482, 24.0, 11.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59912.978931, 19.652, 0.201, 50.0, 10.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59915.120237, 19.163, 0.247, 78.0, 19.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59915.127343, 19.12, 0.247, 82.0, 20.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59932.896784, 17.592, 0.388, 334.0, 129.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59932.899948, 18.666, 0.445, 124.0, 55.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59955.12303, 19.127, 0.15, 81.0, 12.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59956.877236, 19.432, 0.201, 61.0, 12.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59956.891759, 19.782, 0.263, 44.0, 12.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59960.811092, 19.475, 0.235, 59.0, 14.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59960.821052, 19.647, 0.23, 50.0, 12.0, ATLAS
c, 23.9, 55.28808, -2.84857, 59960.829638, 19.855, 0.253, 42.0, 10.0, ATLAS
o, 23.9, 55.28808, -2.84857, 59963.081409, 19.43, 0.223, 61.0, 14.0, ATLAS
