# Combination of '2024vcj' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
c, 23.9, 41.39687, -17.68972, 60469.398852, 15.849, 0.301, 1660.0, 499.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60487.154534, 20.457, 0.978, 24.0, 23.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60488.130122, 20.093, 0.687, 33.0, 23.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60488.154063, 20.281, 0.79, 28.0, 22.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60490.390125, 20.125, 0.591, 32.0, 19.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60490.398842, 19.69, 0.372, 48.0, 18.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60490.405724, 20.084, 0.509, 34.0, 17.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60497.392846, 20.131, 0.626, 32.0, 20.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60498.376168, 20.249, 0.493, 29.0, 14.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60505.354627, 20.631, 0.735, 20.0, 15.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60505.357787, 20.858, 0.703, 16.0, 12.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60505.374052, 20.362, 0.567, 26.0, 15.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60506.347952, 20.508, 0.627, 23.0, 14.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60509.350797, 20.378, 0.83, 26.0, 21.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60509.380647, 20.081, 0.491, 34.0, 16.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60510.332958, 18.808, 0.245, 109.0, 27.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60514.397342, 19.674, 0.522, 49.0, 26.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60514.402809, 19.798, 0.573, 44.0, 25.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60514.408442, 19.659, 0.548, 50.0, 27.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60518.369651, 20.241, 0.667, 29.0, 19.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60523.098368, 20.307, 0.591, 27.0, 16.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60524.127178, 19.93, 0.667, 39.0, 26.0, ATLAS
c, 23.9, 41.39687, -17.68972, 60525.400057, 20.674, 0.645, 20.0, 13.0, ATLAS
c, 23.9, 41.39687, -17.68972, 60534.304803, 20.461, 0.542, 24.0, 13.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60535.089778, 19.75, 0.734, 46.0, 34.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60540.048564, 19.892, 0.545, 40.0, 22.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60548.302456, 20.452, 0.684, 24.0, 16.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60552.163937, 20.408, 0.972, 25.0, 24.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60554.300631, 20.856, 0.764, 16.0, 13.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60554.303067, 20.712, 0.717, 19.0, 14.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60554.313144, 20.246, 0.519, 29.0, 15.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60557.295925, 20.733, 0.727, 18.0, 13.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60557.307072, 20.427, 0.522, 24.0, 13.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60558.294294, 20.323, 0.469, 27.0, 13.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60558.300864, 20.71, 0.715, 19.0, 14.0, ATLAS
c, 23.9, 41.39687, -17.68972, 60559.022213, 20.103, 0.338, 33.0, 11.0, ATLAS
c, 23.9, 41.39687, -17.68972, 60560.031688, 19.527, 0.215, 56.0, 12.0, ATLAS
c, 23.9, 41.39687, -17.68972, 60560.049954, 19.835, 0.275, 42.0, 12.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60561.301445, 18.756, 0.329, 114.0, 38.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60562.27038, 20.232, 0.669, 29.0, 20.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60562.275348, 19.872, 0.488, 41.0, 20.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60562.283356, 19.476, 0.311, 59.0, 18.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60565.283212, 18.738, 0.433, 116.0, 50.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60565.288598, 18.747, 0.484, 115.0, 56.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60565.290408, 19.084, 0.301, 84.0, 25.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60565.295864, 19.019, 0.293, 90.0, 26.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60567.011687, 18.96, 0.241, 95.0, 23.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60568.013896, 18.836, 0.23, 106.0, 24.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60568.031563, 19.081, 0.346, 85.0, 29.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60568.047809, 19.121, 0.309, 82.0, 25.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60570.260515, 18.755, 0.383, 114.0, 44.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60570.262477, 18.564, 0.222, 136.0, 30.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60570.263829, 18.584, 0.229, 134.0, 31.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60570.267445, 18.661, 0.275, 125.0, 34.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60570.272578, 18.69, 0.26, 121.0, 32.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60571.001075, 18.138, 0.261, 202.0, 53.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60571.003861, 18.438, 0.399, 153.0, 61.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60571.00571, 19.565, 0.95, 54.0, 52.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60571.006615, 18.171, 0.225, 196.0, 44.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60571.007967, 19.035, 0.65, 88.0, 57.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60571.026477, 18.515, 0.383, 143.0, 55.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60571.028311, 18.796, 0.524, 110.0, 58.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60571.031966, 18.628, 0.477, 128.0, 61.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60574.272521, 18.86, 0.301, 104.0, 31.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60574.275472, 18.654, 0.237, 125.0, 30.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60576.003803, 19.218, 0.38, 75.0, 28.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60576.006066, 19.055, 0.355, 87.0, 31.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60577.321877, 19.376, 0.955, 64.0, 62.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60577.324696, 18.563, 0.505, 136.0, 69.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60580.007513, 19.809, 0.313, 43.0, 14.0, ATLAS
c, 23.9, 41.39687, -17.68972, 60581.29252, 20.133, 0.383, 32.0, 12.0, ATLAS
c, 23.9, 41.39687, -17.68972, 60582.246245, 21.129, 0.93, 13.0, 12.0, ATLAS
c, 23.9, 41.39687, -17.68972, 60582.24896, 20.153, 0.343, 32.0, 11.0, ATLAS
c, 23.9, 41.39687, -17.68972, 60582.278336, 20.86, 0.724, 16.0, 12.0, ATLAS
c, 23.9, 41.39687, -17.68972, 60585.347609, 20.086, 0.343, 34.0, 12.0, ATLAS
c, 23.9, 41.39687, -17.68972, 60586.237182, 20.054, 0.285, 34.0, 10.0, ATLAS
c, 23.9, 41.39687, -17.68972, 60586.242164, 20.184, 0.345, 31.0, 11.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60586.984997, 20.659, 0.692, 20.0, 14.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60586.988168, 19.526, 0.25, 56.0, 14.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60586.99363, 20.132, 0.446, 32.0, 14.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60587.981835, 19.973, 0.431, 37.0, 16.0, ATLAS
o, 23.9, 41.39687, -17.68972, 60587.994606, 19.745, 0.282, 46.0, 13.0, ATLAS
