# Combination of '2022kbc' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 181.19546, 9.43826, 59698.406357, 19.643, 0.589, 50.0, 30.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59699.123808, 20.295, 0.762, 28.0, 21.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59703.166025, 19.463, 0.477, 60.0, 28.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59705.311841, 18.941, 0.965, 96.0, 93.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59705.315054, 20.499, 0.508, 23.0, 12.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59714.390462, 19.522, 0.539, 56.0, 30.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59714.393688, 18.734, 0.264, 116.0, 31.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59715.096579, 18.54, 0.371, 139.0, 52.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59715.099317, 18.793, 0.448, 110.0, 49.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59715.105644, 19.02, 0.411, 90.0, 37.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59715.115134, 20.006, 0.789, 36.0, 28.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59716.381345, 19.123, 0.223, 81.0, 18.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59716.405574, 19.0, 0.261, 91.0, 24.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59716.418007, 19.252, 0.356, 72.0, 26.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59719.119127, 19.218, 0.318, 75.0, 24.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59719.122431, 19.54, 0.411, 55.0, 23.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59719.127536, 20.349, 0.949, 26.0, 25.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59719.137793, 18.794, 0.207, 110.0, 23.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59726.30526, 19.857, 0.356, 41.0, 15.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59726.308481, 19.978, 0.364, 37.0, 14.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59726.314581, 20.021, 0.402, 36.0, 14.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59726.329788, 19.836, 0.3, 42.0, 13.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59727.042224, 19.66, 0.333, 50.0, 17.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59727.046045, 19.415, 0.445, 62.0, 28.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59730.287223, 19.178, 0.276, 77.0, 21.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59730.309959, 19.736, 0.39, 46.0, 18.0, ATLAS
c, 23.9, 181.19546, 9.43826, 59732.29423, 20.318, 0.343, 27.0, 9.0, ATLAS
c, 23.9, 181.19546, 9.43826, 59732.297457, 20.04, 0.247, 35.0, 9.0, ATLAS
c, 23.9, 181.19546, 9.43826, 59732.304774, 20.133, 0.303, 32.0, 10.0, ATLAS
c, 23.9, 181.19546, 9.43826, 59732.314838, 20.062, 0.306, 34.0, 10.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59734.268866, 19.797, 0.299, 44.0, 13.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59734.286825, 19.468, 0.214, 59.0, 13.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59734.292813, 19.629, 0.24, 51.0, 12.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59736.285877, 19.7, 0.303, 48.0, 14.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59736.288666, 19.654, 0.255, 50.0, 13.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59736.29552, 19.96, 0.339, 38.0, 13.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59736.310667, 19.94, 0.35, 38.0, 13.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59736.769288, 20.434, 0.73, 24.0, 18.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59736.775208, 19.47, 0.367, 59.0, 22.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59736.777036, 19.442, 0.283, 61.0, 17.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59736.780224, 20.636, 0.861, 20.0, 17.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59736.785711, 19.371, 0.262, 65.0, 17.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59736.797668, 19.576, 0.336, 54.0, 18.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59740.305386, 19.921, 0.634, 39.0, 25.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59740.311357, 19.046, 0.302, 87.0, 26.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59742.288676, 19.784, 0.546, 44.0, 24.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59742.2919, 19.533, 0.429, 56.0, 24.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59742.309398, 19.128, 0.317, 81.0, 26.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59744.276091, 20.287, 0.892, 28.0, 25.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59746.264367, 20.76, 0.733, 18.0, 13.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59746.268515, 20.476, 0.504, 23.0, 12.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59746.290611, 19.825, 0.322, 43.0, 14.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59750.285806, 19.58, 0.277, 53.0, 15.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59764.716049, 19.367, 0.335, 65.0, 22.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59764.736743, 19.38, 0.289, 64.0, 19.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59767.037573, 19.438, 0.524, 61.0, 32.0, ATLAS
o, 23.9, 181.19546, 9.43826, 59776.705873, 19.244, 0.773, 73.0, 56.0, ATLAS
