# Combination of '2022fjx' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 160.87568, 19.083, 59649.370211, 21.016, 0.871, 14.0, 12.0, ATLAS
o, 23.9, 160.87568, 19.083, 59649.372956, 20.551, 0.603, 22.0, 13.0, ATLAS
o, 23.9, 160.87568, 19.083, 59650.384336, 20.657, 0.782, 20.0, 16.0, ATLAS
o, 23.9, 160.87568, 19.083, 59651.189991, 20.325, 0.798, 27.0, 22.0, ATLAS
o, 23.9, 160.87568, 19.083, 59657.404245, 19.991, 0.56, 37.0, 20.0, ATLAS
o, 23.9, 160.87568, 19.083, 59658.418725, 20.178, 0.648, 31.0, 20.0, ATLAS
o, 23.9, 160.87568, 19.083, 59659.209485, 19.877, 0.531, 41.0, 22.0, ATLAS
o, 23.9, 160.87568, 19.083, 59659.219142, 19.994, 0.652, 36.0, 24.0, ATLAS
o, 23.9, 160.87568, 19.083, 59659.230157, 19.845, 0.583, 42.0, 24.0, ATLAS
o, 23.9, 160.87568, 19.083, 59659.433739, 20.524, 0.926, 22.0, 21.0, ATLAS
o, 23.9, 160.87568, 19.083, 59659.443726, 20.15, 0.613, 32.0, 19.0, ATLAS
o, 23.9, 160.87568, 19.083, 59660.399115, 20.705, 0.93, 19.0, 18.0, ATLAS
o, 23.9, 160.87568, 19.083, 59660.404329, 20.782, 0.793, 18.0, 14.0, ATLAS
o, 23.9, 160.87568, 19.083, 59660.407996, 21.058, 0.894, 14.0, 12.0, ATLAS
o, 23.9, 160.87568, 19.083, 59660.414924, 19.933, 0.303, 39.0, 12.0, ATLAS
o, 23.9, 160.87568, 19.083, 59660.42486, 20.132, 0.515, 32.0, 17.0, ATLAS
o, 23.9, 160.87568, 19.083, 59660.427011, 20.515, 0.544, 23.0, 12.0, ATLAS
o, 23.9, 160.87568, 19.083, 59660.429579, 19.607, 0.356, 52.0, 18.0, ATLAS
o, 23.9, 160.87568, 19.083, 59660.439377, 20.504, 0.771, 23.0, 18.0, ATLAS
o, 23.9, 160.87568, 19.083, 59661.400778, 19.603, 0.217, 52.0, 11.0, ATLAS
o, 23.9, 160.87568, 19.083, 59661.403986, 20.129, 0.362, 32.0, 12.0, ATLAS
o, 23.9, 160.87568, 19.083, 59661.409473, 19.688, 0.207, 48.0, 10.0, ATLAS
o, 23.9, 160.87568, 19.083, 59661.420931, 19.876, 0.484, 41.0, 20.0, ATLAS
c, 23.9, 160.87568, 19.083, 59662.406301, 19.455, 0.279, 60.0, 17.0, ATLAS
o, 23.9, 160.87568, 19.083, 59662.420671, 20.303, 0.479, 28.0, 13.0, ATLAS
o, 23.9, 160.87568, 19.083, 59662.424401, 19.46, 0.194, 60.0, 12.0, ATLAS
o, 23.9, 160.87568, 19.083, 59662.432487, 19.369, 0.19, 65.0, 12.0, ATLAS
o, 23.9, 160.87568, 19.083, 59663.127311, 19.62, 0.276, 52.0, 14.0, ATLAS
c, 23.9, 160.87568, 19.083, 59664.463712, 19.615, 0.191, 52.0, 10.0, ATLAS
o, 23.9, 160.87568, 19.083, 59667.408513, 18.26, 0.439, 180.0, 79.0, ATLAS
o, 23.9, 160.87568, 19.083, 59667.411711, 18.563, 0.379, 136.0, 52.0, ATLAS
o, 23.9, 160.87568, 19.083, 59667.417226, 18.689, 0.246, 121.0, 30.0, ATLAS
o, 23.9, 160.87568, 19.083, 59667.429105, 18.501, 0.265, 144.0, 38.0, ATLAS
c, 23.9, 160.87568, 19.083, 59668.334134, 18.367, 0.221, 163.0, 36.0, ATLAS
c, 23.9, 160.87568, 19.083, 59673.3806, 17.99, 0.519, 231.0, 120.0, ATLAS
o, 23.9, 160.87568, 19.083, 59679.271042, 16.156, 0.815, 1252.0, 1020.0, ATLAS
o, 23.9, 160.87568, 19.083, 59684.403609, 18.4, 0.216, 158.0, 34.0, ATLAS
o, 23.9, 160.87568, 19.083, 59684.407544, 18.7, 0.311, 120.0, 37.0, ATLAS
o, 23.9, 160.87568, 19.083, 59684.42672, 18.227, 0.234, 186.0, 43.0, ATLAS
o, 23.9, 160.87568, 19.083, 59684.430466, 18.214, 0.199, 188.0, 37.0, ATLAS
o, 23.9, 160.87568, 19.083, 59687.146445, 19.198, 0.441, 76.0, 34.0, ATLAS
o, 23.9, 160.87568, 19.083, 59687.153287, 19.321, 0.5, 68.0, 34.0, ATLAS
c, 23.9, 160.87568, 19.083, 59690.333188, 19.641, 0.265, 50.0, 13.0, ATLAS
c, 23.9, 160.87568, 19.083, 59690.346075, 19.661, 0.245, 50.0, 12.0, ATLAS
c, 23.9, 160.87568, 19.083, 59690.353069, 19.575, 0.189, 54.0, 10.0, ATLAS
c, 23.9, 160.87568, 19.083, 59690.364742, 19.52, 0.358, 56.0, 20.0, ATLAS
o, 23.9, 160.87568, 19.083, 59692.309759, 19.287, 0.61, 70.0, 43.0, ATLAS
o, 23.9, 160.87568, 19.083, 59692.31577, 19.323, 0.315, 68.0, 21.0, ATLAS
o, 23.9, 160.87568, 19.083, 59692.319522, 19.159, 0.205, 79.0, 16.0, ATLAS
o, 23.9, 160.87568, 19.083, 59692.329288, 19.62, 0.265, 52.0, 14.0, ATLAS
c, 23.9, 160.87568, 19.083, 59693.32852, 19.927, 0.543, 39.0, 21.0, ATLAS
c, 23.9, 160.87568, 19.083, 59693.333438, 19.376, 0.351, 64.0, 23.0, ATLAS
c, 23.9, 160.87568, 19.083, 59693.334353, 19.326, 0.345, 68.0, 23.0, ATLAS
c, 23.9, 160.87568, 19.083, 59693.339483, 20.128, 0.664, 32.0, 21.0, ATLAS
c, 23.9, 160.87568, 19.083, 59693.353658, 19.647, 0.417, 50.0, 21.0, ATLAS
c, 23.9, 160.87568, 19.083, 59694.300024, 19.616, 0.211, 52.0, 11.0, ATLAS
c, 23.9, 160.87568, 19.083, 59694.303225, 19.78, 0.276, 44.0, 12.0, ATLAS
c, 23.9, 160.87568, 19.083, 59694.308707, 19.466, 0.172, 59.0, 10.0, ATLAS
c, 23.9, 160.87568, 19.083, 59694.315144, 19.907, 0.251, 40.0, 10.0, ATLAS
c, 23.9, 160.87568, 19.083, 59694.320546, 19.663, 0.232, 50.0, 12.0, ATLAS
c, 23.9, 160.87568, 19.083, 59694.331315, 19.838, 0.272, 42.0, 12.0, ATLAS
o, 23.9, 160.87568, 19.083, 59695.311374, 19.378, 0.224, 64.0, 14.0, ATLAS
o, 23.9, 160.87568, 19.083, 59695.328718, 19.521, 0.279, 56.0, 16.0, ATLAS
o, 23.9, 160.87568, 19.083, 59696.374203, 19.391, 0.204, 64.0, 13.0, ATLAS
c, 23.9, 160.87568, 19.083, 59697.287455, 19.805, 0.211, 44.0, 9.0, ATLAS
c, 23.9, 160.87568, 19.083, 59697.293443, 19.132, 0.444, 81.0, 36.0, ATLAS
c, 23.9, 160.87568, 19.083, 59697.296974, 20.154, 0.489, 32.0, 15.0, ATLAS
c, 23.9, 160.87568, 19.083, 59697.304575, 19.322, 0.625, 68.0, 42.0, ATLAS
c, 23.9, 160.87568, 19.083, 59697.308233, 20.012, 0.526, 36.0, 19.0, ATLAS
c, 23.9, 160.87568, 19.083, 59697.308689, 19.823, 0.27, 43.0, 12.0, ATLAS
c, 23.9, 160.87568, 19.083, 59697.313723, 19.66, 0.255, 50.0, 13.0, ATLAS
c, 23.9, 160.87568, 19.083, 59698.367071, 20.172, 0.462, 31.0, 14.0, ATLAS
c, 23.9, 160.87568, 19.083, 59698.376694, 19.284, 0.209, 70.0, 15.0, ATLAS
c, 23.9, 160.87568, 19.083, 59698.396446, 19.117, 0.207, 82.0, 17.0, ATLAS
o, 23.9, 160.87568, 19.083, 59699.336372, 19.704, 0.976, 48.0, 47.0, ATLAS
o, 23.9, 160.87568, 19.083, 59699.341898, 18.501, 0.322, 144.0, 46.0, ATLAS
o, 23.9, 160.87568, 19.083, 59699.344683, 19.57, 0.893, 54.0, 48.0, ATLAS
o, 23.9, 160.87568, 19.083, 59705.277852, 18.554, 0.509, 138.0, 70.0, ATLAS
o, 23.9, 160.87568, 19.083, 59705.281631, 19.66, 0.556, 50.0, 28.0, ATLAS
o, 23.9, 160.87568, 19.083, 59705.290206, 19.982, 0.33, 37.0, 12.0, ATLAS
o, 23.9, 160.87568, 19.083, 59705.298452, 19.354, 0.72, 66.0, 47.0, ATLAS
o, 23.9, 160.87568, 19.083, 59705.299364, 19.427, 0.186, 62.0, 12.0, ATLAS
o, 23.9, 160.87568, 19.083, 59705.309663, 19.535, 0.373, 56.0, 21.0, ATLAS
o, 23.9, 160.87568, 19.083, 59708.251078, 19.274, 0.319, 71.0, 23.0, ATLAS
o, 23.9, 160.87568, 19.083, 59708.259327, 19.282, 0.33, 70.0, 23.0, ATLAS
o, 23.9, 160.87568, 19.083, 59708.266461, 19.118, 0.273, 82.0, 22.0, ATLAS
o, 23.9, 160.87568, 19.083, 59712.315513, 19.053, 0.376, 87.0, 33.0, ATLAS
o, 23.9, 160.87568, 19.083, 59713.045933, 19.236, 0.435, 73.0, 32.0, ATLAS
o, 23.9, 160.87568, 19.083, 59713.049652, 19.738, 0.645, 46.0, 30.0, ATLAS
o, 23.9, 160.87568, 19.083, 59713.055632, 19.335, 0.497, 67.0, 33.0, ATLAS
o, 23.9, 160.87568, 19.083, 59714.338529, 19.723, 0.574, 47.0, 27.0, ATLAS
o, 23.9, 160.87568, 19.083, 59714.344031, 19.183, 0.322, 77.0, 25.0, ATLAS
o, 23.9, 160.87568, 19.083, 59714.348144, 19.357, 0.336, 66.0, 22.0, ATLAS
o, 23.9, 160.87568, 19.083, 59715.309034, 19.618, 0.744, 52.0, 38.0, ATLAS
o, 23.9, 160.87568, 19.083, 59715.332691, 19.39, 0.724, 64.0, 46.0, ATLAS
o, 23.9, 160.87568, 19.083, 59716.278551, 19.403, 0.388, 63.0, 24.0, ATLAS
o, 23.9, 160.87568, 19.083, 59716.283679, 19.577, 0.429, 54.0, 23.0, ATLAS
o, 23.9, 160.87568, 19.083, 59717.323085, 19.594, 0.296, 53.0, 16.0, ATLAS
o, 23.9, 160.87568, 19.083, 59717.326741, 20.101, 0.366, 33.0, 12.0, ATLAS
o, 23.9, 160.87568, 19.083, 59717.33314, 20.149, 0.495, 32.0, 16.0, ATLAS
o, 23.9, 160.87568, 19.083, 59717.343223, 20.01, 0.447, 36.0, 16.0, ATLAS
o, 23.9, 160.87568, 19.083, 59719.275459, 20.39, 0.451, 25.0, 11.0, ATLAS
o, 23.9, 160.87568, 19.083, 59719.280988, 20.016, 0.434, 36.0, 16.0, ATLAS
o, 23.9, 160.87568, 19.083, 59719.302857, 20.636, 0.585, 20.0, 12.0, ATLAS
o, 23.9, 160.87568, 19.083, 59720.33841, 19.803, 0.352, 44.0, 15.0, ATLAS
o, 23.9, 160.87568, 19.083, 59720.342091, 19.891, 0.344, 40.0, 14.0, ATLAS
o, 23.9, 160.87568, 19.083, 59720.347618, 19.941, 0.377, 38.0, 14.0, ATLAS
o, 23.9, 160.87568, 19.083, 59720.358207, 20.003, 0.404, 36.0, 15.0, ATLAS
c, 23.9, 160.87568, 19.083, 59721.274189, 20.003, 0.24, 36.0, 9.0, ATLAS
c, 23.9, 160.87568, 19.083, 59721.277386, 19.608, 0.163, 52.0, 8.0, ATLAS
c, 23.9, 160.87568, 19.083, 59721.285218, 19.945, 0.277, 38.0, 11.0, ATLAS
c, 23.9, 160.87568, 19.083, 59722.304774, 20.115, 0.389, 33.0, 13.0, ATLAS
c, 23.9, 160.87568, 19.083, 59722.313009, 20.834, 0.73, 17.0, 12.0, ATLAS
o, 23.9, 160.87568, 19.083, 59723.301102, 19.877, 0.363, 41.0, 15.0, ATLAS
o, 23.9, 160.87568, 19.083, 59723.308013, 20.084, 0.458, 34.0, 15.0, ATLAS
o, 23.9, 160.87568, 19.083, 59723.319077, 19.905, 0.335, 40.0, 13.0, ATLAS
o, 23.9, 160.87568, 19.083, 59723.322322, 20.29, 0.535, 28.0, 15.0, ATLAS
o, 23.9, 160.87568, 19.083, 59724.304736, 20.739, 0.623, 18.0, 11.0, ATLAS
o, 23.9, 160.87568, 19.083, 59724.307958, 20.053, 0.4, 35.0, 14.0, ATLAS
o, 23.9, 160.87568, 19.083, 59724.317875, 20.048, 0.36, 35.0, 12.0, ATLAS
c, 23.9, 160.87568, 19.083, 59725.296499, 20.663, 0.579, 20.0, 11.0, ATLAS
c, 23.9, 160.87568, 19.083, 59725.300166, 20.382, 0.534, 26.0, 14.0, ATLAS
c, 23.9, 160.87568, 19.083, 59725.305653, 21.081, 0.976, 13.0, 13.0, ATLAS
c, 23.9, 160.87568, 19.083, 59726.311549, 20.179, 0.349, 31.0, 11.0, ATLAS
c, 23.9, 160.87568, 19.083, 59726.321622, 20.862, 0.635, 16.0, 10.0, ATLAS
c, 23.9, 160.87568, 19.083, 59729.270323, 18.553, 0.553, 138.0, 76.0, ATLAS
c, 23.9, 160.87568, 19.083, 59730.317716, 16.77, 0.608, 712.0, 432.0, ATLAS
o, 23.9, 160.87568, 19.083, 59731.251553, 20.302, 0.651, 28.0, 18.0, ATLAS
o, 23.9, 160.87568, 19.083, 59731.258979, 20.088, 0.451, 34.0, 15.0, ATLAS
o, 23.9, 160.87568, 19.083, 59731.270244, 20.631, 0.629, 20.0, 13.0, ATLAS
o, 23.9, 160.87568, 19.083, 59732.248846, 19.92, 0.451, 39.0, 18.0, ATLAS
o, 23.9, 160.87568, 19.083, 59732.252069, 20.424, 0.651, 25.0, 16.0, ATLAS
o, 23.9, 160.87568, 19.083, 59732.259992, 20.714, 0.772, 19.0, 14.0, ATLAS
o, 23.9, 160.87568, 19.083, 59732.270946, 20.319, 0.453, 27.0, 12.0, ATLAS
c, 23.9, 160.87568, 19.083, 59733.253899, 20.607, 0.58, 21.0, 12.0, ATLAS
c, 23.9, 160.87568, 19.083, 59733.261681, 20.198, 0.383, 30.0, 12.0, ATLAS
c, 23.9, 160.87568, 19.083, 59734.281814, 20.487, 0.779, 23.0, 18.0, ATLAS
o, 23.9, 160.87568, 19.083, 59739.285891, 20.383, 0.689, 26.0, 18.0, ATLAS
o, 23.9, 160.87568, 19.083, 59739.289121, 19.467, 0.429, 59.0, 26.0, ATLAS
o, 23.9, 160.87568, 19.083, 59739.30662, 19.704, 0.526, 48.0, 25.0, ATLAS
o, 23.9, 160.87568, 19.083, 59740.255476, 19.869, 0.502, 41.0, 21.0, ATLAS
o, 23.9, 160.87568, 19.083, 59740.262062, 19.955, 0.551, 38.0, 21.0, ATLAS
o, 23.9, 160.87568, 19.083, 59741.280594, 20.377, 0.759, 26.0, 20.0, ATLAS
o, 23.9, 160.87568, 19.083, 59741.284716, 20.508, 0.913, 23.0, 21.0, ATLAS
o, 23.9, 160.87568, 19.083, 59744.271211, 19.418, 0.45, 62.0, 28.0, ATLAS
o, 23.9, 160.87568, 19.083, 59746.27666, 20.777, 0.85, 18.0, 15.0, ATLAS
o, 23.9, 160.87568, 19.083, 59746.282609, 20.279, 0.639, 28.0, 18.0, ATLAS
o, 23.9, 160.87568, 19.083, 59747.283645, 19.919, 0.356, 39.0, 14.0, ATLAS
o, 23.9, 160.87568, 19.083, 59747.289169, 19.787, 0.318, 44.0, 14.0, ATLAS
o, 23.9, 160.87568, 19.083, 59747.300682, 20.817, 0.878, 17.0, 15.0, ATLAS
c, 23.9, 160.87568, 19.083, 59749.274852, 20.876, 0.692, 16.0, 11.0, ATLAS
c, 23.9, 160.87568, 19.083, 59749.278055, 21.115, 0.928, 13.0, 12.0, ATLAS
c, 23.9, 160.87568, 19.083, 59749.283544, 20.335, 0.571, 27.0, 15.0, ATLAS
c, 23.9, 160.87568, 19.083, 59753.288765, 20.355, 0.486, 26.0, 13.0, ATLAS
c, 23.9, 160.87568, 19.083, 59754.276076, 21.005, 0.898, 14.0, 13.0, ATLAS
c, 23.9, 160.87568, 19.083, 59754.285216, 20.636, 0.661, 20.0, 13.0, ATLAS
c, 23.9, 160.87568, 19.083, 59754.297096, 20.354, 0.568, 26.0, 15.0, ATLAS
o, 23.9, 160.87568, 19.083, 59756.280199, 19.372, 0.542, 65.0, 35.0, ATLAS
c, 23.9, 160.87568, 19.083, 59757.315156, 20.008, 0.495, 36.0, 18.0, ATLAS
c, 23.9, 160.87568, 19.083, 59757.326583, 19.626, 0.29, 51.0, 15.0, ATLAS
