# Combination of '2024bjb' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 167.98247, 3.13369, 60291.654094, 19.902, 0.39, 40.0, 16.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60294.593158, 20.562, 0.509, 22.0, 11.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60295.31389, 20.374, 0.655, 26.0, 17.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60299.305057, 20.686, 0.78, 19.0, 15.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60299.315949, 20.837, 0.754, 17.0, 13.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60301.055717, 20.568, 0.566, 22.0, 12.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60303.327698, 19.26, 0.306, 72.0, 22.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60303.358294, 19.621, 0.516, 52.0, 27.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60304.559178, 19.013, 0.34, 90.0, 31.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60304.575044, 19.886, 0.468, 40.0, 19.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60307.344127, 17.578, 0.725, 338.0, 245.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60307.348506, 18.147, 0.91, 200.0, 182.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60312.594951, 20.644, 0.955, 20.0, 19.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60315.237774, 20.016, 0.391, 36.0, 14.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60316.607176, 20.316, 0.47, 27.0, 13.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60319.292692, 20.786, 0.922, 18.0, 16.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60326.472633, 20.574, 0.62, 21.0, 13.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60327.162752, 20.009, 0.513, 36.0, 18.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60328.581744, 20.038, 0.343, 35.0, 12.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60328.987939, 20.99, 0.671, 15.0, 10.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60330.491223, 19.862, 0.336, 41.0, 14.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60331.299145, 20.515, 0.578, 23.0, 13.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60332.542011, 20.632, 0.901, 20.0, 18.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60335.225869, 19.294, 0.638, 70.0, 44.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60335.231319, 19.269, 0.633, 71.0, 45.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60341.047524, 19.129, 0.246, 81.0, 20.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60343.258844, 18.493, 0.256, 145.0, 37.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60356.578559, 18.897, 0.212, 100.0, 21.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60368.540883, 19.144, 0.6, 80.0, 48.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60368.54948, 19.234, 0.27, 74.0, 20.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60368.585227, 19.25, 0.494, 72.0, 36.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60369.009987, 18.865, 0.233, 103.0, 24.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60369.013177, 18.859, 0.275, 104.0, 28.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60369.018654, 19.255, 0.377, 72.0, 27.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60369.031014, 18.642, 0.219, 127.0, 28.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60369.146548, 18.757, 0.721, 114.0, 82.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60372.468317, 20.095, 0.647, 33.0, 22.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60372.473841, 19.234, 0.322, 74.0, 24.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60372.484831, 18.471, 0.896, 148.0, 133.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60372.968275, 17.564, 0.275, 342.0, 94.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60372.980682, 18.607, 0.493, 131.0, 65.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60377.087081, 19.643, 0.272, 50.0, 14.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60377.097188, 19.45, 0.262, 60.0, 16.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60377.109667, 20.256, 0.434, 29.0, 12.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60377.112853, 20.275, 0.574, 28.0, 16.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60379.225962, 19.472, 0.221, 59.0, 13.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60379.229122, 20.055, 0.356, 34.0, 12.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60379.234559, 19.761, 0.301, 45.0, 14.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60379.26935, 20.24, 0.416, 29.0, 12.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60380.978461, 20.301, 0.348, 28.0, 10.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60380.981345, 20.039, 0.268, 35.0, 9.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60381.008019, 20.529, 0.38, 22.0, 8.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60381.014026, 20.226, 0.311, 30.0, 9.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60383.217319, 20.716, 0.612, 19.0, 12.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60383.24637, 19.997, 0.368, 36.0, 13.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60383.24953, 19.58, 0.24, 53.0, 13.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60383.254964, 19.767, 0.251, 45.0, 11.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60384.937661, 21.209, 0.721, 12.0, 9.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60384.941322, 20.705, 0.444, 19.0, 8.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60384.946823, 20.423, 0.344, 25.0, 8.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60386.423316, 19.601, 0.218, 52.0, 11.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60386.428521, 19.855, 0.299, 42.0, 12.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60386.431587, 20.454, 0.489, 24.0, 12.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60386.464965, 19.534, 0.19, 56.0, 11.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60387.21142, 19.631, 0.245, 51.0, 12.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60387.214752, 19.787, 0.29, 44.0, 13.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60387.220645, 19.814, 0.265, 43.0, 11.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60387.249922, 19.773, 0.321, 45.0, 14.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60388.42623, 20.174, 0.604, 31.0, 19.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60388.429394, 19.404, 0.24, 63.0, 15.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60388.435369, 20.613, 0.81, 21.0, 17.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60388.470238, 19.647, 0.294, 50.0, 15.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60388.96481, 19.594, 0.331, 53.0, 18.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60396.446895, 19.327, 0.376, 68.0, 25.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60396.450185, 19.783, 0.603, 44.0, 27.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60396.455733, 20.095, 0.888, 33.0, 30.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60396.465488, 19.727, 0.537, 47.0, 25.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60398.383252, 20.891, 0.7, 16.0, 11.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60398.409539, 20.014, 0.354, 36.0, 13.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60399.159016, 19.8, 0.402, 44.0, 18.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60399.162198, 19.727, 0.452, 47.0, 21.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60399.167777, 19.874, 0.441, 41.0, 18.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60400.383714, 21.263, 0.81, 11.0, 9.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60400.390175, 20.655, 0.594, 20.0, 12.0, ATLAS
c, 23.9, 167.98247, 3.13369, 60400.403203, 20.285, 0.38, 28.0, 11.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60400.891034, 20.631, 0.835, 20.0, 17.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60400.894864, 20.864, 0.884, 16.0, 14.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60400.959655, 19.184, 0.452, 77.0, 35.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60402.464443, 20.518, 0.397, 22.0, 9.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60402.478238, 20.38, 0.379, 26.0, 10.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60402.496455, 20.829, 0.505, 17.0, 8.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60405.413245, 20.776, 0.468, 18.0, 8.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60405.433141, 20.403, 0.317, 25.0, 8.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60408.369221, 20.499, 0.299, 23.0, 7.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60408.384766, 20.663, 0.366, 20.0, 7.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60416.36772, 20.195, 0.583, 30.0, 18.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60416.39177, 19.558, 0.297, 54.0, 16.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60416.868283, 19.948, 0.448, 38.0, 17.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60416.871501, 20.299, 0.706, 28.0, 20.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60424.891506, 19.746, 0.556, 46.0, 26.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60424.904382, 19.673, 0.554, 49.0, 27.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60427.113945, 18.692, 0.388, 121.0, 47.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60428.354123, 20.659, 0.66, 20.0, 13.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60428.914941, 20.582, 0.83, 21.0, 18.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60428.921805, 20.247, 0.572, 29.0, 16.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60432.346756, 20.594, 0.581, 21.0, 12.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60435.087231, 19.251, 0.675, 72.0, 49.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60436.309016, 20.853, 0.819, 17.0, 14.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60439.071887, 20.199, 0.539, 30.0, 16.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60439.075052, 20.319, 0.703, 27.0, 19.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60440.33425, 20.103, 0.379, 33.0, 12.0, ATLAS
o, 23.9, 167.98247, 3.13369, 60440.339676, 20.216, 0.449, 30.0, 13.0, ATLAS
