# Combination of '2021abzd' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
ZTF_i, 25.583, 10.8995375, 30.592322222222222, 59509.299328700174, 17.900339475079935, 0.03649572766097175, 1183.21648006668, 39.7724108592589, ZTF
ZTF_g, 26.3339, 10.8995375, 30.592322222222222, 59510.24511570018, 17.53433100167954, 0.020244909447071878, 3309.99699369713, 61.7190336968556, ZTF
ZTF_i, 25.5632, 10.8995375, 30.592322222222222, 59512.26766199991, 17.10600676000654, 0.017459513974576693, 2414.77847521906, 38.831585746847, ZTF
ZTF_g, 26.3649, 10.8995375, 30.592322222222222, 59517.195162000135, 16.370943065211378, 0.006304304735900511, 9944.4959200131, 57.7425091378804, ZTF
ZTF_r, 26.2678, 10.8995375, 30.592322222222222, 59517.23952550022, 16.21115637189586, 0.0062306741473744705, 10535.5557908205, 60.460003826249, ZTF
ZTF_i, 25.572, 10.8995375, 30.592322222222222, 59517.30856479984, 16.505542216496544, 0.011106001901734377, 4232.36499139089, 43.2928859120172, ZTF
ZTF_r, 26.2742, 10.8995375, 30.592322222222222, 59520.25603009993, 16.251979772186704, 0.006405024696954179, 10206.7644221273, 60.2122116892745, ZTF
ZTF_g, 26.3524, 10.8995375, 30.592322222222222, 59520.30376160005, 16.332038006690674, 0.006186705952387713, 10189.3105135382, 58.0603904783372, ZTF
ZTF_i, 25.5766, 10.8995375, 30.592322222222222, 59520.32964120014, 16.582630362992326, 0.01122375060362503, 3959.0214503154, 40.9262113558829, ZTF
ZTF_g, 26.3706, 10.8995375, 30.592322222222222, 59522.23901619995, 16.407438654554767, 0.006362293942222295, 9666.39500763027, 56.6440044373103, ZTF
ZTF_r, 26.2672, 10.8995375, 30.592322222222222, 59522.300763899926, 16.18189049542653, 0.006209175245574794, 10817.4227339648, 61.8633450429144, ZTF
ZTF_i, 25.5705, 10.8995375, 30.592322222222222, 59523.17678239988, 16.64279309108579, 0.011571903330798149, 3724.62679761353, 39.6975076048159, ZTF
ZTF_r, 26.2692, 10.8995375, 30.592322222222222, 59524.21431710012, 16.237837836569717, 0.006305911680252718, 10293.0685562306, 59.7817231753123, ZTF
ZTF_g, 26.3538, 10.8995375, 30.592322222222222, 59524.307187499944, 16.572973266333822, 0.006873800223614845, 8172.04394669434, 51.7372426763597, ZTF
ZTF_r, 26.2759, 10.8995375, 30.592322222222222, 59526.15158559987, 16.39305552800596, 0.006877950784556981, 8977.13567294109, 56.8685994572946, ZTF
ZTF_g, 26.3757, 10.8995375, 30.592322222222222, 59526.21929399995, 16.813749374335927, 0.007906479705057236, 6680.05826127006, 48.645098910565, ZTF
ZTF_i, 25.5829, 10.8995375, 30.592322222222222, 59526.28490740014, 16.84787601036978, 0.013538561184429929, 3118.95849755016, 38.8917770869716, ZTF
ZTF_r, 26.2717, 10.8995375, 30.592322222222222, 59529.20623840019, 16.61718652377443, 0.008183147413321845, 7274.53755856891, 54.8278789493572, ZTF
ZTF_g, 26.3647, 10.8995375, 30.592322222222222, 59529.259039400145, 17.35295826184375, 0.013014725770244758, 4024.35880990709, 48.2400108630318, ZTF
ZTF_i, 25.5807, 10.8995375, 30.592322222222222, 59529.287743099965, 17.01456763779253, 0.018198617387794474, 2669.64150004464, 44.7473189241483, ZTF
ZTF_r, 26.2717, 10.8995375, 30.592322222222222, 59531.23710650019, 16.750809043283844, 0.009324478327422968, 6432.15324244878, 55.2403735317408, ZTF
ZTF_g, 26.3293, 10.8995375, 30.592322222222222, 59531.34262729995, 17.604652165646442, 0.016533579237760256, 3089.29323750061, 47.0437241633512, ZTF
ZTF_i, 25.5801, 10.8995375, 30.592322222222222, 59532.32557869982, 16.909459131207345, 0.015863996395298088, 2939.3841466892, 42.9481666937517, ZTF
ZTF_g, 26.3365, 10.8995375, 30.592322222222222, 59536.2989236, 18.097719119898215, 0.05100794740118841, 1974.75104373892, 92.7739140758804, ZTF
ZTF_i, 25.5682, 10.8995375, 30.592322222222222, 59538.1353356, 17.04342792972158, 0.018782854206966234, 2569.85623356644, 44.4576083548873, ZTF
ZTF_g, 26.3681, 10.8995375, 30.592322222222222, 59538.19446759997, 18.26048546620012, 0.037820777064280324, 1750.03128886261, 60.9609801546763, ZTF
ZTF_r, 26.2528, 10.8995375, 30.592322222222222, 59538.264398099855, 17.14503456916662, 0.015097314465247064, 4396.49083678168, 61.1338227605133, ZTF
ZTF_i, 25.4617, 10.8995375, 30.592322222222222, 59542.24030089984, 17.55729808065267, 0.02612724439966339, 1451.31193834531, 34.9244886069531, ZTF
ZTF_g, 26.3201, 10.8995375, 30.592322222222222, 59542.25831020018, 18.59376393809771, 0.03951859192585966, 1231.78362035492, 44.8344211239823, ZTF
ZTF_i, 25.57, 10.8995375, 30.592322222222222, 59550.201053199824, 18.052963660538417, 0.03175667337760292, 1015.8147994284, 29.711543795036, ZTF
