# Combination of '2021uve' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 29.13571, 3.86034, 59408.566741, 20.55, 0.648, 22.0, 14.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59408.5778, 20.944, 0.703, 15.0, 11.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59412.57287, 20.846, 0.752, 17.0, 12.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59412.574253, 20.547, 0.522, 22.0, 11.0, ATLAS
c, 23.9, 29.13571, 3.86034, 59414.576545, 20.559, 0.575, 22.0, 12.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59420.539265, 19.001, 0.538, 91.0, 49.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59420.543423, 20.076, 0.588, 34.0, 20.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59428.581493, 19.657, 0.224, 50.0, 11.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59428.58478, 19.658, 0.219, 50.0, 11.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59428.609548, 20.125, 0.304, 32.0, 10.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59448.523412, 19.458, 0.354, 60.0, 21.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59448.525263, 19.345, 0.361, 66.0, 24.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59448.530797, 19.202, 0.308, 76.0, 23.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59455.504943, 19.446, 0.237, 60.0, 14.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59458.5047, 20.117, 0.683, 33.0, 22.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59458.506537, 19.277, 0.23, 71.0, 16.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59460.516747, 19.746, 0.209, 46.0, 10.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59460.524121, 19.724, 0.171, 47.0, 8.0, ATLAS
c, 23.9, 29.13571, 3.86034, 59462.508303, 20.182, 0.301, 31.0, 9.0, ATLAS
c, 23.9, 29.13571, 3.86034, 59462.51059, 19.966, 0.207, 38.0, 8.0, ATLAS
c, 23.9, 29.13571, 3.86034, 59462.515839, 19.946, 0.24, 38.0, 9.0, ATLAS
c, 23.9, 29.13571, 3.86034, 59462.526893, 20.384, 0.301, 26.0, 8.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59464.523847, 19.952, 0.181, 38.0, 7.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59464.531746, 20.007, 0.242, 36.0, 9.0, ATLAS
c, 23.9, 29.13571, 3.86034, 59466.495044, 21.064, 0.554, 14.0, 8.0, ATLAS
c, 23.9, 29.13571, 3.86034, 59466.507525, 20.77, 0.356, 18.0, 6.0, ATLAS
c, 23.9, 29.13571, 3.86034, 59470.471217, 21.2, 0.747, 12.0, 9.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59474.506463, 21.018, 0.923, 14.0, 13.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59474.512923, 20.192, 0.451, 30.0, 14.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59484.477743, 20.759, 0.933, 18.0, 17.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59484.495127, 20.841, 0.977, 17.0, 16.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59488.532462, 20.753, 0.703, 18.0, 13.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59488.541398, 20.439, 0.609, 24.0, 15.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59490.456871, 20.42, 0.415, 25.0, 10.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59490.4587, 20.59, 0.482, 21.0, 10.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59490.465616, 20.751, 0.626, 18.0, 11.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59494.389833, 20.265, 0.533, 28.0, 15.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59494.421559, 21.041, 0.823, 14.0, 12.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59498.430335, 20.8, 0.596, 17.0, 10.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59498.442299, 20.738, 0.586, 18.0, 11.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59500.39025, 19.904, 0.424, 40.0, 17.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59500.393016, 21.021, 0.911, 14.0, 13.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59500.398104, 20.726, 0.784, 19.0, 15.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59510.442056, 19.92, 0.687, 39.0, 27.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59510.45217, 19.769, 0.628, 45.0, 28.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59512.449165, 20.595, 0.893, 21.0, 19.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59513.507997, 20.196, 0.491, 30.0, 15.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59513.524579, 19.994, 0.507, 36.0, 18.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59513.543463, 19.976, 0.468, 37.0, 17.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59515.506504, 20.433, 0.544, 24.0, 13.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59515.538321, 20.6, 0.643, 21.0, 13.0, ATLAS
o, 23.9, 29.13571, 3.86034, 59516.44766, 21.155, 0.957, 12.0, 12.0, ATLAS
