# Created by M.D. Woods -- 2025-02-19 15:39:54.991390 -- NUM TARGETS: 63
# WARNING: For files with SNPY & SALT, the 'stretch' and 'color' are NOT identical.
objname, origin, subtype, algo, ra, dec, z, z_cmb, MJDs, MJDe, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, peak_mag, peak_mag_err
2005kc, CSP, norm, SALT, 338.53058, 5.56842, 0.0151, 0.01329364736220897, 53687.52, 53728.54, 34.21953099415366, 0.00645776137444778, 10.860521014844817, 0.00028121941506437646, 53698.175737409365, 0.013335321924387245, -0.6315970690147982, 0.017040476813676708, 0.39731614572837193, 0.001809827298793232, 15.930104166666666, 0.016770833333333336
2009Y, CSP, norm, SALT, 220.59937, -17.24678, 0.0094, 0.010706907095676357, 54868.84, 54976.65, 33.19498681232492, 0.003725496637012586, 10.154204462082083, 0.0003139066959013028, 54877.32011070158, 2.1313280740287155e-06, 0.3292747558444975, 0.009671624451548788, 0.21174651515966786, 0.0010344859344059007, 14.574657894736841, 0.009657894736842108
2004gs, CSP, norm, SALT, 129.59658, 17.62772, 0.0267, 0.027435210850770577, 53352.85, 53461.56, 35.70528722172406, 0.005685966006046852, 10.524491610792518, 0.0008337715580172614, 53356.36578071601, 4.506946061155759e-05, -2.032308914174487, 0.010797725424057214, 0.2356948882136261, 0.0016881238245048278, 17.390666666666664, 0.010875000000000001
2008gp, CSP, norm, SALT, 50.75304, 1.36189, 0.0334, 0.03167402440739755, 54768.75, 54844.52, 36.04072489900193, 0.005870955817913843, 10.825626853900289, 0.0008195866476426455, 54779.725451022896, 0.012382852957671275, -0.0038670460674539164, 0.013909196876857877, 0.07613356853628965, 0.001660317749945028, 17.139885714285715, 0.03025714285714286
2007ca, CSP, norm, SALT, 202.77421, -15.10183, 0.0141, 0.01573506004471542, 54217.65, 54275.65, 34.60855813642898, 0.004579953857390281, 9.100726295715653, 0.002123969178416933, 54228.10598390407, 0.012866123441199306, 0.7115701076058278, 0.012205846240449514, 0.35740741862265313, 0.001271350311398513, 15.971552631578946, 0.012000000000000002
2009al, CSP, norm, SALT, 162.84196, 8.57853, 0.0221, 0.023294362182977906, 54891.71, 54973.54, 34.9788718840138, 0.008873500596593085, 10.676596531095123, 0.0005467162453691708, 54896.99799795559, 0.07213045713069732, -0.4874559651050614, 0.022410175087505535, 0.21158698581411525, 0.0024105467779783505, 16.522230769230767, 0.02184615384615385
2005ki, CSP, norm, SALT, 160.11758, 9.20233, 0.0192, 0.02089863059249082, 53695.86, 53861.5, 34.89720444163447, 0.004699902786680768, 10.709160295771582, 0.00038088954032225003, 53705.79588465526, 0.011874254283611663, -1.5041658811472836, 0.008247488892276222, -0.016907059947006545, 0.0013820237127165666, 16.143395348837206, 0.019139534883720933
2006lu, CSP, norm, SALT, 138.82346, -25.60008, 0.0534, 0.055620130964522146, 54040.84, 54137.75, 37.16415433055789, 0.011474459633523308, 10.312301203111709, 0.0032468771455692633, 54039.181600342075, 6.527065488626249e-05, -0.2076804821813072, 0.026625436988664264, 0.09154391614577453, 0.0033684396349680716, 18.351785714285715, 0.0345
2006ev, CSP, norm, SALT, 322.74692, 13.98922, 0.0287, 0.027057648172410083, 53993.59, 54039.52, 35.9607444229968, 0.013319151619684886, 10.748696257484479, 0.0007780565778547196, 53989.9997328721, 0.07670086455254932, -1.3276540554294458, 0.028973079865472817, 0.2139203714474274, 0.003514282996892983, 17.527727272727272, 0.05054545454545455
2006gj, CSP, norm, SALT, 49.39917, -1.69172, 0.0284, 0.027522378443683507, 53998.83, 54096.59, 35.77359458918164, 0.012609869485142328, 10.669635209313917, 0.0012479558890463075, 54000.04477064896, 0.05332698499842081, -2.351373856548614, 0.02941176566874093, 0.4168419576187793, 0.003651595153463454, 17.846, 0.02627272727272727
