oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
584115300003956,195633793,2459710.8424350754,59710.337939800003,17.0633545,0.0160056837,0,zg,244.12491549999999,21.2514571,2.87899995,0.209999993,20220511337940,584,0xf,0x3,20.6800003,26.3855495,0.0317390896,-0.0500993617,1.65261899e-05,30,1.04900002,2
584115300003956,195643371,2459710.9382114569,59710.433715300001,17.0834656,0.0161241051,0,zg,244.12493760000001,21.2514784,3.8210001,0.189999998,20220511433715,584,0xf,0x3,21.2700005,26.3799248,0.0293989964,-0.0698055178,1.16618012e-05,30,1.10300004,1
584115300003956,195842469,2459712.9292113264,59712.424699100004,17.1295586,0.0164041352,0,zg,244.12491120000001,21.2514276,3.79200006,0.291999996,20220513424688,584,0xf,0x3,20.6000004,26.3646526,0.0337206796,-0.0603613108,2.00761478e-05,30,1.09500003,1
584115300003956,196030802,2459714.8125437084,59714.308020800003,17.0747528,0.0160725247,0,zg,244.12489350000001,21.251440899999999,3.34800005,0.388999999,20220515308021,584,0xf,0x3,20.0599995,26.3642159,0.0384477563,-0.0220402963,3.95321331e-05,30,1.07700002,1
584115300003956,196332065,2459717.8251905581,59717.320659700003,17.0044441,0.0156714842,0,zg,244.1249,21.2514377,2.47099996,0.140000001,20220518320602,584,0xf,0x3,20.1200008,26.3326454,0.0366059169,-0.0135414004,3.19133796e-05,30,1.04700005,2
584115300003956,196831209,2459722.8166141477,59722.3120949,16.9689827,0.015479113,0,zg,244.12493219999999,21.2514754,3.05599999,0.321999997,20220523311863,584,0xf,0x3,21.2900009,26.3343143,0.030912932,-0.0271971226,1.32620435e-05,30,1.04299998,2
584115300003956,196833568,2459722.8402020223,59722.335682899997,16.9762802,0.0155181717,0,zg,244.12492900000001,21.251458,4.28700018,0.382999986,20220523335671,584,0xf,0x3,21.6399994,26.312273,0.0289363787,-0.0482608601,1.17545587e-05,30,1.03199995,2
584115300003956,196837767,2459722.8821924855,59722.3776736,16.9549026,0.0154045029,0,zg,244.12492119999999,21.251453600000001,4.27899981,0.508000016,20220523377650,584,0xf,0x3,21.4599991,26.3489895,0.0305700023,-0.048719272,1.29025466e-05,30,1.05900002,2
584115300003956,196844298,2459722.9475045893,59722.442986100003,17.0672035,0.0160281751,0,zg,244.12490170000001,21.2514228,4.19000006,0.382999986,20220523442975,584,0xf,0x3,21.5,26.3458405,0.0264550671,-0.0652073473,9.63832827e-06,30,1.24800003,2
584115300003956,196935821,2459723.862730498,59723.358217599998,16.9910889,0.0155982757,0,zg,244.12492800000001,21.251422300000002,3.88400006,0.43599999,20220524358218,584,0xf,0x3,21.6700001,26.3112679,0.0270630997,-0.0545137003,1.0050916e-05,30,1.04100001,2
584115300003956,196938130,2459723.8858206337,59723.381307900003,17.0300694,0.0158145744,0,zg,244.1248813,21.251451899999999,3.90799999,0.495000005,20220524381296,584,0xf,0x3,21.6100006,26.3174019,0.0285895076,-0.055789575,1.11087411e-05,30,1.06900001,1
584115300003956,197035840,2459724.8629083559,59724.358402799997,16.989603,0.0155901844,0,zg,244.1249584,21.251404999999998,4.05100012,0.349999994,20220525358403,584,0xf,0x3,21.8099995,26.3437996,0.0269852933,-0.0628241375,9.99888289e-06,30,1.04400003,2
584115300003956,197044378,2459724.9482895224,59724.443784700001,17.0620861,0.0159982909,0,zg,244.12492779999999,21.251463900000001,3.74699998,0.370000005,20220525443738,584,0xf,0x3,21.5699997,26.3028088,0.0264791716,-0.058009401,9.60067609e-06,30,1.27999997,2
584115300003956,197127398,2459725.7784792376,59725.273981500002,16.9970646,0.0156309139,0,zg,244.12492990000001,21.2514608,3.8670001,0.412999988,20220526273970,584,0xf,0x3,21.7700005,26.3483829,0.0260866769,-0.0479104631,9.20082311e-06,30,1.08500004,2
584115300003956,197134012,2459725.8446244407,59725.340127299998,17.0334053,0.0158334561,0,zg,244.12489170000001,21.251487300000001,4.11800003,0.448000014,20220526340127,584,0xf,0x3,21.6900005,26.3625202,0.0268780645,-0.0481281728,9.97562347e-06,30,1.03400004,1
584115300003956,197135868,2459725.8631775677,59725.358680600002,16.9895859,0.015590094,0,zg,244.12494770000001,21.251479700000001,4.1960001,0.340999991,20220526358657,584,0xf,0x3,21.5,26.362524,0.0290215965,-0.0484158359,1.180243e-05,30,1.04700005,2
584115300003956,197227740,2459726.7818953921,59726.277407399997,16.99823,0.0156373046,0,zg,244.1249297,21.251467900000002,4.16300011,0.368000001,20220527277396,584,0xf,0x3,21.9400005,26.3842583,0.025302995,-0.0590175763,8.71731208e-06,30,1.07299995,2
584115300003956,197233287,2459726.8373578256,59726.332870400001,17.0283375,0.0158047937,0,zg,244.1248894,21.251454800000001,3.72600007,0.367000014,20220527332859,584,0xf,0x3,21.8700008,26.3957291,0.0257851277,-0.0574131832,9.09655682e-06,30,1.03299999,2
584115300003956,197334086,2459727.8453444149,59727.3408681,16.9913235,0.0155995488,0,zg,244.12492689999999,21.2514264,3.18099999,0.194999993,20220528340868,584,0xf,0x3,20.9099998,26.0882912,0.0356300771,-0.0394900292,1.97157915e-05,30,1.03699994,2
584115300003956,197337358,2459727.8780639255,59727.373588000002,17.0710068,0.016050484,32768,zg,244.1249195,21.251408099999999,2.63700008,0.165000007,20220528373588,584,0xf,0x3,20.9300003,25.9806156,0.0350587331,-0.0292286798,1.83720167e-05,30,1.07500005,1
584115300003956,197343386,2459727.9383408786,59727.433865699997,17.0929413,0.0161806867,0,zg,244.12494580000001,21.251470300000001,4.704,0.337000012,20220528433866,584,0xf,0x3,21.4300003,26.1958656,0.0295866579,-0.0807157531,1.20429095e-05,30,1.27100003,2
584115300003956,197537832,2459729.8827718291,59729.378321800003,17.0187874,0.0157511476,0,zg,244.12489890000001,21.251461599999999,3.45300007,0.165999994,20220530378310,584,0xf,0x3,21.3400002,26.3780384,0.029121032,-0.0534037277,1.1700211e-05,30,1.09500003,2
584115300003956,197543468,2459729.9391366951,59729.434687499997,17.0026855,0.0156617928,0,zg,244.12491729999999,21.251431199999999,2.87299991,0.0839999989,20220530434676,584,0xf,0x3,21.0699997,26.3311653,0.0324584842,-0.048838865,1.47751398e-05,30,1.30499995,2
584115300003956,197633321,2459730.8376535843,59730.333217599997,16.9710121,0.015489948,0,zg,244.12492259999999,21.2514556,3.73900008,0.331,20220531333206,584,0xf,0x3,21.6200008,26.3712444,0.0306633934,-0.0451294072,1.27603789e-05,30,1.03699994,2
584115300003956,197636047,2459730.8649100601,59730.360474499998,16.9497242,0.0153773138,0,zg,244.1248961,21.251446300000001,4.0250001,0.451000005,20220531360463,584,0xf,0x3,21.8799992,26.3775482,0.0286231264,-0.057490848,1.14969271e-05,30,1.06599998,1
584115300003956,197637826,2459730.8826991804,59730.378263899998,17.0447693,0.0158982351,0,zg,244.12488740000001,21.2514301,4.20499992,0.405999988,20220531378252,584,0xf,0x3,21.8999996,26.3861408,0.0266225543,-0.0751655772,9.64224637e-06,30,1.10099995,2
584115300003956,197840512,2459732.9095289432,59732.4051273,17.0879211,0.0161506422,0,zg,244.12491230000001,21.251411399999999,4.02199984,0.331,20220602405116,584,0xf,0x3,21.4799995,26.3576412,0.0256717019,-0.0647932738,8.91125546e-06,30,1.20200002,2
584115300003956,197841565,2459732.9200611482,59732.415659699996,17.0666161,0.0160247348,0,zg,244.1248708,21.2514012,3.95900011,0.328000009,20220602415648,584,0xf,0x3,21.5100002,26.3384209,0.0276080314,-0.0571014583,1.04391756e-05,30,1.24800003,1
584115300003956,198033243,2459734.8367957212,59734.332430599999,17.0426235,0.0158859491,0,zg,244.12489429999999,21.251416299999999,4.08199978,0.395999998,20220604332419,584,0xf,0x3,21.9099998,26.3559246,0.02659267,-0.0680367798,9.69697066e-06,30,1.04499996,1
584115300003956,198033336,2459734.8377331994,59734.3333681,17.0564728,0.0159656834,0,zg,244.12487949999999,21.2514495,4.21799994,0.584999979,20220604333368,584,0xf,0x3,21.9200001,26.3598709,0.0257429276,-0.0630554333,8.95307949e-06,30,1.046,2
584115300003956,198128815,2459735.7925050571,59735.288159700001,17.0637131,0.0160077754,0,zg,244.1248879,21.251393199999999,4.26800013,0.56400001,20220605288148,584,0xf,0x3,21.8999996,26.3790817,0.026629135,-0.0657709315,9.52067967e-06,30,1.03499997,2
584115300003956,198228751,2459736.7918351274,59736.2875116,16.9598083,0.015430389,0,zg,244.12491979999999,21.251447899999999,4.16200018,0.524999976,20220606287512,584,0xf,0x3,21.4699993,26.3888302,0.0265062265,-0.0394672714,9.69797384e-06,30,1.03400004,2
584115300003956,198231291,2459736.8172396561,59736.312916700001,17.0143089,0.0157261565,0,zg,244.124898,21.251447800000001,4.30000019,0.435000002,20220606312905,584,0xf,0x3,21.9300003,26.3974361,0.0250063259,-0.0614036284,8.56137922e-06,30,1.03499997,1
584115300003956,198244535,2459736.949678693,59736.445358800003,17.0511246,0.0159347635,0,zg,244.12493190000001,21.251467900000002,4.34899998,0.40200001,20220606445359,584,0xf,0x3,21.3999996,26.2997913,0.0269928519,-0.039383214,9.80302138e-06,30,1.51999998,2
584115300003956,198320678,2459737.7110847896,59737.206782399997,16.9988575,0.0156407431,0,zg,244.12487899999999,21.251400100000001,4.30700016,0.409999996,20220607206771,584,0xf,0x3,21.2299995,26.3720303,0.0280066095,-0.0334233344,1.08846261e-05,30,1.18099999,2
584115300003956,198331972,2459737.8240219518,59737.319722200002,17.0485649,0.0159200281,0,zg,244.12489840000001,21.2514197,4.19799995,0.398000002,20220607319722,584,0xf,0x3,21.6000004,26.405899,0.0249666162,-0.0512326732,8.44442366e-06,30,1.04100001,2
584115300003956,198439563,2459738.899910213,59738.395636599998,17.0587845,0.0159790907,0,zg,244.12487859999999,21.251379100000001,4.75299978,0.437999994,20220608395637,584,0xf,0x3,21.6299992,26.3003902,0.0274364222,-0.061213769,1.03859757e-05,30,1.23099995,2
584115300003956,198536153,2459739.8657884574,59739.361539400001,17.0389137,0.015864769,0,zg,244.12486770000001,21.251384900000001,4.77099991,0.416999996,20220609361539,584,0xf,0x3,21.4300003,26.3580074,0.0277125221,-0.0521471314,1.08681688e-05,30,1.12,2
584115300003956,198639357,2459740.8977979925,59740.393576399998,17.0992165,0.016218435,0,zg,244.12493330000001,21.251422300000002,4.10900021,0.416999996,20220610393576,584,0xf,0x3,21.0599995,26.3312855,0.0296429656,-0.0549262539,1.26832847e-05,30,1.24699998,1
584115300003956,198639452,2459740.8987470642,59740.3945255,17.1013336,0.0162312202,0,zg,244.12492940000001,21.251446900000001,4.27299976,0.340000004,20220610394514,584,0xf,0x3,21.1100006,26.3314457,0.0287578292,-0.050974682,1.17548643e-05,30,1.25199997,2
584115300003956,198722549,2459741.7296963208,59741.225497699998,17.0222111,0.0157703236,0,zg,244.12493670000001,21.251418900000001,3.70000005,0.368000001,20220611225451,584,0xf,0x3,20.4899998,26.3134727,0.0347309858,-0.0108295232,2.39423098e-05,30,1.09500003,2
584115300003956,198740275,2459741.9069481771,59741.4027546,17.0303841,0.0158163514,0,zg,244.12489339999999,21.251415600000001,4.07499981,0.442000002,20220611402755,584,0xf,0x3,20.7099991,26.2447453,0.0349596739,-0.0196491685,2.09585069e-05,30,1.30900002,2
584115300003956,198831295,2459742.8171187756,59742.312951400003,17.0162392,0.0157369133,0,zg,244.12494340000001,21.251502500000001,1.89699996,0.145999998,20220612312940,584,0xf,0x3,19.8799992,26.3326149,0.0377007723,-0.00558166765,4.11793735e-05,30,1.04700005,2
584115300003956,198833895,2459742.8431249061,59742.338958300003,17.0999069,0.0162225999,0,zg,244.12489600000001,21.251443200000001,3.23900008,0.280999988,20220612338958,584,0xf,0x3,20.1900005,26.3615284,0.0372372791,-0.0253942274,3.2075106e-05,30,1.08700001,1
584115300003956,198843585,2459742.9400201798,59742.4358565,17.047718,0.015915161,0,zg,244.12500539999999,21.251513800000001,2.61599994,0.125,20220612435845,584,0xf,0x3,20.1299992,26.2527161,0.0380022563,-0.0306437965,3.41923915e-05,30,1.58599997,2
584115300003956,198940196,2459743.9061023062,59743.401967600003,16.9200554,0.0152240871,0,zg,244.12493420000001,21.251450299999998,1.69400001,0.0399999991,20220613401968,584,0xf,0x3,19.4400005,26.3677387,0.0414912552,-0.0386428609,7.74560176e-05,30,1.33700001,2
584115300003956,199327111,2459747.7751193796,59747.271111100003,16.9537201,0.0153982816,0,zg,244.1249085,21.251424,4.71299982,0.513000011,20220617271111,584,0xf,0x3,20.8899994,26.3559437,0.0337684229,2.72217767e-05,1.80202132e-05,30,1.03199995,2
584115300003956,199332540,2459747.8294114741,59747.325405099997,16.9884911,0.0155841382,0,zg,244.12492230000001,21.251451899999999,3.77900004,0.463,20220617325324,584,0xf,0x3,20.9200001,26.3659344,0.0317673497,-0.016252527,1.51619006e-05,30,1.08700001,1
584115300003956,199342306,2459747.92706999,59747.423067099997,17.0694294,0.0160412174,0,zg,244.12493900000001,21.251477099999999,3.28699994,0.270000011,20220617423056,584,0xf,0x3,20.4799995,26.2774181,0.0346599706,-0.0135589847,2.31901158e-05,30,1.59500003,2
584115300003956,199423372,2459748.7377011781,59748.233726899998,16.9896355,0.0155903604,0,zg,244.12493559999999,21.251449600000001,3.06900001,0.136999995,20220618233715,584,0xf,0x3,21.1100006,26.3954926,0.0288638566,-0.0485084429,1.21507355e-05,30,1.04999995,2
584115300003956,199529777,2459749.8017133386,59749.297777799999,17.0216827,0.0157673638,0,zg,244.124898,21.251453699999999,3.61899996,0.228,20220619297766,584,0xf,0x3,21.3099995,26.3727856,0.029807739,-0.0377119891,1.24660219e-05,30,1.05200005,2
584115300003956,199529871,2459749.8026508046,59749.298715299999,16.9840584,0.0155601054,0,zg,244.12489199999999,21.251437599999999,4.45699978,0.335999995,20220619298715,584,0xf,0x3,21.2700005,26.3739643,0.027427379,-0.0421465039,1.02972126e-05,30,1.05299997,1
584115300003956,199623550,2459750.7394097093,59750.235509300001,16.947731,0.015366883,0,zg,244.12488949999999,21.2514185,4.52099991,0.400999993,20220620235382,584,0xf,0x3,21.6900005,26.3724251,0.0268049203,-0.0523317158,9.76045158e-06,30,1.04299998,2
