oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
509103400002157,279047621,2460544.9752618307,60544.476215299997,18.5833321,0.0419796519,0,zg,71.319553799999994,8.5538460999999995,1.495,0.184,20240822476192,509,0x3,0x4,20.3400002,26.3506908,0.036199756,-0.0976878926,2.41050584e-05,30,1.46700001,1
509103400002157,279648491,2460550.9845337803,60550.484919000002,18.5288544,0.0405770093,0,zg,71.319612899999996,8.5538267000000001,2.60400009,0.156000003,20240828484907,509,0x3,0x4,21.1299992,26.3759556,0.0322788507,-0.100618251,1.07076467e-05,30,1.30400002,1
509103400002157,279848483,2460552.9846435571,60552.484837999997,18.6526031,0.0438616611,0,zg,71.319619299999999,8.5537899999999993,2.50600004,0.225999996,20240830484826,509,0x3,0x4,21.5200005,26.3665981,0.0294176415,-0.102018133,8.44739134e-06,30,1.27600002,1
509103400002157,280151853,2460556.0186258438,60555.518530100002,18.5563393,0.0412763543,0,zg,71.319610400000002,8.5538284999999998,1.59500003,0.151999995,20240902518530,509,0x3,0x4,20.6100006,26.366312,0.0366987996,-0.0679164082,1.94318109e-05,30,1.13300002,1
509103400002157,280448817,2460558.9885512823,60558.4881713,18.4552441,0.0387847163,0,zg,71.319611800000004,8.5538067000000009,0.397000015,-0.0390000008,20240905488160,509,0x3,0x4,20.7199993,26.3220158,0.0358545594,-0.0556518175,1.5720545e-05,30,1.19599998,1
509103400002157,280747666,2460561.977332165,60561.4766667,18.4730663,0.0392080918,0,zg,71.319652500000004,8.5538319000000005,1.20899999,0.050999999,20240908476655,509,0x3,0x4,20.9500008,26.0756817,0.0367010869,-0.0893560946,1.47914816e-05,30,1.20799994,1
509103400002157,281043494,2460564.9358888306,60564.434942100001,18.5291748,0.0405850746,0,zg,71.319636799999998,8.5538349,2.23000002,0.105999999,20240911434942,509,0x3,0x4,21.2000008,26.3740921,0.0318713225,-0.12118908,1.02372869e-05,30,1.37199998,1
509103400002157,281248938,2460566.9905275628,60566.489386599998,18.4937477,0.0397077873,32768,zg,71.319623800000002,8.5538197,1.204,0.0659999996,20240913489375,509,0x3,0x4,21.1499996,26.1285934,0.0310043059,-0.0807550251,9.86448958e-06,30,1.13100004,1
509103400002157,282048393,2460574.9858182077,60574.483935199998,18.2001476,0.0334032066,0,zg,71.3198261,8.5538966999999992,0.615999997,-0.0419999994,20240921483912,509,0x3,0x4,19.4699993,26.3840542,0.0418232344,-0.0838426873,6.84637853e-05,30,1.10099995,1
509103400002157,282348837,2460577.9905340797,60577.488379599999,18.4015255,0.0375480391,0,zg,71.319690199999997,8.5538618999999994,1.85899997,0.0149999997,20240924488368,509,0x3,0x4,20.4500008,26.4121017,0.0378633328,-0.129893258,2.33573046e-05,30,1.08599997,1
509103400002157,282648380,2460580.9862278844,60580.483807899996,18.5028648,0.0399309583,0,zg,71.319652199999993,8.5538211000000004,3.19899988,0.252999991,20240927483808,509,0x3,0x4,21.4699993,26.3902855,0.0277096909,-0.0984345153,7.43257851e-06,30,1.08299994,1
509103400002157,283743567,2460591.9390063803,60591.435671300002,18.4926262,0.0396804474,0,zg,71.319647900000007,8.5538173999999998,3.13400006,0.152999997,20241008435648,509,0x3,0x4,21.1499996,26.3813057,0.0323238298,-0.111636125,1.09882367e-05,30,1.10399997,1
509103400002157,284046480,2460594.9683727897,60594.464803199997,18.3925953,0.0373480543,0,zg,71.319604299999995,8.5537948000000004,0.836000025,0.023,20241011464711,509,0x3,0x4,20.8299999,26.3977947,0.0339733064,-0.0833189189,1.34151196e-05,30,1.074,1
509103400002157,284245590,2460596.959621489,60596.4559028,18.6101131,0.0426939316,0,zg,71.319597200000004,8.5538150000000002,2.27099991,0.180999994,20241013455891,509,0x3,0x4,21.6100006,26.4361038,0.0276151188,-0.111822136,7.28655141e-06,30,1.074,1
509103400002157,284445721,2460598.961074912,60598.457210599998,18.4720535,0.03918387,0,zg,71.319727200000003,8.5538428999999994,1.49199998,0.111000001,20241015457211,509,0x3,0x4,20.4899998,26.4273739,0.0355983488,-0.113088764,1.90595911e-05,30,1.074,1
509103400002157,284640040,2460600.9044065978,60600.400405100001,18.3332405,0.0360584632,0,zg,71.319666299999994,8.5536674999999995,0.453000009,0.0920000002,20241017400394,509,0x3,0x4,19.25,26.4365788,0.040635962,-0.118127532,8.56402403e-05,30,1.12300003,1
509103400002157,285342266,2460607.9271223904,60607.422661999997,18.5709991,0.0416562557,0,zg,71.319631599999994,8.5538293999999997,1.82599998,0.123000003,20241024422650,509,0x3,0x4,20.9300003,26.4500198,0.0328467079,-0.115118936,1.19915876e-05,30,1.07500005,1
509103400002157,285537920,2460609.8837786703,60609.379201399999,18.5762806,0.0417943373,0,zg,71.319644100000005,8.5537963999999995,1.70000005,0.172000006,20241026379178,509,0x3,0x4,21.3199997,26.2969456,0.0283944737,-0.0936449692,7.89487331e-06,30,1.11699998,1
509103400002157,285739627,2460611.9009655709,60611.396273099999,18.3446617,0.036301367,32768,zg,71.319685399999997,8.5538109999999996,0.416000009,-0.0140000004,20241028396273,509,0x3,0x4,20.2299995,25.9587822,0.0407430381,-0.0968751088,3.29066388e-05,30,1.08500004,1
