oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
291105300010050,205244222,2459806.9478971995,59806.442222199999,19.696909,0.123362221,0,zg,341.86269620000002,-25.664850999999999,0.500999987,-0.153999999,20220815442211,291,0x5,0x3,19.7600002,25.956419,0.0407793485,-0.0111061437,6.80634475e-05,30,2.17700005,1
291105300010050,205842158,2459812.9273345969,59812.421585600001,20.3908195,0.183434784,0,zg,341.86283379999998,-25.664923900000002,0.370999992,0.0270000007,20220821421586,291,0x5,0x3,20.8899994,25.9961777,0.03684365,-0.0212586522,2.82114361e-05,30,2.13599992,1
291105300010050,206735660,2459821.8623619457,59821.356608800001,20.4343185,0.187083468,0,zg,341.86277130000002,-25.6648657,0.151999995,-0.064000003,20220830356609,291,0x5,0x3,21.0699997,26.1499271,0.0316958427,-0.0423160009,1.91402669e-05,30,1.89400005,1
291105300010050,208525939,2459839.7647768012,59839.259398100003,20.6611919,0.20629549,0,zg,341.8628415,-25.664666700000001,0.573000014,-0.0560000017,20220917259398,291,0x5,0x3,21.1000004,26.1825237,0.0314232334,-0.0468107387,1.85424797e-05,30,1.86399996,1
291205300020442,205834983,2459812.8555864599,59812.349838000002,19.9938545,0.141173542,0,zr,341.8629196,-25.664786800000002,0.680000007,0.0189999994,20220821349826,291,0x5,0x3,21.2600002,26.153162,0.022250561,0.107323721,8.78762694e-06,30,1.847,1
291205300020442,206233472,2459816.8404888376,59816.334722200001,20.360775,0.174606085,0,zr,341.86282779999999,-25.664781399999999,0.441000015,-0.147,20220825334711,291,0x5,0x3,20.7999992,26.038414,0.0276079886,0.100395679,1.36146236e-05,30,1.84800005,1
291205300020442,206731480,2459821.8205566248,59821.314803200003,20.4219055,0.179866821,0,zr,341.86290650000001,-25.664883799999998,0.832000017,0.126000002,20220830314803,291,0x5,0x3,21.2800007,26.2054443,0.0214774162,0.113322057,8.22227776e-06,30,1.85399997,1
291205300020442,207031383,2459824.819557203,59824.313830999999,20.4882584,0.185299918,0,zr,341.86293560000001,-25.664758599999999,0.430000007,-0.0869999975,20220902313831,291,0x5,0x3,21.1299992,26.1575565,0.0260866359,0.122536287,1.20712257e-05,30,1.84800005,1
291205300020442,208928395,2459843.7891846648,59843.283958300002,20.9493065,0.224336743,0,zr,341.86250760000001,-25.6647386,0.72299999,-0.0989999995,20220921283947,291,0x5,0x3,21.0200005,26.2770004,0.0230947752,0.104087457,9.60048692e-06,30,1.86199999,1
291205300020442,209126709,2459845.7722373297,59845.267094900002,20.7727909,0.209326148,0,zr,341.8627644,-25.6648122,0.52700001,-0.119000003,20220923267083,291,0x5,0x3,20.7999992,26.2565823,0.0351513438,0.102369621,2.21529153e-05,30,1.84899998,1
291205300020442,209529442,2459849.7993756607,59849.294421300001,20.2614384,0.165713355,0,zr,341.86276809999998,-25.664723899999998,0.745999992,0.00300000003,20220927294410,291,0x5,0x3,20.8199997,26.2154732,0.0255651362,0.123325586,1.17191785e-05,30,1.95200002,1
291205300020442,209730923,2459851.8140877192,59851.309236100002,20.7528114,0.207627058,0,zr,341.8625644,-25.664668299999999,0.598999977,-0.134000003,20220929309236,291,0x5,0x3,20.8299999,26.1438942,0.0244414248,0.105213746,1.06843627e-05,30,2.08400011,1
291205300020442,210027334,2459854.7780352524,59854.273344900001,20.6734657,0.200879574,0,zr,341.86262950000003,-25.664904400000001,1.70799994,0.138999999,20221002273333,291,0x5,0x3,21.3899994,26.2053299,0.0262706093,0.114743143,1.23772761e-05,30,1.91900003,1
