# Combined data from 'ATLAS-ZTF' for 'SN 2022rjs'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
244.12542, 21.25147, o, 59807.251041, 19.236, 0.209, 73, 15, 19.241692849698858, ATLAS-ZTF
244.12542, 21.25147, o, 59807.254686, 18.779, 0.121, 112, 14, 18.776954943324544, ATLAS-ZTF
244.12542, 21.25147, o, 59807.26165, 19.066, 0.143, 86, 12, 19.06375387189108, ATLAS-ZTF
244.12542, 21.25147, o, 59807.263961, 18.7, 0.097, 120, 12, 18.702046884880936, ATLAS-ZTF
244.12542, 21.25147, o, 59807.266747, 18.492, 0.079, 146, 12, 18.489117860538904, ATLAS-ZTF
244.12542, 21.25147, o, 59807.275649, 19.718, 0.264, 47, 12, 19.719755355160704, ATLAS-ZTF
244.12542, 21.25147, o, 59807.27656, 18.697, 0.106, 121, 13, 18.69303657420887, ATLAS-ZTF
244.12542, 21.25147, o, 59807.302654, 18.934, 0.121, 97, 12, 18.933070664334387, ATLAS-ZTF
244.12542, 21.25147, o, 59808.358302, 18.498, 0.115, 145, 17, 18.496579994412564, ATLAS-ZTF
244.12542, 21.25147, o, 59808.361984, 18.178, 0.086, 194, 17, 18.180495675174434, ATLAS-ZTF
244.12542, 21.25147, o, 59808.367949, 18.452, 0.1, 151, 15, 18.452557631767075, ATLAS-ZTF
244.12491549999999, 21.2514571, zg, 59710.337939800003, 17.0633545, 0.0160056837, 5356.4616512977545, 78.96377643679162, 26.3855495, ATLAS-ZTF
244.12493760000001, 21.2514784, zg, 59710.433715300001, 17.0834656, 0.0161241051, 5230.987473069017, 77.6846083080907, 26.3799248, ATLAS-ZTF
244.12491120000001, 21.2514276, zg, 59712.424699100004, 17.1295586, 0.0164041352, 4943.534848744301, 74.69071554335663, 26.3646526, ATLAS-ZTF
244.12489350000001, 21.251440899999999, zg, 59714.308020800003, 17.0747528, 0.0160725247, 5197.389204301803, 76.93873152204894, 26.3642159, ATLAS-ZTF
244.1249, 21.2514377, zg, 59717.320659700003, 17.0044441, 0.0156714842, 5386.175746752082, 77.74390109101354, 26.3326454, ATLAS-ZTF
244.12493219999999, 21.2514754, zg, 59722.3120949, 16.9689827, 0.015479113, 5573.559477436313, 79.46106668025952, 26.3343143, ATLAS-ZTF
244.12492900000001, 21.251458, zg, 59722.335682899997, 16.9762802, 0.0155181717, 5424.967240819961, 77.53777827522434, 26.312273, ATLAS-ZTF
244.12492119999999, 21.251453600000001, zg, 59722.3776736, 16.9549026, 0.0154045029, 5723.145142174753, 81.20039246493755, 26.3489895, ATLAS-ZTF
244.12490170000001, 21.2514228, zg, 59722.442986100003, 17.0672035, 0.0160281751, 5145.822481291578, 75.96517773120739, 26.3458405, ATLAS-ZTF
244.12492800000001, 21.251422300000002, zg, 59723.358217599998, 16.9910889, 0.0155982757, 5346.524976648775, 76.81108012906505, 26.3112679, ATLAS-ZTF
244.1248813, 21.251451899999999, zg, 59723.381307900003, 17.0300694, 0.0158145744, 5187.20008159618, 75.55551823600054, 26.3174019, ATLAS-ZTF
244.1249584, 21.251404999999998, zg, 59724.358402799997, 16.989603, 0.0155901844, 5516.690758560545, 79.21466174455745, 26.3437996, ATLAS-ZTF
244.12492779999999, 21.251463900000001, zg, 59724.443784700001, 17.0620861, 0.0159982909, 4969.22978877938, 73.22145412618731, 26.3028088, ATLAS-ZTF
244.12492990000001, 21.2514608, zg, 59725.273981500002, 16.9970646, 0.0156309139, 5502.0853118368295, 79.21134194740705, 26.3483829, ATLAS-ZTF
244.12489170000001, 21.251487300000001, zg, 59725.340127299998, 17.0334053, 0.0158334561, 5390.709887776222, 78.613541652095, 26.3625202, ATLAS-ZTF
244.12494770000001, 21.251479700000001, zg, 59725.358680600002, 16.9895859, 0.015590094, 5612.744073826211, 80.59343266386402, 26.362524, ATLAS-ZTF
244.1249297, 21.251467900000002, zg, 59726.277407399997, 16.99823, 0.0156373046, 5680.823811306103, 81.81800692196298, 26.3842583, ATLAS-ZTF
244.1248894, 21.251454800000001, zg, 59726.332870400001, 17.0283375, 0.0158047937, 5584.144398058669, 81.28701043177323, 26.3957291, ATLAS-ZTF
244.12492689999999, 21.2514264, zg, 59727.3408681, 16.9913235, 0.0155995488, 4352.984091707775, 62.54243661271873, 26.0882912, ATLAS-ZTF
244.1249195, 21.251408099999999, zg, 59727.373588000002, 17.0710068, 0.016050484, 3663.055678523574, 54.151106227823846, 25.9806156, ATLAS-ZTF
244.12494580000001, 21.251470300000001, zg, 59727.433865699997, 17.0929413, 0.0161806867, 4376.931199101063, 65.22924457132444, 26.1958656, ATLAS-ZTF
244.12489890000001, 21.251461599999999, zg, 59729.378321800003, 17.0187874, 0.0157511476, 5542.432338600469, 80.4059673479867, 26.3780384, ATLAS-ZTF
244.12491729999999, 21.251431199999999, zg, 59729.434687499997, 17.0026855, 0.0156617928, 5387.557521019846, 77.7157556527201, 26.3311653, ATLAS-ZTF
244.12492259999999, 21.2514556, zg, 59730.333217599997, 16.9710121, 0.015489948, 5755.630694553845, 82.11425553935909, 26.3712444, ATLAS-ZTF
244.1248961, 21.251446300000001, zg, 59730.360474499998, 16.9497242, 0.0153773138, 5903.772313255094, 83.61530090534242, 26.3775482, ATLAS-ZTF
244.12488740000001, 21.2514301, zg, 59730.378263899998, 17.0447693, 0.0158982351, 5451.9090220975195, 79.83129879732279, 26.3861408, ATLAS-ZTF
244.12491230000001, 21.251411399999999, zg, 59732.4051273, 17.0879211, 0.0161506422, 5103.734100624356, 75.91953089699672, 26.3576412, ATLAS-ZTF
244.1248708, 21.2514012, zg, 59732.415659699996, 17.0666161, 0.0160247348, 5113.543090654995, 75.47245045068125, 26.3384209, ATLAS-ZTF
244.12489429999999, 21.251416299999999, zg, 59734.332430599999, 17.0426235, 0.0158859491, 5312.762967487854, 77.73369047841462, 26.3559246, ATLAS-ZTF
