# Combined data from 'ATLAS-ZTF' for 'SN 2022omn'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
341.863, -25.66482, o, 59688.136065, 20.1, 0.747, 33, 25, 20.10371515030528, ATLAS-ZTF
341.863, -25.66482, o, 59688.139741, 20.812, 1.404, 17, 24, 20.823877696554312, ATLAS-ZTF
341.863, -25.66482, o, 59688.145713, -19.729, 0.531, -47, 25, nan, ATLAS-ZTF
341.863, -25.66482, o, 59688.161279, -22.082, 5.062, -5, 27, nan, ATLAS-ZTF
341.863, -25.66482, o, 59690.393965, 19.589, 0.42, 53, 22, 19.589310325998028, ATLAS-ZTF
341.863, -25.66482, o, 59690.399085, -20.012, 0.751, -36, 27, nan, ATLAS-ZTF
341.863, -25.66482, o, 59690.41753, -22.015, 5.133, -6, 29, nan, ATLAS-ZTF
341.863, -25.66482, o, 59693.394889, -26.179, 198.0, 0, 24, inf, ATLAS-ZTF
341.863, -25.66482, o, 59693.412957, -19.742, 0.565, -46, 26, nan, ATLAS-ZTF
341.863, -25.66482, o, 59698.39843, 21.333, 1.278, 11, 14, 21.296518287104437, ATLAS-ZTF
341.863, -25.66482, o, 59698.417071, 20.263, 0.643, 28, 18, 20.28210492164445, ATLAS-ZTF
341.863, -25.66482, o, 59698.421927, -20.641, 1.575, -20, 32, nan, ATLAS-ZTF
341.863, -25.66482, o, 59706.400925, 20.473, 0.711, 24, 17, 20.449471895720983, ATLAS-ZTF
341.863, -25.66482, o, 59706.410909, 20.75, 0.667, 18, 12, 20.761818737241732, ATLAS-ZTF
341.863, -25.66482, o, 59706.420247, 22.633, 4.5, 3, 14, 22.707196863200842, ATLAS-ZTF
341.863, -25.66482, o, 59706.424049, -21.892, 2.429, -6, 15, nan, ATLAS-ZTF
341.863, -25.66482, o, 59709.406787, -21.106, 1.028, -13, 14, nan, ATLAS-ZTF
341.863, -25.66482, o, 59709.410915, 21.161, 1.054, 12, 13, 21.202046884880936, ATLAS-ZTF
341.863, -25.66482, o, 59709.418861, -23.407, 12.667, -2, 20, nan, ATLAS-ZTF
341.863, -25.66482, o, 59717.355385, -21.234, 1.482, -12, 17, nan, ATLAS-ZTF
341.863, -25.66482, o, 59717.358171, 19.917, 0.534, 39, 21, 19.92233848243375, ATLAS-ZTF
341.863, -25.66482, o, 59717.364441, 21.664, 2.26, 8, 18, 21.64227503252014, ATLAS-ZTF
341.863, -25.66482, o, 59717.374667, -20.794, 1.011, -18, 18, nan, ATLAS-ZTF
341.863, -25.66482, o, 59723.117976, -25.156, 66.0, 0, 21, inf, ATLAS-ZTF
341.863, -25.66482, o, 59723.12073, 20.208, 0.799, 30, 24, 20.207196863200842, ATLAS-ZTF
341.863, -25.66482, o, 59723.127128, 22.37, 3.677, 4, 15, 22.394850021680092, ATLAS-ZTF
341.863, -25.66482, o, 59723.139098, 22.087, 3.216, 5, 17, 22.15257498915995, ATLAS-ZTF
341.863, -25.66482, o, 59724.13538, 21.555, 1.308, 9, 11, 21.514393726401686, ATLAS-ZTF
341.863, -25.66482, o, 59724.156684, -22.704, 3.913, -3, 12, nan, ATLAS-ZTF
341.863, -25.66482, o, 59724.159415, 20.891, 0.8, 16, 13, 20.889700043360186, ATLAS-ZTF
341.863, -25.66482, o, 59724.16894, 20.912, 0.908, 16, 14, 20.889700043360186, ATLAS-ZTF
341.863, -25.66482, o, 59725.415729, -20.924, 1.17, -16, 18, nan, ATLAS-ZTF
341.863, -25.66482, o, 59725.42161, 23.394, 9.333, 2, 15, 23.147425010840045, ATLAS-ZTF
341.863, -25.66482, o, 59725.425579, -21.118, 0.814, -13, 11, nan, ATLAS-ZTF
341.863, -25.66482, o, 59726.41514, 21.111, 0.781, 13, 10, 21.115141619232908, ATLAS-ZTF
341.863, -25.66482, o, 59726.41976, 24.144, 12.667, 1, 10, 23.9, ATLAS-ZTF
341.863, -25.66482, o, 59726.424644, -21.468, 1.27, -9, 12, nan, ATLAS-ZTF
341.863, -25.66482, o, 59727.146054, -24.046, 15.667, -1, 14, nan, ATLAS-ZTF
341.863, -25.66482, o, 59727.14893, 24.469, 24.667, 1, 15, 23.9, ATLAS-ZTF
341.863, -25.66482, o, 59727.154033, -21.033, 1.111, -14, 16, nan, ATLAS-ZTF
341.863, -25.66482, o, 59727.17102, -21.905, 1.857, -6, 12, nan, ATLAS-ZTF
341.863, -25.66482, o, 59727.184711, 25.954, 233.0, 0, 35, inf, ATLAS-ZTF
341.863, -25.66482, o, 59731.113648, 22.69, 4.391, 3, 13, 22.707196863200842, ATLAS-ZTF
341.863, -25.66482, o, 59731.116615, 20.836, 0.778, 17, 13, 20.823877696554312, ATLAS-ZTF
341.863, -25.66482, o, 59731.121813, 20.75, 0.589, 18, 11, 20.761818737241732, ATLAS-ZTF
341.863, -25.66482, o, 59731.132445, 20.887, 0.763, 16, 12, 20.889700043360186, ATLAS-ZTF
341.863, -25.66482, o, 59735.154091, -23.03, 5.643, -2, 13, nan, ATLAS-ZTF
341.863, -25.66482, o, 59735.169857, -22.417, 4.3, -4, 17, nan, ATLAS-ZTF
341.863, -25.66482, o, 59735.178266, 23.15, 7.286, 2, 14, 23.147425010840045, ATLAS-ZTF
