# Combined data from 'ATLAS-ZTF' for 'SN 2024zwb'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
320.50692, 7.14486, o, 60517.032762, -20.573, 0.705, -21, 15, nan, ATLAS-ZTF
320.50692, 7.14486, o, 60517.036077, -19.768, 0.409, -45, 18, nan, ATLAS-ZTF
320.50692, 7.14486, o, 60517.041538, -19.394, 0.365, -63, 23, nan, ATLAS-ZTF
320.50692, 7.14486, o, 60517.054303, -20.027, 0.562, -35, 20, nan, ATLAS-ZTF
320.50692, 7.14486, o, 60518.482097, 21.498, 1.362, 9, 12, 21.514393726401686, ATLAS-ZTF
320.50692, 7.14486, o, 60518.494954, -21.349, 1.192, -10, 12, nan, ATLAS-ZTF
320.50692, 7.14486, o, 60518.497796, -20.683, 0.693, -19, 13, nan, ATLAS-ZTF
320.50692, 7.14486, o, 60518.504432, -21.062, 0.951, -14, 13, nan, ATLAS-ZTF
320.50692, 7.14486, o, 60519.232936, 20.485, 0.649, 23, 15, 20.495680409956016, ATLAS-ZTF
320.50692, 7.14486, o, 60519.236106, 20.143, 0.41, 32, 13, 20.137125054200233, ATLAS-ZTF
320.50692, 7.14486, o, 60519.271337, -20.141, 0.661, -32, 21, nan, ATLAS-ZTF
320.50692, 7.14486, o, 60519.282267, -20.759, 0.981, -18, 18, nan, ATLAS-ZTF
320.50692, 7.14486, o, 60520.508966, -19.865, 0.321, -41, 13, nan, ATLAS-ZTF
320.50692, 7.14486, o, 60520.512129, 20.148, 0.427, 32, 14, 20.137125054200233, ATLAS-ZTF
320.50692, 7.14486, o, 60520.518555, 20.15, 0.379, 32, 12, 20.137125054200233, ATLAS-ZTF
320.50692, 7.14486, o, 60520.553756, -19.452, 0.247, -60, 15, nan, ATLAS-ZTF
320.50692, 7.14486, o, 60524.487772, 20.656, 0.589, 20, 12, 20.647425010840045, ATLAS-ZTF
320.50692, 7.14486, o, 60524.491388, 19.816, 0.287, 43, 12, 19.816328861051034, ATLAS-ZTF
