# Combined data from 'ATLAS-ZTF' for 'SN 2020acbx'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
131.58829, -12.65599, o, 59112.616206, -18.889, 3.897, -101, 394, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59112.620623, -21.257, 73.988, -11, 844, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59112.625847, -15.864, 0.925, -1638, 1514, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59126.614098, -20.109, 0.64, -33, 21, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59126.623868, -25.403, 76.5, 0, 19, inf, ATLAS-ZTF
131.58829, -12.65599, o, 59126.635556, -19.7, 0.424, -48, 20, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59126.642079, -20.091, 1.202, -33, 40, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59132.603099, 21.833, 4.5, 7, 30, 21.787254899964356, ATLAS-ZTF
131.58829, -12.65599, o, 59132.606956, 19.117, 0.68, 82, 56, 19.115465369040706, ATLAS-ZTF
131.58829, -12.65599, o, 59132.610314, -19.236, 0.333, -73, 24, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59132.626073, 20.129, 0.71, 32, 23, 20.137125054200233, ATLAS-ZTF
131.58829, -12.65599, o, 59132.62796, 20.533, 1.257, 22, 28, 20.543943297944484, ATLAS-ZTF
131.58829, -12.65599, o, 59132.63228, -21.933, 4.812, -6, 30, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59132.63698, 19.354, 0.641, 66, 42, 19.351140161145327, ATLAS-ZTF
131.58829, -12.65599, o, 59136.617821, -26.109, 87.0, 0, 11, inf, ATLAS-ZTF
131.58829, -12.65599, o, 59136.629342, -21.008, 0.756, -14, 11, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59136.634469, 21.941, 2.81, 6, 17, 21.95462187404089, ATLAS-ZTF
131.58829, -12.65599, o, 59136.638151, -21.409, 1.315, -10, 13, nan, ATLAS-ZTF
131.58829, -12.65599, c, 59138.618092, -20.663, 1.478, -20, 29, nan, ATLAS-ZTF
131.58829, -12.65599, c, 59138.628269, 19.545, 1.344, 55, 74, 19.54909327626439, ATLAS-ZTF
131.58829, -12.65599, c, 59138.638873, -20.807, 2.135, -17, 37, nan, ATLAS-ZTF
131.58829, -12.65599, c, 59138.644838, -20.379, 0.77, -26, 20, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59140.597384, -22.457, 2.333, -4, 9, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59140.600155, 22.599, 2.935, 3, 10, 22.707196863200842, ATLAS-ZTF
131.58829, -12.65599, o, 59140.607526, 24.308, 14.571, 1, 10, 23.9, ATLAS-ZTF
131.58829, -12.65599, o, 59140.619098, -21.049, 0.738, -14, 10, nan, ATLAS-ZTF
131.58829, -12.65599, c, 59142.582507, -21.748, 1.327, -7, 10, nan, ATLAS-ZTF
131.58829, -12.65599, c, 59142.585726, 22.073, 2.053, 5, 11, 22.15257498915995, ATLAS-ZTF
131.58829, -12.65599, c, 59142.593546, -21.471, 1.03, -9, 10, nan, ATLAS-ZTF
131.58829, -12.65599, c, 59142.605001, -22.832, 3.35, -3, 9, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59143.60582, 17.917, 1.796, 247, 444, 17.918257616850834, ATLAS-ZTF
131.58829, -12.65599, o, 59143.611414, -20.14, 2.474, -32, 79, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59143.629001, 25.824, 104.0, 0, 18, inf, ATLAS-ZTF
131.58829, -12.65599, o, 59143.636374, 21.337, 1.2, 11, 13, 21.296518287104437, ATLAS-ZTF
131.58829, -12.65599, o, 59144.569652, -23.105, 5.3, -2, 11, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59144.572844, 23.79, 10.75, 1, 12, 23.9, ATLAS-ZTF
131.58829, -12.65599, o, 59144.580684, 20.963, 0.713, 15, 11, 20.959771852360795, ATLAS-ZTF
131.58829, -12.65599, o, 59144.594109, -21.207, 1.025, -12, 12, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59147.604576, 23.565, 7.0, 1, 10, 23.9, ATLAS-ZTF
131.58829, -12.65599, o, 59147.607806, 22.812, 3.065, 3, 8, 22.707196863200842, ATLAS-ZTF
131.58829, -12.65599, o, 59147.61795, 22.573, 2.895, 3, 10, 22.707196863200842, ATLAS-ZTF
131.58829, -12.65599, o, 59147.628537, 22.108, 2.352, 5, 12, 22.15257498915995, ATLAS-ZTF
131.58829, -12.65599, o, 59148.566065, 18.242, 7.667, 183, 1405, 18.243872275673926, ATLAS-ZTF
131.58829, -12.65599, o, 59148.569748, -19.52, 1.368, -56, 77, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59148.576198, 21.695, 3.526, 8, 27, 21.64227503252014, ATLAS-ZTF
131.58829, -12.65599, o, 59148.586351, 18.457, 0.486, 150, 73, 18.459771852360795, ATLAS-ZTF
131.58829, -12.65599, o, 59154.59453, -19.705, 0.552, -48, 26, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59154.597753, -20.461, 1.065, -24, 25, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59154.603271, 22.154, 4.977, 5, 25, 22.15257498915995, ATLAS-ZTF
131.58829, -12.65599, o, 59154.623514, 19.704, 0.499, 48, 24, 19.69689690656103, ATLAS-ZTF
131.58829, -12.65599, o, 59156.559026, 21.087, 1.358, 13, 18, 21.115141619232908, ATLAS-ZTF
131.58829, -12.65599, o, 59156.563172, 22.03, 2.742, 6, 15, 21.95462187404089, ATLAS-ZTF
131.58829, -12.65599, o, 59156.569475, -19.978, 0.434, -37, 16, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59156.581469, -20.752, 0.859, -18, 16, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59157.620614, -21.347, 1.485, -10, 16, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59157.624762, -21.168, 1.325, -12, 16, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59157.634833, 23.688, 13.1, 1, 16, 23.9, ATLAS-ZTF
131.58829, -12.65599, o, 59157.646624, -21.573, 2.183, -8, 19, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59158.557622, -20.049, 1.004, -35, 35, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59158.567759, 21.232, 1.283, 12, 15, 21.202046884880936, ATLAS-ZTF
131.58829, -12.65599, o, 59158.570985, 20.95, 1.225, 15, 18, 20.959771852360795, ATLAS-ZTF
131.58829, -12.65599, o, 59158.576981, -21.531, 1.68, -9, 15, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59160.594208, 21.184, 1.142, 12, 14, 21.202046884880936, ATLAS-ZTF
131.58829, -12.65599, o, 59160.59925, -21.798, 2.148, -7, 15, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59160.602474, -20.751, 0.809, -18, 15, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59160.622672, -22.77, 4.84, -3, 14, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59160.650561, -20.886, 1.781, -16, 29, nan, ATLAS-ZTF
131.58829, -12.65599, c, 59170.566534, 22.457, 2.179, 4, 8, 22.394850021680092, ATLAS-ZTF
131.58829, -12.65599, c, 59170.56928, 21.592, 1.213, 8, 10, 21.64227503252014, ATLAS-ZTF
131.58829, -12.65599, c, 59170.572035, 20.869, 0.559, 16, 9, 20.889700043360186, ATLAS-ZTF
131.58829, -12.65599, c, 59170.577543, -20.787, 0.512, -18, 9, nan, ATLAS-ZTF
131.58829, -12.65599, c, 59178.569994, -23.094, 4.471, -2, 9, nan, ATLAS-ZTF
131.58829, -12.65599, c, 59178.5732, 20.97, 0.508, 15, 8, 20.959771852360795, ATLAS-ZTF
131.58829, -12.65599, c, 59178.576872, 21.951, 1.396, 6, 8, 21.95462187404089, ATLAS-ZTF
131.58829, -12.65599, c, 59178.581902, 21.917, 1.412, 6, 9, 21.95462187404089, ATLAS-ZTF
131.58829, -12.65599, o, 59182.514203, -22.651, 5.655, -3, 18, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59182.517867, 21.348, 2.061, 10, 22, 21.4, ATLAS-ZTF
131.58829, -12.65599, o, 59182.522451, -20.634, 1.039, -20, 21, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59184.497348, 20.747, 1.4, 18, 26, 20.761818737241732, ATLAS-ZTF
131.58829, -12.65599, o, 59184.508426, 20.608, 0.848, 21, 18, 20.5944517631652, ATLAS-ZTF
131.58829, -12.65599, o, 59184.513972, 20.409, 0.864, 25, 22, 20.405149978319905, ATLAS-ZTF
131.58829, -12.65599, o, 59184.52229, 19.852, 0.518, 42, 22, 19.841876774005247, ATLAS-ZTF
131.58829, -12.65599, o, 59184.542215, 20.642, 1.216, 20, 24, 20.647425010840045, ATLAS-ZTF
131.58829, -12.65599, o, 59184.544059, 21.11, 1.604, 13, 21, 21.115141619232908, ATLAS-ZTF
131.58829, -12.65599, o, 59184.547288, 19.5, 0.298, 58, 17, 19.491430016092657, ATLAS-ZTF
131.58829, -12.65599, o, 59184.552357, -22.169, 4.392, -5, 22, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59186.541309, 21.22, 1.617, 12, 19, 21.202046884880936, ATLAS-ZTF
131.58829, -12.65599, o, 59186.544982, 20.397, 0.656, 25, 16, 20.405149978319905, ATLAS-ZTF
131.58829, -12.65599, o, 59186.550479, 20.775, 1.06, 18, 19, 20.761818737241732, ATLAS-ZTF
131.58829, -12.65599, o, 59186.570347, -22.6, 11.875, -3, 39, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59187.554813, 20.373, 0.728, 26, 19, 20.362566630072955, ATLAS-ZTF
131.58829, -12.65599, o, 59187.556654, -21.719, 2.942, -8, 22, nan, ATLAS-ZTF
131.58829, -12.65599, o, 59187.559422, 19.251, 0.201, 72, 15, 19.256668758921826, ATLAS-ZTF
131.58829, -12.65599, o, 59187.560801, 20.372, 0.754, 26, 19, 20.362566630072955, ATLAS-ZTF
131.58829, -12.65599, o, 59187.562644, 20.736, 1.033, 18, 19, 20.761818737241732, ATLAS-ZTF
131.58829, -12.65599, o, 59187.569029, 20.532, 0.902, 22, 20, 20.543943297944484, ATLAS-ZTF
131.58829, -12.65599, o, 59187.569489, 22.823, 7.25, 3, 20, 22.707196863200842, ATLAS-ZTF
131.58829, -12.65599, o, 59187.575492, 19.612, 0.38, 52, 20, 19.609991640913, ATLAS-ZTF
131.58829, -12.65599, o, 59189.568129, 19.791, 0.389, 44, 17, 19.79136830878453, ATLAS-ZTF
131.58829, -12.65599, o, 59189.570022, 19.907, 0.328, 40, 13, 19.894850021680092, ATLAS-ZTF
131.58829, -12.65599, o, 59189.572777, 20.293, 0.57, 28, 16, 20.28210492164445, ATLAS-ZTF
131.58829, -12.65599, o, 59189.579656, 20.038, 0.386, 35, 14, 20.03982988912431, ATLAS-ZTF
131.58829, -12.65599, o, 59190.546841, 19.763, 0.295, 45, 13, 19.76696871556164, ATLAS-ZTF
131.58829, -12.65599, o, 59190.549155, 19.286, 0.149, 70, 10, 19.287254899964356, ATLAS-ZTF
131.58829, -12.65599, o, 59190.555445, 19.98, 0.282, 37, 10, 19.97949568983251, ATLAS-ZTF
131.58829, -12.65599, o, 59190.568397, 19.416, 0.184, 62, 12, 19.419020776254364, ATLAS-ZTF
131.58829, -12.65599, o, 59191.468873, 19.238, 0.247, 73, 18, 19.241692849698858, ATLAS-ZTF
131.58829, -12.65599, o, 59191.47394, 18.783, 0.198, 111, 22, 18.786692553033355, ATLAS-ZTF
131.58829, -12.65599, o, 59191.475782, 19.908, 0.412, 40, 16, 19.894850021680092, ATLAS-ZTF
131.58829, -12.65599, o, 59191.487762, 19.277, 0.161, 71, 11, 19.27185412820231, ATLAS-ZTF
131.58829, -12.65599, o, 59191.490066, 19.612, 0.313, 52, 16, 19.609991640913, ATLAS-ZTF
131.58829, -12.65599, o, 59191.497015, 19.149, 0.169, 80, 13, 19.14227503252014, ATLAS-ZTF
131.58829, -12.65599, o, 59191.502435, 19.341, 0.215, 67, 14, 19.334812993247933, ATLAS-ZTF
131.58829, -12.65599, o, 59191.518138, 19.755, 0.282, 46, 13, 19.743105420796063, ATLAS-ZTF
131.58829, -12.65599, o, 59192.519504, 19.663, 0.248, 50, 12, 19.65257498915995, ATLAS-ZTF
131.58829, -12.65599, o, 59192.523198, 19.23, 0.201, 74, 15, 19.226920700672558, ATLAS-ZTF
131.58829, -12.65599, o, 59192.529673, 19.468, 0.225, 59, 13, 19.47286997089464, ATLAS-ZTF
131.58829, -12.65599, o, 59192.55416, 19.506, 0.285, 57, 16, 19.51031286081877, ATLAS-ZTF
131.58829, -12.65599, o, 59192.55983, 19.52, 0.252, 56, 14, 19.529529932484497, ATLAS-ZTF
131.58829, -12.65599, o, 59192.562673, 18.892, 0.141, 101, 14, 18.889196565543394, ATLAS-ZTF
131.58829, -12.65599, o, 59192.578739, 18.795, 0.157, 110, 17, 18.796518287104437, ATLAS-ZTF
