# Combination of '2008bd' data from 'CSP', 'ATLAS'
filter, zp, z, ra, dec, mjd, mag, dmag, flux, dflux, source
g, 15.111, 0.0301, 154.597167, -13.103111, 54541.7, 19.173, 0.021, 0.023724660151048144, 0.000458875609921288, CSP
g, 15.111, 0.0301, 154.597167, -13.103111, 54542.6, 19.273, 0.023, 0.0216371472177911, 0.0004583566282751511, CSP
g, 15.111, 0.0301, 154.597167, -13.103111, 54547.68, 19.762, 0.054, 0.013791134690236006, 0.0006859136409093466, CSP
g, 15.111, 0.0301, 154.597167, -13.103111, 54548.68, 19.873, 0.075, 0.012450878639160532, 0.000860076226476271, CSP
g, 15.111, 0.0301, 154.597167, -13.103111, 54549.66, 20.015, 0.048, 0.010924460532267923, 0.0004829663994355569, CSP
g, 15.111, 0.0301, 154.597167, -13.103111, 54551.64, 20.161, 0.043, 0.00954992586021435, 0.0003782196911087599, CSP
g, 15.111, 0.0301, 154.597167, -13.103111, 54552.77, 20.28, 0.068, 0.008558546212208237, 0.0005360244411853326, CSP
g, 15.111, 0.0301, 154.597167, -13.103111, 54558.62, 20.486, 0.044, 0.00707945784384138, 0.00028689855211967724, CSP
g, 15.111, 0.0301, 154.597167, -13.103111, 54560.64, 20.677, 0.053, 0.0059374504730219605, 0.00028983548093090123, CSP
g, 15.111, 0.0301, 154.597167, -13.103111, 54564.67, 20.852, 0.062, 0.00505358994753168, 0.00028858075780641704, CSP
r, 14.903, 0.0301, 154.597167, -13.103111, 54541.7, 18.089, 0.014, 0.05316183950739634, 0.0006854940913288875, CSP
r, 14.903, 0.0301, 154.597167, -13.103111, 54542.6, 18.166, 0.014, 0.04952220800885215, 0.0006385629484266667, CSP
r, 14.903, 0.0301, 154.597167, -13.103111, 54543.65, 18.243, 0.016, 0.04613175745603802, 0.0006798227010040965, CSP
r, 14.903, 0.0301, 154.597167, -13.103111, 54547.68, 18.617, 0.025, 0.03268887692472716, 0.0007526892071359382, CSP
r, 14.903, 0.0301, 154.597167, -13.103111, 54548.68, 18.672, 0.023, 0.03107420310388586, 0.0006582691709618274, CSP
r, 14.903, 0.0301, 154.597167, -13.103111, 54549.66, 18.743, 0.019, 0.02910717118066611, 0.0005093652122946904, CSP
r, 14.903, 0.0301, 154.597167, -13.103111, 54551.64, 18.958, 0.021, 0.02387811282913182, 0.00046184364785318606, CSP
r, 14.903, 0.0301, 154.597167, -13.103111, 54552.77, 19.042, 0.022, 0.022100393173491828, 0.00044781471566118905, CSP
r, 14.903, 0.0301, 154.597167, -13.103111, 54570.61, 20.07, 0.044, 0.008574326166361805, 0.0003474788347911492, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54541.7, 18.337, 0.044, 0.03042285727480961, 0.0012329014305918126, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54542.6, 18.191, 0.017, 0.03480166322150042, 0.0005449097784275368, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54543.65, 18.266, 0.018, 0.03247880187635376, 0.0005384534762793543, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54547.68, 18.403, 0.027, 0.028628592708721257, 0.0007119335246885956, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54548.68, 18.468, 0.024, 0.026964973635434195, 0.0005960558047289112, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54549.66, 18.604, 0.023, 0.023790304458806262, 0.0005039686437226612, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54551.64, 18.929, 0.045, 0.017635996338979977, 0.0007309508808641914, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54552.77, 18.922, 0.026, 0.017750067135006528, 0.00042505881584097943, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54560.64, 19.46, 0.041, 0.01081433951297937, 0.00040837536603186974, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54564.67, 19.695, 0.041, 0.008709635899560805, 0.00032889671571884575, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54570.61, 20.076, 0.073, 0.006131969697156825, 0.0004122859548486439, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54575.66, 20.189, 0.085, 0.005525861556300781, 0.00043260805914655995, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54576.62, 20.269, 0.079, 0.005133339643802902, 0.00037351046237863133, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54580.58, 20.343, 0.071, 0.0047951257408135025, 0.0003135696554151493, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54589.59, 20.749, 0.115, 0.003299134337888649, 0.00034944072712553054, CSP
i, 14.545, 0.0301, 154.597167, -13.103111, 54592.62, 20.834, 0.121, 0.0030507034978225155, 0.0003399860128259764, CSP
B, 14.328, 0.0301, 154.597167, -13.103111, 54542.6, 19.79, 0.058, 0.006534313996495986, 0.000349062884829557, CSP
B, 14.328, 0.0301, 154.597167, -13.103111, 54543.65, 20.035, 0.067, 0.005214347854144573, 0.0003217736543155195, CSP
B, 14.328, 0.0301, 154.597167, -13.103111, 54547.68, 20.443, 0.131, 0.003580964371026355, 0.0004320628993936477, CSP
B, 14.328, 0.0301, 154.597167, -13.103111, 54549.66, 20.516, 0.097, 0.0033481121738605417, 0.0002991213514306831, CSP
B, 14.328, 0.0301, 154.597167, -13.103111, 54551.64, 20.632, 0.094, 0.0030088462766457206, 0.00026049748434768685, CSP
B, 14.328, 0.0301, 154.597167, -13.103111, 54552.77, 20.965, 0.141, 0.0022141141120912617, 0.00028753769878606453, CSP
B, 14.328, 0.0301, 154.597167, -13.103111, 54560.64, 21.035, 0.089, 0.0020758692704951963, 0.00017016321668598123, CSP
B, 14.328, 0.0301, 154.597167, -13.103111, 54564.67, 21.206, 0.089, 0.0017733726245425586, 0.00014536695275759704, CSP
B, 14.328, 0.0301, 154.597167, -13.103111, 54568.71, 21.055, 0.107, 0.002037980386287055, 0.0002008442754115335, CSP
B, 14.328, 0.0301, 154.597167, -13.103111, 54580.58, 21.61, 0.187, 0.0012223624492787325, 0.00021053159783507855, CSP
B, 14.328, 0.0301, 154.597167, -13.103111, 54592.62, 21.923, 0.143, 0.0009162204901220011, 0.00012067344674817535, CSP
V, 14.439, 0.0301, 154.597167, -13.103111, 54542.6, 18.61, 0.023, 0.021458531598843728, 0.00045457287378876117, CSP
V, 14.439, 0.0301, 154.597167, -13.103111, 54543.65, 18.72, 0.024, 0.019390990786148518, 0.0004286343006966766, CSP
V, 14.439, 0.0301, 154.597167, -13.103111, 54547.68, 19.073, 0.038, 0.014008769839545833, 0.000490297045976587, CSP
V, 14.439, 0.0301, 154.597167, -13.103111, 54548.68, 19.089, 0.049, 0.013803842646028866, 0.0006229766371345186, CSP
V, 14.439, 0.0301, 154.597167, -13.103111, 54549.66, 19.404, 0.046, 0.010327614057613975, 0.00043755586722474146, CSP
V, 14.439, 0.0301, 154.597167, -13.103111, 54551.64, 19.505, 0.039, 0.009410224835267517, 0.0003380183574675857, CSP
V, 14.439, 0.0301, 154.597167, -13.103111, 54560.64, 19.906, 0.042, 0.006504291550788021, 0.0002516083040575713, CSP
V, 14.439, 0.0301, 154.597167, -13.103111, 54568.71, 20.154, 0.052, 0.005176068319505676, 0.0002479014252585002, CSP
V, 14.439, 0.0301, 154.597167, -13.103111, 54570.61, 20.064, 0.076, 0.005623413251903491, 0.00039363098077757576, CSP
V, 14.439, 0.0301, 154.597167, -13.103111, 54576.62, 20.375, 0.116, 0.004222795013060564, 0.00045116320093990835, CSP
Y, 13.921, 0.0301, 154.597167, -13.103111, 54546.74, 17.663, 0.039, 0.0318566423657311, 0.0011443010252571303, CSP
Y, 13.921, 0.0301, 154.597167, -13.103111, 54546.73, 17.699, 0.033, 0.030817684166115054, 0.0009366764901317362, CSP
Y, 13.921, 0.0301, 154.597167, -13.103111, 54550.72, 17.76, 0.045, 0.029133992225701583, 0.001207502931569488, CSP
Y, 13.921, 0.0301, 154.597167, -13.103111, 54550.72, 17.841, 0.043, 0.027039583641088393, 0.0010708882060590558, CSP
