# Combination of '2018hkw' data from 'ATLAS', 'ZTF'
filter, zp, z, ra, dec, mjd, mag, dmag, flux, dflux, source
c, nan, nan, 39.59504, -11.73895, 60697.139937, -19.526, 0.343, -56.0, 19.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60697.144218, -19.565, 0.32, -54.0, 17.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60697.149256, -19.825, 0.439, -43.0, 19.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60697.164298, -21.791, 3.375, -7.0, 24.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60698.269023, -20.39, 0.512, -25.0, 13.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60698.27224, 22.886, 4.19, 2.0, 11.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60698.274997, 19.342, 0.158, 66.0, 10.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60698.278663, 19.553, 0.172, 55.0, 9.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60698.279578, -20.116, 0.324, -33.0, 11.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60698.285528, -20.17, 0.337, -31.0, 10.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60698.28965, -19.842, 0.241, -42.0, 10.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60698.301313, 24.513, 16.5, 1.0, 9.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60699.038283, -18.705, 0.131, -120.0, 16.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60699.043725, -18.66, 0.084, -125.0, 10.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60699.063262, -18.798, 0.107, -110.0, 12.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60699.077378, -20.151, 0.347, -32.0, 11.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60700.276057, 20.681, 10.231, 19.0, 198.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60700.28477, -15.107, 1.532, -3290.0, 5040.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60700.287935, -18.357, 0.401, -165.0, 66.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60700.288387, -15.246, 0.913, -2894.0, 2641.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60700.788147, 20.181, 0.559, 31.0, 17.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60700.791305, -20.375, 0.641, -26.0, 16.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60700.801761, 21.133, 0.872, 13.0, 11.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60700.817628, -19.382, 0.209, -64.0, 13.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60703.032759, -21.081, 1.472, -13.0, 20.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60703.05686, -19.093, 0.107, -84.0, 9.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60703.07464, -19.572, 0.197, -54.0, 11.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60703.089325, -19.146, 0.163, -80.0, 13.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60704.277916, -19.618, 0.318, -52.0, 16.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60704.283424, -18.928, 0.177, -98.0, 17.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60704.286643, -18.48, 0.13, -147.0, 19.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60704.308331, -17.836, 0.596, -266.0, 159.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60704.785296, 20.491, 0.847, 23.0, 20.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60704.789374, 23.143, 9.083, 2.0, 18.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60704.797082, 21.82, 2.359, 7.0, 16.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60704.812491, -20.127, 0.497, -32.0, 16.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60707.030239, -19.191, 0.28, -76.0, 21.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60707.033413, -19.17, 0.183, -78.0, 14.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60707.052955, -19.227, 0.152, -74.0, 11.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60707.059792, -18.915, 0.108, -99.0, 11.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60708.238496, -18.943, 0.168, -96.0, 16.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60708.240313, -20.31, 0.618, -27.0, 17.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60708.2435, -19.965, 0.464, -38.0, 17.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60708.255097, 21.93, 3.571, 6.0, 22.0, ATLAS
c, nan, nan, 39.59504, -11.73895, 60708.260602, -19.213, 0.247, -75.0, 18.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60712.233913, 19.484, 0.389, 58.0, 23.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60712.237135, 21.293, 1.764, 11.0, 20.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60712.242577, 21.205, 2.048, 12.0, 24.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60712.25541, -18.681, 0.182, -122.0, 22.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60714.220865, -25.452, 113.0, 0.0, 27.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60714.224062, -21.254, 2.054, -11.0, 24.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60714.234146, -19.195, 0.366, -76.0, 28.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60714.245206, -20.129, 0.909, -32.0, 29.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60715.058228, -20.612, 1.584, -21.0, 33.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60715.07243, -19.521, 0.578, -56.0, 33.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60715.089455, -18.814, 1.023, -108.0, 111.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60715.104696, 17.999, 0.26, 229.0, 60.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60716.278914, 19.033, 0.341, 88.0, 30.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60716.284104, 20.608, 1.552, 21.0, 32.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60716.288248, -19.546, 0.443, -55.0, 24.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60716.298935, -20.767, 1.968, -18.0, 35.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60716.807894, 19.485, 0.531, 58.0, 31.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60716.811086, -19.47, 0.409, -59.0, 24.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60716.831006, 18.644, 0.253, 127.0, 32.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60716.846086, 19.306, 0.497, 69.0, 34.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60719.030693, 23.914, 37.5, 1.0, 37.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60719.036204, -21.075, 2.815, -14.0, 38.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60719.039415, -18.259, 0.247, -180.0, 45.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60719.049929, -19.388, 0.577, -64.0, 37.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60720.239735, -20.366, 0.73, -26.0, 19.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60720.245206, 22.039, 3.2, 6.0, 18.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60720.256209, 20.754, 1.052, 18.0, 19.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60720.259378, 19.232, 0.262, 74.0, 19.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60720.785105, -21.13, 1.436, -13.0, 18.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60720.788272, 18.851, 0.207, 105.0, 22.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60720.80368, 19.888, 0.686, 40.0, 28.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60720.82095, 20.416, 1.227, 25.0, 30.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60723.061916, 19.274, 0.24, 71.0, 17.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60723.067431, 18.96, 0.234, 95.0, 22.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60723.071576, 19.19, 0.31, 76.0, 24.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60723.086198, 18.718, 0.223, 118.0, 26.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60724.233531, -19.805, 0.303, -44.0, 13.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60724.236738, 22.673, 5.31, 3.0, 16.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60724.242726, -20.372, 0.56, -26.0, 14.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60724.256024, 21.071, 0.867, 14.0, 12.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60725.01863, -19.501, 0.941, -58.0, 54.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60725.022749, -19.023, 0.343, -89.0, 31.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60725.030089, 24.085, 23.4, 1.0, 20.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60725.048931, 20.102, 0.668, 33.0, 22.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60726.056028, 19.253, 0.219, 72.0, 16.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60726.059222, -21.221, 1.395, -12.0, 16.0, ATLAS
o, nan, nan, 39.59504, -11.73895, 60726.064691, 18.938, 0.162, 97.0, 16.0, ATLAS
ZTF_r, 26.3099, nan, 39.5949166666667, -11.7391611111111, 58356.41609949991, nan, 6.291751616857433, -11.7118871229875, 67.8694183904432, ZTF
ZTF_g, 26.2057, nan, 39.5949166666667, -11.7391611111111, 58384.39579859981, 21.312977950035073, 0.8320364139150352, 90.5917856265623, 69.4235525281633, ZTF
ZTF_g, 26.2804, nan, 39.5949166666667, -11.7391611111111, 58390.410451400094, nan, 1.3066788153249234, -46.6290207992387, 56.1178243762984, ZTF
ZTF_r, 26.1369, nan, 39.5949166666667, -11.7391611111111, 58439.3099421002, 19.375757774527507, 0.10217996095833298, 506.357083995388, 47.6538839239141, ZTF
ZTF_r, 26.2686, nan, 39.5949166666667, -11.7391611111111, 58443.17111109989, 19.389901928095778, 0.1863575268208677, 564.259953532144, 96.850495510143, ZTF
ZTF_g, 26.3037, nan, 39.5949166666667, -11.7391611111111, 58443.26880790014, 20.30672488502353, 0.40231425875033416, 250.489799996845, 92.8177744911126, ZTF
ZTF_r, 26.2359, nan, 39.5949166666667, -11.7391611111111, 58745.46436339989, nan, 12.804566642838958, -5.26398261179567, 62.0804720925581, ZTF
ZTF_r, 26.2381, nan, 39.5949166666667, -11.7391611111111, 58745.467523099855, 21.276238159957305, 0.702619567956013, 96.5483232960543, 62.4799476187186, ZTF
ZTF_g, 26.1614, nan, 39.5949166666667, -11.7391611111111, 58746.46966439998, 21.95702075478583, 1.2704137749807702, 48.0564513720221, 56.2305811780549, ZTF
ZTF_g, 26.153, nan, 39.5949166666667, -11.7391611111111, 58746.470115699805, 23.572907426210683, 5.214912381850986, 10.7655700085397, 51.7082363921237, ZTF
ZTF_r, 26.2119, nan, 39.5949166666667, -11.7391611111111, 58748.468055599835, nan, 2.8697633116932413, -12.9978346526049, 34.355222616663, ZTF
ZTF_r, 26.2042, nan, 39.5949166666667, -11.7391611111111, 58748.46850690013, nan, 0.4332103309620937, -88.8183789213511, 35.4386628716507, ZTF
ZTF_g, 26.1302, nan, 39.5949166666667, -11.7391611111111, 58749.47420139983, 21.253142384196714, 0.4518301206320952, 89.2941579749106, 37.1598460037202, ZTF
ZTF_g, 26.1225, nan, 39.5949166666667, -11.7391611111111, 58749.47465279978, 21.906780713632894, 0.7533628770162438, 48.5610104112184, 33.695166794496, ZTF
ZTF_g, 26.1681, nan, 39.5949166666667, -11.7391611111111, 58767.38828699989, nan, 0.6483815652238212, -167.882138897195, 100.256105962081, ZTF
ZTF_g, 26.1753, nan, 39.5949166666667, -11.7391611111111, 58767.38873839984, nan, 2.9801645685750335, -34.1958986915876, 93.8620313336402, ZTF
ZTF_g, 26.1161, nan, 39.5949166666667, -11.7391611111111, 58768.441122699995, 22.38613956372703, 3.320759089777297, 31.0444646146859, 94.9504931350023, ZTF
ZTF_r, 26.207, nan, 39.5949166666667, -11.7391611111111, 58773.325925900135, nan, 1.1110083806095161, -54.7061424983489, 55.9795118925035, ZTF
ZTF_r, 26.2265, nan, 39.5949166666667, -11.7391611111111, 58773.32637730008, nan, 0.50099669355783, -126.985594434315, 58.5955986934509, ZTF
ZTF_g, 26.246, nan, 39.5949166666667, -11.7391611111111, 59084.47722220002, 21.76958675419221, 0.46500077571739695, 61.7398113770082, 26.4420216044105, ZTF
ZTF_g, 26.244, nan, 39.5949166666667, -11.7391611111111, 59084.47769680014, 21.357885485813085, 0.3032231829331832, 90.042139481428, 25.1468671782088, ZTF
ZTF_g, 26.3316, nan, 39.5949166666667, -11.7391611111111, 59091.42613429995, 21.577410725143622, 0.5859029665991132, 79.7399042697457, 43.0305688095762, ZTF
ZTF_g, 26.3168, nan, 39.5949166666667, -11.7391611111111, 59091.43130790023, 22.72175703192839, 1.5949131082856023, 27.4168267202747, 40.2744756341868, ZTF
ZTF_g, 26.2583, nan, 39.5949166666667, -11.7391611111111, 59092.433923599776, nan, 2.5106228112080675, -23.8698731210598, 55.195956159187, ZTF
ZTF_g, 26.243, nan, 39.5949166666667, -11.7391611111111, 59092.43722219998, 23.957050271869722, 8.24302140910489, 8.21069445962772, 62.3364403964874, ZTF
ZTF_r, 26.3608, nan, 39.5949166666667, -11.7391611111111, 59096.42246530019, nan, 1.080488928184693, -80.0030730740123, 79.6164245958153, ZTF
ZTF_r, 26.3549, nan, 39.5949166666667, -11.7391611111111, 59096.424340299796, nan, 2.6287681105548826, -36.2821777446345, 87.8458611018339, ZTF
ZTF_g, 26.2566, nan, 39.5949166666667, -11.7391611111111, 59121.38461809978, nan, 0.4168697197679732, -181.154338383916, 69.5544257857264, ZTF
ZTF_g, 26.2819, nan, 39.5949166666667, -11.7391611111111, 59121.3860185002, 26.431801526590235, 87.35928810727788, 0.871042587638608, 70.0848512130535, ZTF
ZTF_g, 26.243, nan, 39.5949166666667, -11.7391611111111, 59122.404664400034, 21.961195090932673, 1.8029023157535895, 51.6085864075363, 85.6978329901819, ZTF
ZTF_g, 26.2486, nan, 39.5949166666667, -11.7391611111111, 59122.40513890004, 22.920398339683924, 4.131376495994526, 21.4427589824985, 81.5926650333559, ZTF
ZTF_r, 26.3297, nan, 39.5949166666667, -11.7391611111111, 59124.37054400006, nan, 4.590825905910839, -25.9953580980211, 109.916352486564, ZTF
ZTF_r, 26.352, nan, 39.5949166666667, -11.7391611111111, 59124.37100689998, nan, 1.6524612166461794, -67.9222370042734, 103.375812564178, ZTF
ZTF_g, 25.6484, nan, 39.5949166666667, -11.7391611111111, 59128.348495400045, 19.596832454317536, 0.37478476731875265, 263.406821796651, 90.9252763096834, ZTF
ZTF_g, 25.9234, nan, 39.5949166666667, -11.7391611111111, 59128.350844900124, nan, 2.3783851760260175, -40.7746484710921, 89.3198725953457, ZTF
ZTF_r, 26.0574, nan, 39.5949166666667, -11.7391611111111, 59128.414456000086, nan, 5.470115373656507, -15.8381698160456, 79.7952723889173, ZTF
ZTF_r, 26.0744, nan, 39.5949166666667, -11.7391611111111, 59128.41491900012, 21.974765670440657, 2.075295905265983, 43.6368840678785, 83.4083329151326, ZTF
ZTF_g, 26.3082, nan, 39.5949166666667, -11.7391611111111, 59129.37486110022, 21.456960815534767, 0.6313124334964667, 87.195821525328, 50.7009032548994, ZTF
ZTF_g, 26.2907, nan, 39.5949166666667, -11.7391611111111, 59129.37533560023, 21.35018227722804, 0.5594414372099742, 94.6688472966005, 48.7795062543105, ZTF
ZTF_g, 26.3245, nan, 39.5949166666667, -11.7391611111111, 59130.41552079981, 21.79357189823829, 0.7713044746441767, 64.9189131945002, 46.1182449442434, ZTF
ZTF_g, 26.3224, nan, 39.5949166666667, -11.7391611111111, 59130.41599539993, 22.840458502210083, 1.9212212185165445, 24.7045301820129, 43.7149165433395, ZTF
ZTF_g, 24.6238, nan, 39.5949166666667, -11.7391611111111, 59131.39510420011, 20.390736300874302, 1.0223390573299311, 49.342991940975, 46.4618087207708, ZTF
ZTF_g, 24.9927, nan, 39.5949166666667, -11.7391611111111, 59131.39557870012, 20.671625342264843, 0.9615335766499863, 53.5093731191952, 47.3881765147286, ZTF
ZTF_g, 26.2558, nan, 39.5949166666667, -11.7391611111111, 59135.30109950015, 21.16883237993692, 0.26818194792654937, 108.339555153678, 26.760379557419, ZTF
