index,objName,objAltName1,objAltName2,objAltName3,objID,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,uniquePspsSTid,primaryDetection,bestDetection,gippDetectID,gstackDetectID,gstackImageID,gra,gdec,graErr,gdecErr,gEpoch,gPSFMag,gPSFMagErr,gApMag,gApMagErr,gKronMag,gKronMagErr,ginfoFlag,ginfoFlag2,ginfoFlag3,gnFrames,gxPos,gyPos,gxPosErr,gyPosErr,gpsfMajorFWHM,gpsfMinorFWHM,gpsfTheta,gpsfCore,gpsfLikelihood,gpsfQf,gpsfQfPerfect,gpsfChiSq,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gPSFFluxErr,gApFlux,gApFluxErr,gApFillFac,gApRadius,gKronFlux,gKronFluxErr,gKronRad,gexpTime,gExtNSigma,gsky,gskyErr,gzp,gPlateScale,rippDetectID,rstackDetectID,rstackImageID,rra,rdec,rraErr,rdecErr,rEpoch,rPSFMag,rPSFMagErr,rApMag,rApMagErr,rKronMag,rKronMagErr,rinfoFlag,rinfoFlag2,rinfoFlag3,rnFrames,rxPos,ryPos,rxPosErr,ryPosErr,rpsfMajorFWHM,rpsfMinorFWHM,rpsfTheta,rpsfCore,rpsfLikelihood,rpsfQf,rpsfQfPerfect,rpsfChiSq,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rPSFFluxErr,rApFlux,rApFluxErr,rApFillFac,rApRadius,rKronFlux,rKronFluxErr,rKronRad,rexpTime,rExtNSigma,rsky,rskyErr,rzp,rPlateScale,iippDetectID,istackDetectID,istackImageID,ira,idec,iraErr,idecErr,iEpoch,iPSFMag,iPSFMagErr,iApMag,iApMagErr,iKronMag,iKronMagErr,iinfoFlag,iinfoFlag2,iinfoFlag3,inFrames,ixPos,iyPos,ixPosErr,iyPosErr,ipsfMajorFWHM,ipsfMinorFWHM,ipsfTheta,ipsfCore,ipsfLikelihood,ipsfQf,ipsfQfPerfect,ipsfChiSq,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iPSFFluxErr,iApFlux,iApFluxErr,iApFillFac,iApRadius,iKronFlux,iKronFluxErr,iKronRad,iexpTime,iExtNSigma,isky,iskyErr,izp,iPlateScale,zippDetectID,zstackDetectID,zstackImageID,zra,zdec,zraErr,zdecErr,zEpoch,zPSFMag,zPSFMagErr,zApMag,zApMagErr,zKronMag,zKronMagErr,zinfoFlag,zinfoFlag2,zinfoFlag3,znFrames,zxPos,zyPos,zxPosErr,zyPosErr,zpsfMajorFWHM,zpsfMinorFWHM,zpsfTheta,zpsfCore,zpsfLikelihood,zpsfQf,zpsfQfPerfect,zpsfChiSq,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zPSFFluxErr,zApFlux,zApFluxErr,zApFillFac,zApRadius,zKronFlux,zKronFluxErr,zKronRad,zexpTime,zExtNSigma,zsky,zskyErr,zzp,zPlateScale,yippDetectID,ystackDetectID,ystackImageID,yra,ydec,yraErr,ydecErr,yEpoch,yPSFMag,yPSFMagErr,yApMag,yApMagErr,yKronMag,yKronMagErr,yinfoFlag,yinfoFlag2,yinfoFlag3,ynFrames,yxPos,yyPos,yxPosErr,yyPosErr,ypsfMajorFWHM,ypsfMinorFWHM,ypsfTheta,ypsfCore,ypsfLikelihood,ypsfQf,ypsfQfPerfect,ypsfChiSq,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yPSFFluxErr,yApFlux,yApFluxErr,yApFillFac,yApRadius,yKronFlux,yKronFluxErr,yKronRad,yexpTime,yExtNSigma,ysky,yskyErr,yzp,yPlateScale,distance,SkyMapper_StarClass,g_elong,g_a,g_b,g_pa,r_elong,r_a,r_b,r_pa,i_elong,i_a,i_b,i_pa,z_elong,z_a,z_b,z_pa,NED_name,NED_type,NED_vel,NED_redshift,NED_mag,NED_redshift_flag,g-r,r-i,i-z,z-y,g-rErr,r-iErr,i-zErr,z-yErr,gApMag_gKronMag,rApMag_rKronMag,iApMag_iKronMag,zApMag_zKronMag,yApMag_yKronMag,7DCD,hasSimbad,sourceClass
2,31078774,,,,31078774,,,,,,,,,,,,,,0,,,,,114.273302,-38.471494,,,,,,,,,,252.06142,-8.382975,,,14,2,3,5,4,1,,1,1,,,,114.2733444,-38.4714881,22,24,,18.7128,0.0424,,,18.6738,0.1365,,,,,,,,,,,,,,,,0.2915,,,,,,611.072,10.85165,,,,,511.569,68.78904,6.19,,,,,,0.5,,,,114.2733385,-38.4715017,22,24,,17.8219,0.0155,,,17.9423,0.0688,,,,,,,,,,,,,,,,1.171,,,,,,1146.778,,,,,,940.9225,24.56956,3.85,,,,,,0.5,,,,114.2733053,-38.4714837,22,24,,16.9759,0.0082,,,17.0545,0.0159,,,,,,,,,,,,,,,,0.5839,,,,,,,,,,,,26057.49,66.28107,3.5,,,,,,0.5,,,,114.2732927,-38.4714899,22,24,,16.6352,0.0061,,,16.7148,0.0163,,,,,,,,,,,,,,,,0.3475,,,,,,,49.83563,,,,,18458.96,301.0538,3.5,,,,,,0.5,,,,114.273302,-38.471494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,147.48,0.934,1.235,0.949,0.769,0.25,1.16,1.491,1.285,69.97,1.116,2.005,1.797,-33.74,1.059,1.846,1.742,7.51,WISEA J073705.58-382817.5,IrS,,,,,,,,,,,,,,,,,,,0,1.0
5,31078794,,,,31078794,,,,,,,,,,,,,,0,,,,,114.270323,-38.46401,,,,,,,,,,252.05363,-8.381502,,,9,0,1,5,3,1,,1,1,,,,,,52,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,114.2703569,-38.4640206,52,40,,18.5763,0.0337,,,18.8532,0.2964,,,,,,,,,,,,,,,,0.61,,,,,,538.9211,,,,,,466.1807,15.96402,4.91,,,,,,0.5,,,,114.2703026,-38.4639627,52,40,,18.1231,0.0112,,,18.2229,0.0292,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,9183.911,61.53568,3.86,,,,,,0.5,,,,114.2702939,-38.4639928,52,40,,17.9179,0.0092,,,18.0216,0.0543,,,,,,,,,,,,,,,,0.414,,,,,,,44.92169,,,,,5596.005,302.5898,3.86,,,,,,0.5,,,,114.270323,-38.46401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,142.74,0.504,,,,,1.012,0.939,0.927,89.47,1.142,1.82,1.594,-21.14,1.045,1.56,1.493,-18.29,,,,,,,,,,,,,,,,,,,,,0,1.0
7,31078796,,,,31078796,,,,,,,,,,,,,,0,,,,,114.276822,-38.465253,,,,,,,,,,252.05717,-8.377601,,,19,3,4,6,6,1,,1,1,,,,114.2768213,-38.4652674,24,35,,18.2356,0.0104,,,18.3234,0.1706,,,,,,,,,,,,,,,,0.06309,,,,,,890.0648,5.350908,,,,,828.1689,81.66727,4.4,,,,,,0.5,,,,114.2768658,-38.4652837,24,35,,17.4943,0.0113,,,17.6295,0.0857,,,,,,,,,,,,,,,,0.396,,,,,,1464.193,,,,,,1360.383,15.09433,3.5,,,,,,0.5,,,,114.2768358,-38.4652441,24,35,,16.9176,0.0093,,,16.9979,0.0112,,,,,,,,,,,,,,,,3.514,,,,,,,,,,,,27766.6,165.6053,3.5,,,,,,0.5,,,,114.27682,-38.4652563,24,35,,16.5925,0.0061,,,16.6973,0.0194,,,,,,,,,,,,,,,,1.515,,,,,,,105.0802,,,,,19110.0,300.9325,3.5,,,,,,0.5,,,,114.276822,-38.465253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,127.79,0.896,1.085,1.471,1.356,-73.76,1.183,1.83,1.547,-72.13,1.097,1.981,1.806,-38.01,1.059,1.821,1.719,-12.7,WISEA J073706.42-382754.9,IrS,,,,,,,,,,,,,,,,,,,0,1.0
14,31078806,,,,31078806,,,,,,,,,,,,,,0,,,,,114.269231,-38.455937,,,,,,,,,,252.04604,-8.3784485,,,18,3,4,5,6,1,,1,1,,,,114.269212,-38.4559128,26,24,,17.6766,0.017,,,17.8535,0.0785,,,,,,,,,,,,,,,,4.009,,,,,,1487.34,46.56954,,,,,1291.5,80.01557,3.5,,,,,,0.5,,,,114.2691909,-38.4559158,26,24,,17.0522,0.0172,,,17.149,0.0577,,,,,,,,,,,,,,,,0.2631,,,,,,2177.51,,,,,,2016.328,13.51566,3.91,,,,,,0.5,,,,114.2692396,-38.4559341,26,24,,16.6072,0.0053,,,16.6727,0.0107,,,,,,,,,,,,,,,,2.124,,,,,,,,,,,,36801.79,140.1756,3.5,,,,,,0.5,,,,114.2692275,-38.455937,26,24,,16.3528,0.0088,,,16.4531,0.0127,,,,,,,,,,,,,,,,0.07323,,,,,,,23.9895,,,,,23426.9,310.1434,3.5,,,,,,0.5,,,,114.269231,-38.455937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,137.9,0.97,1.038,1.682,1.619,-23.98,1.13,1.976,1.748,89.94,1.097,2.077,1.893,-25.61,1.047,1.859,1.774,-9.79,WISEA J073704.63-382721.2,IrS,,,,,,,,,,,,,,,,,,,0,1.0
16,31078808,,,,31078808,,,,,,,,,,,,,,0,,,,,114.273218,-38.457334,,,,,,,,,,252.04877,-8.376354,,,18,3,3,6,6,1,,1,1,,,,114.2732148,-38.4573551,45,81,,18.0176,0.0185,,,18.1375,0.0828,,,,,,,,,,,,,,,,0.2024,,,,,,1090.403,9.929995,,,,,1062.478,96.85026,4.63,,,,,,0.5,,,,114.2732587,-38.4573155,45,81,,17.4416,0.0162,,,17.2919,0.0933,,,,,,,,,,,,,,,,3.446,,,,,,1533.612,,,,,,1891.537,44.17352,5.39,,,,,,0.5,,,,114.2732431,-38.4575263,45,81,,17.1407,0.0111,,,16.8519,0.0289,,,,,,,,,,,,,,,,712.6,,,,,,,,,,,,20878.77,2214.181,3.63,,,,,,0.5,,,,114.2732144,-38.4572933,45,81,,16.9573,0.022,,,16.8307,0.0947,,,,,,,,,,,,,,,,1.208,,,,,,,87.06598,,,,,13567.56,309.3134,3.63,,,,,,0.5,,,,114.273218,-38.457334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,127.84,0.919,1.052,1.625,1.544,-50.84,1.16,2.021,1.743,-11.18,1.93,3.423,1.773,-10.65,1.222,2.099,1.717,-12.22,WISEA J073705.57-382727.4,IrS,,,,,,,,,,,,,,,,,,,0,1.0
20,31078836,,,,31078836,,,,,,,,,,,,,,0,,,,,114.323804,-38.490784,,,,,,,,,,252.09747,-8.357219,,,14,3,2,4,5,1,,1,1,,,,114.3238131,-38.4908201,21,24,,17.3632,0.0563,,,17.5034,0.1077,,,,,,,,,,,,,,,,0.1108,,,,,,2172.746,8.316517,,,,,2082.494,91.76726,3.5,,,,,,0.5,,,,114.323775,-38.4907833,21,24,,16.8515,0.0088,,,16.8315,0.0612,,,,,,,,,,,,,,,,0.08416,,,,,,2630.802,,,,,,2481.727,7.976677,3.5,,,,,,0.5,,,,114.3238071,-38.490775,21,24,,16.4849,0.0084,,,16.5464,0.0129,,,,,,,,,,,,,,,,1.117,,,,,,,,,,,,40149.22,103.724,3.5,,,,,,0.5,,,,114.3238106,-38.4907897,21,24,,16.2951,0.0054,,,16.3744,0.0218,,,,,,,,,,,,,,,,1.84,,,,,,,122.8981,,,,,24968.07,315.8962,3.5,,,,,,0.5,,,,114.323804,-38.490784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,149.66,0.975,1.036,1.897,1.831,73.51,1.121,2.068,1.844,-85.57,1.101,2.082,1.89,-37.41,1.056,1.863,1.764,4.1,WISEA J073717.72-382926.8,IrS,,,,,,,,,,,,,,,,,,,0,1.0
22,31078847,,,,31078847,,,,,,,,,,,,,,0,,,,,114.297809,-38.484135,,,,,,,,,,252.08183,-8.372021,,,18,3,4,5,6,1,,1,1,,,,114.2978257,-38.4841397,18,21,,16.8285,0.0089,,,16.8909,0.0601,,,,,,,,,,,,,,,,0.2621,,,,,,3422.915,14.60711,,,,,3310.51,121.1861,4.01,,,,,,0.5,,,,114.2978147,-38.4841311,18,21,,16.4845,0.0108,,,16.5287,0.0689,,,,,,,,,,,,,,,,0.5652,,,,,,3724.252,,,,,,3515.885,22.48702,3.5,,,,,,0.5,,,,114.2978177,-38.4841315,18,21,,16.1326,0.005,,,16.2048,0.0124,,,,,,,,,,,,,,,,0.8169,,,,,,,,,,,,56244.52,98.39229,3.5,,,,,,0.5,,,,114.2978135,-38.4841459,18,21,,15.9859,0.0048,,,16.0673,0.0114,,,,,,,,,,,,,,,,0.4615,,,,,,,66.40084,,,,,33574.04,345.4902,3.5,,,,,,0.5,,,,114.297809,-38.484135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,136.39,0.984,1.017,2.166,2.129,10.06,1.153,2.175,1.886,-85.88,1.062,2.154,2.029,-27.08,1.053,1.986,1.887,-10.75,WISEA J073711.47-382902.9,IrS,,,,,,,,,,,,,,,,,,,0,1.0
29,31078854,,,,31078854,,,,,,,,,,,,,,0,,,,,114.313833,-38.484481,,,,,,,,,,252.08813,-8.361125,,,19,3,3,5,5,1,,1,1,,,,114.3138304,-38.4844786,30,20,,15.4769,0.0162,,,15.4843,0.0213,,,,,,,,,,,,,,,,0.1643,,,,,,11491.02,17.41894,,,,,11291.31,148.1913,3.5,,,,,,0.5,,,,114.3138388,-38.4844795,30,20,,15.0622,0.0069,,,15.0633,0.0102,,,,,,,,,,,,,,,,0.1365,,,,,,13770.83,,,,,,13361.07,17.44917,3.5,,,,,,0.5,,,,114.3139105,-38.4845247,30,20,,14.7988,0.0049,,,14.8068,0.0058,,,,,,,,,,,,,,,,24.16,,,,,,,,,,,,192413.5,843.7952,3.5,,,,,,0.5,,,,114.3138564,-38.4845155,30,20,,14.6935,0.0054,,,14.7307,0.006,,,,,,,,,,,,,,,,8.294,,,,,,,414.9613,,,,,108389.2,524.7173,3.5,,,,,,0.5,,,,114.313833,-38.484481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,126.31,0.982,1.06,2.502,2.361,-81.23,1.122,2.499,2.228,-86.71,1.16,3.262,2.812,-62.54,1.315,2.868,2.181,-11.69,WISEA J073715.32-382904.1,IrS,,,,,,,,,,,,,,,,,,,0,1.0
42,31078867,,,,31078867,,,,,,,,,,,,,,0,,,,,114.327031,-38.47442,,,,,,,,,,252.08409,-8.347267,,,11,1,2,4,4,1,,1,1,,,,114.3270654,-38.4744567,51,66,,18.8678,0.0775,,,18.4485,0.1478,,,,,,,,,,,,,,,,3.455,,,,,,519.4167,36.80303,,,,,518.9761,76.69146,7.72,,,,,,0.5,,,,114.3270011,-38.4743993,51,66,,18.2668,0.0476,,,18.1883,0.1765,,,,,,,,,,,,,,,,1.704,,,,,,692.21,,,,,,569.4067,27.63079,5.57,,,,,,0.5,,,,114.3270201,-38.4743916,51,66,,17.7851,0.0142,,,17.8435,0.0321,,,,,,,,,,,,,,,,0.1835,,,,,,,,,,,,12145.71,31.10066,3.5,,,,,,0.5,,,,114.3270094,-38.4743737,51,66,,17.4957,0.0087,,,17.5439,0.0444,,,,,,,,,,,,,,,,0.09778,,,,,,,24.21137,,,,,8295.49,300.451,3.5,,,,,,0.5,,,,114.327031,-38.47442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,93.65,0.557,1.272,0.86,0.676,-45.95,1.181,1.155,0.978,89.33,1.163,1.939,1.668,-15.59,1.043,1.691,1.622,-14.38,WISEA J073718.46-382828.5,IrS,,,,,,,,,,,,,,,,,,,0,1.0
48,31078910,,,,31078910,,,,,,,,,,,,,,0,,,,,114.350173,-38.481586,,,,,,,,,,252.09912,-8.334681,,,20,4,4,6,6,1,,1,1,,,,114.3501798,-38.4815927,45,35,,17.4114,0.0266,,,17.0251,0.2504,,,,,,,,,,,,,,,,0.9156,,,,,,1965.686,23.36772,,,,,1922.17,92.26245,3.5,,,,,,0.5,,,,114.3501636,-38.4816028,45,35,,16.6444,0.0241,,,16.6059,0.0628,,,,,,,,,,,,,,,,0.1366,,,,,,3268.487,,,,,,3022.118,10.75274,3.5,,,,,,0.5,,,,114.350164,-38.4815728,45,35,,16.102,0.0069,,,16.1486,0.0239,,,,,,,,,,,,,,,,0.6941,,,,,,,,,,,,58372.54,92.05298,3.5,,,,,,0.5,,,,114.3501658,-38.48158,45,35,,15.8554,0.0066,,,15.9161,0.0172,,,,,,,,,,,,,,,,0.1967,,,,,,,44.83141,,,,,37900.93,350.0899,3.5,,,,,,0.5,,,,114.350173,-38.481586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,147.79,0.976,1.241,2.132,1.718,-24.85,1.171,2.187,1.868,-73.93,1.079,2.189,2.028,-32.17,1.014,1.973,1.945,-35.9,WISEA J073724.05-382853.9,IrS,,,,,,,,,,,,,,,,,,,0,1.0
