2024edz 0.056 174.019997333 -34.3357893333
filter ATgr
60683.030363 20.909 0.461
60683.04548 22.356 2.276
60683.984767 21.225 0.648
60683.989948 20.735 0.519
60701.267368 20.769 0.803
60701.284573 21.169 1.102
60702.252629 21.059 0.709
60705.240846 21.198 0.945
60706.203079 20.769 0.59
60706.212952 21.599 1.113
60710.25558 21.419 1.167
filter ATri
60682.295243 20.195 0.567
60685.293474 20.669 0.789
60685.295471 19.854 0.393
60685.298676 22.705 4.682
60686.283957 21.241 1.527
60686.287115 20.676 1.057
60686.292552 21.207 1.211
60687.022918 22.309 4.615
60689.223122 20.976 2.44
60689.225971 20.992 2.0
60690.286999 21.896 4.907
60691.017881 20.844 1.534
60691.023293 20.083 0.73
60693.27182 20.739 1.392
60693.27503 21.537 3.099
60693.278321 19.967 0.653
60695.023753 20.438 0.753
60695.02983 20.497 0.862
60697.264464 19.818 0.517
60697.267175 19.996 0.643
60698.288901 20.21 0.546
60698.293471 21.613 1.755
60699.037172 21.426 1.303
60700.018826 21.403 1.857
60700.021083 21.299 1.218
60700.029731 20.526 0.822
60704.029429 20.072 2.4
60704.064723 20.311 0.433
60704.121086 19.228 0.402
60707.005244 21.001 0.792
60707.008401 21.122 1.022
60707.994974 21.039 0.7
