2025gg 0.065713 193.180954582 41.0296418735
filter ATgr
60703.649354 18.742 0.112
60703.652154 18.827 0.113
60703.662612 18.963 0.139
60703.668368 18.901 0.131
60709.378935 18.917 0.146
60709.383207 19.102 0.165
60709.388404 19.609 0.244
60709.423068 18.787 0.151
60710.493328 18.658 0.082
60710.496052 19.7 0.201
60710.502461 19.372 0.163
60710.528725 19.048 0.118
filter ATri
60695.510911 18.59 0.174
60695.515974 18.779 0.205
60695.538315 18.987 0.172
60695.551782 18.695 0.113
60695.553595 18.742 0.131
60695.560183 18.799 0.125
60695.589802 18.851 0.149
60697.432834 18.104 0.158
60697.441147 18.64 0.408
60697.445682 17.391 0.963
60699.552049 17.504 0.74
60699.557485 18.996 0.144
60699.562963 18.961 0.148
60699.566141 18.762 0.101
60699.567954 18.65 0.097
60699.571285 17.032 0.089
60699.585416 18.647 0.103
60709.51194 18.865 0.127
60709.515626 18.988 0.119
60709.521273 19.117 0.144
60709.541376 19.115 0.143
60711.415849 19.254 0.181
60711.419634 18.983 0.17
60711.420875 19.338 0.218
60711.431161 19.012 0.156
60711.534943 19.162 0.16
60711.669474 19.963 0.5
60714.497805 19.478 0.33
60714.500579 19.001 0.195
60714.503335 18.931 0.185
60714.508774 18.536 0.202
60715.427146 19.387 0.392
60715.444007 19.004 0.274
60716.418643 19.059 0.309
60716.421467 19.346 0.34
60716.424291 19.152 0.314
60716.434144 19.476 0.389
60717.474205 19.223 0.67
60717.479655 18.849 0.282
60717.493146 18.633 0.143
60717.496481 19.639 0.485
60717.50302 18.796 0.212
60718.472028 19.462 0.522
60718.494686 18.866 0.228
60718.509775 19.699 0.551
60719.451686 19.65 0.531
60719.453509 19.795 0.651
60719.456388 19.762 0.545
60719.47703 19.465 0.485
60719.478653 19.173 0.358
60719.482082 19.139 0.353
60719.496702 18.453 0.191
60721.568217 19.788 0.422
60721.576095 19.439 0.34
60723.517524 19.63 0.309
60723.519351 20.397 0.668
