2024xor 0.112 15.2150314 25.6677676
filter ATgr
60697.261775 20.755 0.699
filter ATri
60695.269968 -19.45 0.241
60695.275952 -20.933 0.896
60696.239502 21.147 0.933
60696.24833 -20.839 0.768
60696.265498 -20.569 0.569
60699.242338 20.038 0.332
60703.292148 19.737 0.273
60703.295427 20.097 0.423
60703.313021 19.823 0.324
60703.314429 20.515 0.687
60704.231388 19.984 0.355
60704.234695 20.243 0.418
60704.250077 -20.207 0.512
60712.231109 20.037 0.521
60714.24764 19.896 0.87
60715.222814 19.332 0.37
60715.232512 -19.86 0.606
60715.243614 17.57 0.434
60716.236142 -20.033 0.675
60716.24823 19.645 0.546
60718.226343 19.48 0.935
60718.235025 -19.04 0.627
60718.245974 -19.03 0.711
60719.229509 19.712 0.423
60721.234369 -20.044 0.455
60721.244377 20.088 0.464
60722.232978 -19.75 0.325
