2025aga 0.094 208.822521 -17.966583
filter ATgr
60701.334887 19.59 0.196
60701.338084 18.755 0.096
60702.30654 19.044 0.158
60702.309719 19.482 0.219
60702.332842 19.079 0.18
60702.338308 19.317 0.186
60705.314614 19.396 0.197
60705.317797 19.685 0.245
60705.324837 19.274 0.158
60705.334895 19.378 0.168
60706.300646 19.965 0.295
60706.30383 19.685 0.228
60706.311354 19.829 0.195
60706.321352 19.378 0.174
60709.304266 19.999 0.293
60709.307452 19.981 0.267
60709.314966 19.618 0.206
60709.325879 19.586 0.222
60710.308344 19.568 0.186
60710.311052 -19.84 0.226
60710.317026 19.479 0.162
60710.324719 19.926 0.283
60714.330656 19.63 0.215
60714.333087 20.666 0.553
60714.336337 20.104 0.388
60714.358877 19.749 0.227
filter ATri
60695.060125 19.132 0.344
60695.063297 18.995 0.281
60695.070296 18.879 0.29
60695.07994 19.664 0.531
60698.332854 19.043 0.23
60698.336025 18.678 0.163
60698.339223 19.156 0.263
60698.362027 19.16 0.232
60699.071179 19.68 0.324
60699.088956 19.541 0.284
60699.097548 19.27 0.205
60699.101629 19.176 0.187
60700.078286 19.038 0.206
60700.081469 19.44 0.267
60707.050937 19.236 0.204
60707.054571 19.654 0.23
60707.057936 19.853 0.27
60707.067949 19.454 0.191
60707.979861 19.672 0.285
60707.9831 19.97 0.383
60707.988601 19.927 0.352
60708.013343 20.091 0.413
60710.935058 19.432 0.307
60710.93926 20.593 0.875
60710.947187 20.232 0.636
60710.957303 20.038 0.433
60715.042169 19.95 0.374
60715.045341 19.631 0.23
60715.051217 20.605 0.554
60715.061133 20.659 0.638
60717.297233 19.585 0.536
60717.299979 19.314 0.342
60717.314532 19.546 0.503
60718.30095 19.052 0.338
60718.306398 19.641 0.741
60719.091511 19.637 0.409
60719.110852 19.785 0.507
60719.112989 19.725 0.463
60720.074472 19.492 0.477
60720.102108 20.097 0.759
60720.109796 19.276 0.341
60721.01448 19.086 0.379
60721.023597 19.386 0.439
