2017avj 0.029 196.26245999999998 53.65916
filter ATri
57798.497031 17.595 0.099
57798.500604 17.544 0.089
57798.530817 17.668 0.099
57798.531748 17.297 0.123
57798.534359 16.95 0.121
57798.535683 17.82 0.112
57798.546425 17.211 0.131
57798.548593 17.518 0.087
57798.569531 16.988 0.116
57798.585054 16.945 0.144
