MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
60695.033884,19.771,0.568,45,26,c,0,1.43,18.56619,2.33927,1021.29,4384.55,2.56,2.14,54.4,-0.363,18.35,19.13,04a60695o0014c
60695.037043,-19.724,0.41,-47,19,c,0,1.37,18.56619,2.33927,1041.18,4423.26,2.5,2.08,53.6,-0.378,18.69,19.71,04a60695o0021c
60695.058002,19.848,0.41,42,17,c,0,0.83,18.56619,2.33927,981.8,4347.98,2.6,2.14,51.4,-0.376,19.14,20.8,04a60695o0067c
60695.064015,23.381,9.0,2,14,c,0,1.19,18.56619,2.33927,959.62,4463.43,2.59,2.1,52.2,-0.383,19.17,20.8,04a60695o0080c
60696.2524,19.933,0.3,39,12,c,0,2.03,18.56619,2.33927,9637.18,8125.12,2.66,2.54,-44.4,-0.411,19.4,20.9,02a60696o0106c
60696.262499,20.188,0.394,30,12,c,0,1.24,18.56619,2.33927,9615.68,8085.32,2.69,2.52,-48.8,-0.414,19.37,20.86,02a60696o0128c
60696.266147,-20.463,0.603,-24,14,c,0,1.11,18.56619,2.33927,9673.8,8164.63,2.65,2.56,-34.7,-0.408,19.37,20.85,02a60696o0136c
60696.272985,20.917,0.989,16,15,c,0,0.73,18.56619,2.33927,9693.59,8047.85,2.65,2.53,-34.9,-0.42,19.35,20.82,02a60696o0151c
60700.263772,20.721,15.0,19,280,c,0,1.0,18.56619,2.33927,10391.7,10136.47,3.21,2.61,-43.4,-0.574,15.89,17.24,02a60700o0134c
60700.266514,18.079,8.82,213,1878,c,0,0.8,18.56619,2.33927,75.74,9982.88,2.61,2.19,-68.0,-0.396,16.23,17.44,02a60700o0140c
60700.269271,16.632,1.701,808,1374,c,0,1.21,18.56619,2.33927,10411.65,10019.73,3.01,2.54,-44.7,-0.584,14.68,16.0,02a60700o0146c
60704.285716,24.954,101.0,0,38,c,0,1.4,18.56619,2.33927,5867.2,9752.62,2.73,2.45,-11.9,-0.409,18.24,19.56,02a60704o0046c
60704.288936,18.644,0.367,127,46,c,0,1.13,18.56619,2.33927,5847.26,9712.96,2.75,2.48,-16.0,-0.408,18.32,19.64,02a60704o0053c
60704.294468,-19.571,2.32,-54,125,c,0,1.31,18.56619,2.33927,5905.68,9791.84,3.22,2.56,-7.7,-0.376,17.11,18.53,02a60704o0065c
60716.219493,-21.005,3.554,-14,51,o,0,1.07,18.56619,2.33927,7272.2,7725.4,2.36,2.08,38.8,-0.462,18.11,18.25,02a60716o0032o
60716.222655,20.784,2.278,18,40,o,0,1.03,18.56619,2.33927,7251.68,7686.31,2.5,2.21,35.6,-0.432,18.35,18.64,02a60716o0039o
60716.230852,-20.159,1.032,-31,32,o,0,1.02,18.56619,2.33927,7308.84,7763.49,2.41,2.13,37.3,-0.427,18.48,18.88,02a60716o0057o
60716.240869,19.549,0.549,55,30,o,0,1.38,18.56619,2.33927,7329.64,7645.17,2.35,2.11,38.7,-0.44,18.5,18.86,02a60716o0079o
60720.218834,19.846,1.158,42,48,o,0,1.45,18.56619,2.33927,1982.34,9956.7,2.26,2.19,87.2,-0.411,17.87,17.9,02a60720o0027o
60720.221999,22.341,6.811,4,29,o,0,1.35,18.56619,2.33927,1966.73,9917.32,2.16,1.85,-52.7,-0.477,18.4,18.71,02a60720o0034o
60720.227436,-19.566,0.339,-54,18,o,0,1.84,18.56619,2.33927,2025.86,9994.99,2.16,1.83,-54.0,-0.49,18.89,19.47,02a60720o0046o
60720.237441,21.161,1.5,12,19,o,0,1.73,18.56619,2.33927,2045.26,9875.06,2.15,1.81,-51.6,-0.471,18.8,19.35,02a60720o0068o
