# Combination of '2020nta' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 241.84729, 13.89271, 59003.412704, 19.899, 0.514, 40.0, 20.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59003.431138, 19.951, 0.517, 38.0, 20.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59010.444671, 20.62, 0.903, 20.0, 18.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59017.407848, 20.986, 0.773, 15.0, 11.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59021.37081, 20.934, 0.898, 15.0, 14.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59023.344668, 20.506, 0.421, 23.0, 10.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59025.387428, 20.71, 0.668, 19.0, 13.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59025.408489, 20.677, 0.604, 20.0, 12.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59027.3555, 20.358, 0.541, 26.0, 14.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59027.358308, 19.891, 0.356, 40.0, 14.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59027.364502, 19.989, 0.5, 37.0, 18.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59027.374313, 20.316, 0.469, 27.0, 13.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59029.403727, 19.672, 0.398, 49.0, 20.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59031.352126, 18.972, 0.251, 94.0, 24.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59031.361434, 19.039, 0.238, 88.0, 21.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59032.366424, 19.093, 0.325, 84.0, 27.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59032.380035, 19.142, 0.339, 80.0, 27.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59034.423458, 19.295, 0.433, 70.0, 30.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59043.354187, 19.826, 0.273, 43.0, 12.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59043.364296, 19.922, 0.258, 39.0, 10.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59045.345524, 19.08, 0.371, 85.0, 31.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59045.348849, 18.796, 0.34, 110.0, 37.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59045.37863, 18.592, 0.513, 133.0, 68.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59047.348738, 20.652, 0.847, 20.0, 17.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59047.364904, 19.631, 0.565, 51.0, 29.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59051.342158, 20.281, 0.409, 28.0, 12.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59051.344449, 19.959, 0.26, 38.0, 10.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59051.345364, 20.277, 0.395, 28.0, 11.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59051.351363, 19.882, 0.258, 40.0, 10.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59051.354564, 19.928, 0.275, 39.0, 11.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59051.36615, 20.566, 0.494, 22.0, 11.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59051.367536, 20.277, 0.367, 28.0, 10.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59053.319075, 20.032, 0.42, 35.0, 15.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59053.334377, 19.971, 0.261, 37.0, 10.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59055.293591, 19.523, 0.317, 56.0, 18.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59055.297393, 19.957, 0.464, 38.0, 18.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59055.300606, 19.944, 0.394, 38.0, 15.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59055.303828, 20.2, 0.455, 30.0, 14.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59055.307967, 20.518, 0.702, 22.0, 16.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59055.31209, 19.716, 0.337, 47.0, 16.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59055.326257, 20.641, 0.756, 20.0, 15.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59059.32565, 20.349, 0.758, 26.0, 20.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59059.334861, 19.876, 0.43, 41.0, 18.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59061.290608, 19.848, 0.402, 42.0, 17.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59064.308659, 19.426, 0.37, 62.0, 23.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59065.330304, 19.596, 0.405, 53.0, 21.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59065.357604, 19.881, 0.559, 40.0, 23.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59068.280046, 20.826, 0.539, 17.0, 9.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59068.301759, 20.204, 0.418, 30.0, 13.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59069.326411, 20.896, 0.844, 16.0, 13.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59069.342108, 20.628, 0.617, 20.0, 13.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59073.318225, 20.854, 0.836, 16.0, 14.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59073.340829, 20.931, 0.937, 15.0, 14.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59075.308209, 21.038, 0.72, 14.0, 10.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59075.314189, 21.309, 0.904, 11.0, 10.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59077.332936, 20.697, 0.819, 19.0, 16.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59077.34376, 20.859, 0.72, 16.0, 12.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59079.257409, 21.355, 0.874, 10.0, 9.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59079.263404, 20.83, 0.464, 17.0, 8.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59079.28866, 20.227, 0.336, 30.0, 10.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59083.285537, 21.333, 0.716, 11.0, 8.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59083.30247, 21.013, 0.622, 14.0, 9.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59085.250731, 20.945, 0.914, 15.0, 14.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59095.236092, 20.206, 0.778, 30.0, 23.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59095.26193, 19.27, 0.894, 71.0, 64.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59097.275361, 20.857, 0.757, 16.0, 12.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59097.279532, 20.708, 0.816, 19.0, 15.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59101.23216, 20.854, 0.647, 16.0, 11.0, ATLAS
c, 23.9, 241.84729, 13.89271, 59107.260849, 20.131, 0.381, 32.0, 12.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59123.238822, 19.029, 0.414, 89.0, 37.0, ATLAS
o, 23.9, 241.84729, 13.89271, 59123.256302, 19.958, 0.865, 38.0, 33.0, ATLAS
