# Combination of '2021qqr' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
c, 23.9, 257.37382, -22.44769, 59319.517416, 21.185, 0.821, 12.0, 10.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59321.495895, 19.763, 0.657, 45.0, 30.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59321.532585, 20.351, 0.72, 26.0, 19.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59321.53533, 20.313, 0.604, 27.0, 16.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59325.63012, 20.491, 0.818, 23.0, 19.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59353.457193, 21.089, 0.966, 13.0, 13.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59357.420844, 19.81, 0.76, 43.0, 33.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59357.45322, 20.237, 0.918, 29.0, 27.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59357.461034, 20.076, 0.773, 34.0, 26.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59371.465821, 20.475, 0.394, 23.0, 9.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59373.399735, 20.665, 0.694, 20.0, 14.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59375.519475, 20.83, 0.885, 17.0, 15.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59376.390343, 21.165, 0.967, 12.0, 12.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59376.444601, 20.749, 0.911, 18.0, 17.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59379.390335, 20.695, 0.534, 19.0, 10.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59383.382166, 19.67, 0.315, 49.0, 16.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59383.38401, 19.76, 0.255, 45.0, 12.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59383.387237, 19.312, 0.259, 68.0, 18.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59383.395992, 19.742, 0.389, 46.0, 18.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59385.392286, 19.237, 0.294, 73.0, 22.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59385.431198, 18.993, 0.261, 92.0, 24.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59385.446399, 18.961, 0.42, 95.0, 40.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59391.457838, 18.327, 0.194, 169.0, 33.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59391.461062, 19.394, 0.504, 63.0, 32.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59391.467978, 18.421, 0.191, 156.0, 30.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59391.479957, 18.432, 0.198, 154.0, 30.0, ATLAS
