# Combination of '2021qqr' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
c, 23.9, 257.37382, -22.44769, 59405.369328, 19.783, 0.304, 44.0, 14.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59409.361395, 19.904, 0.379, 40.0, 15.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59409.364601, 19.813, 0.31, 43.0, 13.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59409.405683, 19.744, 0.438, 46.0, 20.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59411.36579, 19.244, 0.303, 73.0, 22.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59413.353107, 19.714, 0.423, 47.0, 20.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59413.410195, 19.386, 0.316, 64.0, 20.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59413.41354, 19.27, 0.307, 71.0, 22.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59421.401861, 19.742, 0.522, 46.0, 24.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59421.411055, 20.193, 0.966, 30.0, 29.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59421.423889, 19.572, 0.445, 54.0, 24.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59423.378035, 20.035, 0.49, 35.0, 17.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59423.397257, 20.075, 0.596, 34.0, 20.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59423.400487, 19.974, 0.424, 37.0, 16.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59423.407397, 19.492, 0.332, 58.0, 19.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59425.322905, 19.983, 0.423, 37.0, 16.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59425.327031, 19.561, 0.297, 54.0, 16.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59425.332539, 20.017, 0.512, 36.0, 18.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59425.344995, 19.799, 0.363, 44.0, 16.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59427.363683, 20.663, 0.487, 20.0, 10.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59427.367371, 20.622, 0.467, 20.0, 10.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59427.372898, 20.336, 0.328, 27.0, 9.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59429.329253, 19.792, 0.351, 44.0, 15.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59429.340806, 19.523, 0.33, 56.0, 19.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59431.323363, 20.349, 0.362, 26.0, 10.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59431.32889, 21.336, 0.921, 11.0, 10.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59431.341339, 21.035, 0.713, 14.0, 10.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59433.30759, 19.682, 0.426, 49.0, 21.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59433.310799, 20.221, 0.621, 30.0, 18.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59433.317682, 19.952, 0.505, 38.0, 19.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59435.3293, 20.274, 0.356, 28.0, 10.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59435.335294, 20.956, 0.592, 15.0, 9.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59437.314803, 19.021, 0.362, 89.0, 32.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59437.326242, 19.402, 0.374, 63.0, 24.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59437.336803, 19.811, 0.385, 43.0, 17.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59439.309419, 20.79, 0.672, 18.0, 12.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59439.313562, 20.588, 0.603, 21.0, 13.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59439.324151, 20.799, 0.886, 17.0, 15.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59439.334283, 20.514, 0.573, 23.0, 13.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59440.336792, 19.948, 0.555, 38.0, 21.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59440.342436, 19.962, 0.468, 38.0, 18.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59440.352804, 20.358, 0.773, 26.0, 20.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59441.276297, 20.031, 0.643, 35.0, 23.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59447.337621, 19.65, 0.495, 50.0, 25.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59451.296741, 20.081, 0.471, 34.0, 16.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59451.300429, 20.489, 0.701, 23.0, 16.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59451.306418, 20.665, 0.898, 20.0, 18.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59453.283587, 20.976, 0.881, 15.0, 13.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59453.308425, 20.659, 0.667, 20.0, 13.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59455.265546, 20.737, 0.858, 18.0, 16.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59455.274302, 20.651, 0.632, 20.0, 13.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59455.284451, 20.745, 0.793, 18.0, 14.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59455.285372, 20.663, 0.636, 20.0, 12.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59455.296889, 20.7, 0.775, 19.0, 15.0, ATLAS
c, 23.9, 257.37382, -22.44769, 59461.263428, 20.267, 0.516, 28.0, 15.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59469.247305, 19.856, 0.595, 42.0, 25.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59469.258323, 20.137, 0.687, 32.0, 22.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59477.231938, 19.534, 0.438, 56.0, 24.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59477.24157, 19.475, 0.68, 59.0, 40.0, ATLAS
o, 23.9, 257.37382, -22.44769, 59483.254202, 20.038, 0.571, 35.0, 20.0, ATLAS
