# Combination of '2022bsi' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
c, 23.9, 228.6152, 50.31703, 59592.619934, 20.998, 0.708, 14.0, 10.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59598.579414, 20.038, 0.902, 35.0, 32.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59598.585401, 19.984, 0.79, 37.0, 29.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59604.651856, 20.12, 0.53, 32.0, 17.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59613.569453, 20.691, 0.644, 19.0, 12.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59613.575457, 20.661, 0.518, 20.0, 10.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59617.607004, 20.569, 0.837, 22.0, 18.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59617.620291, 20.848, 0.971, 17.0, 16.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59617.627244, 20.745, 0.9, 18.0, 16.0, ATLAS
c, 23.9, 228.6152, 50.31703, 59619.620355, 20.797, 0.522, 17.0, 9.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59621.548811, 19.752, 0.3, 46.0, 14.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59621.55435, 20.744, 0.764, 18.0, 14.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59621.566362, 20.841, 0.706, 17.0, 12.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59623.569919, 19.651, 0.287, 50.0, 14.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59623.5701, 19.915, 0.502, 39.0, 20.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59623.573118, 19.651, 0.298, 50.0, 15.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59623.578635, 19.779, 0.417, 44.0, 19.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59623.579316, 19.59, 0.349, 53.0, 18.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59623.581188, 19.266, 0.252, 71.0, 18.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59623.591887, 19.885, 0.397, 40.0, 16.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59623.671967, 19.577, 0.432, 54.0, 23.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59625.5405, 19.021, 0.237, 90.0, 21.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59625.598725, 20.116, 0.919, 33.0, 30.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59625.601947, 19.555, 0.605, 55.0, 33.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59625.604709, 18.657, 0.216, 125.0, 27.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59625.617082, 19.562, 0.493, 54.0, 27.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59626.633544, 18.944, 0.192, 96.0, 18.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59626.645086, 18.851, 0.184, 105.0, 19.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59627.590892, 18.948, 0.263, 96.0, 25.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59627.594153, 18.788, 0.218, 111.0, 24.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59627.607225, 18.866, 0.236, 103.0, 24.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59627.616874, 18.977, 0.192, 93.0, 18.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59627.626486, 19.574, 0.319, 54.0, 17.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59629.540669, 19.022, 0.306, 89.0, 27.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59629.551187, 19.004, 0.284, 91.0, 26.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59633.615162, 19.319, 0.225, 68.0, 15.0, ATLAS
c, 23.9, 228.6152, 50.31703, 59639.530864, 20.408, 0.419, 25.0, 10.0, ATLAS
c, 23.9, 228.6152, 50.31703, 59639.534984, 19.841, 0.212, 42.0, 9.0, ATLAS
c, 23.9, 228.6152, 50.31703, 59639.54047, 19.953, 0.245, 38.0, 9.0, ATLAS
c, 23.9, 228.6152, 50.31703, 59639.545507, 20.168, 0.256, 31.0, 8.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59641.573265, 19.565, 0.192, 54.0, 10.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59641.606915, 20.201, 0.424, 30.0, 13.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59641.656242, 19.259, 0.242, 72.0, 17.0, ATLAS
c, 23.9, 228.6152, 50.31703, 59643.593963, 20.066, 0.419, 34.0, 14.0, ATLAS
c, 23.9, 228.6152, 50.31703, 59643.597359, 20.078, 0.412, 34.0, 14.0, ATLAS
c, 23.9, 228.6152, 50.31703, 59643.602749, 20.348, 0.441, 26.0, 12.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59645.511168, 19.908, 0.278, 40.0, 11.0, ATLAS
o, 23.9, 228.6152, 50.31703, 59645.514366, 19.903, 0.324, 40.0, 13.0, ATLAS
