# Combination of '2021bls' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 250.83637, 61.59487, 59222.664366, 20.861, 0.951, 16.0, 16.0, ATLAS
c, 23.9, 250.83637, 61.59487, 59238.630454, 19.908, 0.214, 40.0, 8.0, ATLAS
c, 23.9, 250.83637, 61.59487, 59238.663297, 19.8, 0.235, 44.0, 10.0, ATLAS
o, 23.9, 250.83637, 61.59487, 59270.552031, 18.932, 0.207, 97.0, 20.0, ATLAS
o, 23.9, 250.83637, 61.59487, 59278.625518, 19.712, 0.504, 47.0, 24.0, ATLAS
c, 23.9, 250.83637, 61.59487, 59288.598022, 20.475, 0.419, 23.0, 10.0, ATLAS
c, 23.9, 250.83637, 61.59487, 59288.610193, 19.991, 0.306, 37.0, 11.0, ATLAS
c, 23.9, 250.83637, 61.59487, 59288.628307, 20.182, 0.288, 31.0, 9.0, ATLAS
c, 23.9, 250.83637, 61.59487, 59292.515533, 20.695, 0.408, 19.0, 8.0, ATLAS
c, 23.9, 250.83637, 61.59487, 59292.519193, 20.251, 0.301, 29.0, 9.0, ATLAS
c, 23.9, 250.83637, 61.59487, 59292.526535, 20.368, 0.32, 26.0, 8.0, ATLAS
c, 23.9, 250.83637, 61.59487, 59292.532962, 20.956, 0.477, 15.0, 7.0, ATLAS
o, 23.9, 250.83637, 61.59487, 59294.605972, 20.001, 0.208, 36.0, 8.0, ATLAS
o, 23.9, 250.83637, 61.59487, 59294.625267, 20.176, 0.314, 31.0, 10.0, ATLAS
o, 23.9, 250.83637, 61.59487, 59298.563931, 20.396, 0.5, 25.0, 13.0, ATLAS
o, 23.9, 250.83637, 61.59487, 59298.566694, 19.79, 0.27, 44.0, 12.0, ATLAS
o, 23.9, 250.83637, 61.59487, 59298.583662, 20.049, 0.332, 35.0, 12.0, ATLAS
o, 23.9, 250.83637, 61.59487, 59306.605516, 20.151, 0.524, 32.0, 17.0, ATLAS
