# Combination of '2022zvu' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
ZTF_g, 25.3547, 148.46274583333332, -7.792683333333334, 58440.477303199936, 19.484132605587362, 0.11793218301474553, 222.960001057473, 24.2178160168197, ZTF
ZTF_r, 26.2039, 148.46274583333332, -7.792683333333334, 58898.31299770018, 20.14371340264164, 0.1300475061298756, 265.506182837894, 31.8018472523566, ZTF
ZTF_r, 26.2473, 148.46274583333332, -7.792683333333334, 59319.19126159977, 20.110028592129463, 0.14927485507327926, 285.04180740758, 39.1896063740433, ZTF
ZTF_r, 25.9839, 148.46274583333332, -7.792683333333334, 59888.47811339982, 18.04431679271303, 0.0369220826273408, 1499.10924656076, 50.9794508336968, ZTF
ZTF_g, 26.076, 148.46274583333332, -7.792683333333334, 59893.44105320005, 17.316902966168804, 0.05296832833871987, 3188.88467593492, 155.5717584149, ZTF
ZTF_r, 26.2436, 148.46274583333332, -7.792683333333334, 59893.49729169998, 17.060645479829603, 0.022102608416760386, 4711.74532226137, 95.9181994308331, ZTF
ZTF_r, 26.1963, 148.46274583333332, -7.792683333333334, 59896.466319399886, 16.98339553090306, 0.023725453925336905, 4843.52769822434, 105.840528055078, ZTF
ZTF_g, 26.2589, 148.46274583333332, -7.792683333333334, 59897.47859949991, 17.36592012598161, 0.03042350333890257, 3607.38046904176, 101.082704310154, ZTF
ZTF_r, 26.2443, 148.46274583333332, -7.792683333333334, 59898.47276620008, 16.86105421844438, 0.01198829997615426, 5666.28366866647, 62.5650209251087, ZTF
ZTF_g, 26.3193, 148.46274583333332, -7.792683333333334, 59900.50026619993, 17.464351480535516, 0.023353823152705882, 3483.2079890041, 74.9226405296814, ZTF
ZTF_r, 26.2806, 148.46274583333332, -7.792683333333334, 59900.50600690022, 16.974359976338675, 0.016251886021251175, 5278.3235674662, 79.0087984776253, ZTF
ZTF_g, 26.307, 148.46274583333332, -7.792683333333334, 59901.50478010019, 17.470138923526672, 0.016057160591642482, 3425.66137217191, 50.6627618609345, ZTF
ZTF_r, 26.2814, 148.46274583333332, -7.792683333333334, 59901.55791669991, 17.024428584940047, 0.014417367533018264, 5044.15665671896, 66.9807823440071, ZTF
ZTF_g, 26.2594, 148.46274583333332, -7.792683333333334, 59902.46439810004, 17.752502547706214, 0.03268195302886831, 2527.89470908544, 76.0926418240951, ZTF
ZTF_i, 25.6188, 148.46274583333332, -7.792683333333334, 59903.5229282002, 17.43798216546272, 0.03051767554611561, 1872.09176897086, 52.6204145606761, ZTF
ZTF_g, 25.7249, 148.46274583333332, -7.792683333333334, 59904.435624999925, 17.92062263804456, 0.0395079668734576, 1323.46038085903, 48.158317514032, ZTF
ZTF_g, 26.1836, 148.46274583333332, -7.792683333333334, 59906.42270829994, 18.118807077286423, 0.02751216560151826, 1682.35316327725, 42.6302251185895, ZTF
ZTF_r, 26.2461, 148.46274583333332, -7.792683333333334, 59906.46299770009, 17.354100231798, 0.017687924466079162, 3604.12551703273, 58.7154592727569, ZTF
ZTF_r, 26.2293, 148.46274583333332, -7.792683333333334, 59909.42065969994, 17.452192466641968, 0.016688369763361417, 3242.22397829397, 49.8347870948697, ZTF
ZTF_g, 26.2919, 148.46274583333332, -7.792683333333334, 59909.463506899774, 18.581170298313108, 0.03360384728135262, 1214.20461905377, 37.5799815904776, ZTF
ZTF_r, 26.229, 148.46274583333332, -7.792683333333334, 59913.421192099806, 17.582041603678668, 0.02464951552515931, 2875.96342442286, 65.2931207132141, ZTF
ZTF_i, 25.6016, 148.46274583333332, -7.792683333333334, 59914.439988399856, 17.700206101747185, 0.039809197259660166, 1447.29665811993, 53.0660374994855, ZTF
ZTF_r, 26.2712, 148.46274583333332, -7.792683333333334, 59923.440567099955, 18.30983934519893, 0.054396831512699195, 1529.48161840623, 76.6290683993587, ZTF
ZTF_r, 26.2589, 148.46274583333332, -7.792683333333334, 59930.46228010021, 18.480476049949736, 0.056022144515777875, 1292.31855525871, 66.6814430114065, ZTF
ZTF_g, 26.2943, 148.46274583333332, -7.792683333333334, 59930.48315969994, 19.378457715996973, 0.10617605392415755, 583.89790039736, 57.1004031062007, ZTF
ZTF_g, 26.266, 148.46274583333332, -7.792683333333334, 59935.37831019983, 19.89225852188315, 0.10718289331766244, 354.402348585732, 34.9862783919877, ZTF
ZTF_r, 26.2638, 148.46274583333332, -7.792683333333334, 59935.420624999795, 19.084884654621558, 0.05388996154328509, 743.988355316166, 36.9274817224159, ZTF
ZTF_r, 26.1739, 148.46274583333332, -7.792683333333334, 59957.419930600096, 19.356933183164912, 0.12134945131036967, 533.073049769747, 59.5799622544625, ZTF
ZTF_r, 26.1525, 148.46274583333332, -7.792683333333334, 60231.52456020005, 19.62289261796867, 0.1417201838747657, 409.112691891222, 53.4011168331083, ZTF
ZTF_r, 25.6786, 148.46274583333332, -7.792683333333334, 60290.44137729984, 18.817566920655374, 0.07497810028468152, 555.153691157385, 38.3374607446295, ZTF
