# Combination of '2023fwb' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 320.91415, 39.58093, 60100.545739, 19.459, 0.41, 60.0, 24.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60102.533524, 19.949, 0.493, 38.0, 19.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60102.551797, 19.858, 0.379, 41.0, 16.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60104.518596, 20.032, 0.5, 35.0, 18.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60104.531855, 19.83, 0.461, 42.0, 20.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60104.534839, 19.225, 0.312, 74.0, 23.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60104.541051, 19.491, 0.32, 58.0, 19.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60106.522439, 20.63, 0.8, 20.0, 16.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60106.532326, 19.916, 0.451, 39.0, 18.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60106.545529, 20.609, 0.741, 21.0, 15.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60107.552067, 19.796, 0.412, 44.0, 18.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60107.580397, 20.335, 0.448, 27.0, 12.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60110.52402, 19.931, 0.252, 39.0, 10.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60110.527772, 20.733, 0.589, 18.0, 11.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60111.519539, 20.958, 0.81, 15.0, 12.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60111.539027, 20.294, 0.385, 28.0, 11.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60112.5319, 20.968, 0.602, 15.0, 9.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60112.532499, 20.301, 0.495, 28.0, 14.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60112.537111, 20.696, 0.451, 19.0, 9.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60112.550018, 21.174, 0.978, 12.0, 12.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60112.5514, 21.065, 0.833, 14.0, 11.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60113.514609, 20.072, 0.486, 34.0, 16.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60113.52337, 20.257, 0.396, 29.0, 11.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60113.529168, 21.084, 0.871, 13.0, 12.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60113.530072, 20.697, 0.566, 19.0, 11.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60113.551167, 21.048, 0.748, 14.0, 10.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60114.495014, 20.706, 0.595, 19.0, 11.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60114.526629, 20.188, 0.36, 30.0, 11.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60117.542582, 20.873, 0.483, 16.0, 8.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60117.546289, 21.15, 0.911, 13.0, 12.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60117.549125, 21.204, 0.767, 12.0, 9.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60117.565497, 21.149, 0.776, 13.0, 10.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60124.48444, 19.666, 0.305, 49.0, 15.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60124.49448, 20.511, 0.624, 23.0, 14.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60124.498382, 20.429, 0.515, 24.0, 13.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60125.514989, 20.662, 0.767, 20.0, 15.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60128.288239, 18.948, 0.787, 96.0, 75.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60129.518004, 19.804, 0.526, 44.0, 23.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60129.524537, 20.385, 0.877, 26.0, 22.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60130.509849, 20.301, 0.661, 28.0, 18.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60131.523222, 20.322, 0.69, 27.0, 19.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60131.562621, 20.433, 0.63, 24.0, 15.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60132.490059, 19.88, 0.432, 40.0, 18.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60134.244216, 15.227, 0.514, 2945.0, 1513.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60134.448553, 20.705, 0.795, 19.0, 15.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60136.531978, 20.303, 0.97, 28.0, 27.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60137.539308, 20.244, 0.485, 29.0, 14.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60137.543975, 20.017, 0.433, 36.0, 16.0, ATLAS
o, 23.9, 320.91415, 39.58093, 60137.581436, 19.656, 0.271, 50.0, 14.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60138.425431, 20.525, 0.609, 22.0, 14.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60138.46543, 20.837, 0.725, 17.0, 12.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60141.450271, 21.109, 0.918, 13.0, 12.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60147.476552, 21.227, 0.847, 12.0, 10.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60148.479237, 20.77, 0.526, 18.0, 9.0, ATLAS
c, 23.9, 320.91415, 39.58093, 60150.444225, 20.765, 0.717, 18.0, 13.0, ATLAS
