# Combination of '2018baz' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 246.05579, 25.27206, 58149.63737, 19.278, 0.631, 71.0, 45.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58205.590405, 19.511, 0.314, 57.0, 18.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58205.611571, 19.522, 0.216, 56.0, 12.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58205.623772, 19.4, 0.216, 63.0, 14.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58205.636195, 19.456, 0.191, 60.0, 11.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58207.523576, 19.476, 0.395, 59.0, 23.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58207.537243, 19.589, 0.364, 53.0, 19.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58207.551767, 19.268, 0.254, 71.0, 18.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58213.600527, 19.206, 0.243, 75.0, 18.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58213.640159, 18.726, 0.251, 117.0, 30.0, ATLAS
c, 23.9, 246.05579, 25.27206, 58227.579682, 19.282, 0.844, 70.0, 59.0, ATLAS
c, 23.9, 246.05579, 25.27206, 58227.586282, 19.378, 0.356, 64.0, 23.0, ATLAS
c, 23.9, 246.05579, 25.27206, 58227.59282, 19.694, 0.476, 48.0, 23.0, ATLAS
c, 23.9, 246.05579, 25.27206, 58227.605471, 19.45, 0.425, 60.0, 26.0, ATLAS
c, 23.9, 246.05579, 25.27206, 58227.605928, 18.84, 0.279, 106.0, 29.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58231.584004, 19.721, 0.316, 47.0, 15.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58231.58801, 19.538, 0.24, 56.0, 13.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58243.572916, 19.303, 0.614, 69.0, 42.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58247.534875, 20.654, 0.483, 20.0, 10.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58247.546972, 20.267, 0.355, 28.0, 10.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58247.56007, 20.296, 0.34, 28.0, 9.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58247.567528, 20.245, 0.419, 29.0, 12.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58249.530703, 20.663, 0.875, 20.0, 17.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58249.539061, 20.159, 0.535, 31.0, 17.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58253.53225, 19.853, 0.413, 42.0, 17.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58253.53567, 20.167, 0.519, 31.0, 16.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58253.549048, 19.718, 0.364, 47.0, 17.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58253.556558, 20.376, 0.635, 26.0, 16.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58257.483321, 20.083, 0.424, 34.0, 14.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58257.493263, 20.143, 0.414, 32.0, 13.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58257.496251, 20.158, 0.485, 31.0, 15.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58257.510077, 19.721, 0.32, 47.0, 15.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58257.517176, 20.193, 0.734, 30.0, 22.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58257.517996, 20.362, 0.594, 26.0, 16.0, ATLAS
c, 23.9, 246.05579, 25.27206, 58259.495281, 20.539, 0.303, 22.0, 7.0, ATLAS
c, 23.9, 246.05579, 25.27206, 58259.503592, 20.877, 0.414, 16.0, 7.0, ATLAS
c, 23.9, 246.05579, 25.27206, 58259.522244, 20.678, 0.417, 19.0, 8.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58261.476733, 20.496, 0.685, 23.0, 16.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58261.496957, 20.39, 0.5, 25.0, 13.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58261.497416, 20.349, 0.532, 26.0, 14.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58263.522826, 18.105, 0.69, 208.0, 143.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58265.492337, 19.631, 0.694, 51.0, 35.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58265.506047, 19.285, 0.904, 70.0, 63.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58265.532325, 19.075, 0.989, 85.0, 84.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58271.517294, 20.496, 0.645, 23.0, 15.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58273.478763, 20.115, 0.441, 33.0, 14.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58273.491211, 19.936, 0.376, 38.0, 14.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58273.50582, 20.215, 0.481, 30.0, 14.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58277.483303, 20.472, 0.456, 24.0, 11.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58277.495681, 20.266, 0.417, 28.0, 12.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58277.508629, 20.156, 0.425, 31.0, 13.0, ATLAS
c, 23.9, 246.05579, 25.27206, 58279.478987, 20.727, 0.536, 19.0, 10.0, ATLAS
c, 23.9, 246.05579, 25.27206, 58279.502022, 21.005, 0.686, 14.0, 10.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58281.463362, 20.387, 0.63, 25.0, 16.0, ATLAS
o, 23.9, 246.05579, 25.27206, 58285.453928, 20.845, 0.74, 17.0, 12.0, ATLAS
